# _root_ Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .
#goldHeads=2,0,6,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
#predictedHeads=2,0,10,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
(17,17),(17,8),(17,1),-0.141928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,-1),-0.0737431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,7),(17,6),-0.19971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,5),-0.185189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,4),-0.187366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,3),0.0481737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,2),-0.196446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,1),-0.0928436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,-1),-0.053685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,6),(17,5),-0.135094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,6),(17,4),-0.172984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,6),(17,3),0.0530761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,6),(17,2),-0.16791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,6),(17,1),0.00503151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,6),(17,-1),-0.0047331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,5),(17,4),-0.209768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,3),0.0100114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,2),-0.16487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,1),-0.163042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,-1),-0.0505758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,4),(17,3),-0.039997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,4),(17,2),-0.120784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,4),(17,1),-0.103677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,4),(17,-1),-0.00859704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,3),(17,2),-0.167546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,3),(17,1),-0.0490904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,3),(17,-1),-0.0407086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,2),(17,1),0.0056597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,2),(17,-1),-0.00456274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,1),(17,-1),0.0966829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.209853 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),0.0141309 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),-0.0488907 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,10),-0.128103 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),-0.214537 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,8),0.0163313 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,7),-0.0672558 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,6),-0.17902 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,5),-0.125068 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,4),-0.121906 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,3),-0.0488907 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,2),-0.174133 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,1),-0.209841 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),0.0436834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.0707984 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,11),-0.0461945 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,10),-0.183705 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,9),-0.285174 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,8),-0.0687532 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,7),-0.0681464 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,6),-0.139622 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,5),-0.109765 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,4),-0.115789 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,3),-0.0461945 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,2),-0.134703 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,1),-0.28048 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.154954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,11),-0.0744796 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,10),-0.149904 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,9),-0.211551 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,8),-0.0395559 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,7),-0.073915 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,6),-0.132317 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,5),-0.0871834 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,4),-0.113982 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,3),-0.0744796 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,2),-0.127453 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,1),-0.207 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.102457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,10),-0.131688 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,9),-0.225607 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,8),0.0107558 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,7),-0.0684896 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,6),-0.191586 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,5),-0.125246 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,4),-0.122171 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,3),-0.0670621 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,2),-0.186698 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,1),-0.220911 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),0.014812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,10),(17,9),-0.2148 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,8),-0.0563115 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,7),-0.060946 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,6),-0.153747 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,5),-0.116465 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,4),-0.120788 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,3),-0.146937 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,2),-0.148882 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,1),-0.210249 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,-1),-0.117898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,8),-0.0687544 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,7),-0.0683099 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,6),-0.140038 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,5),-0.109799 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,4),-0.115789 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,3),-0.0321502 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,2),-0.13512 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,1),-0.281187 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,-1),-0.158574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,8),(17,7),-0.0695477 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,6),-0.132317 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,5),-0.0871834 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,4),-0.113982 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,3),-0.074385 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,2),-0.127453 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,1),-0.207 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,-1),-0.102552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,7),(17,6),-0.137951 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,5),-0.111304 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,4),-0.11944 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,3),-0.0753591 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,2),-0.133087 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,1),-0.222267 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,-1),0.00654733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,6),(17,5),-0.109066 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,4),-0.120124 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,3),-0.0107489 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,2),-0.139884 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,1),-0.250374 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,-1),-0.0982201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,5),(17,4),-0.1295 # DEPENDENCYPART_TRISIBL
(17,16),(17,5),(17,3),-0.0553014 # DEPENDENCYPART_TRISIBL
(17,16),(17,5),(17,2),-0.122003 # DEPENDENCYPART_TRISIBL
(17,16),(17,5),(17,1),-0.200796 # DEPENDENCYPART_TRISIBL
(17,16),(17,5),(17,-1),-0.147462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,4),(17,3),-0.0623741 # DEPENDENCYPART_TRISIBL
(17,16),(17,4),(17,2),-0.132183 # DEPENDENCYPART_TRISIBL
(17,16),(17,4),(17,1),-0.187938 # DEPENDENCYPART_TRISIBL
(17,16),(17,4),(17,-1),-0.132004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,3),(17,2),-0.186698 # DEPENDENCYPART_TRISIBL
(17,16),(17,3),(17,1),-0.220911 # DEPENDENCYPART_TRISIBL
(17,16),(17,3),(17,-1),0.014812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,2),(17,1),-0.250373 # DEPENDENCYPART_TRISIBL
(17,16),(17,2),(17,-1),-0.0967909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,1),(17,-1),-0.154159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.0789483 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,11),-0.180694 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,10),-0.177399 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,9),-0.157249 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,8),-0.0789483 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,7),-0.0928299 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,6),-0.160455 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,5),-0.115626 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,4),-0.110584 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,3),-0.180694 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,2),-0.160279 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,1),-0.157066 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.142367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,11),-0.135734 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,10),-0.120589 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,9),-0.114681 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,8),-0.0754901 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,7),-0.103434 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,6),-0.159416 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,5),-0.11011 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,4),-0.110357 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,3),-0.135734 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,2),-0.159299 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,1),-0.114498 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.18122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,10),-0.144366 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,9),-0.146154 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,8),-0.0600132 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,7),-0.104925 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,6),-0.148523 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,5),-0.112177 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,4),-0.111528 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,3),-0.154283 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,2),-0.148405 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,1),-0.145971 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.108024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,10),(17,9),-0.120956 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,8),-0.0750178 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,7),-0.095515 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,6),-0.153808 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,5),-0.110489 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,4),-0.110768 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,3),-0.167425 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,2),-0.15369 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,1),-0.120774 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,-1),-0.136942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,8),-0.0789483 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,7),-0.0928288 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,6),-0.160529 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,5),-0.115626 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,4),-0.110584 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,3),-0.180665 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,2),-0.160352 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,1),-0.157066 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,-1),-0.142999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,8),(17,7),-0.103434 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,6),-0.159416 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,5),-0.11011 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,4),-0.110357 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,3),-0.135734 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,2),-0.159299 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,1),-0.114498 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,-1),-0.18122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,7),(17,6),-0.149122 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,5),-0.10984 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,4),-0.11034 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,3),-0.154135 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,2),-0.149004 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,1),-0.11063 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,-1),-0.154267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,6),(17,5),-0.110643 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,4),-0.110402 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,3),-0.155506 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,2),-0.167528 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,1),-0.139374 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,-1),-0.199189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,5),(17,4),-0.120638 # DEPENDENCYPART_TRISIBL
(17,15),(17,5),(17,3),-0.142529 # DEPENDENCYPART_TRISIBL
(17,15),(17,5),(17,2),-0.151383 # DEPENDENCYPART_TRISIBL
(17,15),(17,5),(17,1),-0.111511 # DEPENDENCYPART_TRISIBL
(17,15),(17,5),(17,-1),-0.166335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,4),(17,3),-0.143178 # DEPENDENCYPART_TRISIBL
(17,15),(17,4),(17,2),-0.148684 # DEPENDENCYPART_TRISIBL
(17,15),(17,4),(17,1),-0.112704 # DEPENDENCYPART_TRISIBL
(17,15),(17,4),(17,-1),-0.170825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,3),(17,2),-0.148405 # DEPENDENCYPART_TRISIBL
(17,15),(17,3),(17,1),-0.145971 # DEPENDENCYPART_TRISIBL
(17,15),(17,3),(17,-1),-0.108024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,2),(17,1),-0.139374 # DEPENDENCYPART_TRISIBL
(17,15),(17,2),(17,-1),-0.199169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,1),(17,-1),-0.14237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,11),-0.0755711 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,10),-0.150182 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,9),-0.204738 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,8),-0.0397953 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,7),-0.0739745 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,6),-0.132317 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,5),-0.0873023 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,4),-0.113982 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,3),-0.0755711 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,2),-0.127453 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,1),-0.200186 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.100853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,11),(17,10),-0.131966 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,9),-0.218774 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,8),0.0106357 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,7),-0.0685224 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,6),-0.191586 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,5),-0.12539 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,4),-0.122171 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,3),-0.0681535 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,2),-0.186698 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,1),-0.214079 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,-1),0.0206885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,10),(17,9),-0.207968 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,8),-0.0564316 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,7),-0.0609788 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,6),-0.153747 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,5),-0.116582 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,4),-0.120788 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,3),-0.148028 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,2),-0.148882 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,1),-0.203417 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,-1),-0.116889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,9),(17,8),-0.0688746 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,7),-0.0683431 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,6),-0.140038 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,5),-0.109917 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,4),-0.115789 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,3),-0.0332422 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,2),-0.13512 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,1),-0.270106 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,-1),-0.156764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,8),(17,7),-0.0696072 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,6),-0.132317 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,5),-0.0873023 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,4),-0.113982 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,3),-0.0754764 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,2),-0.127453 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,1),-0.200186 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,-1),-0.100947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,7),(17,6),-0.137951 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,5),-0.111421 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,4),-0.11944 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,3),-0.0764505 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,2),-0.133087 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,1),-0.215435 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,-1),0.00788998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,6),(17,5),-0.109183 # DEPENDENCYPART_TRISIBL
(17,14),(17,6),(17,4),-0.120124 # DEPENDENCYPART_TRISIBL
(17,14),(17,6),(17,3),-0.0118403 # DEPENDENCYPART_TRISIBL
(17,14),(17,6),(17,2),-0.139884 # DEPENDENCYPART_TRISIBL
(17,14),(17,6),(17,1),-0.243551 # DEPENDENCYPART_TRISIBL
(17,14),(17,6),(17,-1),-0.0964073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,5),(17,4),-0.1295 # DEPENDENCYPART_TRISIBL
(17,14),(17,5),(17,3),-0.0563928 # DEPENDENCYPART_TRISIBL
(17,14),(17,5),(17,2),-0.122003 # DEPENDENCYPART_TRISIBL
(17,14),(17,5),(17,1),-0.193964 # DEPENDENCYPART_TRISIBL
(17,14),(17,5),(17,-1),-0.145641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,4),(17,3),-0.0635764 # DEPENDENCYPART_TRISIBL
(17,14),(17,4),(17,2),-0.132183 # DEPENDENCYPART_TRISIBL
(17,14),(17,4),(17,1),-0.181106 # DEPENDENCYPART_TRISIBL
(17,14),(17,4),(17,-1),-0.130183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,3),(17,2),-0.186698 # DEPENDENCYPART_TRISIBL
(17,14),(17,3),(17,1),-0.214079 # DEPENDENCYPART_TRISIBL
(17,14),(17,3),(17,-1),0.0206885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,2),(17,1),-0.243551 # DEPENDENCYPART_TRISIBL
(17,14),(17,2),(17,-1),-0.0949781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,1),(17,-1),-0.15235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,10),-0.148427 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,9),-0.113741 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,8),-0.0928661 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,7),-0.0591984 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,6),-0.0950432 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,5),-0.097578 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,4),-0.0875755 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,3),-0.111582 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,2),-0.0950379 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,1),-0.113268 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.0294144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,10),(17,9),-0.0990111 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,8),-0.0853901 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,7),-0.0634378 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,6),-0.0938388 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,5),-0.0985823 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,4),-0.091257 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,3),-0.119025 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,2),-0.0938305 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,1),-0.0985401 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,-1),-0.135791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,9),(17,8),-0.0783205 # DEPENDENCYPART_TRISIBL
