# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(20,19),(19,15),(19,8),-0.0397941 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,7),-0.0439503 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,6),-0.0439503 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,5),-0.0420531 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,4),-0.0387563 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,3),-0.0439503 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,1),-0.0429448 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,-1),-0.0406056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,14),(19,13),-0.0265751 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,12),-0.0464667 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,11),-0.0354022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,10),-0.0313048 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,9),-0.0464667 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,8),-0.0313048 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,7),-0.0354022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,6),-0.0354022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,5),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,4),-0.0325394 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,3),-0.0354022 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,1),-0.0449711 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,-1),-0.0518327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,13),(19,12),-0.0521136 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,11),-0.0483417 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,10),-0.0598922 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,9),-0.0521019 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,8),-0.0598922 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,7),-0.0483417 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,6),-0.0483417 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,5),-0.0432006 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,4),-0.0510225 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,3),-0.0483417 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,1),-0.0380883 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,-1),0.0391908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,12),(19,11),-0.0353566 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,10),-0.0313053 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,9),-0.04633 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,8),-0.0313053 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,7),-0.0353566 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,6),-0.0353566 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,5),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,4),-0.0345307 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,3),-0.0353566 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,1),-0.044985 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,-1),-0.0507718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,11),(19,10),0.018326 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,9),-0.0400951 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,8),0.018326 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,7),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,6),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,5),-0.0434212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,4),-0.0339999 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,3),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,1),-0.0187642 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,11),(19,-1),-0.114543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,10),(19,9),-0.0293813 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,8),-0.0422141 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,7),-0.04312 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,6),-0.0431203 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,5),-0.0420774 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,4),-0.0211607 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,3),-0.04312 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,1),-0.0208591 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,10),(19,-1),-0.0337759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,9),(19,8),-0.0311002 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,7),-0.0353565 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,6),-0.0353565 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,5),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,4),-0.0325394 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,3),-0.0353565 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,1),-0.0449711 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,9),(19,-1),-0.0508333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,8),(19,7),-0.04312 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,6),-0.0431203 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,5),-0.0420774 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,4),-0.0211607 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,3),-0.04312 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,1),-0.0208591 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,8),(19,-1),-0.0337759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,7),(19,6),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,5),-0.0434212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,4),-0.0339999 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,3),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,1),-0.0187642 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,7),(19,-1),-0.114058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,6),(19,5),-0.0434212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,4),-0.0339999 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,3),-0.0437214 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,1),-0.0187642 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,6),(19,-1),-0.114537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,5),(19,4),-0.0424994 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,3),-0.0420007 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,1),-0.0454276 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,5),(19,-1),-0.0551023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,4),(19,3),-0.0483316 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,4),(19,1),-0.0380775 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,4),(19,-1),0.0308326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,3),(19,1),-0.0187642 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,3),(19,-1),-0.114537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,1),(19,-1),-0.00383022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.00702341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,24),-0.185413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,24),0.0209664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,23),(21,24),-0.0474511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,17),-0.0738836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),0.0283073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,17),(21,-1),-0.0688835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,24),0.0856263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),-0.184163 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,24),-0.0372779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,-1),-0.00216818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,20),0.118821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,24),-0.146274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,20),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,24),-0.125229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,23),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,-1),-0.0170709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,24),-0.0254735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,-1),-0.0918751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),-0.0819684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,-1),-0.147318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,0),(0,3),(0,4),-0.202745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,13),-0.196155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,19),-0.0957917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,20),-0.207386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,24),0.371178 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,13),-0.333292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,19),-0.171344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,20),-0.329463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,24),0.8519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,13),(0,19),-0.167555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,20),-0.334254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,24),0.866549 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,19),(0,20),-0.235359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,19),(0,24),0.596554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,20),(0,24),0.860604 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,3),(0,4),(0,13),-0.0853095 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,19),-0.0901083 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,20),-0.0955236 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,24),-0.107361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,13),(0,19),-0.0902021 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,20),-0.0961715 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,24),-0.110907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,19),(0,20),-0.0843424 # DEPENDENCYPART_TRISIBL
(0,3),(0,19),(0,24),-0.0852662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,20),(0,24),-0.104739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,13),(0,19),-0.072636 # DEPENDENCYPART_TRISIBL
(0,4),(0,13),(0,20),-0.194772 # DEPENDENCYPART_TRISIBL
(0,4),(0,13),(0,24),-0.296847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,19),(0,20),-0.134601 # DEPENDENCYPART_TRISIBL
(0,4),(0,19),(0,24),-0.207778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,20),(0,24),-0.298056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,19),(0,20),-0.123155 # DEPENDENCYPART_TRISIBL
(0,13),(0,19),(0,24),-0.201318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,20),(0,24),-0.299171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,19),(0,20),(0,24),-0.110597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0112751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.110091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.0127033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.0464643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.128614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,24),-0.157407 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0753386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.03813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,8),0.0659535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,9),-0.0333404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,24),0.17237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,7),-0.0378141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),0.069882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.106446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,24),-0.024542 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,8),0.0672662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,9),-0.0333398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,24),0.172954 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,9),-0.169981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,24),-0.364831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,24),-0.043009 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.092092 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.0812261 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,8),-0.0720673 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.0660336 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,24),-0.0507991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,7),-0.0701343 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,8),-0.0747927 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),-0.063772 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,24),-0.0762505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),-0.0720673 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,9),-0.0660336 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,24),-0.0507991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,9),-0.0595382 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,24),-0.0593457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,24),-0.089901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,7),-0.125817 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.0434103 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.060105 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,24),-0.064695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,8),-0.0578051 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,9),-0.0766312 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,24),-0.0389265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,9),-0.0149872 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,24),0.0146817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,24),-0.0203286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,8),-0.0509696 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,9),-0.0600032 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,24),-0.0884134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,9),-0.00839669 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,24),-0.0109234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,24),-0.0851187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,8),(1,9),-0.0149867 # DEPENDENCYPART_TRISIBL
(1,7),(1,8),(1,24),0.0130653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,9),(1,24),-0.0220298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,9),(1,24),-0.132038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,4),(2,24),-0.204759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,1),(2,-1),-0.450261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,7),-0.144909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0448391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.0448391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.0827075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.118637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.118637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),-0.0967103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,10),-0.270999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),-0.719537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,24),-0.719537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,7),(3,8),-0.0285534 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0285534 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,24),-0.118802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,10),-0.0471506 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.0531159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,24),-0.0531159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,10),-0.078395 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.0342809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,24),-0.0342809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,24),-0.2687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.208237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.161421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.120114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.119491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.102065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.105996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0955834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0244004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0955834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.106219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.0341595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0737797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.00664048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.0872608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,16),-0.101938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),-0.0899389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,20),-0.0937343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,21),-0.121558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),-0.07254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,24),-0.102059 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.00730705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),0.0248952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),0.0444574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),0.0248952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.00755465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),0.0298745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),0.0492362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),0.0590995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0290698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,16),-0.00361209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),-0.0465132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,20),0.0199007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,21),0.0576878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,23),-0.0127967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,24),0.012318 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),0.0256415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),0.0463248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),0.0256415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.00664505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),0.0317419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),0.0269016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),0.0609668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.0285049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,16),-0.00270249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,19),-0.0464552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,20),-0.00243392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,21),0.0557557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,23),-0.0130203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,24),0.0176234 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.193876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.14218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.275445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.198745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.146506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.175735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.107948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,16),-0.274629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),-0.163108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
