# _root_ The buy-back , coupled with a nearly completed earlier purchase of 20 million shares , would reduce shares outstanding by more than 26 % .
#goldHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
#predictedHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
(14,12),(14,11),0.086266 # DEPENDENCYPART_HEADBIGRAM
(14,12),(16,11),0.0639529 # DEPENDENCYPART_HEADBIGRAM
(14,13),(7,12),-0.108511 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.112452 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.165805 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.196264 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),0.0571581 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),-0.0249259 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.0789542 # DEPENDENCYPART_HEADBIGRAM
(14,13),(18,12),0.0599208 # DEPENDENCYPART_HEADBIGRAM
(14,15),(4,14),-0.0229005 # DEPENDENCYPART_HEADBIGRAM
(14,15),(5,14),0.00865777 # DEPENDENCYPART_HEADBIGRAM
(14,15),(7,14),-0.102199 # DEPENDENCYPART_HEADBIGRAM
(14,15),(8,14),-0.0349332 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),-0.0196395 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.00653233 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.071319 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.132533 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.108789 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.0440969 # DEPENDENCYPART_HEADBIGRAM
(14,16),(2,15),-0.0596064 # DEPENDENCYPART_HEADBIGRAM
(14,16),(4,15),-0.061344 # DEPENDENCYPART_HEADBIGRAM
(14,16),(8,15),-0.0614068 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.0607304 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0621643 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0588179 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.0578244 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0813666 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.073037 # DEPENDENCYPART_HEADBIGRAM
(14,16),(17,15),0.0769487 # DEPENDENCYPART_HEADBIGRAM
(14,17),(0,16),-0.0601182 # DEPENDENCYPART_HEADBIGRAM
(14,17),(2,16),-0.0628177 # DEPENDENCYPART_HEADBIGRAM
(14,17),(4,16),-0.0734113 # DEPENDENCYPART_HEADBIGRAM
(14,17),(5,16),-0.0633391 # DEPENDENCYPART_HEADBIGRAM
(14,17),(8,16),-0.0730454 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.0624517 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.0624909 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0588297 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0588297 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0655145 # DEPENDENCYPART_HEADBIGRAM
(14,18),(0,17),-0.00672453 # DEPENDENCYPART_HEADBIGRAM
(14,18),(2,17),-0.0416881 # DEPENDENCYPART_HEADBIGRAM
(14,18),(4,17),-0.0875779 # DEPENDENCYPART_HEADBIGRAM
(14,18),(8,17),-0.090223 # DEPENDENCYPART_HEADBIGRAM
(14,18),(10,17),-0.040914 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.0769507 # DEPENDENCYPART_HEADBIGRAM
(14,18),(12,17),-0.0591781 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0890137 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.101232 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.165337 # DEPENDENCYPART_HEADBIGRAM
(14,19),(2,18),-0.0747465 # DEPENDENCYPART_HEADBIGRAM
(14,19),(5,18),-0.063793 # DEPENDENCYPART_HEADBIGRAM
(14,19),(8,18),-0.0578399 # DEPENDENCYPART_HEADBIGRAM
(14,19),(10,18),-0.0747544 # DEPENDENCYPART_HEADBIGRAM
(14,19),(11,18),-0.0670475 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.0948487 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.0886173 # DEPENDENCYPART_HEADBIGRAM
(14,19),(17,18),0.0918062 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.151054 # DEPENDENCYPART_HEADBIGRAM
(14,19),(20,18),0.0800831 # DEPENDENCYPART_HEADBIGRAM
(14,20),(2,19),-0.0590171 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.050613 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.121645 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.104153 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.0895325 # DEPENDENCYPART_HEADBIGRAM
(14,20),(20,19),0.124613 # DEPENDENCYPART_HEADBIGRAM
(14,20),(23,19),0.0754853 # DEPENDENCYPART_HEADBIGRAM
(14,20),(24,19),0.0695867 # DEPENDENCYPART_HEADBIGRAM
(14,22),(12,21),-0.0494075 # DEPENDENCYPART_HEADBIGRAM
(14,22),(13,21),-0.0494098 # DEPENDENCYPART_HEADBIGRAM
(14,22),(17,21),0.109615 # DEPENDENCYPART_HEADBIGRAM
(14,22),(18,21),0.0976671 # DEPENDENCYPART_HEADBIGRAM
(14,22),(19,21),0.0892929 # DEPENDENCYPART_HEADBIGRAM
(14,22),(20,21),0.0985673 # DEPENDENCYPART_HEADBIGRAM
(14,22),(22,21),0.185808 # DEPENDENCYPART_HEADBIGRAM
(14,22),(24,21),0.0704474 # DEPENDENCYPART_HEADBIGRAM
(14,23),(10,22),-0.0468654 # DEPENDENCYPART_HEADBIGRAM
(14,23),(14,22),0.0752884 # DEPENDENCYPART_HEADBIGRAM
(14,23),(16,22),0.0953101 # DEPENDENCYPART_HEADBIGRAM
(14,23),(17,22),0.0696336 # DEPENDENCYPART_HEADBIGRAM
(14,23),(18,22),0.100315 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.034963 # DEPENDENCYPART_HEADBIGRAM
(14,23),(20,22),0.0944739 # DEPENDENCYPART_HEADBIGRAM
(14,23),(21,22),0.0141104 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.0856703 # DEPENDENCYPART_HEADBIGRAM
(14,23),(24,22),0.0854432 # DEPENDENCYPART_HEADBIGRAM
(14,24),(14,23),0.12054 # DEPENDENCYPART_HEADBIGRAM
(14,24),(18,23),0.0407145 # DEPENDENCYPART_HEADBIGRAM
(14,24),(19,23),0.0829239 # DEPENDENCYPART_HEADBIGRAM
(14,24),(20,23),0.0541461 # DEPENDENCYPART_HEADBIGRAM
(14,24),(21,23),0.063041 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.0523228 # DEPENDENCYPART_HEADBIGRAM
(14,24),(24,23),0.258367 # DEPENDENCYPART_HEADBIGRAM
(14,25),(10,24),-0.0574733 # DEPENDENCYPART_HEADBIGRAM
(14,25),(14,24),0.0906066 # DEPENDENCYPART_HEADBIGRAM
(14,25),(17,24),0.116711 # DEPENDENCYPART_HEADBIGRAM
(14,25),(18,24),0.127087 # DEPENDENCYPART_HEADBIGRAM
(14,25),(19,24),0.100782 # DEPENDENCYPART_HEADBIGRAM
(14,25),(20,24),0.0865202 # DEPENDENCYPART_HEADBIGRAM
(14,25),(21,24),0.0947043 # DEPENDENCYPART_HEADBIGRAM
(14,25),(22,24),0.188998 # DEPENDENCYPART_HEADBIGRAM
(14,25),(23,24),0.167244 # DEPENDENCYPART_HEADBIGRAM
(14,25),(25,24),0.0713723 # DEPENDENCYPART_HEADBIGRAM
(16,2),(2,1),-0.0606741 # DEPENDENCYPART_HEADBIGRAM
(16,2),(4,1),-0.101698 # DEPENDENCYPART_HEADBIGRAM
(16,2),(10,1),-0.117489 # DEPENDENCYPART_HEADBIGRAM
(16,2),(16,1),0.0448902 # DEPENDENCYPART_HEADBIGRAM
(16,3),(0,2),-0.133086 # DEPENDENCYPART_HEADBIGRAM
(16,3),(1,2),-0.117821 # DEPENDENCYPART_HEADBIGRAM
(16,3),(4,2),-0.135424 # DEPENDENCYPART_HEADBIGRAM
(16,3),(5,2),-0.0682033 # DEPENDENCYPART_HEADBIGRAM
(16,3),(7,2),-0.11255 # DEPENDENCYPART_HEADBIGRAM
(16,3),(8,2),-0.133084 # DEPENDENCYPART_HEADBIGRAM
(16,3),(10,2),-0.123255 # DEPENDENCYPART_HEADBIGRAM
(16,3),(16,2),0.0192171 # DEPENDENCYPART_HEADBIGRAM
(16,3),(17,2),0.0668972 # DEPENDENCYPART_HEADBIGRAM
(16,4),(1,3),-0.108907 # DEPENDENCYPART_HEADBIGRAM
(16,4),(2,3),-0.129734 # DEPENDENCYPART_HEADBIGRAM
(16,4),(4,3),-0.120005 # DEPENDENCYPART_HEADBIGRAM
(16,4),(5,3),-0.108093 # DEPENDENCYPART_HEADBIGRAM
(16,4),(7,3),-0.10857 # DEPENDENCYPART_HEADBIGRAM
(16,4),(8,3),-0.113755 # DEPENDENCYPART_HEADBIGRAM
(16,4),(10,3),-0.119262 # DEPENDENCYPART_HEADBIGRAM
(16,4),(16,3),0.0916263 # DEPENDENCYPART_HEADBIGRAM
(16,5),(0,4),0.0707597 # DEPENDENCYPART_HEADBIGRAM
(16,5),(1,4),-0.0653673 # DEPENDENCYPART_HEADBIGRAM
(16,5),(2,4),-0.137128 # DEPENDENCYPART_HEADBIGRAM
(16,5),(5,4),-0.114491 # DEPENDENCYPART_HEADBIGRAM
(16,5),(10,4),-0.134945 # DEPENDENCYPART_HEADBIGRAM
(16,5),(14,4),-0.13558 # DEPENDENCYPART_HEADBIGRAM
(16,5),(16,4),0.0324139 # DEPENDENCYPART_HEADBIGRAM
(16,5),(18,4),0.0613339 # DEPENDENCYPART_HEADBIGRAM
(16,6),(2,5),-0.122549 # DEPENDENCYPART_HEADBIGRAM
(16,6),(3,5),-0.0945483 # DEPENDENCYPART_HEADBIGRAM
(16,6),(4,5),-0.0923768 # DEPENDENCYPART_HEADBIGRAM
(16,6),(6,5),-0.0849891 # DEPENDENCYPART_HEADBIGRAM
(16,6),(7,5),-0.10795 # DEPENDENCYPART_HEADBIGRAM
(16,6),(8,5),-0.111864 # DEPENDENCYPART_HEADBIGRAM
(16,6),(10,5),-0.112712 # DEPENDENCYPART_HEADBIGRAM
(16,6),(14,5),-0.112076 # DEPENDENCYPART_HEADBIGRAM
(16,6),(16,5),0.0954432 # DEPENDENCYPART_HEADBIGRAM
(16,6),(17,5),0.0732143 # DEPENDENCYPART_HEADBIGRAM
(16,7),(2,6),-0.0998012 # DEPENDENCYPART_HEADBIGRAM
(16,7),(4,6),-0.10019 # DEPENDENCYPART_HEADBIGRAM
(16,7),(5,6),-0.10007 # DEPENDENCYPART_HEADBIGRAM
(16,7),(7,6),-0.107879 # DEPENDENCYPART_HEADBIGRAM
(16,7),(8,6),-0.107256 # DEPENDENCYPART_HEADBIGRAM
(16,7),(10,6),-0.108826 # DEPENDENCYPART_HEADBIGRAM
(16,7),(14,6),-0.107153 # DEPENDENCYPART_HEADBIGRAM
(16,7),(16,6),0.0864352 # DEPENDENCYPART_HEADBIGRAM
(16,8),(0,7),-0.10009 # DEPENDENCYPART_HEADBIGRAM
(16,8),(2,7),-0.0911927 # DEPENDENCYPART_HEADBIGRAM
(16,8),(4,7),-0.0974754 # DEPENDENCYPART_HEADBIGRAM
(16,8),(5,7),-0.0953855 # DEPENDENCYPART_HEADBIGRAM
(16,8),(6,7),-0.0936873 # DEPENDENCYPART_HEADBIGRAM
(16,8),(8,7),-0.115555 # DEPENDENCYPART_HEADBIGRAM
(16,8),(9,7),-0.107781 # DEPENDENCYPART_HEADBIGRAM
(16,8),(10,7),-0.105627 # DEPENDENCYPART_HEADBIGRAM
(16,8),(14,7),-0.105114 # DEPENDENCYPART_HEADBIGRAM
(16,8),(16,7),0.126924 # DEPENDENCYPART_HEADBIGRAM
(16,10),(5,9),-0.0837356 # DEPENDENCYPART_HEADBIGRAM
(16,10),(7,9),-0.0982432 # DEPENDENCYPART_HEADBIGRAM
(16,10),(8,9),-0.0919331 # DEPENDENCYPART_HEADBIGRAM
(16,10),(10,9),-0.064917 # DEPENDENCYPART_HEADBIGRAM
(16,10),(11,9),-0.0974958 # DEPENDENCYPART_HEADBIGRAM
(16,10),(14,9),-0.112209 # DEPENDENCYPART_HEADBIGRAM
(16,11),(2,10),-0.102592 # DEPENDENCYPART_HEADBIGRAM
(16,11),(4,10),-0.0918671 # DEPENDENCYPART_HEADBIGRAM
(16,11),(5,10),-0.174737 # DEPENDENCYPART_HEADBIGRAM
(16,11),(7,10),-0.120586 # DEPENDENCYPART_HEADBIGRAM
(16,11),(8,10),-0.0654454 # DEPENDENCYPART_HEADBIGRAM
(16,11),(11,10),-0.129259 # DEPENDENCYPART_HEADBIGRAM
(16,11),(13,10),-0.126256 # DEPENDENCYPART_HEADBIGRAM
(16,11),(14,10),-0.151536 # DEPENDENCYPART_HEADBIGRAM
(16,11),(16,10),0.0393747 # DEPENDENCYPART_HEADBIGRAM
(16,11),(19,10),0.100549 # DEPENDENCYPART_HEADBIGRAM
(16,12),(4,11),-0.101845 # DEPENDENCYPART_HEADBIGRAM
(16,12),(5,11),-0.10184 # DEPENDENCYPART_HEADBIGRAM
(16,12),(7,11),-0.101505 # DEPENDENCYPART_HEADBIGRAM
(16,12),(8,11),-0.10151 # DEPENDENCYPART_HEADBIGRAM
(16,12),(9,11),-0.103167 # DEPENDENCYPART_HEADBIGRAM
(16,12),(10,11),-0.106802 # DEPENDENCYPART_HEADBIGRAM
(16,12),(12,11),-0.106886 # DEPENDENCYPART_HEADBIGRAM
(16,12),(13,11),-0.107601 # DEPENDENCYPART_HEADBIGRAM
(16,12),(14,11),-0.108702 # DEPENDENCYPART_HEADBIGRAM
(16,12),(16,11),0.0953742 # DEPENDENCYPART_HEADBIGRAM
(16,13),(7,12),-0.100336 # DEPENDENCYPART_HEADBIGRAM
(16,13),(8,12),-0.100354 # DEPENDENCYPART_HEADBIGRAM
(16,13),(10,12),-0.106935 # DEPENDENCYPART_HEADBIGRAM
(16,13),(11,12),-0.10705 # DEPENDENCYPART_HEADBIGRAM
(16,13),(13,12),-0.095408 # DEPENDENCYPART_HEADBIGRAM
(16,13),(14,12),-0.107955 # DEPENDENCYPART_HEADBIGRAM
(16,13),(16,12),0.090342 # DEPENDENCYPART_HEADBIGRAM
(16,13),(18,12),0.087364 # DEPENDENCYPART_HEADBIGRAM
(16,14),(7,13),-0.095639 # DEPENDENCYPART_HEADBIGRAM
(16,14),(8,13),-0.118911 # DEPENDENCYPART_HEADBIGRAM
(16,14),(10,13),-0.125477 # DEPENDENCYPART_HEADBIGRAM
(16,14),(11,13),-0.102243 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.10719 # DEPENDENCYPART_HEADBIGRAM
(16,14),(14,13),-0.134424 # DEPENDENCYPART_HEADBIGRAM
(16,14),(16,13),0.0713259 # DEPENDENCYPART_HEADBIGRAM
(16,14),(17,13),0.0762446 # DEPENDENCYPART_HEADBIGRAM
(16,14),(18,13),0.0730444 # DEPENDENCYPART_HEADBIGRAM
(16,15),(4,14),-0.151668 # DEPENDENCYPART_HEADBIGRAM
(16,15),(5,14),-0.0522168 # DEPENDENCYPART_HEADBIGRAM
(16,15),(7,14),-0.133044 # DEPENDENCYPART_HEADBIGRAM
(16,15),(8,14),-0.149422 # DEPENDENCYPART_HEADBIGRAM
(16,15),(10,14),-0.0469354 # DEPENDENCYPART_HEADBIGRAM
(16,15),(11,14),0.0440754 # DEPENDENCYPART_HEADBIGRAM
(16,15),(16,14),-0.046925 # DEPENDENCYPART_HEADBIGRAM
(16,15),(17,14),0.0753814 # DEPENDENCYPART_HEADBIGRAM
(16,15),(18,14),0.0828714 # DEPENDENCYPART_HEADBIGRAM
(16,15),(19,14),0.0916711 # DEPENDENCYPART_HEADBIGRAM
(16,17),(0,16),0.0657023 # DEPENDENCYPART_HEADBIGRAM
(16,17),(2,16),0.0207351 # DEPENDENCYPART_HEADBIGRAM
(16,17),(4,16),0.0566389 # DEPENDENCYPART_HEADBIGRAM
(16,17),(5,16),-0.0420514 # DEPENDENCYPART_HEADBIGRAM
(16,17),(8,16),0.0438058 # DEPENDENCYPART_HEADBIGRAM
(16,17),(10,16),0.00521291 # DEPENDENCYPART_HEADBIGRAM
(16,17),(11,16),-0.00847191 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),-0.0268561 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),-0.0276245 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),0.0125833 # DEPENDENCYPART_HEADBIGRAM
(16,18),(0,17),-0.0823116 # DEPENDENCYPART_HEADBIGRAM
(16,18),(2,17),-0.068562 # DEPENDENCYPART_HEADBIGRAM
(16,18),(4,17),-0.0677554 # DEPENDENCYPART_HEADBIGRAM
(16,18),(8,17),-0.0694722 # DEPENDENCYPART_HEADBIGRAM
(16,18),(10,17),-0.0702788 # DEPENDENCYPART_HEADBIGRAM
(16,18),(11,17),-0.0623308 # DEPENDENCYPART_HEADBIGRAM
(16,18),(12,17),-0.0639938 # DEPENDENCYPART_HEADBIGRAM
(16,18),(14,17),-0.0732602 # DEPENDENCYPART_HEADBIGRAM
(16,18),(16,17),0.0567889 # DEPENDENCYPART_HEADBIGRAM
(16,18),(18,17),0.110802 # DEPENDENCYPART_HEADBIGRAM
(16,20),(2,19),-0.0733022 # DEPENDENCYPART_HEADBIGRAM
(16,20),(10,19),-0.0742908 # DEPENDENCYPART_HEADBIGRAM
(16,20),(14,19),-0.0417896 # DEPENDENCYPART_HEADBIGRAM
(16,20),(17,19),0.0782238 # DEPENDENCYPART_HEADBIGRAM
(16,20),(18,19),0.0649975 # DEPENDENCYPART_HEADBIGRAM
(16,20),(20,19),0.079553 # DEPENDENCYPART_HEADBIGRAM
(16,20),(23,19),0.0712325 # DEPENDENCYPART_HEADBIGRAM
(16,20),(24,19),0.0553954 # DEPENDENCYPART_HEADBIGRAM
(16,22),(12,21),-0.0490882 # DEPENDENCYPART_HEADBIGRAM
(16,22),(13,21),-0.0490882 # DEPENDENCYPART_HEADBIGRAM
(16,22),(17,21),0.104375 # DEPENDENCYPART_HEADBIGRAM
(16,22),(18,21),0.0816346 # DEPENDENCYPART_HEADBIGRAM
(16,22),(19,21),0.0912938 # DEPENDENCYPART_HEADBIGRAM
(16,22),(20,21),0.0996286 # DEPENDENCYPART_HEADBIGRAM
(16,22),(22,21),0.0715456 # DEPENDENCYPART_HEADBIGRAM
(16,22),(24,21),0.0576053 # DEPENDENCYPART_HEADBIGRAM
(16,25),(10,24),-0.0838054 # DEPENDENCYPART_HEADBIGRAM
(16,25),(14,24),-0.082939 # DEPENDENCYPART_HEADBIGRAM
(16,25),(17,24),0.181797 # DEPENDENCYPART_HEADBIGRAM
(16,25),(18,24),0.0604952 # DEPENDENCYPART_HEADBIGRAM
(16,25),(19,24),0.0842364 # DEPENDENCYPART_HEADBIGRAM
(16,25),(20,24),0.261752 # DEPENDENCYPART_HEADBIGRAM
(16,25),(21,24),0.103612 # DEPENDENCYPART_HEADBIGRAM
(16,25),(22,24),0.236221 # DEPENDENCYPART_HEADBIGRAM
(16,25),(23,24),0.0650512 # DEPENDENCYPART_HEADBIGRAM
(16,25),(25,24),0.0554577 # DEPENDENCYPART_HEADBIGRAM
(17,2),(2,1),-0.059975 # DEPENDENCYPART_HEADBIGRAM
(17,2),(4,1),-0.108285 # DEPENDENCYPART_HEADBIGRAM
(17,2),(10,1),-0.180651 # DEPENDENCYPART_HEADBIGRAM
(17,2),(16,1),-0.109554 # DEPENDENCYPART_HEADBIGRAM
(17,5),(0,4),-0.0565574 # DEPENDENCYPART_HEADBIGRAM
(17,5),(1,4),-0.072276 # DEPENDENCYPART_HEADBIGRAM
(17,5),(2,4),-0.140012 # DEPENDENCYPART_HEADBIGRAM
(17,5),(5,4),-0.125274 # DEPENDENCYPART_HEADBIGRAM
(17,5),(10,4),-0.137465 # DEPENDENCYPART_HEADBIGRAM
(17,5),(14,4),-0.133717 # DEPENDENCYPART_HEADBIGRAM
(17,5),(16,4),-0.138981 # DEPENDENCYPART_HEADBIGRAM
(17,5),(18,4),0.0620509 # DEPENDENCYPART_HEADBIGRAM
(17,13),(7,12),-0.100359 # DEPENDENCYPART_HEADBIGRAM
(17,13),(8,12),-0.100711 # DEPENDENCYPART_HEADBIGRAM
(17,13),(10,12),-0.107363 # DEPENDENCYPART_HEADBIGRAM
(17,13),(11,12),-0.114678 # DEPENDENCYPART_HEADBIGRAM
(17,13),(13,12),-0.0773429 # DEPENDENCYPART_HEADBIGRAM
(17,13),(14,12),-0.108376 # DEPENDENCYPART_HEADBIGRAM
(17,13),(16,12),-0.106987 # DEPENDENCYPART_HEADBIGRAM
(17,13),(18,12),0.0868315 # DEPENDENCYPART_HEADBIGRAM
(17,14),(7,13),-0.0711434 # DEPENDENCYPART_HEADBIGRAM
(17,14),(8,13),-0.126136 # DEPENDENCYPART_HEADBIGRAM
(17,14),(10,13),-0.123308 # DEPENDENCYPART_HEADBIGRAM
(17,14),(11,13),-0.0800734 # DEPENDENCYPART_HEADBIGRAM
(17,14),(12,13),-0.0970997 # DEPENDENCYPART_HEADBIGRAM
(17,14),(14,13),-0.0159249 # DEPENDENCYPART_HEADBIGRAM
(17,14),(16,13),-0.107577 # DEPENDENCYPART_HEADBIGRAM
(17,14),(17,13),0.112999 # DEPENDENCYPART_HEADBIGRAM
(17,14),(18,13),0.0666137 # DEPENDENCYPART_HEADBIGRAM
(17,15),(4,14),-0.0655142 # DEPENDENCYPART_HEADBIGRAM
(17,15),(5,14),-0.0138353 # DEPENDENCYPART_HEADBIGRAM
(17,15),(7,14),-0.172532 # DEPENDENCYPART_HEADBIGRAM
(17,15),(8,14),-0.0486521 # DEPENDENCYPART_HEADBIGRAM
(17,15),(10,14),-0.111515 # DEPENDENCYPART_HEADBIGRAM
(17,15),(11,14),-0.137432 # DEPENDENCYPART_HEADBIGRAM
(17,15),(16,14),-0.130876 # DEPENDENCYPART_HEADBIGRAM
(17,15),(17,14),0.171984 # DEPENDENCYPART_HEADBIGRAM
(17,15),(18,14),0.022362 # DEPENDENCYPART_HEADBIGRAM
(17,15),(19,14),0.0838531 # DEPENDENCYPART_HEADBIGRAM
(17,18),(0,17),-0.0016825 # DEPENDENCYPART_HEADBIGRAM
(17,18),(2,17),-0.015344 # DEPENDENCYPART_HEADBIGRAM
(17,18),(4,17),-0.0558258 # DEPENDENCYPART_HEADBIGRAM
(17,18),(8,17),-0.0311531 # DEPENDENCYPART_HEADBIGRAM
(17,18),(10,17),0.00974416 # DEPENDENCYPART_HEADBIGRAM
(17,18),(11,17),0.0103833 # DEPENDENCYPART_HEADBIGRAM
(17,18),(12,17),-0.0536041 # DEPENDENCYPART_HEADBIGRAM
(17,18),(14,17),-0.0488784 # DEPENDENCYPART_HEADBIGRAM
(17,18),(16,17),-0.0666036 # DEPENDENCYPART_HEADBIGRAM
(17,18),(18,17),-0.078834 # DEPENDENCYPART_HEADBIGRAM
(17,19),(2,18),-0.0569118 # DEPENDENCYPART_HEADBIGRAM
(17,19),(5,18),-0.0560793 # DEPENDENCYPART_HEADBIGRAM
(17,19),(8,18),-0.0633292 # DEPENDENCYPART_HEADBIGRAM
(17,19),(10,18),-0.0575109 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.053315 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.059475 # DEPENDENCYPART_HEADBIGRAM
(17,19),(16,18),-0.0577982 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0702731 # DEPENDENCYPART_HEADBIGRAM
(17,19),(19,18),0.0689133 # DEPENDENCYPART_HEADBIGRAM
(17,19),(20,18),0.0791877 # DEPENDENCYPART_HEADBIGRAM
(17,20),(2,19),-0.0949521 # DEPENDENCYPART_HEADBIGRAM
(17,20),(10,19),-0.0963885 # DEPENDENCYPART_HEADBIGRAM
(17,20),(14,19),-0.0602567 # DEPENDENCYPART_HEADBIGRAM
(17,20),(17,19),0.112587 # DEPENDENCYPART_HEADBIGRAM
(17,20),(18,19),0.0429894 # DEPENDENCYPART_HEADBIGRAM
(17,20),(20,19),0.0493822 # DEPENDENCYPART_HEADBIGRAM
(17,20),(23,19),0.067386 # DEPENDENCYPART_HEADBIGRAM
(17,20),(24,19),0.0104335 # DEPENDENCYPART_HEADBIGRAM
(17,21),(8,20),-0.0607601 # DEPENDENCYPART_HEADBIGRAM
(17,21),(10,20),-0.0685854 # DEPENDENCYPART_HEADBIGRAM
(17,21),(14,20),-0.0685854 # DEPENDENCYPART_HEADBIGRAM
(17,21),(16,20),-0.0609166 # DEPENDENCYPART_HEADBIGRAM
(17,21),(17,20),0.0605269 # DEPENDENCYPART_HEADBIGRAM
(17,21),(18,20),0.0711099 # DEPENDENCYPART_HEADBIGRAM
(17,21),(19,20),0.0800551 # DEPENDENCYPART_HEADBIGRAM
(17,21),(21,20),0.0955203 # DEPENDENCYPART_HEADBIGRAM
(17,21),(22,20),0.0807713 # DEPENDENCYPART_HEADBIGRAM
(17,21),(24,20),0.0700823 # DEPENDENCYPART_HEADBIGRAM
(17,22),(12,21),-0.0629181 # DEPENDENCYPART_HEADBIGRAM
(17,22),(13,21),-0.0635162 # DEPENDENCYPART_HEADBIGRAM
(17,22),(17,21),0.0810302 # DEPENDENCYPART_HEADBIGRAM
(17,22),(18,21),0.0479871 # DEPENDENCYPART_HEADBIGRAM
(17,22),(19,21),0.0821169 # DEPENDENCYPART_HEADBIGRAM
(17,22),(20,21),0.106138 # DEPENDENCYPART_HEADBIGRAM
(17,22),(22,21),0.0291584 # DEPENDENCYPART_HEADBIGRAM
(17,22),(24,21),-0.00230528 # DEPENDENCYPART_HEADBIGRAM
(17,24),(14,23),-0.0763939 # DEPENDENCYPART_HEADBIGRAM
(17,24),(18,23),0.0434671 # DEPENDENCYPART_HEADBIGRAM
(17,24),(19,23),0.0624228 # DEPENDENCYPART_HEADBIGRAM
(17,24),(20,23),0.0921867 # DEPENDENCYPART_HEADBIGRAM
(17,24),(21,23),0.0425383 # DEPENDENCYPART_HEADBIGRAM
(17,24),(22,23),0.148412 # DEPENDENCYPART_HEADBIGRAM
(17,24),(24,23),0.129882 # DEPENDENCYPART_HEADBIGRAM
(17,25),(10,24),-0.0728735 # DEPENDENCYPART_HEADBIGRAM
(17,25),(14,24),-0.0623654 # DEPENDENCYPART_HEADBIGRAM
(17,25),(17,24),0.0949103 # DEPENDENCYPART_HEADBIGRAM
(17,25),(18,24),0.102468 # DEPENDENCYPART_HEADBIGRAM
(17,25),(19,24),0.0725435 # DEPENDENCYPART_HEADBIGRAM
(17,25),(20,24),0.173807 # DEPENDENCYPART_HEADBIGRAM
(17,25),(21,24),0.0733441 # DEPENDENCYPART_HEADBIGRAM
(17,25),(22,24),0.184227 # DEPENDENCYPART_HEADBIGRAM
(17,25),(23,24),0.107176 # DEPENDENCYPART_HEADBIGRAM
(17,25),(25,24),0.00269169 # DEPENDENCYPART_HEADBIGRAM
(18,4),(1,3),-0.11426 # DEPENDENCYPART_HEADBIGRAM
