# _root_ London-based LIT Holdings , the largest financer of traders in the Chicago options and futures markets , said yesterday it will incur a second-half loss as a result of the market plunge .
#goldHeads=3,3,18,3,7,7,3,7,8,7,16,16,14,16,14,10,3,0,18,21,18,21,25,25,22,22,28,26,28,32,32,29,18,
#predictedHeads=3,3,18,3,7,7,3,7,8,9,16,16,14,16,14,10,3,0,18,21,18,21,25,25,22,22,28,26,28,32,32,29,18,
(22,23),(22,29),(22,33),-0.0448902 # DEPENDENCYPART_TRISIBL
(22,23),(22,29),(22,34),-0.065174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,30),(22,31),-0.0778231 # DEPENDENCYPART_TRISIBL
(22,23),(22,30),(22,32),-0.0777839 # DEPENDENCYPART_TRISIBL
(22,23),(22,30),(22,33),-0.0418791 # DEPENDENCYPART_TRISIBL
(22,23),(22,30),(22,34),-0.0822828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,31),(22,32),-0.0852835 # DEPENDENCYPART_TRISIBL
(22,23),(22,31),(22,33),0.000787845 # DEPENDENCYPART_TRISIBL
(22,23),(22,31),(22,34),-0.0744886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,32),(22,33),0.000788644 # DEPENDENCYPART_TRISIBL
(22,23),(22,32),(22,34),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,33),(22,34),-0.11218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.0514474 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,27),-0.0786447 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,28),-0.102078 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,29),-0.0513637 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,30),-0.0788405 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,31),-0.101621 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,32),-0.102048 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,33),-0.0815266 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,34),-0.0374398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,27),-0.0751831 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,28),-0.111529 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,29),-0.0944109 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,30),-0.0754581 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,31),-0.11128 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,32),-0.11197 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,33),-0.00172564 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,34),-0.0194331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,27),(22,28),-0.0913681 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,29),-0.0476895 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,30),-0.0750209 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,31),-0.0911115 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,32),-0.0915618 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,33),-0.0510213 # DEPENDENCYPART_TRISIBL
(22,24),(22,27),(22,34),-0.0568519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,28),(22,29),-0.0494262 # DEPENDENCYPART_TRISIBL
(22,24),(22,28),(22,30),-0.0788405 # DEPENDENCYPART_TRISIBL
(22,24),(22,28),(22,31),-0.101621 # DEPENDENCYPART_TRISIBL
(22,24),(22,28),(22,32),-0.102048 # DEPENDENCYPART_TRISIBL
(22,24),(22,28),(22,33),-0.0815156 # DEPENDENCYPART_TRISIBL
(22,24),(22,28),(22,34),-0.03724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,29),(22,30),-0.0754578 # DEPENDENCYPART_TRISIBL
(22,24),(22,29),(22,31),-0.110042 # DEPENDENCYPART_TRISIBL
(22,24),(22,29),(22,32),-0.110732 # DEPENDENCYPART_TRISIBL
(22,24),(22,29),(22,33),0.0315555 # DEPENDENCYPART_TRISIBL
(22,24),(22,29),(22,34),0.00699726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,30),(22,31),-0.0904866 # DEPENDENCYPART_TRISIBL
(22,24),(22,30),(22,32),-0.090937 # DEPENDENCYPART_TRISIBL
(22,24),(22,30),(22,33),-0.0510264 # DEPENDENCYPART_TRISIBL
(22,24),(22,30),(22,34),-0.0560137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,31),(22,32),-0.102054 # DEPENDENCYPART_TRISIBL
(22,24),(22,31),(22,33),-0.0817248 # DEPENDENCYPART_TRISIBL
(22,24),(22,31),(22,34),-0.0376672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,32),(22,33),-0.0815156 # DEPENDENCYPART_TRISIBL
(22,24),(22,32),(22,34),-0.03724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,33),(22,34),-0.0149823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,26),(22,27),-0.0663458 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,28),-0.136718 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,29),-0.0603499 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,30),-0.0665537 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,31),-0.115503 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,32),-0.136714 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,33),0.0190632 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,34),-0.0901931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,27),(22,28),-0.119616 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,29),-0.0342301 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,30),-0.0631804 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,31),-0.102216 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,32),-0.119613 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,33),-0.0811802 # DEPENDENCYPART_TRISIBL
(22,25),(22,27),(22,34),-0.0679472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,28),(22,29),-0.0306314 # DEPENDENCYPART_TRISIBL
(22,25),(22,28),(22,30),-0.0639523 # DEPENDENCYPART_TRISIBL
(22,25),(22,28),(22,31),-0.108636 # DEPENDENCYPART_TRISIBL
(22,25),(22,28),(22,32),-0.131776 # DEPENDENCYPART_TRISIBL
(22,25),(22,28),(22,33),-0.0459911 # DEPENDENCYPART_TRISIBL
(22,25),(22,28),(22,34),-0.0342328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,29),(22,30),-0.0665972 # DEPENDENCYPART_TRISIBL
(22,25),(22,29),(22,31),-0.102921 # DEPENDENCYPART_TRISIBL
(22,25),(22,29),(22,32),-0.124132 # DEPENDENCYPART_TRISIBL
(22,25),(22,29),(22,33),-0.0319511 # DEPENDENCYPART_TRISIBL
(22,25),(22,29),(22,34),-0.0455673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,30),(22,31),-0.10213 # DEPENDENCYPART_TRISIBL
(22,25),(22,30),(22,32),-0.119526 # DEPENDENCYPART_TRISIBL
(22,25),(22,30),(22,33),-0.0811802 # DEPENDENCYPART_TRISIBL
(22,25),(22,30),(22,34),-0.0716547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,31),(22,32),-0.131824 # DEPENDENCYPART_TRISIBL
(22,25),(22,31),(22,33),-0.0345999 # DEPENDENCYPART_TRISIBL
(22,25),(22,31),(22,34),-0.0350695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,32),(22,33),-0.0458705 # DEPENDENCYPART_TRISIBL
(22,25),(22,32),(22,34),-0.03413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,33),(22,34),-0.00114611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,27),(22,28),-0.0633975 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,29),-0.114148 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,30),-0.0772422 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,31),-0.0663434 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,32),-0.0658858 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,33),-0.0645414 # DEPENDENCYPART_TRISIBL
(22,26),(22,27),(22,34),-0.0756271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,28),(22,29),-0.110938 # DEPENDENCYPART_TRISIBL
(22,26),(22,28),(22,30),-0.0772886 # DEPENDENCYPART_TRISIBL
(22,26),(22,28),(22,31),-0.0865051 # DEPENDENCYPART_TRISIBL
(22,26),(22,28),(22,32),-0.0860487 # DEPENDENCYPART_TRISIBL
(22,26),(22,28),(22,33),-0.0801763 # DEPENDENCYPART_TRISIBL
(22,26),(22,28),(22,34),-0.0512282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,29),(22,30),-0.0772814 # DEPENDENCYPART_TRISIBL
(22,26),(22,29),(22,31),-0.0453644 # DEPENDENCYPART_TRISIBL
(22,26),(22,29),(22,32),-0.044907 # DEPENDENCYPART_TRISIBL
(22,26),(22,29),(22,33),-0.053689 # DEPENDENCYPART_TRISIBL
(22,26),(22,29),(22,34),-0.0961761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,30),(22,31),-0.0663721 # DEPENDENCYPART_TRISIBL
(22,26),(22,30),(22,32),-0.0659145 # DEPENDENCYPART_TRISIBL
(22,26),(22,30),(22,33),-0.0645704 # DEPENDENCYPART_TRISIBL
(22,26),(22,30),(22,34),-0.0770663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,31),(22,32),-0.0860512 # DEPENDENCYPART_TRISIBL
(22,26),(22,31),(22,33),-0.0801756 # DEPENDENCYPART_TRISIBL
(22,26),(22,31),(22,34),-0.0493433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,32),(22,33),-0.0801754 # DEPENDENCYPART_TRISIBL
(22,26),(22,32),(22,34),-0.0512833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,33),(22,34),-0.0313571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,28),(22,29),-0.0639364 # DEPENDENCYPART_TRISIBL
(22,27),(22,28),(22,30),-0.0698055 # DEPENDENCYPART_TRISIBL
(22,27),(22,28),(22,31),-0.0852946 # DEPENDENCYPART_TRISIBL
(22,27),(22,28),(22,32),-0.0852683 # DEPENDENCYPART_TRISIBL
(22,27),(22,28),(22,33),0.000739199 # DEPENDENCYPART_TRISIBL
(22,27),(22,28),(22,34),-0.0745665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,29),(22,30),-0.069675 # DEPENDENCYPART_TRISIBL
(22,27),(22,29),(22,31),-0.082106 # DEPENDENCYPART_TRISIBL
(22,27),(22,29),(22,32),-0.0820662 # DEPENDENCYPART_TRISIBL
(22,27),(22,29),(22,33),-0.0448902 # DEPENDENCYPART_TRISIBL
(22,27),(22,29),(22,34),-0.065174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,30),(22,31),-0.0778231 # DEPENDENCYPART_TRISIBL
(22,27),(22,30),(22,32),-0.0777839 # DEPENDENCYPART_TRISIBL
(22,27),(22,30),(22,33),-0.0418791 # DEPENDENCYPART_TRISIBL
(22,27),(22,30),(22,34),-0.0822828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,31),(22,32),-0.0852835 # DEPENDENCYPART_TRISIBL
(22,27),(22,31),(22,33),0.000787845 # DEPENDENCYPART_TRISIBL
(22,27),(22,31),(22,34),-0.0744886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,32),(22,33),0.000788644 # DEPENDENCYPART_TRISIBL
(22,27),(22,32),(22,34),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,27),(22,33),(22,34),-0.11218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,28),(22,29),(22,30),-0.0665972 # DEPENDENCYPART_TRISIBL
(22,28),(22,29),(22,31),-0.102065 # DEPENDENCYPART_TRISIBL
(22,28),(22,29),(22,32),-0.123276 # DEPENDENCYPART_TRISIBL
(22,28),(22,29),(22,33),-0.0410074 # DEPENDENCYPART_TRISIBL
(22,28),(22,29),(22,34),-0.031142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,28),(22,30),(22,31),-0.101276 # DEPENDENCYPART_TRISIBL
(22,28),(22,30),(22,32),-0.118672 # DEPENDENCYPART_TRISIBL
(22,28),(22,30),(22,33),-0.0820579 # DEPENDENCYPART_TRISIBL
(22,28),(22,30),(22,34),-0.0599588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,28),(22,31),(22,32),-0.130966 # DEPENDENCYPART_TRISIBL
(22,28),(22,31),(22,33),-0.0353442 # DEPENDENCYPART_TRISIBL
(22,28),(22,31),(22,34),-0.0225601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,28),(22,32),(22,33),-0.0466149 # DEPENDENCYPART_TRISIBL
(22,28),(22,32),(22,34),-0.0216206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,28),(22,33),(22,34),0.0146906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,29),(22,30),(22,31),-0.0430828 # DEPENDENCYPART_TRISIBL
(22,29),(22,30),(22,32),-0.0426252 # DEPENDENCYPART_TRISIBL
(22,29),(22,30),(22,33),-0.0826391 # DEPENDENCYPART_TRISIBL
(22,29),(22,30),(22,34),-0.0767638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,29),(22,31),(22,32),-0.0709124 # DEPENDENCYPART_TRISIBL
(22,29),(22,31),(22,33),-0.101353 # DEPENDENCYPART_TRISIBL
(22,29),(22,31),(22,34),-0.0174822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,29),(22,32),(22,33),-0.101353 # DEPENDENCYPART_TRISIBL
(22,29),(22,32),(22,34),-0.0194223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,29),(22,33),(22,34),-0.0359036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,30),(22,31),(22,32),-0.0859417 # DEPENDENCYPART_TRISIBL
(22,30),(22,31),(22,33),0.00681931 # DEPENDENCYPART_TRISIBL
(22,30),(22,31),(22,34),-0.103713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,30),(22,32),(22,33),0.00682011 # DEPENDENCYPART_TRISIBL
(22,30),(22,32),(22,34),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,30),(22,33),(22,34),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,31),(22,32),(22,33),-0.0560081 # DEPENDENCYPART_TRISIBL
(22,31),(22,32),(22,34),-0.0423081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,31),(22,33),(22,34),-0.00841654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,32),(22,33),(22,34),0.0166437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.118265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.0669124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,7),-0.0766088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.112895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.0788054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,7),-0.0881692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.0485978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,7),-0.0648754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.039499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,7),(22,-1),0.00356797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.0762543 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,7),-0.0761496 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),-0.095128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,7),-0.0800873 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.0692125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,7),(22,-1),-0.0692068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,19),(22,7),-0.0666693 # DEPENDENCYPART_TRISIBL
(22,20),(22,19),(22,-1),-0.0457918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,7),(22,-1),-0.0401386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,7),(22,-1),-0.0726635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,26),-0.136091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,29),-0.155994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,34),-0.255866 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,29),-0.190018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,34),-0.140643 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,29),(23,34),-0.0932181 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,26),(23,29),-0.051369 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,34),-0.0823918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,29),(23,34),-0.0712686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,29),(23,34),-0.149424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,26),(24,28),-0.109403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,29),-0.0927423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,34),-0.111973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,28),(24,29),-0.0532072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,28),(24,34),-0.131095 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,29),(24,34),-0.0730338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,26),(24,28),(24,29),-0.125751 # DEPENDENCYPART_TRISIBL
(24,26),(24,28),(24,34),-0.0548322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,26),(24,29),(24,34),-0.102809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,28),(24,29),(24,34),-0.0434139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,20),-0.145747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,19),-0.0841988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.167047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,19),-0.063199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,-1),-0.196802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,19),(24,-1),-0.1328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,19),-0.0865285 # DEPENDENCYPART_TRISIBL
(24,23),(24,20),(24,-1),-0.0817749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,19),(24,-1),-0.10185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,19),(24,-1),-0.0689057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,27),-0.132736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,28),-0.164754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,29),-0.0787467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,32),-0.163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,34),-0.0985773 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,27),(25,28),-0.182937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,27),(25,29),-0.129328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,27),(25,32),-0.181538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,27),(25,34),-0.198901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,28),(25,29),-0.0737214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,28),(25,32),-0.118253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,28),(25,34),-0.111089 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,29),(25,32),-0.144821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,29),(25,34),-0.0614251 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,32),(25,34),-0.117739 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,26),(25,27),(25,28),-0.0555481 # DEPENDENCYPART_TRISIBL
(25,26),(25,27),(25,29),-0.098417 # DEPENDENCYPART_TRISIBL
(25,26),(25,27),(25,32),-0.0614256 # DEPENDENCYPART_TRISIBL
(25,26),(25,27),(25,34),-0.102528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,28),(25,29),-0.127743 # DEPENDENCYPART_TRISIBL
(25,26),(25,28),(25,32),-0.0728503 # DEPENDENCYPART_TRISIBL
(25,26),(25,28),(25,34),-0.0500155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,29),(25,32),-0.0649763 # DEPENDENCYPART_TRISIBL
(25,26),(25,29),(25,34),-0.12443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,32),(25,34),-0.0498239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,27),(25,28),(25,29),-0.0462937 # DEPENDENCYPART_TRISIBL
(25,27),(25,28),(25,32),-0.0782518 # DEPENDENCYPART_TRISIBL
(25,27),(25,28),(25,34),-0.111608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,27),(25,29),(25,32),-0.0772995 # DEPENDENCYPART_TRISIBL
(25,27),(25,29),(25,34),-0.127425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,27),(25,32),(25,34),-0.111528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,28),(25,29),(25,32),-0.0824709 # DEPENDENCYPART_TRISIBL
(25,28),(25,29),(25,34),-0.100196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,28),(25,32),(25,34),-0.127834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,29),(25,32),(25,34),-0.00180303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,24),(25,23),-0.111947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,20),-0.139502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,19),-0.105393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,18),-0.0783255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,11),-0.0917377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.114529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,23),(25,20),-0.18911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,19),-0.162077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,18),-0.15136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,11),-0.113081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,-1),-0.171015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,20),(25,19),-0.101541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,18),-0.151152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,11),-0.111463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,-1),-0.111442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,19),(25,18),-0.126583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,19),(25,11),-0.0304138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,19),(25,-1),-0.196692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,18),(25,11),-0.0168958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,18),(25,-1),-0.228072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,11),(25,-1),-0.0846536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,23),(25,20),0.0317143 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,19),-0.0244675 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,18),-0.109887 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,11),-0.0149403 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,-1),0.075129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,20),(25,19),-0.0288203 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,18),-0.0967271 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,11),0.0103352 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,-1),0.0619531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,19),(25,18),-0.0518862 # DEPENDENCYPART_TRISIBL
(25,24),(25,19),(25,11),0.0458308 # DEPENDENCYPART_TRISIBL
(25,24),(25,19),(25,-1),-0.0924512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,18),(25,11),0.0415608 # DEPENDENCYPART_TRISIBL
(25,24),(25,18),(25,-1),-0.108891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,11),(25,-1),0.0608213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,20),(25,19),-0.103449 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,18),-0.0129305 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,11),-0.202593 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,-1),-0.0742591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,19),(25,18),-0.0148292 # DEPENDENCYPART_TRISIBL
(25,23),(25,19),(25,11),-0.242357 # DEPENDENCYPART_TRISIBL
(25,23),(25,19),(25,-1),-0.093171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
