# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(22,15),(22,3),(22,1),-0.305081 # DEPENDENCYPART_TRISIBL
(22,15),(22,3),(22,-1),-0.156225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,2),(22,1),-0.273627 # DEPENDENCYPART_TRISIBL
(22,15),(22,2),(22,-1),-0.107999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,1),(22,-1),-0.152086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,6),(22,4),-0.067032 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,3),-0.202211 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,2),-0.130707 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,1),-0.205707 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,-1),-0.147793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,4),(22,3),-0.22274 # DEPENDENCYPART_TRISIBL
(22,10),(22,4),(22,2),-0.169424 # DEPENDENCYPART_TRISIBL
(22,10),(22,4),(22,1),-0.226236 # DEPENDENCYPART_TRISIBL
(22,10),(22,4),(22,-1),-0.0768638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,3),(22,2),-0.132167 # DEPENDENCYPART_TRISIBL
(22,10),(22,3),(22,1),-0.299743 # DEPENDENCYPART_TRISIBL
(22,10),(22,3),(22,-1),-0.165845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,2),(22,1),-0.267881 # DEPENDENCYPART_TRISIBL
(22,10),(22,2),(22,-1),-0.117231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,1),(22,-1),-0.161706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,6),(22,4),(22,3),-0.0757077 # DEPENDENCYPART_TRISIBL
(22,6),(22,4),(22,2),-0.104221 # DEPENDENCYPART_TRISIBL
(22,6),(22,4),(22,1),-0.0757077 # DEPENDENCYPART_TRISIBL
(22,6),(22,4),(22,-1),-0.108856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,6),(22,3),(22,2),-0.104396 # DEPENDENCYPART_TRISIBL
(22,6),(22,3),(22,1),-0.0618486 # DEPENDENCYPART_TRISIBL
(22,6),(22,3),(22,-1),-0.122959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,6),(22,2),(22,1),-0.0621774 # DEPENDENCYPART_TRISIBL
(22,6),(22,2),(22,-1),-0.13855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,6),(22,1),(22,-1),-0.122959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,4),(22,3),(22,2),-0.144247 # DEPENDENCYPART_TRISIBL
(22,4),(22,3),(22,1),-0.173838 # DEPENDENCYPART_TRISIBL
(22,4),(22,3),(22,-1),-0.0756661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,4),(22,2),(22,1),-0.154881 # DEPENDENCYPART_TRISIBL
(22,4),(22,2),(22,-1),-0.148339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,4),(22,1),(22,-1),-0.0753354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,3),(22,2),(22,1),-0.271356 # DEPENDENCYPART_TRISIBL
(22,3),(22,2),(22,-1),-0.101929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,3),(22,1),(22,-1),-0.147722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,2),(22,1),(22,-1),-0.0666803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,25),-0.0297201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,26),0.00368864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,27),0.037349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,28),0.0847925 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,25),(23,26),0.0198164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,27),-0.0190654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,28),0.0237969 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,27),-0.00781532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,28),0.0581109 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,27),(23,28),-0.148134 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,25),(23,26),-0.0825925 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,27),0.00468078 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,28),-0.0655643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,26),(23,27),0.00471069 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,28),-0.0674181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,27),(23,28),0.0182656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,26),(23,27),-0.0758767 # DEPENDENCYPART_TRISIBL
(23,25),(23,26),(23,28),-0.060806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,27),(23,28),-0.0134479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,27),(23,28),-0.00385315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,4),-0.18383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,2),-0.115632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,-1),-0.0184966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,4),(23,2),-0.127931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,4),(23,-1),-0.156152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,2),(23,-1),-0.0666016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,4),(23,2),-0.0999787 # DEPENDENCYPART_TRISIBL
(23,21),(23,4),(23,-1),-0.203121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,2),(23,-1),-0.19275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,4),(23,2),(23,-1),-0.150409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),0.0108188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,27),-0.0284629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,28),0.0124076 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,26),(24,27),-0.0172128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,28),0.0467216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,27),(24,28),-0.161962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,25),(24,26),(24,27),-0.0757373 # DEPENDENCYPART_TRISIBL
(24,25),(24,26),(24,28),-0.0410517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,25),(24,27),(24,28),0.00542855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,26),(24,27),(24,28),0.0150233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,21),0.0253439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),0.0319887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.0593616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.0395347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),0.00282468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,-1),-0.361844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,21),(24,20),-0.0537644 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,-1),-0.0453023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,-1),-0.249899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,20),(24,-1),-0.220674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,28),-0.0713815 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,24),(25,21),-0.0987026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.225912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,21),(25,-1),-0.172903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,21),(25,-1),-0.145934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,27),(26,28),-0.225546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,25),(26,24),-0.166118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,23),-0.174029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,22),-0.173855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,21),-0.136837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,17),-0.0778926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,13),-0.0683729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),-0.165458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.129026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,22),-0.131332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,21),-0.100705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,17),-0.0964632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,13),-0.0815586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.226278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,22),-0.132344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,21),-0.101916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,17),-0.0971509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,13),-0.0822463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),-0.220275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,22),(26,21),-0.100771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,17),-0.101602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,13),-0.0866971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,-1),-0.215579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,21),(26,17),-0.0997849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,13),-0.108594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,-1),-0.161645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,17),(26,13),-0.252745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,-1),-0.129853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,13),(26,-1),-0.194707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,24),(26,23),-0.127972 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,22),-0.125153 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,21),-0.140436 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,17),0.117906 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,13),0.0881927 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,-1),-0.239285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,23),(26,22),-0.125155 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,21),-0.140436 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,17),0.116695 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,13),0.0869816 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,-1),-0.240082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,22),(26,21),-0.140436 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,17),0.11635 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,13),0.0866369 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,-1),-0.240066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,21),(26,17),0.0427585 # DEPENDENCYPART_TRISIBL
(26,25),(26,21),(26,13),0.0247893 # DEPENDENCYPART_TRISIBL
(26,25),(26,21),(26,-1),-0.144299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,17),(26,13),0.0271599 # DEPENDENCYPART_TRISIBL
(26,25),(26,17),(26,-1),-0.0775769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,13),(26,-1),-0.0536612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,23),(26,22),-0.165382 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,21),-0.0754771 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,17),0.00693772 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,13),0.0114667 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,-1),-0.185441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,22),(26,21),-0.0761159 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,17),0.00619236 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,13),0.0107213 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,-1),-0.192187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,21),(26,17),-0.00637499 # DEPENDENCYPART_TRISIBL
(26,24),(26,21),(26,13),0.000919102 # DEPENDENCYPART_TRISIBL
(26,24),(26,21),(26,-1),-0.15811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,17),(26,13),0.0109279 # DEPENDENCYPART_TRISIBL
(26,24),(26,17),(26,-1),-0.0236567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,13),(26,-1),0.0119625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,22),(26,21),-0.0776131 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,17),0.00616098 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,13),0.0106899 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,-1),-0.206476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,21),(26,17),-0.00640107 # DEPENDENCYPART_TRISIBL
(26,23),(26,21),(26,13),0.000893021 # DEPENDENCYPART_TRISIBL
(26,23),(26,21),(26,-1),-0.172145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,17),(26,13),0.0109018 # DEPENDENCYPART_TRISIBL
(26,23),(26,17),(26,-1),-0.0379925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,13),(26,-1),-0.00237332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,21),(26,17),-0.00684574 # DEPENDENCYPART_TRISIBL
(26,22),(26,21),(26,13),0.000448357 # DEPENDENCYPART_TRISIBL
(26,22),(26,21),(26,-1),-0.152952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,17),(26,13),0.0104572 # DEPENDENCYPART_TRISIBL
(26,22),(26,17),(26,-1),-0.0306245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,13),(26,-1),0.00499472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,17),(26,13),-0.100545 # DEPENDENCYPART_TRISIBL
(26,21),(26,17),(26,-1),-0.169038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,13),(26,-1),-0.167803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,17),(26,13),(26,-1),-0.216731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,26),(27,-1),-0.650948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,1),0.0260719 # DEPENDENCYPART_HEADBIGRAM
(0,2),(2,1),0.313608 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.0460101 # DEPENDENCYPART_HEADBIGRAM
(0,2),(10,1),0.0457958 # DEPENDENCYPART_HEADBIGRAM
(0,2),(22,1),-0.00467547 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.0923508 # DEPENDENCYPART_HEADBIGRAM
(0,3),(1,2),0.101349 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.185535 # DEPENDENCYPART_HEADBIGRAM
(0,3),(10,2),0.0950094 # DEPENDENCYPART_HEADBIGRAM
(0,3),(12,2),0.096504 # DEPENDENCYPART_HEADBIGRAM
(0,3),(22,2),0.0978219 # DEPENDENCYPART_HEADBIGRAM
(0,3),(23,2),0.0977807 # DEPENDENCYPART_HEADBIGRAM
(0,6),(2,5),0.110418 # DEPENDENCYPART_HEADBIGRAM
(0,6),(3,5),0.108188 # DEPENDENCYPART_HEADBIGRAM
(0,6),(4,5),0.108188 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.0957111 # DEPENDENCYPART_HEADBIGRAM
(0,6),(7,5),0.0983486 # DEPENDENCYPART_HEADBIGRAM
(0,6),(8,5),0.0983239 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.0983236 # DEPENDENCYPART_HEADBIGRAM
(0,6),(10,5),0.0983236 # DEPENDENCYPART_HEADBIGRAM
(0,6),(15,5),0.0983468 # DEPENDENCYPART_HEADBIGRAM
(0,6),(19,5),0.0983413 # DEPENDENCYPART_HEADBIGRAM
(0,12),(1,11),0.301542 # DEPENDENCYPART_HEADBIGRAM
(0,12),(2,11),0.219501 # DEPENDENCYPART_HEADBIGRAM
(0,12),(3,11),0.301668 # DEPENDENCYPART_HEADBIGRAM
(0,12),(4,11),0.179309 # DEPENDENCYPART_HEADBIGRAM
(0,12),(5,11),0.171629 # DEPENDENCYPART_HEADBIGRAM
(0,12),(6,11),0.115412 # DEPENDENCYPART_HEADBIGRAM
(0,12),(7,11),0.167078 # DEPENDENCYPART_HEADBIGRAM
(0,12),(8,11),0.166965 # DEPENDENCYPART_HEADBIGRAM
(0,12),(10,11),0.204479 # DEPENDENCYPART_HEADBIGRAM
(0,12),(12,11),0.183054 # DEPENDENCYPART_HEADBIGRAM
(0,22),(22,21),-4.93402e-05 # DEPENDENCYPART_HEADBIGRAM
(0,22),(23,21),-0.0540286 # DEPENDENCYPART_HEADBIGRAM
(0,22),(24,21),-0.0526573 # DEPENDENCYPART_HEADBIGRAM
(0,22),(25,21),0.0735383 # DEPENDENCYPART_HEADBIGRAM
(0,22),(26,21),0.0735462 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.160041 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.16936 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.115815 # DEPENDENCYPART_HEADBIGRAM
(1,2),(10,1),0.145401 # DEPENDENCYPART_HEADBIGRAM
(1,2),(22,1),0.0981824 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0125453 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.093046 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.159139 # DEPENDENCYPART_HEADBIGRAM
(1,3),(10,2),0.0931544 # DEPENDENCYPART_HEADBIGRAM
(1,3),(12,2),0.0768796 # DEPENDENCYPART_HEADBIGRAM
(1,3),(22,2),0.0862838 # DEPENDENCYPART_HEADBIGRAM
(1,3),(23,2),0.0881396 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.0277086 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0799568 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.146877 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.156554 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.0561203 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0491744 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.0486409 # DEPENDENCYPART_HEADBIGRAM
(1,4),(10,3),0.0457503 # DEPENDENCYPART_HEADBIGRAM
(1,4),(12,3),0.0848927 # DEPENDENCYPART_HEADBIGRAM
(1,4),(22,3),0.0885182 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.11043 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.10395 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.105028 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.090709 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.0957977 # DEPENDENCYPART_HEADBIGRAM
(1,6),(8,5),0.09612 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.0969449 # DEPENDENCYPART_HEADBIGRAM
(1,6),(10,5),0.0969449 # DEPENDENCYPART_HEADBIGRAM
(1,6),(15,5),0.0963999 # DEPENDENCYPART_HEADBIGRAM
(1,6),(19,5),0.0972079 # DEPENDENCYPART_HEADBIGRAM
(1,10),(2,9),0.0649731 # DEPENDENCYPART_HEADBIGRAM
(1,10),(3,9),0.104905 # DEPENDENCYPART_HEADBIGRAM
(1,10),(4,9),0.134033 # DEPENDENCYPART_HEADBIGRAM
(1,10),(6,9),0.114275 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.0821971 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.0821273 # DEPENDENCYPART_HEADBIGRAM
(1,10),(10,9),0.161534 # DEPENDENCYPART_HEADBIGRAM
(1,11),(1,10),0.142842 # DEPENDENCYPART_HEADBIGRAM
(1,11),(2,10),0.0936574 # DEPENDENCYPART_HEADBIGRAM
(1,11),(3,10),0.13309 # DEPENDENCYPART_HEADBIGRAM
(1,11),(4,10),0.168817 # DEPENDENCYPART_HEADBIGRAM
(1,11),(6,10),0.0718166 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.113305 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.163231 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.189141 # DEPENDENCYPART_HEADBIGRAM
(1,11),(12,10),0.034035 # DEPENDENCYPART_HEADBIGRAM
(1,11),(22,10),0.0460818 # DEPENDENCYPART_HEADBIGRAM
(1,20),(3,19),0.12361 # DEPENDENCYPART_HEADBIGRAM
(1,20),(6,19),0.0736827 # DEPENDENCYPART_HEADBIGRAM
(1,20),(7,19),0.115554 # DEPENDENCYPART_HEADBIGRAM
(1,20),(9,19),0.158482 # DEPENDENCYPART_HEADBIGRAM
(1,20),(10,19),0.169382 # DEPENDENCYPART_HEADBIGRAM
(1,20),(12,19),0.104074 # DEPENDENCYPART_HEADBIGRAM
(1,20),(14,19),0.122643 # DEPENDENCYPART_HEADBIGRAM
(1,20),(15,19),0.149287 # DEPENDENCYPART_HEADBIGRAM
(1,20),(16,19),0.0885705 # DEPENDENCYPART_HEADBIGRAM
(1,20),(18,19),0.176736 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0908296 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0815433 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.09258 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.0978328 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.12681 # DEPENDENCYPART_HEADBIGRAM
(2,3),(22,2),0.187334 # DEPENDENCYPART_HEADBIGRAM
(2,3),(23,2),0.133073 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0956948 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.160441 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.140319 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.117474 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.115977 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.106903 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.104839 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),-0.0189826 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.100725 # DEPENDENCYPART_HEADBIGRAM
(2,4),(22,3),0.120653 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0676016 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.101827 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0931918 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.0963953 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.096537 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0968282 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0856628 # DEPENDENCYPART_HEADBIGRAM
(2,5),(12,4),0.0811708 # DEPENDENCYPART_HEADBIGRAM
(2,5),(22,4),0.083147 # DEPENDENCYPART_HEADBIGRAM
(2,5),(23,4),0.0812861 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.104299 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.100431 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0995072 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0868359 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.0965065 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.0968285 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.0895737 # DEPENDENCYPART_HEADBIGRAM
(2,6),(10,5),0.0895726 # DEPENDENCYPART_HEADBIGRAM
(2,6),(15,5),0.0890288 # DEPENDENCYPART_HEADBIGRAM
(2,6),(19,5),0.0898367 # DEPENDENCYPART_HEADBIGRAM
(2,7),(0,6),-0.0561737 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0563272 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0894716 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.110481 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0967039 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.193409 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0960481 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.098228 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.098228 # DEPENDENCYPART_HEADBIGRAM
