# _root_ In the 45 minutes before the 9:30 opening bell , the Jacobson specialists kept getting sell orders , heavier than they imagined .
#goldHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
#predictedHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
(9,13),(9,16),(9,20),-0.0801609 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,22),-0.0832988 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,23),-0.0953616 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,24),-0.0884682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.0454818 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,20),-0.0856543 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,22),-0.0866493 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,23),-0.0864081 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,24),-0.13593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,20),-0.0711833 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,22),-0.0998051 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,23),-0.122485 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,24),-0.0444539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,20),(9,22),-0.066323 # DEPENDENCYPART_TRISIBL
(9,13),(9,20),(9,23),-0.0914707 # DEPENDENCYPART_TRISIBL
(9,13),(9,20),(9,24),-0.161575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,22),(9,23),-0.0905826 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,24),-0.13755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,23),(9,24),-0.0460339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.0655921 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.070375 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,18),-0.0844722 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,20),-0.0276284 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,22),-0.116147 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,23),-0.115626 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,24),-0.113309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0629339 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.0807066 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,20),-0.0280953 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,22),-0.0978078 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,23),-0.064551 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,24),-0.113015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.085837 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,20),-0.0203842 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,22),-0.103212 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,23),-0.0430175 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,24),-0.123881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,20),0.0808652 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,22),-0.0695386 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,23),-0.0864562 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,24),-0.0474953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,20),(9,22),-0.11079 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,23),-0.000618596 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,24),-0.0776019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,22),(9,23),-0.115626 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,24),-0.113401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,23),(9,24),-0.0901341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0629342 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,18),-0.0807135 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,20),-0.0292377 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,22),-0.0874688 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,23),-0.0647503 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,24),-0.117076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,18),-0.0858438 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,20),-0.021527 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,22),-0.0928726 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,23),-0.0432304 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,24),-0.127946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,18),(9,20),0.0785892 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,22),-0.0497279 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,23),-0.0866551 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,24),-0.0517348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,20),(9,22),-0.100451 # DEPENDENCYPART_TRISIBL
(9,15),(9,20),(9,23),-0.00100216 # DEPENDENCYPART_TRISIBL
(9,15),(9,20),(9,24),-0.0852879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,22),(9,23),-0.115825 # DEPENDENCYPART_TRISIBL
(9,15),(9,22),(9,24),-0.117488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,23),(9,24),-0.0938327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.055875 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,20),-0.0373148 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,22),-0.054551 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,23),-0.0902068 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,24),-0.108514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,20),-0.0316084 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,22),0.0460599 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,23),-0.0773445 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,24),-0.0458552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,20),(9,22),-0.067383 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,23),-0.049815 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,24),-0.114606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,23),-0.0978677 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,24),-0.102413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,23),(9,24),-0.107321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,20),-0.0725546 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,22),-0.0999288 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,23),-0.123806 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,24),-0.0401636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,20),(9,22),-0.0666869 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,23),-0.0942666 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,24),-0.152181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,23),-0.0917341 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,24),-0.13418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,23),(9,24),-0.0403204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,20),(9,22),0.0283289 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,23),-0.103129 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,24),-0.0538158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,22),(9,23),-0.0839484 # DEPENDENCYPART_TRISIBL
(9,18),(9,22),(9,24),-0.0631788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,23),(9,24),-0.280507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,22),(9,23),-0.107081 # DEPENDENCYPART_TRISIBL
(9,20),(9,22),(9,24),-0.134546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,23),(9,24),-0.141085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,23),(9,24),-0.0840324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.12939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.0400074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0649393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.190502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.128127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.0400074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.220062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.173891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.106334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.107338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.158372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.164604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.106334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.190143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.119338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.142858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.183073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.181697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.136598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.215936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.0852633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.0272848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),-0.139992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0884362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.236553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.0966333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.128127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.0402798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),-0.217765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.167147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.106334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.191077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.122505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.215936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.0852633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.0878696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),0.0802108 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0717301 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.037616 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0435892 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),0.0802108 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0404721 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.117918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0735604 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.1448 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.0586842 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),0.0282634 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.0383635 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.0344853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.0789471 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,3),-0.0559917 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),0.0610729 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.0327574 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.0597881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.0310932 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),0.0600092 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,1),-0.0239243 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.111672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),0.08021 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),-0.0404727 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.11506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0383635 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.0344853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.103723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.103095 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.0899269 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.0640051 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.0096 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.102456 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),0.0484029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.0874155 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,3),-0.0349799 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0073917 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.0875191 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.105012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),-0.0648067 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),0.046761 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,1),-0.0901795 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.121992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.0289931 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.0915623 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.082073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.102456 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),0.0484029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.11566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.143404 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,3),-0.0909427 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.23042 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.0527989 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.0779416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.0936037 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),-0.256674 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.00453269 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.110811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),-0.216465 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),-0.0537111 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.155363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.0497443 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.169873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.0751033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,3),-0.0931012 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,2),-0.0513055 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.109259 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.0941463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),-0.0125471 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.0976161 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.111226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0975955 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.0958688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.0936196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),0.08021 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,1),-0.0404695 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.114251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.0383604 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),-0.0339419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.102056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),-0.102466 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),0.0465337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.118417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.0751033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,15),(11,24),-0.16617 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,10),(11,-1),-0.486947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.107588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.105293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.11573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.116185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0927875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.136782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.102841 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,17),-0.136968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.0925329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,24),-0.118088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0924089 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0700024 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.136456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,17),-0.0700084 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.132822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,24),-0.133662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,17),-0.070375 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.115831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,24),-0.126408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,24),-0.130473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,-1),-0.0811954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.092823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.138346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.052476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0935273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.0626326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),-0.0925328 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,17),-0.138532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.0455976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0935276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.0574375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.0822242 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.119016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.0734409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.116323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,24),-0.110257 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.117283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,24),-0.675133 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,23),-0.143936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,24),-0.0749613 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,24),-0.211157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,17),-0.070375 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0844722 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0641042 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.115626 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.116702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.085837 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0630433 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0430175 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.127279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0432534 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),-0.0864562 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,24),-0.054319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,23),-0.064551 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,24),-0.116274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,24),-0.0935166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0858438 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),-0.0630634 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.0432304 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),-0.131345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0432815 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),-0.0866551 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,24),-0.0585585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,23),-0.0647503 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,24),-0.120334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,24),-0.0972152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),-0.0293256 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,23),-0.123806 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,24),-0.0370428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,23),-0.0964891 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,24),-0.082902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,24),-0.03867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,23),-0.139909 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,24),-0.167574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,23),(13,24),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,23),(13,24),-0.0859528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.0373454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.17797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
