# _root_ Martin Fabi , Innopac 's president and chief executive , said Innopac viewed Mr. Pattison 's decision to seek control as a `` very positive '' move .
#goldHeads=2,11,2,7,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
#predictedHeads=2,11,2,6,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
(2,2),(2,23),(2,29),-0.295437 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,26),(2,28),-0.141047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,26),(2,29),-0.15634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,28),(2,29),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.065535 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.0783536 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0626494 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0845952 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),0.507474 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,11),-0.0611758 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.0825822 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,13),-0.052276 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.0825822 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,23),-0.0773785 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,26),-0.105938 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,28),-0.240184 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,29),-0.0989002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),0.0119113 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0349704 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),0.00581161 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),0.344735 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,11),-0.0377443 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,12),0.0076804 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,13),-0.0299257 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,15),0.0076804 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,23),-0.0753401 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,26),-0.103828 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,28),-0.127585 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,29),-0.192616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0638217 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0862568 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),0.517199 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,11),-0.0633234 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.0842439 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,13),-0.0544236 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.0842439 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,23),-0.0773845 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,26),-0.106013 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,28),-0.240297 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,29),-0.0567292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,9),-0.0239295 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),0.538687 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),-0.0571658 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0220557 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,13),-0.0493429 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,15),-0.0220557 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,23),-0.0753567 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,26),-0.110261 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,28),-0.10124 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,29),-0.10297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),0.499857 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,11),-0.0614253 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.0826615 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.0525255 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,15),-0.0826615 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,23),-0.0773785 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,26),-0.105938 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,28),-0.240184 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,29),-0.0823634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,11),-0.0631875 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,12),-0.000274223 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,13),-0.0553567 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,15),-0.000274223 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,23),-0.07534 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,26),-0.104147 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,28),-0.135954 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,29),-0.229749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,12),-0.0200354 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,13),-0.0600133 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,15),-0.0200354 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,23),-0.0781542 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,26),-0.106586 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,28),-0.0945915 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,29),-0.0733775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,13),-0.052276 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,15),-0.0825822 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,23),-0.0773785 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,26),-0.105938 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,28),-0.240184 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,29),-0.0989002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,15),-0.0200306 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,23),-0.0781542 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,26),-0.106581 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,28),-0.0845762 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,29),-0.0616618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,23),-0.0773785 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,26),-0.105938 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,28),-0.240184 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,29),-0.0989025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,23),(2,26),-0.106231 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,28),-0.131648 # DEPENDENCYPART_TRISIBL
(2,3),(2,23),(2,29),-0.204021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,26),(2,28),-0.144224 # DEPENDENCYPART_TRISIBL
(2,3),(2,26),(2,29),-0.182356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,28),(2,29),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0675113 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.127544 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0699076 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,10),-0.0390231 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,11),-0.0881139 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,12),-0.0693681 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,13),-0.0830611 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.0693681 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,23),-0.0610453 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,26),-0.0414597 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,28),-0.0968792 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,29),-0.0686633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.140949 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.0699178 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,10),-0.0455093 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,11),-0.092616 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,12),-0.0693782 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,13),-0.0873408 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),-0.0693782 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,23),-0.0665821 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,26),-0.0488429 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,28),-0.0870548 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,29),-0.130555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,9),-0.0839488 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0468569 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,11),-0.0941209 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0834092 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,13),-0.0890197 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,15),-0.0834092 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,23),-0.0628721 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,26),-0.0495802 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,28),-0.0839838 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,29),-0.186066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0456662 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,11),-0.0928928 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,12),-0.0691803 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,13),-0.0876176 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.0691803 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,23),-0.0665828 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,26),-0.0488429 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,28),-0.087756 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,29),-0.129219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,11),-0.108432 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,12),-0.0825016 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,13),-0.101658 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.0825016 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,23),-0.0527433 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,26),0.0396268 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,28),-0.123537 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,29),-0.0346445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,11),(2,12),-0.0692086 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,13),-0.0904732 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,15),-0.0692086 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,23),-0.0626497 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,26),-0.0477345 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,28),-0.0954391 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,29),-0.131484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,13),-0.0873269 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,15),-0.069162 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,23),-0.0665804 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,26),-0.0488429 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,28),-0.0869641 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,29),-0.128569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,13),(2,15),-0.0690298 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,23),-0.062581 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,26),-0.0476726 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,28),-0.091465 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,29),-0.125911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,23),-0.0665804 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,26),-0.0488429 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,28),-0.0869641 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,29),-0.128569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,23),(2,26),-0.045368 # DEPENDENCYPART_TRISIBL
(2,4),(2,23),(2,28),-0.0962756 # DEPENDENCYPART_TRISIBL
(2,4),(2,23),(2,29),-0.122275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,26),(2,28),-0.0901288 # DEPENDENCYPART_TRISIBL
(2,4),(2,26),(2,29),-0.0819883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,28),(2,29),-0.0376914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),-0.0711653 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),-0.0378066 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.119421 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,11),-0.0609968 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,12),-0.0378007 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,13),-0.0609839 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0378007 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,23),-0.0690706 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,26),-0.065482 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,29),-0.0851119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,9),-0.0350256 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.0507295 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,11),-0.0603649 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,12),-0.0350196 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,13),-0.0603519 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),-0.0350196 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,23),-0.0687792 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,26),-0.0641176 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,28),-0.0887496 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,29),-0.0788825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.119421 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,11),-0.0609968 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,12),-0.0378007 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,13),-0.0609839 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.0378007 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,23),-0.0690706 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,26),-0.065482 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,11),-0.0736976 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,12),0.0352573 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,13),-0.0736786 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),0.0352573 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,23),-0.0687816 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,26),-0.060161 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,28),-0.0798034 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,29),-0.116507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,11),(2,12),-0.035692 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,13),-0.0607273 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,15),-0.035692 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,23),-0.0687841 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,26),-0.0640822 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,28),-0.0829619 # DEPENDENCYPART_TRISIBL
(2,5),(2,11),(2,29),-0.126926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,13),-0.0609839 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,15),-0.0378007 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,23),-0.0690706 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,26),-0.065482 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,13),(2,15),-0.035692 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,23),-0.0687841 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,26),-0.0640822 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,28),-0.0829619 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,29),-0.126925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,23),-0.0690706 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,26),-0.065482 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,28),-0.0805289 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,29),-0.0851108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,23),(2,26),-0.0640588 # DEPENDENCYPART_TRISIBL
(2,5),(2,23),(2,28),-0.0797289 # DEPENDENCYPART_TRISIBL
(2,5),(2,23),(2,29),-0.105763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,26),(2,28),-0.0797289 # DEPENDENCYPART_TRISIBL
(2,5),(2,26),(2,29),-0.10155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,28),(2,29),-0.105211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,9),-0.0934805 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,10),-0.0476218 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,11),-0.10186 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.0929409 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,13),-0.0967585 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,15),-0.0929409 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,23),-0.0646786 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,26),-0.05034 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,28),-0.085598 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,29),-0.143286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,10),-0.0464305 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,11),-0.100648 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,12),-0.0788521 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),-0.0953732 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.0788521 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,23),-0.0683913 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,26),-0.0495582 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,28),-0.0895335 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,29),-0.0820358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,11),-0.126186 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,12),-0.101417 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,13),-0.119411 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,15),-0.101417 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,23),-0.0563542 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,26),0.0384449 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,28),-0.125147 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,29),0.0487337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,11),(2,12),-0.0787395 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,13),-0.0982293 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,15),-0.0787395 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,23),-0.0644561 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,26),-0.0485331 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,28),-0.0955437 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,29),-0.0907354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,13),-0.0950825 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,15),-0.0788338 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,23),-0.0683889 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,26),-0.0495582 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,28),-0.0887417 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,29),-0.0813866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,15),-0.0785607 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,23),-0.0643874 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,26),-0.0484712 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,28),-0.0915695 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,29),-0.0851623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,23),-0.0683889 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,26),-0.0495582 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,28),-0.0887417 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,29),-0.0813866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,23),(2,26),-0.0460833 # DEPENDENCYPART_TRISIBL
(2,6),(2,23),(2,28),-0.0978908 # DEPENDENCYPART_TRISIBL
(2,6),(2,23),(2,29),-0.0779665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,26),(2,28),-0.091738 # DEPENDENCYPART_TRISIBL
(2,6),(2,26),(2,29),-0.0377544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,28),(2,29),0.0101027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0798009 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,11),-0.0620534 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,12),-0.0955551 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.0607413 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.0955551 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,23),-0.0795244 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,26),0.00385222 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,28),-0.0811382 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,29),-0.149217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,11),-0.0396065 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,12),-0.117834 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,13),-0.0374428 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.117834 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,23),-0.0860329 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,26),0.0422815 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,28),-0.0762855 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,29),0.000305047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,12),-0.0921123 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,13),-0.0692203 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,15),-0.0921123 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,23),-0.0800398 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,26),0.000565255 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,28),-0.0784054 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,29),-0.103155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,13),-0.0607412 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,15),-0.0955507 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,23),-0.0795244 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,26),0.00385284 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,28),-0.0811335 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,29),-0.149207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,15),-0.0921121 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,23),-0.0800398 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,26),0.000600897 # DEPENDENCYPART_TRISIBL
