# _root_ Vegetables are abundant and full of flavor in Poland , the pickles and sauerkraut sublime , the state monopolies long broken .
#goldHeads=2,0,4,2,4,5,6,2,8,2,13,13,1,13,4,2,19,19,1,21,4,2,
#predictedHeads=2,0,4,2,4,5,6,2,13,13,12,13,8,13,13,13,19,19,13,21,19,2,
(2,22),(22,21),0.0220764 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.058409 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0692042 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0824506 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),0.0677632 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.0811815 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.0792155 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.0810735 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.00853381 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0429791 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),0.0236764 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0828344 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.0997711 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.077974 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0983985 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.0983985 # DEPENDENCYPART_HEADBIGRAM
(3,5),(13,4),0.0801802 # DEPENDENCYPART_HEADBIGRAM
(3,5),(20,4),0.0806073 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.0259839 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.0299807 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0211286 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0873691 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0966101 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.0818703 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.0753354 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.0668987 # DEPENDENCYPART_HEADBIGRAM
(3,6),(13,5),0.0867927 # DEPENDENCYPART_HEADBIGRAM
(3,7),(0,6),-0.0646983 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0446664 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0560347 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.087657 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.0794877 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.0728221 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.0499507 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.0780864 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.0825421 # DEPENDENCYPART_HEADBIGRAM
(3,7),(19,6),0.101451 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0374882 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.146472 # DEPENDENCYPART_HEADBIGRAM
(3,8),(4,7),0.104192 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.152783 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.177902 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.118043 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.0628007 # DEPENDENCYPART_HEADBIGRAM
(3,8),(13,7),0.0681764 # DEPENDENCYPART_HEADBIGRAM
(3,8),(15,7),0.0725915 # DEPENDENCYPART_HEADBIGRAM
(3,8),(20,7),0.0833036 # DEPENDENCYPART_HEADBIGRAM
(3,9),(1,8),-0.051616 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0482871 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.103307 # DEPENDENCYPART_HEADBIGRAM
(3,9),(4,8),0.0961561 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0892769 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0874068 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0950315 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.101674 # DEPENDENCYPART_HEADBIGRAM
(3,9),(13,8),0.0854056 # DEPENDENCYPART_HEADBIGRAM
(3,9),(15,8),0.0785861 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.139809 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),0.0878727 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.11208 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.330327 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0766073 # DEPENDENCYPART_HEADBIGRAM
(4,2),(13,1),0.137607 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.139334 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.132434 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0257142 # DEPENDENCYPART_HEADBIGRAM
(4,3),(7,2),0.075617 # DEPENDENCYPART_HEADBIGRAM
(4,3),(13,2),0.187338 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0879622 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0132652 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.00741444 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0671639 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0514198 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.12191 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.170933 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.170933 # DEPENDENCYPART_HEADBIGRAM
(4,5),(13,4),0.136399 # DEPENDENCYPART_HEADBIGRAM
(4,5),(20,4),0.111199 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0599345 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0819021 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0492558 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.064857 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0404365 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0916288 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.0498112 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.0465348 # DEPENDENCYPART_HEADBIGRAM
(4,6),(13,5),0.0749263 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.0662506 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0115112 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.108681 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.1027 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0443903 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0371037 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0216668 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0843829 # DEPENDENCYPART_HEADBIGRAM
(4,7),(13,6),0.106279 # DEPENDENCYPART_HEADBIGRAM
(4,7),(19,6),0.134343 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),0.0250734 # DEPENDENCYPART_HEADBIGRAM
(4,8),(3,7),-0.0382323 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.127938 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.149616 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.21527 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.104743 # DEPENDENCYPART_HEADBIGRAM
(4,8),(9,7),0.0339474 # DEPENDENCYPART_HEADBIGRAM
(4,8),(13,7),0.102543 # DEPENDENCYPART_HEADBIGRAM
(4,8),(15,7),0.0713299 # DEPENDENCYPART_HEADBIGRAM
(4,8),(20,7),0.079039 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.0452975 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.113491 # DEPENDENCYPART_HEADBIGRAM
(4,9),(3,8),-0.113329 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0229892 # DEPENDENCYPART_HEADBIGRAM
(4,9),(5,8),0.0440009 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0733732 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.0850519 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.0216323 # DEPENDENCYPART_HEADBIGRAM
(4,9),(13,8),0.0955858 # DEPENDENCYPART_HEADBIGRAM
(4,9),(15,8),0.0312879 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0651642 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.104052 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0785527 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0815324 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.134247 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.128595 # DEPENDENCYPART_HEADBIGRAM
(4,10),(12,9),0.0616501 # DEPENDENCYPART_HEADBIGRAM
(4,10),(13,9),0.0545641 # DEPENDENCYPART_HEADBIGRAM
(4,10),(20,9),0.0805401 # DEPENDENCYPART_HEADBIGRAM
(4,12),(7,11),0.0232093 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.103388 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.0868862 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),-0.0083858 # DEPENDENCYPART_HEADBIGRAM
(4,12),(15,11),0.0739612 # DEPENDENCYPART_HEADBIGRAM
(4,12),(18,11),-0.00272843 # DEPENDENCYPART_HEADBIGRAM
(4,12),(19,11),-0.00272843 # DEPENDENCYPART_HEADBIGRAM
(4,13),(4,12),0.0577181 # DEPENDENCYPART_HEADBIGRAM
(4,13),(7,12),0.111508 # DEPENDENCYPART_HEADBIGRAM
(4,13),(8,12),0.0567011 # DEPENDENCYPART_HEADBIGRAM
(4,13),(9,12),0.111741 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.194274 # DEPENDENCYPART_HEADBIGRAM
(4,13),(13,12),0.240023 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.0745141 # DEPENDENCYPART_HEADBIGRAM
(4,13),(15,12),0.0677923 # DEPENDENCYPART_HEADBIGRAM
(4,13),(19,12),0.0698581 # DEPENDENCYPART_HEADBIGRAM
(4,14),(0,13),-0.0178879 # DEPENDENCYPART_HEADBIGRAM
(4,14),(2,13),-0.109254 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.116158 # DEPENDENCYPART_HEADBIGRAM
(4,14),(5,13),0.0928003 # DEPENDENCYPART_HEADBIGRAM
(4,14),(6,13),0.133217 # DEPENDENCYPART_HEADBIGRAM
(4,14),(7,13),0.0772196 # DEPENDENCYPART_HEADBIGRAM
(4,14),(8,13),0.129596 # DEPENDENCYPART_HEADBIGRAM
(4,14),(9,13),0.0772231 # DEPENDENCYPART_HEADBIGRAM
(4,14),(15,13),0.0793758 # DEPENDENCYPART_HEADBIGRAM
(4,14),(19,13),0.0642539 # DEPENDENCYPART_HEADBIGRAM
(4,16),(0,15),-0.0583958 # DEPENDENCYPART_HEADBIGRAM
(4,16),(7,15),0.0766021 # DEPENDENCYPART_HEADBIGRAM
(4,16),(8,15),0.117594 # DEPENDENCYPART_HEADBIGRAM
(4,16),(12,15),0.0712936 # DEPENDENCYPART_HEADBIGRAM
(4,16),(13,15),0.0886376 # DEPENDENCYPART_HEADBIGRAM
(4,16),(14,15),0.0832137 # DEPENDENCYPART_HEADBIGRAM
(4,16),(18,15),0.0587995 # DEPENDENCYPART_HEADBIGRAM
(4,16),(19,15),0.058813 # DEPENDENCYPART_HEADBIGRAM
(4,16),(20,15),0.07004 # DEPENDENCYPART_HEADBIGRAM
(4,16),(21,15),0.0739828 # DEPENDENCYPART_HEADBIGRAM
(4,19),(9,18),0.119231 # DEPENDENCYPART_HEADBIGRAM
(4,19),(13,18),0.152839 # DEPENDENCYPART_HEADBIGRAM
(4,19),(14,18),0.114388 # DEPENDENCYPART_HEADBIGRAM
(4,19),(15,18),0.0909783 # DEPENDENCYPART_HEADBIGRAM
(4,19),(17,18),0.0787698 # DEPENDENCYPART_HEADBIGRAM
(4,19),(19,18),0.277347 # DEPENDENCYPART_HEADBIGRAM
(4,19),(20,18),0.0810981 # DEPENDENCYPART_HEADBIGRAM
(4,19),(21,18),0.0801812 # DEPENDENCYPART_HEADBIGRAM
(4,22),(0,21),-0.0574841 # DEPENDENCYPART_HEADBIGRAM
(4,22),(7,21),0.0739331 # DEPENDENCYPART_HEADBIGRAM
(4,22),(12,21),0.0711477 # DEPENDENCYPART_HEADBIGRAM
(4,22),(13,21),0.0604748 # DEPENDENCYPART_HEADBIGRAM
(4,22),(14,21),0.0711477 # DEPENDENCYPART_HEADBIGRAM
(4,22),(15,21),0.0807388 # DEPENDENCYPART_HEADBIGRAM
(4,22),(18,21),0.068504 # DEPENDENCYPART_HEADBIGRAM
(4,22),(19,21),0.0811082 # DEPENDENCYPART_HEADBIGRAM
(4,22),(20,21),0.0838422 # DEPENDENCYPART_HEADBIGRAM
(4,22),(22,21),0.0577853 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.0903327 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.0974013 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0933123 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.100968 # DEPENDENCYPART_HEADBIGRAM
(5,3),(13,2),0.105337 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.100069 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.105781 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.109951 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0537962 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0833111 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.0824551 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.0874317 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),-0.0429636 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),0.019083 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),0.0590831 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0303099 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.009438 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.030652 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.0673166 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.0564194 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.126714 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.0635078 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0395962 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0509645 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0636713 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0577546 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0778777 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.0775352 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.0767776 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.082868 # DEPENDENCYPART_HEADBIGRAM
(5,7),(19,6),0.101488 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0374882 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0366224 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0411288 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0960575 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.177902 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.118043 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.0628004 # DEPENDENCYPART_HEADBIGRAM
(5,8),(13,7),0.0681764 # DEPENDENCYPART_HEADBIGRAM
(5,8),(15,7),0.0725915 # DEPENDENCYPART_HEADBIGRAM
(5,8),(20,7),0.0833036 # DEPENDENCYPART_HEADBIGRAM
(5,9),(1,8),-0.0575424 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0542136 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0689565 # DEPENDENCYPART_HEADBIGRAM
(5,9),(4,8),-0.0620816 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.0880646 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0750556 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0826803 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.049232 # DEPENDENCYPART_HEADBIGRAM
(5,9),(13,8),0.077068 # DEPENDENCYPART_HEADBIGRAM
(5,9),(15,8),0.0756609 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0680029 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0600338 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.135862 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.122842 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.111345 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.115609 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.0732762 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.0704994 # DEPENDENCYPART_HEADBIGRAM
(5,10),(20,9),0.077497 # DEPENDENCYPART_HEADBIGRAM
(5,13),(4,12),-0.0484433 # DEPENDENCYPART_HEADBIGRAM
(5,13),(7,12),0.118298 # DEPENDENCYPART_HEADBIGRAM
(5,13),(8,12),0.103295 # DEPENDENCYPART_HEADBIGRAM
(5,13),(9,12),0.118298 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.196957 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.0454563 # DEPENDENCYPART_HEADBIGRAM
(5,13),(14,12),0.0797613 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.0679666 # DEPENDENCYPART_HEADBIGRAM
(5,13),(19,12),0.0750946 # DEPENDENCYPART_HEADBIGRAM
(5,22),(0,21),-0.0574836 # DEPENDENCYPART_HEADBIGRAM
(5,22),(7,21),0.0944557 # DEPENDENCYPART_HEADBIGRAM
(5,22),(12,21),0.091121 # DEPENDENCYPART_HEADBIGRAM
(5,22),(13,21),0.113484 # DEPENDENCYPART_HEADBIGRAM
(5,22),(14,21),0.091121 # DEPENDENCYPART_HEADBIGRAM
(5,22),(15,21),0.0908331 # DEPENDENCYPART_HEADBIGRAM
(5,22),(18,21),0.0884786 # DEPENDENCYPART_HEADBIGRAM
(5,22),(19,21),0.101082 # DEPENDENCYPART_HEADBIGRAM
(5,22),(20,21),0.101087 # DEPENDENCYPART_HEADBIGRAM
(5,22),(22,21),0.0786177 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.100067 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.117926 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.112098 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.075586 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.107974 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.0717636 # DEPENDENCYPART_HEADBIGRAM
(6,4),(13,3),0.0848185 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.0110088 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.0190468 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.117376 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.133936 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0985041 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0762457 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.112884 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.112884 # DEPENDENCYPART_HEADBIGRAM
(6,5),(13,4),0.0762562 # DEPENDENCYPART_HEADBIGRAM
(6,5),(20,4),0.0931999 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.117343 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),0.118236 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),0.0346292 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0235167 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),0.0763139 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),0.0131204 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.0213513 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.147298 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.182381 # DEPENDENCYPART_HEADBIGRAM
(6,7),(19,6),0.112528 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0630193 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0479821 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0879947 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0524218 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),-0.0570518 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.0533625 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.138776 # DEPENDENCYPART_HEADBIGRAM
(6,8),(13,7),0.0273511 # DEPENDENCYPART_HEADBIGRAM
(6,8),(15,7),0.0842904 # DEPENDENCYPART_HEADBIGRAM
(6,8),(20,7),0.0832281 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0815504 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.11007 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0684401 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0729954 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0684401 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.109897 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0641873 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.018765 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0659326 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.0758472 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0684459 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0274768 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0574423 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.121033 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.102214 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.134311 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.0630176 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.101981 # DEPENDENCYPART_HEADBIGRAM
(6,10),(20,9),0.0760444 # DEPENDENCYPART_HEADBIGRAM
(6,13),(4,12),-0.0769984 # DEPENDENCYPART_HEADBIGRAM
(6,13),(7,12),0.105373 # DEPENDENCYPART_HEADBIGRAM
(6,13),(8,12),0.267024 # DEPENDENCYPART_HEADBIGRAM
(6,13),(9,12),0.104852 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.196307 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.252124 # DEPENDENCYPART_HEADBIGRAM
(6,13),(14,12),0.0686086 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.067959 # DEPENDENCYPART_HEADBIGRAM
(6,13),(19,12),0.0638082 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.0797334 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),0.0253578 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.10844 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.0967159 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.109781 # DEPENDENCYPART_HEADBIGRAM
(7,2),(13,1),0.0961882 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.0854026 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.14414 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.0618878 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.0980203 # DEPENDENCYPART_HEADBIGRAM
(7,3),(13,2),0.128977 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.100631 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.109951 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.100248 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),0.517384 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.106918 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0698838 # DEPENDENCYPART_HEADBIGRAM
(7,4),(13,3),0.10238 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.0971975 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.0151758 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.194046 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.161513 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.108348 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0608661 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),-0.0179917 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.105064 # DEPENDENCYPART_HEADBIGRAM
(7,5),(13,4),0.0345936 # DEPENDENCYPART_HEADBIGRAM
(7,5),(20,4),0.0837558 # DEPENDENCYPART_HEADBIGRAM
(7,6),(0,5),-0.106521 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.102111 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.099522 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.0662102 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.075116 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0641326 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0617197 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0782403 # DEPENDENCYPART_HEADBIGRAM
(7,6),(13,5),0.0699017 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),0.0955558 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0131326 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0573424 # DEPENDENCYPART_HEADBIGRAM
