# _root_ There is such a maze of federal , state and local codes that `` building inspectors are backing away from interpreting them , '' Mr. Dooling says .
#goldHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,5,17,18,19,20,21,27,27,26,27,0,27,
#predictedHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,12,17,18,18,20,21,27,27,26,27,0,27,
(17,17),(17,12),(17,10),-0.114801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,9),-0.0565275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,8),0.101288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,7),-0.147647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,5),-0.0464102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,2),-0.0847409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,-1),0.0817884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,10),-0.150974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,9),-0.123809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,8),-0.0085808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,7),-0.201002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,5),-0.116037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,2),-0.186206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.102456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,10),(17,9),-0.107579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,8),0.147416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,7),-0.0939092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,5),-0.0917686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,2),-0.205647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,-1),-0.0104185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,8),0.097436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,7),-0.154663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,5),-0.047931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,2),-0.0811854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,-1),0.0910334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,8),(17,7),-0.233927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,5),-0.240062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,2),-0.26281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,-1),-0.327404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,7),(17,5),-0.116547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,2),-0.185845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,-1),-0.0815198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,5),(17,2),-0.0847409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,-1),0.0817884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,2),(17,-1),-0.00548953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.15705 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0841608 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,12),-0.275807 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),-0.0658148 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,10),-0.171816 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),-0.271426 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,8),-0.0490647 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,7),-0.0514145 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,5),-0.275807 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,2),-0.160744 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.144466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),0.00948889 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.216743 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,11),-0.0592087 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,10),-0.0967088 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,9),-0.208785 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,8),0.138522 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,7),-0.053817 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,5),-0.216743 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,2),-0.0905772 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.102629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,12),-0.20966 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,11),0.00817996 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,10),-0.129998 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,9),-0.201566 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,8),-0.0207242 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,7),0.0147189 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,5),-0.20966 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,2),-0.217038 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),0.00955071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,11),-0.065809 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,10),-0.171816 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,9),-0.271047 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,8),-0.0490647 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,7),-0.0514087 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,5),-0.275427 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,2),-0.160744 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,-1),-0.144916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,10),-0.137559 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,9),-0.1885 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,8),-0.0457512 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,7),-0.0311315 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,5),-0.201444 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,2),-0.156719 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.0952817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,10),(17,9),-0.197036 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,8),-0.039923 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,7),-0.0475805 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,5),-0.205049 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,2),-0.179156 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,-1),-0.128027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,8),-0.049065 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,7),-0.0490342 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,5),-0.277574 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,2),-0.162951 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,-1),-0.143014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,8),(17,7),0.0300926 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,5),-0.223331 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,2),0.010417 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,-1),-0.196578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,7),(17,5),-0.197799 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,2),-0.154258 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,-1),-0.0952851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,5),(17,2),-0.160744 # DEPENDENCYPART_TRISIBL
(17,16),(17,5),(17,-1),-0.144916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,2),(17,-1),-0.117895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),0.00944977 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,12),-0.219327 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,11),-0.0596032 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,10),-0.0967097 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,9),-0.211369 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,8),0.138294 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,7),-0.0542115 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,5),-0.219327 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,2),-0.0912591 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.103953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,12),-0.212244 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,11),0.00778545 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,10),-0.129999 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,9),-0.20415 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,8),-0.0209526 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,7),0.0143244 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,5),-0.212244 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,2),-0.21772 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),0.00681117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,12),(17,11),-0.066598 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,10),-0.171818 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,9),-0.273631 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,8),-0.0492931 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,7),-0.0521977 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,5),-0.278012 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,2),-0.161426 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,-1),-0.145786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,10),-0.13756 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,9),-0.191084 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,8),-0.0459796 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,7),-0.031526 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,5),-0.204028 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,2),-0.157401 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.0983893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,10),(17,9),-0.199631 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,8),-0.0403799 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,7),-0.047975 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,5),-0.207644 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,2),-0.17984 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,-1),-0.130592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,8),-0.0492934 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,7),-0.0498232 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,5),-0.280159 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,2),-0.163632 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,-1),-0.143884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,8),(17,7),0.0296981 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,5),-0.225925 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,2),0.0094707 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,-1),-0.197873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,7),(17,5),-0.200383 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,2),-0.15494 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,-1),-0.0983927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,5),(17,2),-0.161426 # DEPENDENCYPART_TRISIBL
(17,15),(17,5),(17,-1),-0.145786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,2),(17,-1),-0.119236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,12),-0.0920069 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,11),-0.0799997 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,10),-0.105636 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,9),-0.0949478 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,8),-0.0362766 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,7),-0.0800041 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,5),-0.0920069 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,2),-0.084283 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),0.00588034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,12),(17,11),-0.068836 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,10),-0.1183 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,9),-0.118939 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,8),0.0405522 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,7),-0.0688404 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,5),-0.116283 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,2),-0.0775511 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,-1),-0.1003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,11),(17,10),-0.1056 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,9),-0.0725459 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,8),-0.0234814 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,7),-0.0776 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,5),-0.0698907 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,2),-0.0805295 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,-1),-0.178488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,10),(17,9),-0.0793906 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,8),-0.0252036 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,7),-0.0859002 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,5),-0.0767353 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,2),-0.0612695 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,-1),-0.172272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,9),(17,8),0.0405522 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,7),-0.0688404 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,5),-0.116372 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,2),-0.0775511 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,-1),-0.100382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,8),(17,7),-0.0739773 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,5),-0.0716046 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,2),-0.0766039 # DEPENDENCYPART_TRISIBL
(17,14),(17,8),(17,-1),-0.270643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,7),(17,5),-0.0698907 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,2),-0.0805295 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,-1),-0.178493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,5),(17,2),-0.0775511 # DEPENDENCYPART_TRISIBL
(17,14),(17,5),(17,-1),-0.1003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,2),(17,-1),-0.29821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,11),-0.0908841 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,10),-0.197119 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,9),-0.225092 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,8),-0.0600109 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,7),-0.0909431 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,5),-0.224997 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,2),-0.0826174 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,-1),-0.110139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,10),-0.142387 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,9),-0.182915 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,8),-0.126234 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,7),-0.0871842 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,5),-0.18284 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,2),-0.0890838 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.140723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,10),(17,9),-0.189441 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,8),-0.121098 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,7),-0.0867198 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,5),-0.189352 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,2),-0.083543 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,-1),-0.123642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,9),(17,8),-0.0600109 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,7),-0.0909431 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,5),-0.224997 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,2),-0.0826174 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,-1),-0.110796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,8),(17,7),-0.0652526 # DEPENDENCYPART_TRISIBL
(17,13),(17,8),(17,5),-0.0978723 # DEPENDENCYPART_TRISIBL
(17,13),(17,8),(17,2),-0.126874 # DEPENDENCYPART_TRISIBL
(17,13),(17,8),(17,-1),-0.197437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,7),(17,5),-0.18284 # DEPENDENCYPART_TRISIBL
(17,13),(17,7),(17,2),-0.0890838 # DEPENDENCYPART_TRISIBL
(17,13),(17,7),(17,-1),-0.140735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,5),(17,2),-0.0826174 # DEPENDENCYPART_TRISIBL
(17,13),(17,5),(17,-1),-0.110139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,2),(17,-1),-0.17836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,11),(17,10),-0.137559 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,9),-0.1885 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,8),-0.0457512 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,7),-0.0311315 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,5),-0.201444 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,2),-0.156719 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,-1),-0.092071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,10),(17,9),-0.197036 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,8),-0.039923 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,7),-0.0475805 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,5),-0.205049 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,2),-0.179156 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,-1),-0.123191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,9),(17,8),-0.049065 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,7),-0.0490342 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,5),-0.277574 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,2),-0.162951 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,-1),-0.139803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,8),(17,7),0.0300926 # DEPENDENCYPART_TRISIBL
(17,12),(17,8),(17,5),-0.223331 # DEPENDENCYPART_TRISIBL
(17,12),(17,8),(17,2),0.010417 # DEPENDENCYPART_TRISIBL
(17,12),(17,8),(17,-1),-0.193368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,7),(17,5),-0.197799 # DEPENDENCYPART_TRISIBL
(17,12),(17,7),(17,2),-0.154258 # DEPENDENCYPART_TRISIBL
(17,12),(17,7),(17,-1),-0.0920743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,5),(17,2),-0.160744 # DEPENDENCYPART_TRISIBL
(17,12),(17,5),(17,-1),-0.141706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,2),(17,-1),-0.114684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,10),(17,9),-0.0971719 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,8),-0.0724174 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,7),-0.0784274 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,5),-0.0973798 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,2),-0.100754 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,-1),-0.142986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,9),(17,8),-0.112187 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,7),-0.068195 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,5),-0.0985013 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,2),-0.09923 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,-1),-0.0966777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,8),(17,7),0.0385653 # DEPENDENCYPART_TRISIBL
(17,11),(17,8),(17,5),-0.0479867 # DEPENDENCYPART_TRISIBL
(17,11),(17,8),(17,2),-0.00753271 # DEPENDENCYPART_TRISIBL
(17,11),(17,8),(17,-1),-0.221594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,7),(17,5),-0.0937988 # DEPENDENCYPART_TRISIBL
(17,11),(17,7),(17,2),-0.0990393 # DEPENDENCYPART_TRISIBL
(17,11),(17,7),(17,-1),-0.112236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,5),(17,2),-0.0991397 # DEPENDENCYPART_TRISIBL
(17,11),(17,5),(17,-1),-0.0929523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,2),(17,-1),-0.146789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,9),(17,8),-0.0334593 # DEPENDENCYPART_TRISIBL
(17,10),(17,9),(17,7),-0.0775231 # DEPENDENCYPART_TRISIBL
(17,10),(17,9),(17,5),-0.144777 # DEPENDENCYPART_TRISIBL
(17,10),(17,9),(17,2),-0.0891713 # DEPENDENCYPART_TRISIBL
(17,10),(17,9),(17,-1),-0.106326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,8),(17,7),-0.145055 # DEPENDENCYPART_TRISIBL
(17,10),(17,8),(17,5),-0.0806298 # DEPENDENCYPART_TRISIBL
(17,10),(17,8),(17,2),-0.00345391 # DEPENDENCYPART_TRISIBL
(17,10),(17,8),(17,-1),-0.1907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,7),(17,5),-0.132269 # DEPENDENCYPART_TRISIBL
(17,10),(17,7),(17,2),-0.0815936 # DEPENDENCYPART_TRISIBL
(17,10),(17,7),(17,-1),-0.115136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,5),(17,2),-0.0891706 # DEPENDENCYPART_TRISIBL
(17,10),(17,5),(17,-1),-0.106281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,2),(17,-1),-0.1871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,8),(17,7),0.0309801 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,5),-0.225003 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,2),0.00818676 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,-1),-0.199737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,7),(17,5),-0.198612 # DEPENDENCYPART_TRISIBL
(17,9),(17,7),(17,2),-0.156425 # DEPENDENCYPART_TRISIBL
(17,9),(17,7),(17,-1),-0.0999045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,5),(17,2),-0.162374 # DEPENDENCYPART_TRISIBL
(17,9),(17,5),(17,-1),-0.151577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,2),(17,-1),-0.117329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,7),(17,5),-0.172854 # DEPENDENCYPART_TRISIBL
(17,8),(17,7),(17,2),-0.133093 # DEPENDENCYPART_TRISIBL
(17,8),(17,7),(17,-1),-0.0209862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,5),(17,2),-0.118217 # DEPENDENCYPART_TRISIBL
(17,8),(17,5),(17,-1),-0.0204981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,2),(17,-1),0.0238312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,7),(17,5),(17,2),-0.0996827 # DEPENDENCYPART_TRISIBL
