# _root_ We think it is n't such a great burden , that it carries no stigma , and we are prepared to do it . ''
#goldHeads=2,17,4,13,4,9,9,9,4,13,13,13,2,15,13,17,0,19,17,19,22,20,22,17,17,
#predictedHeads=2,17,4,2,4,9,9,9,4,17,13,13,17,15,13,17,0,19,17,19,22,20,22,17,17,
(2,13),(2,17),(2,22),-0.0863601 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,24),-0.109375 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,25),-0.0396185 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,26),-0.131583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,19),(2,22),-0.123606 # DEPENDENCYPART_TRISIBL
(2,13),(2,19),(2,24),-0.117158 # DEPENDENCYPART_TRISIBL
(2,13),(2,19),(2,25),-0.0574228 # DEPENDENCYPART_TRISIBL
(2,13),(2,19),(2,26),-0.0585703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,22),(2,24),-0.12077 # DEPENDENCYPART_TRISIBL
(2,13),(2,22),(2,25),-0.0546829 # DEPENDENCYPART_TRISIBL
(2,13),(2,22),(2,26),-0.059942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,24),(2,25),0.0981017 # DEPENDENCYPART_TRISIBL
(2,13),(2,24),(2,26),0.0171591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,25),(2,26),-0.0570479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,17),(2,19),-0.040258 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,22),-0.0329781 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,24),0.0260548 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,25),-0.111052 # DEPENDENCYPART_TRISIBL
(2,16),(2,17),(2,26),-0.0828198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,19),(2,22),-0.0307423 # DEPENDENCYPART_TRISIBL
(2,16),(2,19),(2,24),0.0417734 # DEPENDENCYPART_TRISIBL
(2,16),(2,19),(2,25),-0.111845 # DEPENDENCYPART_TRISIBL
(2,16),(2,19),(2,26),0.00100023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,22),(2,24),0.047328 # DEPENDENCYPART_TRISIBL
(2,16),(2,22),(2,25),-0.111845 # DEPENDENCYPART_TRISIBL
(2,16),(2,22),(2,26),0.0182062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,24),(2,25),-0.131627 # DEPENDENCYPART_TRISIBL
(2,16),(2,24),(2,26),-0.143315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,16),(2,25),(2,26),0.0182457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,19),(2,22),-0.0236947 # DEPENDENCYPART_TRISIBL
(2,17),(2,19),(2,24),-0.0893343 # DEPENDENCYPART_TRISIBL
(2,17),(2,19),(2,25),-0.0273611 # DEPENDENCYPART_TRISIBL
(2,17),(2,19),(2,26),-0.0746139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,22),(2,24),-0.0888709 # DEPENDENCYPART_TRISIBL
(2,17),(2,22),(2,25),-0.0269736 # DEPENDENCYPART_TRISIBL
(2,17),(2,22),(2,26),-0.0774439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,24),(2,25),0.0909587 # DEPENDENCYPART_TRISIBL
(2,17),(2,24),(2,26),-0.0511998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,25),(2,26),-0.102073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,22),(2,24),-0.132609 # DEPENDENCYPART_TRISIBL
(2,19),(2,22),(2,25),-0.0838379 # DEPENDENCYPART_TRISIBL
(2,19),(2,22),(2,26),-0.0579353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,24),(2,25),0.0495592 # DEPENDENCYPART_TRISIBL
(2,19),(2,24),(2,26),0.047103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,25),(2,26),-0.0539243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,22),(2,24),(2,25),0.109109 # DEPENDENCYPART_TRISIBL
(2,22),(2,24),(2,26),-0.00136686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,22),(2,25),(2,26),-0.0468319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,24),(2,25),(2,26),0.122728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.036481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),0.0284381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),0.0310718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0133678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.151461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.173669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),0.0343653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.0161557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,16),-0.151461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,17),-0.0150051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),0.0138005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,24),-0.0183432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),-0.188381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,26),-0.00395853 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,8),-0.0957734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.0499624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.0330554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.15441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),0.024142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0527503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,16),-0.0330554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,17),-0.0307095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),0.0208973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,24),0.030863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,25),-0.119527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,26),0.0228063 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0382849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.0320955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.145486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),0.0281061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.0410728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,16),-0.0320955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,17),-0.0298568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),0.0248614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,24),0.0301682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,25),-0.119911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,26),0.050966 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),0.0100757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.129848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.00438642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.0417226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,16),0.0100757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,17),-0.011387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,19),-0.0100239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,24),0.0466015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,25),-0.0887951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,26),0.0492628 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.335119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,13),-0.118757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.246535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,16),-0.10509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,17),-0.0766532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.117093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,24),-0.0289174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,25),-0.186687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,26),-0.117477 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,13),-0.103165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.0973847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,16),-0.0441574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,17),-0.0509325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,19),-0.108259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,24),-0.0874499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,25),-0.191375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,26),-0.0757779 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,15),-0.044076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,16),0.00646058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,17),-0.0745741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,19),-0.00692795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,24),0.0690159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,25),-0.120967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,26),0.0738226 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,16),0.0112112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,17),-0.0094062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.00903008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,24),0.0467218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,25),-0.0887951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,26),0.0453524 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,16),(4,17),-0.0766532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,19),-0.117093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,24),-0.0289174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,25),-0.186687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,26),-0.117477 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,19),0.0258759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,24),0.0898066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,25),-0.125962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,26),0.0334326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,19),(4,24),0.0659404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,25),-0.121053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,26),0.0852267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,24),(4,25),-0.355415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,24),(4,26),-0.119352 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,25),(4,26),-0.155874 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,8),-0.08398 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.17138 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0142328 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0778848 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0606981 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.17138 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,16),-0.0142328 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,17),-0.105072 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),-0.0724067 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,24),0.0275939 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,25),-0.0935947 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,26),0.0826299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.171379 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0143034 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0778848 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.0606981 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.171379 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,16),-0.0143034 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,17),-0.105072 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,19),-0.0724067 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,24),0.0271035 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,25),-0.0935947 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,26),0.0828167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),0.0420394 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0351799 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0278272 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.142943 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,16),0.0420394 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,17),-0.12862 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,19),-0.0333985 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,24),-0.0117443 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,25),-0.0935099 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,26),0.0229044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0191213 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,13),-0.020903 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.0896692 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,16),-0.0474051 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,17),-0.0951258 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,19),-0.0341069 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,24),0.0461927 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,25),-0.101126 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,26),-0.100788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,13),0.012825 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.101444 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,16),-0.0691419 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,17),-0.132783 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,19),0.0020825 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,24),-0.0465796 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,25),-0.0692857 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,26),-0.014891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,15),-0.153531 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,16),-0.0314216 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,17),-0.10423 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,19),-0.149783 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,24),-0.00273577 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,25),-0.104363 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,26),0.104798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,16),0.0420394 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,17),-0.12862 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,19),-0.0333985 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,24),-0.0117443 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,25),-0.0935099 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,26),0.0229044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,16),(4,17),-0.0951258 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,19),-0.0341069 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,24),0.0461927 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,25),-0.101126 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,26),-0.100788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,17),(4,19),-0.0277114 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,24),-0.0083781 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,25),-0.104234 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,26),-0.00179396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,19),(4,24),-0.0126728 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,25),-0.107552 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,26),0.0872761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,24),(4,25),-0.0884117 # DEPENDENCYPART_TRISIBL
(4,5),(4,24),(4,26),-0.0430872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,25),(4,26),-0.052123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0932584 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0412226 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.0593337 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.0917563 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0932584 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,16),-0.0412226 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,17),-0.0788609 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,19),-0.0992528 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,24),-0.0517329 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,25),-0.0650291 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,26),-0.106521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.0259437 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0689688 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.098339 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.109718 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,16),-0.0259437 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,17),-0.0881073 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,19),-0.106188 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,24),-0.0824121 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,25),-0.0664121 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,26),-0.0645487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),0.0427432 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.0533149 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.119211 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,16),-0.0324207 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,17),-0.108084 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,19),-0.0647193 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,24),-0.0579414 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,25),-0.00473927 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,26),-0.117278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,13),-0.116477 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.117954 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,16),0.0118632 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,17),-0.0978789 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,19),-0.124778 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,24),0.0351739 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,25),-0.0640028 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,26),-0.0388364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,15),-0.0755767 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,16),0.0328301 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,17),-0.096656 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,19),-0.0892479 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,24),-0.108233 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,25),-0.0704888 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,26),-0.0890098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,16),-0.0259437 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,17),-0.0881073 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,19),-0.106188 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,24),-0.0824121 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,25),-0.0664121 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,26),-0.0645487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,16),(4,17),-0.108084 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,19),-0.0647193 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,24),-0.0579414 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,25),-0.00473927 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,26),-0.117278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,17),(4,19),-0.0996421 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,24),-0.0373811 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,25),-0.04487 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,26),-0.0988401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,19),(4,24),-0.108623 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,25),-0.0704888 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,26),-0.0856624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,24),(4,25),-0.057315 # DEPENDENCYPART_TRISIBL
(4,6),(4,24),(4,26),-0.0269701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,25),(4,26),-0.0978952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),-0.0242019 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.068919 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,13),-0.0956543 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,15),-0.109442 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,16),-0.0242019 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,17),-0.0876372 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,19),-0.103504 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,24),-0.0773136 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,25),-0.0652952 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,26),-0.0335947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),0.0428216 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,13),-0.0504557 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,15),-0.118919 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,16),-0.0315288 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,17),-0.107333 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,19),-0.0618601 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,24),-0.0528429 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,25),-0.00252002 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,26),-0.101622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,13),-0.113177 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.117527 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,16),0.0127907 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,17),-0.0972511 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,19),-0.121478 # DEPENDENCYPART_TRISIBL
