# _root_ But , IRS private ruling 8940061 notes , no rule or court case bears directly on the issue of adding land to a principal residence .
#goldHeads=14,7,5,5,7,5,14,7,11,11,14,13,11,0,14,14,18,16,18,19,20,20,25,25,22,14,
#predictedHeads=14,14,5,5,7,7,11,11,10,11,14,11,11,0,14,14,18,16,18,19,20,21,25,25,22,14,
(25,21),(21,16),(21,-1),-0.0206721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,15),(21,9),-0.0202258 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,15),(21,-1),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,9),(21,-1),-0.0454487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,23),0.109468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.112463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,27),-0.09656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,27),-0.144774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,27),-0.141852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,27),-0.170299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),0.0246097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),-0.21652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,-1),0.0422458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,27),0.0737968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,27),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,-1),0.192474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,27),-0.00977416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,23),-0.0226357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,21),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,-1),0.0416877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,23),(24,21),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,-1),-0.0297238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,21),(24,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,27),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,25),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,27),-0.226117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,24),-0.0345685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),-0.0320347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,21),-0.0312489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,20),-0.0209994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,17),-0.0318334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),-0.0378867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0226257 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,21),-0.0194766 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,17),-0.0230189 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.0305036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.0363794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,21),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,17),-0.01947 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,21),(25,-1),-0.0311565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,20),(25,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,-1),-0.0209993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,17),(25,-1),-0.0364262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,3),-0.134285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,7),-0.134011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,11),-0.1766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,13),-0.138875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,14),-0.189634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,15),-0.0632727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,27),0.421322 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,7),-0.159567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,11),-0.175078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,13),-0.163368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,14),-0.180493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,15),-0.0777445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,27),0.274688 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,11),-0.17481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,13),-0.16296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,14),-0.182615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,15),-0.0787798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,27),0.30116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,11),(0,13),-0.137735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,14),-0.18768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,15),-0.0649858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,27),0.372929 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,13),(0,14),-0.182857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,15),-0.0777873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,27),0.283281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,14),(0,15),-0.0880361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,14),(0,27),0.740665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,15),(0,27),0.243245 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,7),-0.0832031 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,11),-0.0907302 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,13),-0.0834718 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,14),-0.0712744 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,15),-0.0624442 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,27),-0.171107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,7),(0,11),-0.0907319 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,13),-0.0834718 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,14),-0.0712744 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,15),-0.0624442 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,27),-0.171107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,11),(0,13),-0.0813573 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,14),-0.079576 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,15),-0.0614664 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,27),-0.186143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,13),(0,14),-0.0712744 # DEPENDENCYPART_TRISIBL
(0,1),(0,13),(0,15),-0.0624442 # DEPENDENCYPART_TRISIBL
(0,1),(0,13),(0,27),-0.171109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,14),(0,15),-0.0612343 # DEPENDENCYPART_TRISIBL
(0,1),(0,14),(0,27),-0.216228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,15),(0,27),-0.148981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,7),(0,11),-0.116213 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,13),-0.0950476 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,14),-0.0766735 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,15),-0.0672126 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,27),-0.129808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,11),(0,13),-0.0949685 # DEPENDENCYPART_TRISIBL
(0,3),(0,11),(0,14),-0.0810989 # DEPENDENCYPART_TRISIBL
(0,3),(0,11),(0,15),-0.0648279 # DEPENDENCYPART_TRISIBL
(0,3),(0,11),(0,27),-0.151739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,13),(0,14),-0.0766732 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,15),-0.0672124 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,27),-0.128528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,14),(0,15),-0.061689 # DEPENDENCYPART_TRISIBL
(0,3),(0,14),(0,27),-0.121948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,15),(0,27),-0.107379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,11),(0,13),-0.09359 # DEPENDENCYPART_TRISIBL
(0,7),(0,11),(0,14),-0.0821885 # DEPENDENCYPART_TRISIBL
(0,7),(0,11),(0,15),-0.0648284 # DEPENDENCYPART_TRISIBL
(0,7),(0,11),(0,27),-0.154087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,13),(0,14),-0.0778026 # DEPENDENCYPART_TRISIBL
(0,7),(0,13),(0,15),-0.067213 # DEPENDENCYPART_TRISIBL
(0,7),(0,13),(0,27),-0.130567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,14),(0,15),-0.0616896 # DEPENDENCYPART_TRISIBL
(0,7),(0,14),(0,27),-0.126489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,15),(0,27),-0.110153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,13),(0,14),-0.0587048 # DEPENDENCYPART_TRISIBL
(0,11),(0,13),(0,15),-0.0631708 # DEPENDENCYPART_TRISIBL
(0,11),(0,13),(0,27),-0.172199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,14),(0,15),-0.0609458 # DEPENDENCYPART_TRISIBL
(0,11),(0,14),(0,27),-0.205049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,15),(0,27),-0.15237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,14),(0,15),-0.0618128 # DEPENDENCYPART_TRISIBL
(0,13),(0,14),(0,27),-0.115865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,15),(0,27),-0.099083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,14),(0,15),(0,27),-0.177084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.182616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.114018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.182192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.0356524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.183618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.0868655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,11),-0.0918308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,14),0.00543506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,26),-0.107727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,27),-0.334024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0494861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.140027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.0602387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.140192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,8),0.0103929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,11),-0.108951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,14),-0.0556337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,26),-0.150062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,27),-0.0739322 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.0608311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.0334642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.0608727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),-0.0646267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,11),-0.069717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,14),-0.0250456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,26),-0.180601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,27),-0.0412535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.0609869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,7),-0.139606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,8),0.0144167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,11),-0.108676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,14),-0.0556342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,26),-0.150283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,27),-0.0705446 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,7),-0.101935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,8),0.000250457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,11),-0.0973207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,14),-0.11739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,26),-0.0992992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,27),-0.0790469 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,8),0.0110733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,11),-0.108682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,14),-0.0569193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,26),-0.150653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,27),-0.052833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,11),-0.0918308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,14),0.00543506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,26),-0.107727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,27),-0.334024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,11),(1,14),-0.0627674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,11),(1,26),0.0684529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,11),(1,27),-0.0788301 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,14),(1,26),0.190704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,27),-0.0425409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,26),(1,27),-0.19287 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0617053 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0991032 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0856894 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.099183 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,8),0.290947 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,11),-0.0883611 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,14),-0.0710435 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,26),-0.0861457 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,27),-0.0562885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.0535039 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.0809268 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0535837 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,8),0.261103 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,11),-0.0760801 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,14),-0.0497422 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,26),-0.0666651 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,27),-0.036016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0856894 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,7),-0.099183 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,8),0.290897 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,11),-0.0883611 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,14),-0.0710435 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,26),-0.0861469 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,27),-0.0560975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,7),-0.0610467 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,8),0.194141 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,11),-0.0760908 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,14),-0.0492623 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,26),-0.0637916 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,27),-0.0797171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),0.290006 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,11),-0.0883611 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,14),-0.0710439 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,26),-0.0865355 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,27),-0.0591699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,11),-0.0795512 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,14),-0.0667191 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,26),-0.0636435 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,27),-0.135367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,11),(1,14),-0.0566283 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,26),-0.0409257 # DEPENDENCYPART_TRISIBL
(1,2),(1,11),(1,27),-0.0983444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,26),0.0438784 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,27),-0.0897825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,26),(1,27),-0.179236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.101187 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.0642341 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.101609 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.052153 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,11),-0.096521 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,14),-0.0704013 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,26),-0.110219 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,27),-0.068823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.071434 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,7),-0.104867 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,8),-0.0584949 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,11),-0.109886 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,14),-0.0556457 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,26),-0.132927 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,27),-0.0951029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.09682 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,8),-0.0395261 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,11),-0.0963394 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,14),-0.0695901 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,26),-0.111573 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,27),-0.129658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,8),-0.0584949 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,11),-0.109886 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,14),-0.0554475 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,26),-0.132927 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,27),-0.0956679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,11),-0.0813213 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,14),-0.0284532 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,26),-0.136664 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,27),-0.125532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,11),(1,14),-0.0731052 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,26),-0.102743 # DEPENDENCYPART_TRISIBL
(1,3),(1,11),(1,27),-0.139465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,14),(1,26),-0.0774113 # DEPENDENCYPART_TRISIBL
(1,3),(1,14),(1,27),-0.0929511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,26),(1,27),-0.168588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.0707527 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,7),0.0233012 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.0708595 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,11),-0.0742068 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,14),-0.0225295 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,26),-0.116516 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,27),-0.105911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),-0.0566452 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,8),-0.0671326 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,11),-0.0701531 # DEPENDENCYPART_TRISIBL
