# _root_ But Merrill Lynch , in its statement about pulling out of index arbitrage , suggested that the current debate has missed the mark .
#goldHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
#predictedHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
(20,15),(15,13),(15,-1),-0.0779785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,11),-0.000357787 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,10),-0.0515748 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,9),-0.0788904 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,8),-0.00857605 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,7),0.0169036 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,5),-0.0224862 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,4),-0.065777 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,3),0.0168867 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,2),0.0169035 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,1),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0773481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,11),(15,10),-0.039128 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,9),-0.0635138 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,8),-0.102431 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,7),-0.0283271 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,5),-0.0878372 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,4),0.0162546 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,3),-0.0283216 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,2),-0.0283216 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,1),-0.0476058 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,-1),0.012845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,10),(15,9),-0.0249283 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,8),-0.0655471 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,7),-0.0461263 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,5),-0.0495721 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,4),0.00943674 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,3),-0.0461263 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,2),-0.0461263 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,1),-0.0509099 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,10),(15,-1),-0.0515146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,9),(15,8),-0.0288451 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,7),-0.0711981 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,5),-0.035531 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,4),-0.0620931 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,3),-0.0711981 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,2),-0.0711981 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,1),-0.0353293 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,-1),-0.0193308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,8),(15,7),-0.0308696 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,5),-0.0738553 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,4),0.0269358 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,3),-0.0308641 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,2),-0.0308641 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,1),-0.0477097 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,8),(15,-1),-0.00074591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,7),(15,5),-0.0255423 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,4),-0.0657657 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,3),0.0174103 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,2),0.0174271 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,1),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,7),(15,-1),-0.0728235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,5),(15,4),0.0284473 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,5),(15,3),-0.0199737 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,5),(15,2),-0.0199737 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,5),(15,1),-0.0390129 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,5),(15,-1),-0.00282942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,4),(15,3),-0.065804 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,4),(15,2),-0.0652459 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,4),(15,1),-0.046528 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,4),(15,-1),0.0910104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,3),(15,2),0.017427 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,3),(15,1),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,3),(15,-1),-0.0778029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,2),(15,1),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,2),(15,-1),-0.0780798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,1),(15,-1),-0.0245156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,17),0.0852789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.0960766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.125697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,25),0.0659995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.118669 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,19),0.121643 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,25),-0.195213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,19),0.115985 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,25),-0.122487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,25),-0.16035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,-1),-0.000540714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,18),0.123882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,21),-0.130784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,25),-0.285017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,18),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,25),-0.116125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,21),(17,25),-0.120839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,16),-0.0536992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),-0.0859037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,-1),-0.0668658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,20),-0.11223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,21),-0.11223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,23),-0.119202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,25),-0.210797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,20),(18,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,23),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,25),-0.0951923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,21),(18,23),-0.124886 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,25),-0.0951548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,23),(18,25),-0.0220745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,17),-0.0263865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,16),-0.103023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),-0.0695012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,17),(18,16),-0.0430566 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,-1),0.00373175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,16),(18,-1),-0.0076835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.097869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.0936836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-9.80109e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,25),-0.200012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),-0.127528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,25),-0.107845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,23),-0.127525 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,25),-0.083297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,23),(19,25),-0.0949944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0638767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.131388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),-0.101816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,15),-0.0124978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.0507106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.00703212 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),-0.0461659 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,15),-0.0478265 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0480811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.0364468 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,15),-0.0474498 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),0.0665507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,15),-0.0678938 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,-1),-0.0331553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,15),(19,-1),-0.0567013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.0142625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),0.0712846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,24),-0.0712667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,25),0.0534112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),-0.0473605 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,24),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,25),-0.0373359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,23),(21,24),-0.0373964 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,25),-0.070687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,24),(21,25),-0.0573134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,19),-0.174278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,18),-0.130837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,16),0.0835189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,15),-0.0885333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,5),0.073183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.212246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,16),-0.202862 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,15),-0.123199 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,5),-0.189582 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.133408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,18),(21,16),-0.13086 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,15),-0.125626 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,5),-0.127024 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,-1),-0.126075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,16),(21,15),-0.126934 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,5),-0.129869 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,-1),-0.0500251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,15),(21,5),-0.1365 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,-1),-0.104697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,5),(21,-1),-0.0999453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,24),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,25),0.0510533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,24),(23,25),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,22),0.121778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,21),0.1618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,19),-9.78611e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,18),-0.129019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,17),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,-1),-0.201801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,22),(23,21),0.124976 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,19),-0.129648 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,17),-0.12725 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,-1),-0.212983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,21),(23,19),-0.127525 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,21),(23,18),-0.125866 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,21),(23,17),-0.130339 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,21),(23,-1),-0.0833955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,19),(23,18),-0.125752 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,19),(23,17),-0.120568 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,19),(23,-1),-0.0940579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,18),(23,17),-0.137331 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,18),(23,-1),-0.0415894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,17),(23,-1),-0.212983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,25),-0.0106866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,24),(24,23),0.0808899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,21),0.0958744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),0.0246015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,21),0.119152 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,-1),-0.159121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,21),(24,-1),-0.142649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,5),(5,6),0.0860074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,7),0.111616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,8),0.0573238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,9),0.163347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,10),0.164499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,11),0.0298817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,13),0.108647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,14),0.122919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,25),0.0348872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,5),(5,6),(5,7),0.115033 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,8),0.119163 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,9),0.118817 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,10),0.119132 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,11),0.119163 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,13),0.115033 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,14),0.11898 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,25),-0.148862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,7),(5,8),0.136028 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,9),0.11686 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,10),0.112843 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,11),0.172769 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,13),0.114772 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,14),0.132162 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,25),-0.186697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,8),(5,9),0.123256 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,8),(5,10),0.117822 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,8),(5,11),0.116304 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,8),(5,13),0.121379 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,8),(5,14),0.106892 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,8),(5,25),-0.105817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,9),(5,10),0.118567 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,9),(5,11),0.118425 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,9),(5,13),0.117463 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,9),(5,14),0.11891 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,9),(5,25),-0.0703981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,10),(5,11),0.126306 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,10),(5,13),0.113327 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,10),(5,14),0.113212 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,10),(5,25),-0.0939314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,11),(5,13),0.123363 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,11),(5,14),0.105603 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,11),(5,25),-0.101768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,13),(5,14),0.132369 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,13),(5,25),-0.187144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,14),(5,25),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,5),(5,4),-0.0568917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,-1),-0.0960261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,5),(5,4),(5,-1),0.0363165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,15),(15,16),-0.101147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,17),0.0872678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,18),0.114165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,19),0.16296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,20),0.112101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,21),-0.106802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,15),(15,15),(15,23),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,25),-0.249781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,15),(15,16),(15,17),0.115742 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,18),0.143618 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,19),0.111395 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,20),0.109535 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,21),-0.126862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,16),(15,23),-0.12548 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,16),(15,25),-0.0492199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,17),(15,18),0.118872 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,19),0.115332 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,20),0.116244 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,17),(15,23),-0.12489 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,17),(15,25),-0.104803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,18),(15,19),0.127409 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,18),(15,20),0.106022 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,18),(15,21),-0.125626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,18),(15,23),-0.124888 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,18),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,18),(15,25),-0.126999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,19),(15,20),0.11254 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,19),(15,21),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,19),(15,23),-0.128004 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,19),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,19),(15,25),-0.124752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,20),(15,21),-0.125119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,20),(15,23),-0.125469 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,20),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,20),(15,25),-0.127481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,21),(15,23),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,21),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,21),(15,25),-0.123561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,15),(15,23),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,15),(15,23),(15,25),-0.124659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,24),(15,25),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,15),(15,15),(15,14),-0.124155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,13),0.0133106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,12),0.0175444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,11),-0.0804186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,10),-0.0576678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,9),-0.0636333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,8),-0.0569698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,7),0.0134938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,5),-0.0727059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,4),-0.124155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,3),0.0120804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,15),(15,15),(15,2),0.0112598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
