# _root_ UAL , which closed on the Big Board Monday at $ 178.375 a share , traded in the third market afterward as low as $ 158 a share .
#goldHeads=16,1,4,1,4,8,8,5,4,4,12,10,14,12,1,0,16,20,20,17,16,16,22,22,26,24,28,26,16,
#predictedHeads=16,1,4,1,4,9,9,9,5,4,12,10,14,12,1,0,16,20,20,17,16,21,21,23,26,24,28,26,16,
(28,25),(25,26),(25,27),0.102231 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,28),-0.144722 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,30),-0.00602317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,27),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,27),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,27),(25,30),-0.162026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,28),(25,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,28),(25,30),-0.133857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,29),(25,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,24),-0.0029505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,23),-0.0561334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,22),-0.0278702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,21),-0.0292106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,-1),0.0929731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,24),(25,23),-0.00130769 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,22),-0.0232977 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,21),-0.0232977 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,24),(25,-1),-0.0474786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,23),(25,22),-0.0153899 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,21),-0.0172453 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,23),(25,-1),-0.0499246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,22),(25,21),-0.0208256 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,22),(25,-1),-0.0433423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,21),(25,-1),-0.0446451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,26),(26,27),0.104299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,28),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,30),-0.0668477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,27),(26,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,30),-0.163322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,28),(26,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,28),(26,30),-0.0790653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,29),(26,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,26),(26,25),-0.0965125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,24),-0.00829565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,23),-0.0600181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,-1),0.13664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,25),(26,24),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,25),(26,23),-0.0228537 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,25),(26,-1),-0.0860848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,24),(26,23),-0.0195006 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,24),(26,-1),-0.0192405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,23),(26,-1),-0.0595719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,27),(27,30),0.0858381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,27),(27,-1),0.203834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,29),(29,30),0.00337909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,29),(29,28),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,-1),-0.113201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,28),(29,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,30),-0.226117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,29),(28,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,27),-0.0320347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,26),-0.021159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,23),-0.0345681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,22),-0.0220785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,19),-0.0345681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,18),-0.0318334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,-1),-0.0378878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,27),(28,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,27),(28,-1),-0.0363794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,26),(28,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,26),(28,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,26),(28,22),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,26),(28,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,26),(28,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,26),(28,-1),-0.0211575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,25),(28,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,25),(28,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,23),(28,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,23),(28,19),-0.0199645 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,23),(28,18),-0.0230189 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,23),(28,-1),-0.0305036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,22),(28,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,22),(28,18),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,22),(28,-1),-0.0220964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,19),(28,18),-0.0230189 # DEPENDENCYPART_GRANDSIBL
(29,28),(28,19),(28,-1),-0.0305036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,18),(28,-1),-0.0364262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,4),-0.158228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,12),-0.0637897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,16),-0.18037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,30),0.271796 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,12),-0.0574238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,16),-0.27275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,30),0.72506 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,12),(0,16),-0.204948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,12),(0,30),0.221634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,16),(0,30),0.749334 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,4),(0,12),-0.0602468 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,16),-0.0930612 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,30),-0.119646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,12),(0,16),-0.0783404 # DEPENDENCYPART_TRISIBL
(0,1),(0,12),(0,30),-0.124525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,16),(0,30),-0.122561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,12),(0,16),-0.102795 # DEPENDENCYPART_TRISIBL
(0,4),(0,12),(0,30),-0.163558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,16),(0,30),-0.252308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,12),(0,16),(0,30),-0.0883258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,4),-0.128834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.221889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.0488453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.0456757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.0225912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,10),-0.231452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,14),-0.0641842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,15),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,16),-0.14191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,17),-0.200205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,29),-0.200599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,30),-0.684598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.10387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.138433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),-0.1358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.113593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,10),-0.110615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,14),-0.14656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,15),-0.0484177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,16),-0.0891439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,17),-0.0665978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,29),-0.063275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,30),-0.117846 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,7),-0.168213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,8),-0.165442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,9),-0.131131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,10),-0.00648221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,14),-0.183637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,15),-0.0551278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,16),-0.117032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,17),-0.0013037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,29),-0.173831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,30),-0.0962315 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,8),-0.11012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,9),-0.0689175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,10),-0.0989539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,14),-0.130967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,15),-0.120016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,16),-0.103475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,17),-0.0416278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,29),-0.116617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,30),-0.119981 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,9),-0.0701311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,10),-0.0889627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,14),-0.13218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,15),-0.12127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,16),-0.103487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,17),-0.0316367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,29),-0.118211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,30),-0.116715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,10),-0.0799298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,14),-0.131303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,15),-0.11965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,16),-0.0952294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,17),-0.0226037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,29),-0.123514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,30),-0.113866 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,14),-0.177565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,15),-0.0472808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,16),-0.117595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,17),-0.0595432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,29),-0.172211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,30),-0.115037 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,14),(1,15),-0.129904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,16),-0.0911199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,17),-0.0431086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,29),-0.115687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,14),(1,30),-0.0620163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,15),(1,16),-0.14191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,15),(1,17),-0.200205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,15),(1,29),-0.200599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,15),(1,30),-0.684598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,16),(1,17),-0.0705959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,16),(1,29),-0.0645776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,16),(1,30),-0.080639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,17),(1,29),-0.16241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,17),(1,30),-0.111598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,29),(1,30),-0.220622 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,4),(1,5),-0.0237113 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0200525 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,8),-0.0200641 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),-0.0204936 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,10),-0.0168182 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,14),-0.0204495 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,15),0.572084 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,16),-0.0598996 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,17),-0.0206945 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,29),-0.0876491 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,30),-0.0575651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,7),0.0129807 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,8),0.0129691 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),0.0125514 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,10),-0.04919 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,14),0.0125824 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,15),0.329705 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,16),0.0450459 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,17),-0.0658246 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,29),-0.102926 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,30),-0.0663021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),-0.0825969 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,9),-0.0830125 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,10),-0.0279149 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,14),-0.0829803 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,15),0.514393 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,16),-0.0523496 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,17),-0.0404421 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,29),-0.240184 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,30),-0.0992284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,9),-0.0830125 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,10),-0.0279149 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,14),-0.0829803 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,15),0.515639 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,16),-0.0523496 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,17),-0.0404421 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,29),-0.240184 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,30),-0.0992749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,10),-0.0279149 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,14),-0.0829803 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,15),0.515397 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,16),-0.0523496 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,17),-0.0404421 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,29),-0.240184 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,30),-0.100623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,14),0.0116313 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,15),0.334929 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,16),0.0343289 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,17),-0.0660704 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,29),-0.108889 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,30),-0.0716859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,14),(1,15),0.51975 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,16),-0.0523496 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,17),-0.0404421 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,29),-0.240208 # DEPENDENCYPART_TRISIBL
(1,2),(1,14),(1,30),-0.106543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,15),(1,16),-0.0554303 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,17),-0.0953541 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,29),-0.135954 # DEPENDENCYPART_TRISIBL
(1,2),(1,15),(1,30),-0.229909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,16),(1,17),-0.0206945 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,29),-0.0839469 # DEPENDENCYPART_TRISIBL
(1,2),(1,16),(1,30),-0.0558489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,17),(1,29),-0.101375 # DEPENDENCYPART_TRISIBL
(1,2),(1,17),(1,30),-0.0855754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,29),(1,30),-0.278548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,7),-0.0705395 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.0707022 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.070426 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,10),-0.0426738 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,14),-0.0704505 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,15),-0.0547281 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,16),-0.101512 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,17),-0.0458898 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,29),-0.00217219 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,30),-0.0977599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,8),-0.0717639 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,9),-0.0712076 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,10),-0.0268109 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,14),-0.0712248 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,15),-0.085837 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,16),-0.0941261 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,17),-0.0253458 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,29),-0.0457708 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,30),-0.126508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,9),-0.0711822 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,10),-0.0267969 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,14),-0.0711995 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,15),-0.085837 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,16),-0.0941246 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,17),-0.0253318 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,29),-0.0457635 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,30),-0.126506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,10),-0.0267969 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,14),-0.0711995 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,15),-0.0858482 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,16),-0.0941358 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,17),-0.0253318 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,29),-0.0458124 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,30),-0.128125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,10),(1,14),-0.0699333 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,15),-0.0598795 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,16),-0.102598 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,17),-0.0452939 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,29),-0.000262136 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,30),-0.0777943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,14),(1,15),-0.085837 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,16),-0.0941251 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,17),-0.0221659 # DEPENDENCYPART_TRISIBL
