# _root_ They note that he has adorned his office with five photos of George Bush , one of them featuring the First Dog , Millie .
#goldHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,11,11,16,17,16,22,22,19,22,22,2,
#predictedHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,6,19,16,17,6,22,22,19,22,22,2,
(14,14),(14,19),(14,25),-0.0922904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,26),-0.098058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,21),(14,22),-0.098053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,23),-0.11769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,24),-0.0965083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,25),-0.110919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,26),-0.10807 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,23),-0.11886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,24),-0.095246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,25),-0.114355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,26),-0.110858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,23),(14,24),-0.0751682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,23),(14,25),-0.228785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,23),(14,26),-0.739643 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,24),(14,25),-0.114354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,24),(14,26),-0.111053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,25),(14,26),-0.205521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.082855 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0333382 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.00915242 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.00132235 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,23),0.44169 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,24),-0.00861056 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,25),-0.154038 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,26),-0.0481232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,19),0.0413076 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),0.00951994 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),0.01735 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,23),0.31409 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,24),0.0100618 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,25),-0.0872838 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,26),-0.0877096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,21),-0.0251845 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.0173544 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,23),0.538657 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.0246426 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,25),-0.100969 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,26),-0.046718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,22),-0.0606245 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,23),0.457337 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,24),-0.0679127 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,25),-0.185986 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,26),-0.0754023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),0.45334 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,24),-0.0679052 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,25),-0.189094 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,26),-0.0803892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),-0.0153149 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,25),-0.105321 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,26),-0.268703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,24),(14,25),-0.189094 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,26),-0.0779092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,25),(14,26),-0.303176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,19),-0.0363665 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.0843265 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0861511 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.0711836 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.0861511 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,25),-0.0203014 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,26),-0.131821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,21),-0.0711566 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.0731693 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.0728883 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.0731693 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,25),-0.0667326 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,26),-0.112693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,22),-0.0850511 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,23),-0.0746717 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,24),-0.0850511 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,25),-0.0404956 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,26),-0.118896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.0746717 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,24),-0.0850511 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,25),-0.0404302 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,26),-0.118887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.023996 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,25),-0.0400008 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,26),-0.159695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,25),-0.0404302 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,26),-0.118887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,25),(14,26),-0.109395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,21),-0.0299111 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,22),-0.0284598 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),-0.0775209 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.0284598 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,25),-0.150667 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,26),-0.0405072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,22),-0.030984 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,23),-0.0764435 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.030984 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,25),-0.114515 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,26),-0.017782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),-0.0782197 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,24),-0.0306303 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,25),-0.113901 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,26),-0.0139945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),0.13494 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,25),-0.133984 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,26),-0.217906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,25),-0.113901 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,26),-0.0139945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,25),(14,26),-0.063673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,22),-0.0727494 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,23),-0.0285825 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,24),-0.0727361 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,25),-0.0498951 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,26),-0.12224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,23),-0.0285598 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,24),-0.0727361 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,25),-0.0499127 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,26),-0.121783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.103482 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,25),-0.0785596 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,26),-0.0590806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,24),(14,25),-0.049895 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,26),-0.121782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,25),(14,26),-0.0793266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,22),(14,23),-0.0411041 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,24),-0.0729521 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,25),-0.0722769 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,26),-0.117702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,23),(14,24),-0.0588298 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,25),-0.088621 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,26),-0.0324142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,24),(14,25),-0.0722769 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,26),-0.117516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,25),(14,26),-0.0107879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,24),-0.0747694 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,25),-0.0919974 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,26),-0.0280915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,24),(14,25),-0.0759655 # DEPENDENCYPART_TRISIBL
(14,22),(14,24),(14,26),-0.108532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,25),(14,26),-0.0106707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,24),(14,25),-0.189094 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,26),-0.0779092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,25),(14,26),-0.303176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,25),(14,26),-0.0163946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.211529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.21972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.146795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.213408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.103703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.131479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.048889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.177684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.0460596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.133631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.0812357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.146795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.219397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.10206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.148708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,8),-0.205141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),-0.067789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.0916174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.102137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.157138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,-1),-0.0408483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.0878737 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,10),-0.0848474 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,8),-0.0897855 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0658808 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-0.180522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.0487471 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),-0.0515905 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.0148353 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.165936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,8),-0.0642391 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),-0.0412751 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.166482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.0148374 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.167548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,-1),-0.105126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),-0.121814 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,8),-0.037354 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.0887965 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.222656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,8),-0.0975707 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,7),-0.0845522 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.198541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.0887965 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.222664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,-1),-0.202185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,8),-0.0762347 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.040331 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.15134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.0138933 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.142996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,-1),-0.0883331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),-0.0276948 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.16269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,-1),-0.0230474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,-1),-0.084763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,19),-0.128887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.131637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.132295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.0653629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.131535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.169385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,26),-0.0586298 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,21),-0.105339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.111949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.0108065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.11117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.0452975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,26),-0.0661724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.148769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.0481896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),-0.147949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,25),-0.0832985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,26),-0.0468202 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.0461774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,24),-0.146687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),-0.0867346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,26),-0.0517122 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,24),-0.242543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,25),-0.141065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,26),-0.348816 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,25),-0.0867332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,24),(16,26),-0.0524665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,25),(16,26),-0.203067 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,19),(16,21),0.0313497 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),0.0324038 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.0493463 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),0.0324038 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.0937963 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,26),-0.146552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),0.0120337 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),-0.0725747 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),0.0120337 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.0879388 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,26),-0.130644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.074237 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,24),0.0123153 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.0873254 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,26),-0.126717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,24),0.225281 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,25),-0.0982593 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,26),-0.360138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),-0.0873254 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,26),-0.126717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,25),(16,26),-0.177012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0601736 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.0515999 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0601635 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.00730915 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,26),-0.0804579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.0515811 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.0601635 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.00732671 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,26),-0.0800279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.00401551 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,25),-0.0586918 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,26),-0.0496317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.0073091 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,26),-0.0800272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,26),-0.0200832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0526987 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0982144 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.081614 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,26),-0.123848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0851604 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.0741038 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,26),-0.104517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.081614 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,26),-0.123747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,25),(16,26),-0.0673704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0948245 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.0774967 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,26),-0.0979937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.0853192 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,26),-0.114755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,25),(16,26),-0.065653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0836108 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,26),0.035436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,25),(16,26),-0.141423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,25),(16,26),-0.0685072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),0.0416509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),0.05125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.295982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,9),-0.263119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.503876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.11208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.252295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,9),-0.153463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.31972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.260383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,9),-0.161551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.326062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,9),-0.240879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.266571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,-1),-0.322735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0671178 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.101008 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,9),-0.109114 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),0.0340419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0997593 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,9),-0.107866 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),0.0336613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,9),-0.0554619 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.170564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,9),(16,-1),-0.169443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.0936489 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,9),-0.0830894 # DEPENDENCYPART_TRISIBL
