# _root_ Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder .
#goldHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
#predictedHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
(7,7),(7,2),(7,-1),-0.149538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0967445 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.0925317 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.103727 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.168274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.104426 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.100466 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.150593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.106329 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.196875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,-1),-0.164087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.0627912 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.0929245 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.191779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.0427138 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.294793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,-1),-0.184136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.12455 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.131305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,-1),-0.124875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,-1),-0.137093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.132391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.283114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.167236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.202445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.130967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,28),-0.293004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,12),-0.140797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),0.0276106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0460205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.108626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,28),-0.0967639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.030092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.102056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0543744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,28),-0.104582 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,15),-0.120059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0615212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,28),-0.148483 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0673374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,28),-0.160573 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,28),-0.0933137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,12),-0.0559604 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0269697 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0263035 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0617517 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,28),-0.0847796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0697887 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0642421 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0528412 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,28),-0.0616638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,15),-0.052137 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.0273322 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,28),-0.113571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.0210422 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,28),-0.110389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,28),-0.0815953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),0.0250664 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),0.0311157 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.103913 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,28),-0.0695312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,15),-0.0163058 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.101412 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,28),-0.0155339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0975999 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,28),-0.024435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,28),-0.0960747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,15),-0.0416965 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.0689901 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,28),-0.0398268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0694043 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,28),-0.0696032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,28),-0.0749505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.0532824 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,28),-0.093472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,28),-0.0745056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,28),-0.0971118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.164014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.0864611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.0296895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.0912679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.166574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,-1),-0.175806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.106584 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.188975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,-1),-0.147717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,-1),-0.132245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.121706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.118062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0965308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.122525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.0833491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.105542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.137891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,22),-0.105655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.0701581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),0.000380213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,27),-0.0725999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,28),-0.0969092 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),0.0621116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),0.010955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),0.00979945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),0.0105235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.0125759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),0.00745448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,22),-0.01279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,23),0.089718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),0.104275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,27),-0.0130034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,28),0.00158436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.123297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.135838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.0461983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.0331455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.169021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,22),-0.0332854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.0517795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.0559102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,27),-0.123013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,28),-0.0692504 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0398528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.0742305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.0937163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.0857703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,22),-0.0938294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,23),-0.00439329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),0.0442975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,27),-0.0257396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,28),-0.0039207 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.0636254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.0724969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.129312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,22),-0.0726368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),-0.0120698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.0376366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,27),-0.130432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,28),-0.109859 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,18),-0.0241377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.0721806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,22),-0.0242457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,23),0.00382153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,25),-0.039328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,27),0.0127747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,28),0.0111329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.00559736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,22),-0.00618982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,23),0.0766662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,25),0.104608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,27),-0.0128922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,28),0.0428409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,22),-0.0612312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,23),-0.0372066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,25),-0.0465044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,27),-0.102395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,28),-0.0450054 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,22),(10,23),0.0843371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,25),0.104608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,27),-0.0128923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,28),0.0289871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,23),(10,25),-0.0318593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,27),-0.159571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,28),-0.0689135 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,25),(10,27),-0.119139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,25),(10,28),-0.0440811 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,27),(10,28),-0.158592 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.106861 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0611203 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0998727 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.115871 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0912875 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0813002 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,22),-0.0912875 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,23),-0.0988476 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.0666034 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,27),0.0209157 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,28),-0.0720403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0610001 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.11728 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.082878 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0729031 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.107548 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,22),-0.0729031 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.115963 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.0665852 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,27),-0.0803679 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,28),-0.038613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0895743 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0984558 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0647912 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0809116 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,22),-0.0647912 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,23),-0.0887025 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.0678099 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,27),-0.0465326 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,28),-0.0570131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0885107 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0716686 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.102124 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,22),-0.0716686 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),-0.110539 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.0665852 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,27),-0.065397 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,28),-0.0204558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,18),-0.0695307 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.0855641 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,22),-0.0695307 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,23),-0.0938501 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,25),-0.066598 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,27),0.00742253 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,28),-0.087357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.0812969 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,22),-0.09128 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,23),-0.0988443 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,25),-0.0666034 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,27),0.0209169 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,28),-0.071441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,22),-0.0720933 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,23),-0.110872 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,25),-0.0665899 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,27),-0.0701572 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,28),-0.021345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,22),(10,23),-0.0988443 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,25),-0.0666034 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,27),0.0209169 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,28),-0.071441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,23),(10,25),-0.0665852 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,27),-0.0652802 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,28),-0.0135249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,25),(10,27),-0.0569227 # DEPENDENCYPART_TRISIBL
(10,11),(10,25),(10,28),-0.0450699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,27),(10,28),-0.0839485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0638475 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0453449 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0715598 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.17743 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0430398 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,22),-0.17743 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,23),-0.0689143 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),0.035096 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,27),-0.017186 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,28),-0.0239689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0175378 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.0631553 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.109582 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0212443 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,22),-0.109582 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,23),-0.0329557 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.01868 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,27),-0.0372069 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,28),-0.0826769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0743993 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.173395 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0810204 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,22),-0.173395 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,23),-0.106895 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),0.0285148 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,27),0.00840608 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,28),-0.0496169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,18),-0.122342 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.0549176 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,22),-0.122342 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,23),-0.0619709 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,25),-0.0375446 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,27),-0.0380456 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,28),-0.0450761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.0850932 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,22),-0.151446 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,23),-0.11092 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,25),-0.0560659 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,27),-0.0611064 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,28),-0.046525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,22),-0.167478 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,23),-0.0795652 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,25),0.03176 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,27),-0.030544 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,28),-0.0301458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,22),(10,23),-0.111021 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,25),-0.0560659 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,27),-0.0611064 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,28),-0.046525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,23),(10,25),0.0179466 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,27),-0.0233036 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,28),-0.036609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,25),(10,27),-0.0404661 # DEPENDENCYPART_TRISIBL
(10,12),(10,25),(10,28),-0.0360199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,27),(10,28),-0.000459845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0694062 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0718115 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0188078 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.094315 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,22),-0.0188053 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,23),-0.0683503 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,25),-0.0593911 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,27),-0.0463454 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,28),-0.0774361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.064636 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),0.0440456 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0983868 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,22),0.0440499 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),-0.0765276 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),-0.0421424 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,27),-0.0697495 # DEPENDENCYPART_TRISIBL
