# _root_ Avon also said it will issue an additional 243,677 of the Class C warrants to holders of its Class A , Class B and unclassified warrants .
#goldHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,26,24,24,24,24,24,26,24,17,3,
#predictedHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,19,24,23,24,23,24,17,26,24,3,
(10,15),(19,14),0.0832411 # DEPENDENCYPART_HEADBIGRAM
(10,15),(24,14),0.102384 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.0792477 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0796095 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.150763 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.0994146 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0973395 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.0599858 # DEPENDENCYPART_HEADBIGRAM
(10,16),(17,15),0.0949406 # DEPENDENCYPART_HEADBIGRAM
(10,16),(19,15),0.092001 # DEPENDENCYPART_HEADBIGRAM
(10,16),(24,15),0.0982881 # DEPENDENCYPART_HEADBIGRAM
(10,16),(25,15),0.0968046 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.0893408 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.0751569 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.0720514 # DEPENDENCYPART_HEADBIGRAM
(10,19),(23,18),0.0720514 # DEPENDENCYPART_HEADBIGRAM
(10,19),(24,18),0.0838438 # DEPENDENCYPART_HEADBIGRAM
(10,19),(26,18),0.075757 # DEPENDENCYPART_HEADBIGRAM
(10,26),(6,25),-0.0780828 # DEPENDENCYPART_HEADBIGRAM
(10,26),(14,25),0.0942165 # DEPENDENCYPART_HEADBIGRAM
(10,26),(16,25),0.0951269 # DEPENDENCYPART_HEADBIGRAM
(10,26),(17,25),0.0804616 # DEPENDENCYPART_HEADBIGRAM
(10,26),(19,25),0.0951166 # DEPENDENCYPART_HEADBIGRAM
(10,26),(22,25),0.0927467 # DEPENDENCYPART_HEADBIGRAM
(10,26),(23,25),0.0765114 # DEPENDENCYPART_HEADBIGRAM
(10,26),(24,25),0.20619 # DEPENDENCYPART_HEADBIGRAM
(10,26),(26,25),0.0921563 # DEPENDENCYPART_HEADBIGRAM
(10,26),(27,25),0.0944014 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0565116 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0457041 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),0.0607661 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0924363 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.0934852 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.0934852 # DEPENDENCYPART_HEADBIGRAM
(11,12),(19,11),0.0938312 # DEPENDENCYPART_HEADBIGRAM
(11,12),(24,11),0.10803 # DEPENDENCYPART_HEADBIGRAM
(12,7),(0,6),-0.0766305 # DEPENDENCYPART_HEADBIGRAM
(12,7),(1,6),-0.158036 # DEPENDENCYPART_HEADBIGRAM
(12,7),(2,6),-0.155617 # DEPENDENCYPART_HEADBIGRAM
(12,7),(3,6),-0.19809 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.115914 # DEPENDENCYPART_HEADBIGRAM
(12,7),(5,6),-0.0121097 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),-0.114848 # DEPENDENCYPART_HEADBIGRAM
(12,7),(24,6),0.201394 # DEPENDENCYPART_HEADBIGRAM
(12,11),(1,10),-0.0485379 # DEPENDENCYPART_HEADBIGRAM
(12,11),(2,10),-0.107375 # DEPENDENCYPART_HEADBIGRAM
(12,11),(3,10),-0.256959 # DEPENDENCYPART_HEADBIGRAM
(12,11),(5,10),-0.146904 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.16479 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.0369224 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.138248 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.0296019 # DEPENDENCYPART_HEADBIGRAM
(12,11),(14,10),0.166922 # DEPENDENCYPART_HEADBIGRAM
(12,11),(24,10),0.260738 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.0689186 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),0.00125721 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0120124 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.129562 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.109896 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),-0.105066 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.177725 # DEPENDENCYPART_HEADBIGRAM
(12,13),(16,12),0.183752 # DEPENDENCYPART_HEADBIGRAM
(12,13),(19,12),0.151507 # DEPENDENCYPART_HEADBIGRAM
(12,13),(24,12),0.0355577 # DEPENDENCYPART_HEADBIGRAM
(12,15),(6,14),-0.0244616 # DEPENDENCYPART_HEADBIGRAM
(12,15),(8,14),-0.0435434 # DEPENDENCYPART_HEADBIGRAM
(12,15),(9,14),-0.0539847 # DEPENDENCYPART_HEADBIGRAM
(12,15),(10,14),0.0532893 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.120803 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.0853547 # DEPENDENCYPART_HEADBIGRAM
(12,15),(16,14),0.0873242 # DEPENDENCYPART_HEADBIGRAM
(12,15),(17,14),0.202116 # DEPENDENCYPART_HEADBIGRAM
(12,15),(19,14),0.0826187 # DEPENDENCYPART_HEADBIGRAM
(12,15),(24,14),0.0680501 # DEPENDENCYPART_HEADBIGRAM
(12,16),(3,15),-0.0303776 # DEPENDENCYPART_HEADBIGRAM
(12,16),(6,15),-0.030253 # DEPENDENCYPART_HEADBIGRAM
(12,16),(10,15),-0.0680506 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.0947609 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.128558 # DEPENDENCYPART_HEADBIGRAM
(12,16),(16,15),0.232444 # DEPENDENCYPART_HEADBIGRAM
(12,16),(17,15),0.0870873 # DEPENDENCYPART_HEADBIGRAM
(12,16),(19,15),0.130309 # DEPENDENCYPART_HEADBIGRAM
(12,16),(24,15),0.0804252 # DEPENDENCYPART_HEADBIGRAM
(12,16),(25,15),0.089087 # DEPENDENCYPART_HEADBIGRAM
(12,17),(6,16),-0.0194468 # DEPENDENCYPART_HEADBIGRAM
(12,17),(9,16),-0.0626331 # DEPENDENCYPART_HEADBIGRAM
(12,17),(10,16),-0.110431 # DEPENDENCYPART_HEADBIGRAM
(12,17),(12,16),0.114823 # DEPENDENCYPART_HEADBIGRAM
(12,17),(13,16),0.109431 # DEPENDENCYPART_HEADBIGRAM
(12,17),(14,16),0.134725 # DEPENDENCYPART_HEADBIGRAM
(12,17),(15,16),0.267902 # DEPENDENCYPART_HEADBIGRAM
(12,17),(17,16),0.160592 # DEPENDENCYPART_HEADBIGRAM
(12,17),(19,16),0.0189243 # DEPENDENCYPART_HEADBIGRAM
(12,17),(24,16),0.113278 # DEPENDENCYPART_HEADBIGRAM
(12,20),(6,19),-0.0498335 # DEPENDENCYPART_HEADBIGRAM
(12,20),(9,19),-0.066684 # DEPENDENCYPART_HEADBIGRAM
(12,20),(10,19),-0.0294246 # DEPENDENCYPART_HEADBIGRAM
(12,20),(14,19),0.097208 # DEPENDENCYPART_HEADBIGRAM
(12,20),(15,19),0.107973 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.0974175 # DEPENDENCYPART_HEADBIGRAM
(12,20),(17,19),0.149108 # DEPENDENCYPART_HEADBIGRAM
(12,20),(23,19),0.0866371 # DEPENDENCYPART_HEADBIGRAM
(12,20),(24,19),0.0629896 # DEPENDENCYPART_HEADBIGRAM
(12,20),(26,19),0.0853989 # DEPENDENCYPART_HEADBIGRAM
(13,7),(0,6),-0.0521789 # DEPENDENCYPART_HEADBIGRAM
(13,7),(1,6),-0.133449 # DEPENDENCYPART_HEADBIGRAM
(13,7),(2,6),-0.131076 # DEPENDENCYPART_HEADBIGRAM
(13,7),(3,6),-0.175457 # DEPENDENCYPART_HEADBIGRAM
(13,7),(4,6),-0.123738 # DEPENDENCYPART_HEADBIGRAM
(13,7),(5,6),-0.0199331 # DEPENDENCYPART_HEADBIGRAM
(13,7),(7,6),-0.114834 # DEPENDENCYPART_HEADBIGRAM
(13,7),(24,6),0.237303 # DEPENDENCYPART_HEADBIGRAM
(13,8),(3,7),-0.124981 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.129498 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.110488 # DEPENDENCYPART_HEADBIGRAM
(13,8),(9,7),-0.125484 # DEPENDENCYPART_HEADBIGRAM
(13,8),(12,7),-0.133874 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.158595 # DEPENDENCYPART_HEADBIGRAM
(13,8),(14,7),0.0806789 # DEPENDENCYPART_HEADBIGRAM
(13,8),(16,7),0.0806789 # DEPENDENCYPART_HEADBIGRAM
(13,8),(19,7),0.0796379 # DEPENDENCYPART_HEADBIGRAM
(13,8),(24,7),0.144376 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.139827 # DEPENDENCYPART_HEADBIGRAM
(13,9),(5,8),-0.122651 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.139454 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.122196 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.171904 # DEPENDENCYPART_HEADBIGRAM
(13,9),(10,8),-0.145054 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.0998172 # DEPENDENCYPART_HEADBIGRAM
(13,9),(14,8),0.0888242 # DEPENDENCYPART_HEADBIGRAM
(13,9),(16,8),0.0888242 # DEPENDENCYPART_HEADBIGRAM
(13,9),(24,8),0.103054 # DEPENDENCYPART_HEADBIGRAM
(13,11),(1,10),-0.0466223 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.107375 # DEPENDENCYPART_HEADBIGRAM
(13,11),(3,10),-0.25488 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.146904 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.162711 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.0339264 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.139989 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.0295941 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.16833 # DEPENDENCYPART_HEADBIGRAM
(13,11),(24,10),0.261075 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.147502 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.164083 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.0385649 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.0764292 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.138397 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.13839 # DEPENDENCYPART_HEADBIGRAM
(13,12),(19,11),0.115598 # DEPENDENCYPART_HEADBIGRAM
(13,12),(24,11),0.14184 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0689186 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),0.00125721 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0120044 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0473515 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.0257637 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.105066 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.183754 # DEPENDENCYPART_HEADBIGRAM
(13,14),(24,13),0.0355577 # DEPENDENCYPART_HEADBIGRAM
(13,16),(3,15),-0.0303776 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.030253 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0680506 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0259256 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.128558 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.232444 # DEPENDENCYPART_HEADBIGRAM
(13,16),(17,15),0.0870873 # DEPENDENCYPART_HEADBIGRAM
(13,16),(19,15),0.130309 # DEPENDENCYPART_HEADBIGRAM
(13,16),(24,15),0.0804252 # DEPENDENCYPART_HEADBIGRAM
(13,16),(25,15),0.089087 # DEPENDENCYPART_HEADBIGRAM
(13,17),(6,16),-0.0194456 # DEPENDENCYPART_HEADBIGRAM
(13,17),(9,16),-0.0626311 # DEPENDENCYPART_HEADBIGRAM
(13,17),(10,16),-0.110305 # DEPENDENCYPART_HEADBIGRAM
(13,17),(12,16),-0.0304346 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.114677 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.134742 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.267902 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.160643 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0189369 # DEPENDENCYPART_HEADBIGRAM
(13,17),(24,16),0.113278 # DEPENDENCYPART_HEADBIGRAM
(13,26),(6,25),-0.107899 # DEPENDENCYPART_HEADBIGRAM
(13,26),(14,25),0.0850591 # DEPENDENCYPART_HEADBIGRAM
(13,26),(16,25),0.0859694 # DEPENDENCYPART_HEADBIGRAM
(13,26),(17,25),0.116239 # DEPENDENCYPART_HEADBIGRAM
(13,26),(19,25),0.0859694 # DEPENDENCYPART_HEADBIGRAM
(13,26),(22,25),0.0835996 # DEPENDENCYPART_HEADBIGRAM
(13,26),(23,25),0.0673573 # DEPENDENCYPART_HEADBIGRAM
(13,26),(24,25),0.0546244 # DEPENDENCYPART_HEADBIGRAM
(13,26),(26,25),0.107123 # DEPENDENCYPART_HEADBIGRAM
(13,26),(27,25),0.0983475 # DEPENDENCYPART_HEADBIGRAM
(14,2),(0,1),-0.133464 # DEPENDENCYPART_HEADBIGRAM
(14,2),(2,1),-0.11734 # DEPENDENCYPART_HEADBIGRAM
(14,2),(3,1),-0.0799996 # DEPENDENCYPART_HEADBIGRAM
(14,2),(5,1),-0.124773 # DEPENDENCYPART_HEADBIGRAM
(14,2),(6,1),-0.0853526 # DEPENDENCYPART_HEADBIGRAM
(14,2),(24,1),0.0655094 # DEPENDENCYPART_HEADBIGRAM
(14,7),(0,6),-0.0521789 # DEPENDENCYPART_HEADBIGRAM
(14,7),(1,6),-0.133824 # DEPENDENCYPART_HEADBIGRAM
(14,7),(2,6),-0.131076 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),-0.175457 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.123738 # DEPENDENCYPART_HEADBIGRAM
(14,7),(5,6),-0.0199331 # DEPENDENCYPART_HEADBIGRAM
(14,7),(7,6),-0.114834 # DEPENDENCYPART_HEADBIGRAM
(14,7),(24,6),0.237303 # DEPENDENCYPART_HEADBIGRAM
(14,8),(3,7),-0.124935 # DEPENDENCYPART_HEADBIGRAM
(14,8),(6,7),-0.125597 # DEPENDENCYPART_HEADBIGRAM
(14,8),(8,7),-0.117926 # DEPENDENCYPART_HEADBIGRAM
(14,8),(9,7),-0.125888 # DEPENDENCYPART_HEADBIGRAM
(14,8),(12,7),-0.133228 # DEPENDENCYPART_HEADBIGRAM
(14,8),(13,7),-0.132646 # DEPENDENCYPART_HEADBIGRAM
(14,8),(14,7),0.173017 # DEPENDENCYPART_HEADBIGRAM
(14,8),(16,7),0.0786243 # DEPENDENCYPART_HEADBIGRAM
(14,8),(19,7),0.0782855 # DEPENDENCYPART_HEADBIGRAM
(14,8),(24,7),0.143024 # DEPENDENCYPART_HEADBIGRAM
(14,9),(3,8),-0.139827 # DEPENDENCYPART_HEADBIGRAM
(14,9),(5,8),-0.122651 # DEPENDENCYPART_HEADBIGRAM
(14,9),(6,8),-0.139454 # DEPENDENCYPART_HEADBIGRAM
(14,9),(7,8),-0.122196 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),-0.171904 # DEPENDENCYPART_HEADBIGRAM
(14,9),(10,8),-0.145054 # DEPENDENCYPART_HEADBIGRAM
(14,9),(13,8),-0.132874 # DEPENDENCYPART_HEADBIGRAM
(14,9),(14,8),0.111527 # DEPENDENCYPART_HEADBIGRAM
(14,9),(16,8),0.0888242 # DEPENDENCYPART_HEADBIGRAM
(14,9),(24,8),0.103054 # DEPENDENCYPART_HEADBIGRAM
(14,10),(2,9),-0.128966 # DEPENDENCYPART_HEADBIGRAM
(14,10),(3,9),-0.125542 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.127632 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.137042 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.136978 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),0.095868 # DEPENDENCYPART_HEADBIGRAM
(14,10),(13,9),-0.116293 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.0686979 # DEPENDENCYPART_HEADBIGRAM
(14,10),(16,9),0.101609 # DEPENDENCYPART_HEADBIGRAM
(14,10),(24,9),0.0815924 # DEPENDENCYPART_HEADBIGRAM
(14,11),(1,10),-0.0532682 # DEPENDENCYPART_HEADBIGRAM
(14,11),(2,10),-0.115814 # DEPENDENCYPART_HEADBIGRAM
(14,11),(3,10),-0.263319 # DEPENDENCYPART_HEADBIGRAM
(14,11),(5,10),-0.198748 # DEPENDENCYPART_HEADBIGRAM
(14,11),(6,10),-0.214555 # DEPENDENCYPART_HEADBIGRAM
(14,11),(7,10),-0.0821761 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.159932 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.0495367 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.0360903 # DEPENDENCYPART_HEADBIGRAM
(14,11),(24,10),0.226968 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.147502 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.164083 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),-0.0385649 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.160221 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.0582049 # DEPENDENCYPART_HEADBIGRAM
(14,12),(16,11),0.13839 # DEPENDENCYPART_HEADBIGRAM
(14,12),(19,11),0.115598 # DEPENDENCYPART_HEADBIGRAM
(14,12),(24,11),0.14184 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.170383 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.173954 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.165731 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.279592 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.25182 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.170142 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.22935 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.14482 # DEPENDENCYPART_HEADBIGRAM
(14,13),(19,12),0.040365 # DEPENDENCYPART_HEADBIGRAM
(14,13),(24,12),0.023879 # DEPENDENCYPART_HEADBIGRAM
(14,15),(6,14),-0.0383238 # DEPENDENCYPART_HEADBIGRAM
(14,15),(8,14),-0.0549271 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),-0.100484 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),-0.158026 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.0380124 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),0.0319317 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.0461186 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.0724941 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.0840861 # DEPENDENCYPART_HEADBIGRAM
(14,15),(24,14),0.057357 # DEPENDENCYPART_HEADBIGRAM
(14,16),(3,15),-0.0303038 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.0274868 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.066529 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.024404 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0872201 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.270843 # DEPENDENCYPART_HEADBIGRAM
(14,16),(17,15),0.0886217 # DEPENDENCYPART_HEADBIGRAM
(14,16),(19,15),0.130695 # DEPENDENCYPART_HEADBIGRAM
(14,16),(24,15),0.0804585 # DEPENDENCYPART_HEADBIGRAM
(14,16),(25,15),0.0891203 # DEPENDENCYPART_HEADBIGRAM
(14,17),(6,16),-0.0194458 # DEPENDENCYPART_HEADBIGRAM
(14,17),(9,16),-0.0626311 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.102597 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0304346 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0377156 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0799987 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.267902 # DEPENDENCYPART_HEADBIGRAM
(14,17),(17,16),0.160613 # DEPENDENCYPART_HEADBIGRAM
(14,17),(19,16),0.0189369 # DEPENDENCYPART_HEADBIGRAM
(14,17),(24,16),0.11319 # DEPENDENCYPART_HEADBIGRAM
(14,19),(17,18),0.110113 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.0900092 # DEPENDENCYPART_HEADBIGRAM
(14,19),(22,18),0.0767834 # DEPENDENCYPART_HEADBIGRAM
(14,19),(23,18),0.0767834 # DEPENDENCYPART_HEADBIGRAM
(14,19),(24,18),0.113499 # DEPENDENCYPART_HEADBIGRAM
(14,19),(26,18),0.0814206 # DEPENDENCYPART_HEADBIGRAM
(14,20),(6,19),-0.0498335 # DEPENDENCYPART_HEADBIGRAM
(14,20),(9,19),-0.066684 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.0294246 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.10629 # DEPENDENCYPART_HEADBIGRAM
(14,20),(15,19),0.107973 # DEPENDENCYPART_HEADBIGRAM
(14,20),(16,19),0.0974175 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.149108 # DEPENDENCYPART_HEADBIGRAM
(14,20),(23,19),0.0866371 # DEPENDENCYPART_HEADBIGRAM
(14,20),(24,19),0.0629896 # DEPENDENCYPART_HEADBIGRAM
(14,20),(26,19),0.0853989 # DEPENDENCYPART_HEADBIGRAM
(14,21),(12,20),-0.0584277 # DEPENDENCYPART_HEADBIGRAM
(14,21),(14,20),0.106753 # DEPENDENCYPART_HEADBIGRAM
(14,21),(16,20),0.106113 # DEPENDENCYPART_HEADBIGRAM
(14,21),(19,20),0.12198 # DEPENDENCYPART_HEADBIGRAM
(14,21),(22,20),0.0932012 # DEPENDENCYPART_HEADBIGRAM
(14,21),(23,20),0.0941143 # DEPENDENCYPART_HEADBIGRAM
(14,21),(24,20),0.0982776 # DEPENDENCYPART_HEADBIGRAM
(14,21),(26,20),0.094108 # DEPENDENCYPART_HEADBIGRAM
(14,22),(3,21),-0.0877831 # DEPENDENCYPART_HEADBIGRAM
(14,22),(5,21),-0.0684272 # DEPENDENCYPART_HEADBIGRAM
(14,22),(6,21),-0.0738447 # DEPENDENCYPART_HEADBIGRAM
(14,22),(9,21),-0.0347064 # DEPENDENCYPART_HEADBIGRAM
(14,22),(14,21),0.154778 # DEPENDENCYPART_HEADBIGRAM
(14,22),(16,21),0.178206 # DEPENDENCYPART_HEADBIGRAM
(14,22),(19,21),0.208755 # DEPENDENCYPART_HEADBIGRAM
(14,22),(20,21),0.169038 # DEPENDENCYPART_HEADBIGRAM
(14,22),(24,21),0.167584 # DEPENDENCYPART_HEADBIGRAM
(14,22),(26,21),0.10868 # DEPENDENCYPART_HEADBIGRAM
(14,23),(9,22),-0.0529032 # DEPENDENCYPART_HEADBIGRAM
(14,23),(14,22),0.156144 # DEPENDENCYPART_HEADBIGRAM
(14,23),(16,22),0.104905 # DEPENDENCYPART_HEADBIGRAM
(14,23),(17,22),0.155573 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.113096 # DEPENDENCYPART_HEADBIGRAM
(14,23),(20,22),0.0768264 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.197714 # DEPENDENCYPART_HEADBIGRAM
(14,23),(24,22),0.0539255 # DEPENDENCYPART_HEADBIGRAM
(14,23),(26,22),0.0996812 # DEPENDENCYPART_HEADBIGRAM
(14,24),(9,23),-0.0571652 # DEPENDENCYPART_HEADBIGRAM
(14,24),(14,23),0.0440963 # DEPENDENCYPART_HEADBIGRAM
(14,24),(15,23),0.182294 # DEPENDENCYPART_HEADBIGRAM
(14,24),(16,23),0.110816 # DEPENDENCYPART_HEADBIGRAM
(14,24),(17,23),0.332744 # DEPENDENCYPART_HEADBIGRAM
(14,24),(19,23),0.157206 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.200502 # DEPENDENCYPART_HEADBIGRAM
(14,24),(24,23),0.186385 # DEPENDENCYPART_HEADBIGRAM
(14,24),(25,23),0.0948346 # DEPENDENCYPART_HEADBIGRAM
(14,24),(26,23),0.0690087 # DEPENDENCYPART_HEADBIGRAM
(14,25),(3,24),-0.110551 # DEPENDENCYPART_HEADBIGRAM
(14,25),(5,24),-0.0624389 # DEPENDENCYPART_HEADBIGRAM
(14,25),(6,24),-0.083285 # DEPENDENCYPART_HEADBIGRAM
(14,25),(9,24),-0.0601159 # DEPENDENCYPART_HEADBIGRAM
(14,25),(14,24),0.0467689 # DEPENDENCYPART_HEADBIGRAM
(14,25),(15,24),0.149083 # DEPENDENCYPART_HEADBIGRAM
(14,25),(16,24),0.0747184 # DEPENDENCYPART_HEADBIGRAM
(14,25),(17,24),0.186968 # DEPENDENCYPART_HEADBIGRAM
(14,25),(19,24),0.0749842 # DEPENDENCYPART_HEADBIGRAM
(14,25),(26,24),0.0629867 # DEPENDENCYPART_HEADBIGRAM
(14,26),(6,25),-0.1079 # DEPENDENCYPART_HEADBIGRAM
(14,26),(14,25),0.0951561 # DEPENDENCYPART_HEADBIGRAM
(14,26),(16,25),0.0859694 # DEPENDENCYPART_HEADBIGRAM
(14,26),(17,25),0.116239 # DEPENDENCYPART_HEADBIGRAM
(14,26),(19,25),0.0859694 # DEPENDENCYPART_HEADBIGRAM
(14,26),(22,25),0.0835996 # DEPENDENCYPART_HEADBIGRAM
(14,26),(23,25),0.0673573 # DEPENDENCYPART_HEADBIGRAM
(14,26),(24,25),0.0546244 # DEPENDENCYPART_HEADBIGRAM
(14,26),(26,25),0.100914 # DEPENDENCYPART_HEADBIGRAM
(14,26),(27,25),0.0983475 # DEPENDENCYPART_HEADBIGRAM
(14,27),(10,26),-0.0823442 # DEPENDENCYPART_HEADBIGRAM
