# _root_ In addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .
#goldHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
#predictedHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
(7,11),(23,10),0.0986714 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.0165928 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.091668 # DEPENDENCYPART_HEADBIGRAM
(7,13),(13,12),0.208119 # DEPENDENCYPART_HEADBIGRAM
(7,13),(14,12),-0.0125578 # DEPENDENCYPART_HEADBIGRAM
(7,13),(18,12),-0.0145395 # DEPENDENCYPART_HEADBIGRAM
(7,14),(7,13),0.108573 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.104924 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.170264 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.0761741 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.196947 # DEPENDENCYPART_HEADBIGRAM
(7,14),(23,13),0.0890495 # DEPENDENCYPART_HEADBIGRAM
(7,15),(2,14),-0.132061 # DEPENDENCYPART_HEADBIGRAM
(7,15),(5,14),-0.00756375 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.101571 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.105031 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.0303797 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.058932 # DEPENDENCYPART_HEADBIGRAM
(7,15),(13,14),0.0782076 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),0.148992 # DEPENDENCYPART_HEADBIGRAM
(7,15),(19,14),0.0607591 # DEPENDENCYPART_HEADBIGRAM
(7,15),(23,14),0.0949627 # DEPENDENCYPART_HEADBIGRAM
(7,16),(2,15),-0.103392 # DEPENDENCYPART_HEADBIGRAM
(7,16),(5,15),-0.00399647 # DEPENDENCYPART_HEADBIGRAM
(7,16),(6,15),-0.0154899 # DEPENDENCYPART_HEADBIGRAM
(7,16),(7,15),0.275607 # DEPENDENCYPART_HEADBIGRAM
(7,16),(8,15),0.126062 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.165443 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.114658 # DEPENDENCYPART_HEADBIGRAM
(7,16),(14,15),0.15383 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.14648 # DEPENDENCYPART_HEADBIGRAM
(7,16),(23,15),0.139945 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.0996474 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.211345 # DEPENDENCYPART_HEADBIGRAM
(7,18),(19,17),0.0859295 # DEPENDENCYPART_HEADBIGRAM
(7,18),(22,17),-0.011434 # DEPENDENCYPART_HEADBIGRAM
(7,18),(23,17),0.0968313 # DEPENDENCYPART_HEADBIGRAM
(7,19),(2,18),-0.125343 # DEPENDENCYPART_HEADBIGRAM
(7,19),(7,18),0.155731 # DEPENDENCYPART_HEADBIGRAM
(7,19),(10,18),-0.0121141 # DEPENDENCYPART_HEADBIGRAM
(7,19),(11,18),0.240454 # DEPENDENCYPART_HEADBIGRAM
(7,19),(13,18),-0.0172217 # DEPENDENCYPART_HEADBIGRAM
(7,19),(14,18),-0.0160423 # DEPENDENCYPART_HEADBIGRAM
(7,19),(16,18),0.175459 # DEPENDENCYPART_HEADBIGRAM
(7,19),(19,18),0.213807 # DEPENDENCYPART_HEADBIGRAM
(7,19),(22,18),-0.023202 # DEPENDENCYPART_HEADBIGRAM
(7,19),(23,18),0.0935667 # DEPENDENCYPART_HEADBIGRAM
(7,23),(10,22),0.0848794 # DEPENDENCYPART_HEADBIGRAM
(7,23),(14,22),0.0839592 # DEPENDENCYPART_HEADBIGRAM
(7,23),(16,22),0.0204969 # DEPENDENCYPART_HEADBIGRAM
(7,23),(18,22),0.0593775 # DEPENDENCYPART_HEADBIGRAM
(7,23),(19,22),0.0836547 # DEPENDENCYPART_HEADBIGRAM
(7,23),(21,22),0.106453 # DEPENDENCYPART_HEADBIGRAM
(7,23),(23,22),0.200855 # DEPENDENCYPART_HEADBIGRAM
(7,24),(0,23),-0.0790119 # DEPENDENCYPART_HEADBIGRAM
(7,24),(5,23),-0.047541 # DEPENDENCYPART_HEADBIGRAM
(7,24),(7,23),0.10023 # DEPENDENCYPART_HEADBIGRAM
(7,24),(10,23),0.0745643 # DEPENDENCYPART_HEADBIGRAM
(7,24),(14,23),0.0415644 # DEPENDENCYPART_HEADBIGRAM
(7,24),(18,23),0.0701189 # DEPENDENCYPART_HEADBIGRAM
(7,24),(19,23),0.112613 # DEPENDENCYPART_HEADBIGRAM
(7,24),(20,23),0.12224 # DEPENDENCYPART_HEADBIGRAM
(7,24),(21,23),0.199872 # DEPENDENCYPART_HEADBIGRAM
(7,24),(22,23),0.147653 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0603538 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0719142 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.065075 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0482561 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0788482 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.0831096 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0541078 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0541076 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0190969 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0165321 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0188951 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.154459 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0580928 # DEPENDENCYPART_HEADBIGRAM
(8,11),(23,10),0.0921305 # DEPENDENCYPART_HEADBIGRAM
(8,15),(2,14),-0.0600706 # DEPENDENCYPART_HEADBIGRAM
(8,15),(5,14),-0.051216 # DEPENDENCYPART_HEADBIGRAM
(8,15),(7,14),-0.0511713 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.101158 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0982378 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0966781 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.156141 # DEPENDENCYPART_HEADBIGRAM
(8,15),(16,14),0.0689162 # DEPENDENCYPART_HEADBIGRAM
(8,15),(19,14),0.0868141 # DEPENDENCYPART_HEADBIGRAM
(8,15),(23,14),0.0908157 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.0865028 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.109322 # DEPENDENCYPART_HEADBIGRAM
(9,4),(4,3),-0.103724 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.129011 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.1289 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.132226 # DEPENDENCYPART_HEADBIGRAM
(9,4),(14,3),0.0716176 # DEPENDENCYPART_HEADBIGRAM
(9,4),(23,3),0.0773444 # DEPENDENCYPART_HEADBIGRAM
(9,6),(0,5),-0.163571 # DEPENDENCYPART_HEADBIGRAM
(9,6),(1,5),-0.157083 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.145898 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.0712842 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.124656 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.130055 # DEPENDENCYPART_HEADBIGRAM
(9,6),(10,5),0.0995965 # DEPENDENCYPART_HEADBIGRAM
(9,6),(14,5),0.122206 # DEPENDENCYPART_HEADBIGRAM
(9,6),(23,5),0.0970422 # DEPENDENCYPART_HEADBIGRAM
(9,8),(0,7),-0.15645 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.15898 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.123407 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.123406 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.139035 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.144067 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0662807 # DEPENDENCYPART_HEADBIGRAM
(9,8),(23,7),0.102381 # DEPENDENCYPART_HEADBIGRAM
(9,11),(2,10),-0.0721603 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0721599 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0628789 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0628694 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0628734 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.0549912 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.0783789 # DEPENDENCYPART_HEADBIGRAM
(9,11),(23,10),0.10264 # DEPENDENCYPART_HEADBIGRAM
(9,14),(7,13),-0.0713823 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.132326 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.146947 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.160789 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.208857 # DEPENDENCYPART_HEADBIGRAM
(9,14),(23,13),0.0829121 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.123753 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.0741645 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),0.126563 # DEPENDENCYPART_HEADBIGRAM
(10,4),(5,3),-0.150872 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.137603 # DEPENDENCYPART_HEADBIGRAM
(10,4),(7,3),-0.141022 # DEPENDENCYPART_HEADBIGRAM
(10,4),(14,3),0.0908052 # DEPENDENCYPART_HEADBIGRAM
(10,4),(23,3),0.171338 # DEPENDENCYPART_HEADBIGRAM
(10,5),(0,4),-0.0919683 # DEPENDENCYPART_HEADBIGRAM
(10,5),(1,4),-0.173666 # DEPENDENCYPART_HEADBIGRAM
(10,5),(2,4),-0.132476 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.0088126 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.12631 # DEPENDENCYPART_HEADBIGRAM
(10,5),(7,4),-0.161171 # DEPENDENCYPART_HEADBIGRAM
(10,5),(9,4),-0.126764 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.088074 # DEPENDENCYPART_HEADBIGRAM
(10,5),(23,4),0.0497719 # DEPENDENCYPART_HEADBIGRAM
(10,6),(0,5),-0.231313 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.144465 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.131825 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.0572115 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.126806 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.115888 # DEPENDENCYPART_HEADBIGRAM
(10,6),(10,5),0.0735512 # DEPENDENCYPART_HEADBIGRAM
(10,6),(14,5),0.124133 # DEPENDENCYPART_HEADBIGRAM
(10,6),(23,5),0.111811 # DEPENDENCYPART_HEADBIGRAM
(10,7),(1,6),-0.121973 # DEPENDENCYPART_HEADBIGRAM
(10,7),(2,6),-0.132824 # DEPENDENCYPART_HEADBIGRAM
(10,7),(4,6),-0.129517 # DEPENDENCYPART_HEADBIGRAM
(10,7),(5,6),-0.168902 # DEPENDENCYPART_HEADBIGRAM
(10,7),(7,6),0.00237342 # DEPENDENCYPART_HEADBIGRAM
(10,7),(9,6),-0.125046 # DEPENDENCYPART_HEADBIGRAM
(10,7),(10,6),0.0527413 # DEPENDENCYPART_HEADBIGRAM
(10,7),(23,6),0.0688148 # DEPENDENCYPART_HEADBIGRAM
(10,8),(0,7),-0.0941551 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.0413789 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.160586 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.14718 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.136611 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.160094 # DEPENDENCYPART_HEADBIGRAM
(10,8),(10,7),0.0422891 # DEPENDENCYPART_HEADBIGRAM
(10,8),(23,7),0.0148128 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.12465 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.157374 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.15074 # DEPENDENCYPART_HEADBIGRAM
(10,9),(9,8),-0.0494226 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.240941 # DEPENDENCYPART_HEADBIGRAM
(10,9),(14,8),0.0655783 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),-0.0504236 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0552887 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),0.122406 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0281787 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),0.037461 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.056845 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.156948 # DEPENDENCYPART_HEADBIGRAM
(10,11),(23,10),0.295747 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0520483 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.0779788 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.0269189 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.091247 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0318357 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.044577 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0648928 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.0933606 # DEPENDENCYPART_HEADBIGRAM
(10,12),(16,11),0.106592 # DEPENDENCYPART_HEADBIGRAM
(10,12),(23,11),0.0341124 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0868877 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0582539 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0195938 # DEPENDENCYPART_HEADBIGRAM
(10,13),(14,12),0.0702816 # DEPENDENCYPART_HEADBIGRAM
(10,13),(18,12),0.0674638 # DEPENDENCYPART_HEADBIGRAM
(10,14),(7,13),-0.0823303 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.161802 # DEPENDENCYPART_HEADBIGRAM
(10,14),(11,13),0.207027 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.159763 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.292958 # DEPENDENCYPART_HEADBIGRAM
(10,14),(23,13),0.0723073 # DEPENDENCYPART_HEADBIGRAM
(10,15),(2,14),-0.0756272 # DEPENDENCYPART_HEADBIGRAM
(10,15),(5,14),-0.075578 # DEPENDENCYPART_HEADBIGRAM
(10,15),(7,14),-0.104735 # DEPENDENCYPART_HEADBIGRAM
(10,15),(9,14),-0.0534083 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.208528 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0907353 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.189127 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.120626 # DEPENDENCYPART_HEADBIGRAM
(10,15),(19,14),0.0797201 # DEPENDENCYPART_HEADBIGRAM
(10,15),(23,14),0.0399656 # DEPENDENCYPART_HEADBIGRAM
(10,16),(2,15),-0.105257 # DEPENDENCYPART_HEADBIGRAM
(10,16),(5,15),-0.0751991 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0455402 # DEPENDENCYPART_HEADBIGRAM
(10,16),(7,15),-0.0792808 # DEPENDENCYPART_HEADBIGRAM
(10,16),(8,15),-0.0513436 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0960676 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.144109 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.0861232 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.0391734 # DEPENDENCYPART_HEADBIGRAM
(10,16),(23,15),0.07734 # DEPENDENCYPART_HEADBIGRAM
(10,18),(16,17),0.0969145 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.145848 # DEPENDENCYPART_HEADBIGRAM
(10,18),(19,17),0.087098 # DEPENDENCYPART_HEADBIGRAM
(10,18),(22,17),0.0717557 # DEPENDENCYPART_HEADBIGRAM
(10,18),(23,17),0.0927652 # DEPENDENCYPART_HEADBIGRAM
(10,19),(2,18),-0.0587326 # DEPENDENCYPART_HEADBIGRAM
(10,19),(7,18),-0.0114168 # DEPENDENCYPART_HEADBIGRAM
(10,19),(10,18),0.0510849 # DEPENDENCYPART_HEADBIGRAM
(10,19),(11,18),0.0889299 # DEPENDENCYPART_HEADBIGRAM
(10,19),(13,18),0.0896719 # DEPENDENCYPART_HEADBIGRAM
(10,19),(14,18),0.0895502 # DEPENDENCYPART_HEADBIGRAM
(10,19),(16,18),0.182401 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.111991 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.0444801 # DEPENDENCYPART_HEADBIGRAM
(10,19),(23,18),0.0838121 # DEPENDENCYPART_HEADBIGRAM
(10,22),(14,21),0.0661239 # DEPENDENCYPART_HEADBIGRAM
(10,22),(16,21),0.0621084 # DEPENDENCYPART_HEADBIGRAM
(10,22),(18,21),0.0649312 # DEPENDENCYPART_HEADBIGRAM
(10,22),(19,21),0.0729476 # DEPENDENCYPART_HEADBIGRAM
(10,22),(20,21),0.103345 # DEPENDENCYPART_HEADBIGRAM
(10,22),(22,21),0.188759 # DEPENDENCYPART_HEADBIGRAM
(10,22),(23,21),0.0823753 # DEPENDENCYPART_HEADBIGRAM
(10,23),(10,22),0.0975576 # DEPENDENCYPART_HEADBIGRAM
(10,23),(14,22),0.115689 # DEPENDENCYPART_HEADBIGRAM
(10,23),(16,22),0.0867696 # DEPENDENCYPART_HEADBIGRAM
(10,23),(18,22),0.0911075 # DEPENDENCYPART_HEADBIGRAM
(10,23),(19,22),0.0911749 # DEPENDENCYPART_HEADBIGRAM
(10,23),(21,22),0.113039 # DEPENDENCYPART_HEADBIGRAM
(10,23),(23,22),0.193404 # DEPENDENCYPART_HEADBIGRAM
(10,24),(0,23),-0.0589349 # DEPENDENCYPART_HEADBIGRAM
(10,24),(5,23),-0.0505387 # DEPENDENCYPART_HEADBIGRAM
(10,24),(7,23),-0.0519903 # DEPENDENCYPART_HEADBIGRAM
(10,24),(10,23),0.0806942 # DEPENDENCYPART_HEADBIGRAM
(10,24),(14,23),0.103693 # DEPENDENCYPART_HEADBIGRAM
(10,24),(18,23),0.136578 # DEPENDENCYPART_HEADBIGRAM
(10,24),(19,23),0.112874 # DEPENDENCYPART_HEADBIGRAM
(10,24),(20,23),0.115252 # DEPENDENCYPART_HEADBIGRAM
(10,24),(21,23),0.180942 # DEPENDENCYPART_HEADBIGRAM
(10,24),(22,23),0.202315 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.124376 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.151943 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.151837 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.0300079 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.131846 # DEPENDENCYPART_HEADBIGRAM
(11,9),(14,8),0.0827504 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.161282 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.211311 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.188443 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.159721 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.115192 # DEPENDENCYPART_HEADBIGRAM
(11,10),(14,9),0.0932191 # DEPENDENCYPART_HEADBIGRAM
(11,10),(23,9),0.0682752 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0393514 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.055484 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0982531 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.0749357 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0401589 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),0.0202773 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.00415234 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.170791 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.121161 # DEPENDENCYPART_HEADBIGRAM
(11,12),(23,11),0.0946296 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.114501 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.199273 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.309503 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),-0.000744366 # DEPENDENCYPART_HEADBIGRAM
(11,13),(18,12),0.0013251 # DEPENDENCYPART_HEADBIGRAM
(11,14),(7,13),-0.0824126 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.067257 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0382708 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.160788 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.379585 # DEPENDENCYPART_HEADBIGRAM
(11,14),(23,13),0.063927 # DEPENDENCYPART_HEADBIGRAM
(11,15),(2,14),-0.0711044 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0542247 # DEPENDENCYPART_HEADBIGRAM
(11,15),(7,14),-0.0632502 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0581039 # DEPENDENCYPART_HEADBIGRAM
(11,15),(10,14),-0.0704672 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.157758 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.16725 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.0539634 # DEPENDENCYPART_HEADBIGRAM
(11,15),(19,14),0.0567367 # DEPENDENCYPART_HEADBIGRAM
(11,15),(23,14),0.0926962 # DEPENDENCYPART_HEADBIGRAM
(11,16),(2,15),-0.0906671 # DEPENDENCYPART_HEADBIGRAM
(11,16),(5,15),-0.0501509 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.0708869 # DEPENDENCYPART_HEADBIGRAM
(11,16),(7,15),-0.0497627 # DEPENDENCYPART_HEADBIGRAM
(11,16),(8,15),-0.0691895 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.0789462 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.0701554 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.0733603 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.102158 # DEPENDENCYPART_HEADBIGRAM
(11,16),(23,15),0.103104 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),0.0861465 # DEPENDENCYPART_HEADBIGRAM
(11,18),(18,17),0.215977 # DEPENDENCYPART_HEADBIGRAM
(11,18),(19,17),0.083191 # DEPENDENCYPART_HEADBIGRAM
(11,18),(22,17),0.00019889 # DEPENDENCYPART_HEADBIGRAM
(11,18),(23,17),0.0868924 # DEPENDENCYPART_HEADBIGRAM
(11,19),(2,18),0.124654 # DEPENDENCYPART_HEADBIGRAM
(11,19),(7,18),-0.0418458 # DEPENDENCYPART_HEADBIGRAM
(11,19),(10,18),0.163099 # DEPENDENCYPART_HEADBIGRAM
(11,19),(11,18),-0.0587592 # DEPENDENCYPART_HEADBIGRAM
(11,19),(13,18),0.201076 # DEPENDENCYPART_HEADBIGRAM
(11,19),(14,18),0.201088 # DEPENDENCYPART_HEADBIGRAM
(11,19),(16,18),0.140687 # DEPENDENCYPART_HEADBIGRAM
(11,19),(19,18),0.113721 # DEPENDENCYPART_HEADBIGRAM
(11,19),(22,18),0.156021 # DEPENDENCYPART_HEADBIGRAM
(11,19),(23,18),0.0901021 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0592613 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.0457041 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.0607543 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.0924363 # DEPENDENCYPART_HEADBIGRAM
(12,13),(18,12),0.0938312 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.0628177 # DEPENDENCYPART_HEADBIGRAM
(13,12),(5,11),-0.131427 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.0273605 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.150803 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.0552786 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.0579217 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.0105012 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.148654 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.151901 # DEPENDENCYPART_HEADBIGRAM
(13,12),(23,11),0.0247849 # DEPENDENCYPART_HEADBIGRAM
(13,14),(7,13),-0.0689272 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),0.0498486 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.123912 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.109896 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.106111 # DEPENDENCYPART_HEADBIGRAM
(13,14),(23,13),0.0615957 # DEPENDENCYPART_HEADBIGRAM
(13,16),(2,15),-0.103944 # DEPENDENCYPART_HEADBIGRAM
(13,16),(5,15),-0.0937314 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0637991 # DEPENDENCYPART_HEADBIGRAM
(13,16),(7,15),-0.0978131 # DEPENDENCYPART_HEADBIGRAM
(13,16),(8,15),-0.0700504 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0922653 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0418053 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.0880603 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.0447572 # DEPENDENCYPART_HEADBIGRAM
(13,16),(23,15),0.0786551 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.060319 # DEPENDENCYPART_HEADBIGRAM
