# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(17,7),(7,5),(7,2),-0.0324688 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,5),(7,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,5),(7,-1),-0.0767968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,4),(7,3),-0.0310403 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,4),(7,2),-0.0328249 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,4),(7,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,4),(7,-1),-0.0768706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,3),(7,2),-0.0336119 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,3),(7,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,3),(7,-1),-0.0768103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,2),(7,1),-0.0436253 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,2),(7,-1),-0.0792734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,1),(7,-1),-0.0398913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,8),(8,9),0.0958857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,10),0.120044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,11),0.120044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,12),0.124101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,13),0.142154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,14),0.11694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,15),0.162214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,16),0.0958857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,17),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,8),(8,19),-0.125437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,21),-0.191325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,9),(8,10),0.130501 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,11),0.130501 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,12),0.120047 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,13),0.116907 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,15),0.118992 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,17),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,9),(8,19),-0.127173 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,21),-0.125603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,10),(8,11),0.127846 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,12),0.119549 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,13),0.117558 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,14),0.116325 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,15),0.119624 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,16),0.129245 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,10),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,21),-0.0839608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,11),(8,12),0.119549 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,13),0.117558 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,14),0.116325 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,15),0.119624 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,16),0.129245 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,11),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,21),-0.0839608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,12),(8,13),0.116357 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,15),0.119124 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,16),0.117356 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,12),(8,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,21),-0.121181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,13),(8,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,15),0.119048 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,16),0.113394 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,13),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,21),-0.104446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,14),(8,15),0.119007 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,16),0.119161 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,14),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,21),-0.125352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,15),(8,16),0.117975 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,15),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,21),-0.0776478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,16),(8,17),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,16),(8,19),-0.127173 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,16),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,16),(8,21),-0.125603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,17),(8,19),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,17),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,17),(8,21),-0.140774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,19),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,19),(8,21),-0.08398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,20),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,8),(8,7),-0.057928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,6),-0.0453987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,5),-0.0613548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,4),-0.0634438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,3),-0.0619981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,2),-0.063189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,1),-0.0483497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,-1),-0.0345892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,7),(8,6),-0.0298758 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,5),-0.036257 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,4),-0.036257 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,3),-0.0362583 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,2),-0.0380429 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,1),-0.0440962 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,-1),-0.0742316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,6),(8,5),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,4),-0.0375119 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,3),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,2),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,1),-0.0435797 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,-1),-0.00387767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,5),(8,4),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,3),-0.0362576 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,2),-0.0380422 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,-1),-0.0776542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,4),(8,3),-0.0366138 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,2),-0.0383984 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,-1),-0.0777279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,3),(8,2),-0.0391854 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,3),(8,1),-0.043625 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,3),(8,-1),-0.0776677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,2),(8,1),-0.0436253 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,2),(8,-1),-0.0801308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,1),(8,-1),-0.0397967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,12),0.124172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,13),0.142156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,14),0.11694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,15),0.162214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,16),0.0960476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,17),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,11),(11,19),-0.125437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,21),-0.185404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,12),(11,13),0.116357 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,15),0.119124 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,16),0.117356 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,12),(11,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,21),-0.12111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.119048 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,16),0.113394 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,21),-0.104446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.119007 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,16),0.119161 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,21),-0.125352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,16),0.117975 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,21),-0.0776478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,17),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,19),-0.127173 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,21),-0.125441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,17),(11,19),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,21),-0.140774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,19),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,19),(11,21),-0.0839788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,20),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.0608406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,9),-0.0383546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,8),-0.0608406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,7),-0.0579285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,6),-0.0453987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,5),-0.0613553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,4),-0.0634443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,3),-0.0619986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,2),-0.0631895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),-0.0288146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,9),-0.0384781 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,8),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,7),-0.0362569 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,6),-0.0298751 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,5),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,4),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,3),-0.0362576 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,2),-0.0380422 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),-0.077652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,9),(11,8),-0.0415556 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,7),-0.0415517 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,6),-0.0426884 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,5),-0.0415517 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,4),-0.042034 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,3),-0.0415517 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,2),-0.0415517 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,-1),-0.0465493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,8),(11,7),-0.0362569 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,6),-0.0298751 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,5),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,4),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,3),-0.0362576 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,2),-0.0380422 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,-1),-0.0776559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,7),(11,6),-0.0298758 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,5),-0.036257 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,4),-0.036257 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,3),-0.0362583 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,2),-0.0380429 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,7),(11,-1),-0.0742321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,6),(11,5),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,4),-0.0375119 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,3),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,2),-0.0375117 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,6),(11,-1),-0.00387767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,5),(11,4),-0.0362563 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,5),(11,3),-0.0362576 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,5),(11,2),-0.0380422 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,5),(11,-1),-0.0776546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,4),(11,3),-0.0366138 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,4),(11,2),-0.0383984 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,4),(11,-1),-0.0777284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,3),(11,2),-0.0391854 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,3),(11,-1),-0.0776681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,2),(11,-1),-0.0801312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,14),0.118563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,15),0.110805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,16),0.125536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,13),(13,18),-0.124923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,19),-0.126176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,21),0.0614525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,14),(13,15),0.119123 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,14),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,21),-0.125877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,16),0.119125 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,21),-0.133285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,21),-0.12015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,21),-0.160942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,18),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,21),-0.133285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,21),-0.149788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,-1),0.042468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,15),0.112489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,16),0.119164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,21),-0.166859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,16),0.118111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,21),-0.134691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,18),-0.124906 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,21),-0.126211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,21),-0.106436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,18),(14,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,21),-0.134691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,21),-0.129998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,20),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.0520208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),-0.0479306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,-1),-0.0437178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,21),-0.176544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,21),-0.126654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
