# _root_ Beyond the advertisements , the syndicator is planning a traveling arena show , new TV specials for CBS and even an exhibit at the Smithsonian Institute .
#goldHeads=7,3,1,7,6,7,0,7,12,12,12,19,19,16,16,19,16,17,8,22,22,19,22,26,26,23,7,
#predictedHeads=7,3,1,7,6,7,0,7,12,12,12,8,12,16,16,19,16,17,12,22,22,19,22,26,26,23,7,
(16,15),(16,8),(16,-1),-0.238876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.129402 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.128524 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,10),0.0077596 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,9),-0.0451333 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),0.00775384 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.351518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.0316298 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,10),-0.0690393 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,9),0.0177701 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,8),-0.0690452 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.124737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,10),-0.0680177 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,9),0.0178029 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,8),-0.0680236 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.124737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,10),(16,9),0.0208592 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,8),-0.100085 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,-1),-0.162004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,9),(16,8),-0.114356 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,-1),0.0533795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,-1),-0.162004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0445783 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.106492 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,9),-0.0295217 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.106493 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.138704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.106492 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,9),-0.0294003 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,8),-0.106493 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,9),0.0487809 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,8),-0.129132 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),-0.0679411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,9),(16,8),-0.123206 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,-1),-0.270895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,-1),-0.0647467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.0420076 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,9),-0.0189152 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,8),-0.0440641 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.138927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,9),0.0683131 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,8),-0.120346 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.238364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,9),(16,8),-0.117555 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,-1),-0.0517596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,-1),-0.238367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,9),0.0710627 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,8),-0.11995 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,-1),-0.234203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,9),(16,8),-0.11716 # DEPENDENCYPART_TRISIBL
(16,11),(16,9),(16,-1),-0.0484569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,-1),-0.234207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,9),(16,8),-0.153271 # DEPENDENCYPART_TRISIBL
(16,10),(16,9),(16,-1),0.00227057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,8),(16,-1),-0.190301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,8),(16,-1),-0.19823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.175221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0410126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.0462654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),0.0798387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.0482827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),0.259522 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0841241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.0262152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.0700002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.0275306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),0.159176 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,22),-0.0377208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.0811563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.0390342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),0.0235033 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),0.0744229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),-0.0515593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,28),0.271519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,26),0.0181208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.17001 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,28),0.283534 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0679166 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.156997 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0331299 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.15715 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),-0.147985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,22),-0.132354 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0445901 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.132507 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,28),0.0133662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0412032 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,26),-0.150569 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,28),-0.00871159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,26),-0.148224 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,28),0.0887521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,26),(17,28),-0.00871159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,22),-0.0824796 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0276209 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.0824796 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,28),-0.0766831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.0428647 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,26),-0.0872958 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,28),-0.105676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,26),-0.0765516 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,28),-0.10504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,26),(17,28),-0.105676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0566073 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,26),-0.057096 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,28),-0.112702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,26),-0.0325199 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,28),-0.0729895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,26),(17,28),-0.112695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,26),-0.152798 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,28),0.0859229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,26),(17,28),-0.00890952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,26),(17,28),-0.027357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,-1),-0.159903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.112376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.117819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.0659507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.119465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,28),-0.0813827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,22),-0.128375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.0762151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),-0.13002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,28),-0.139679 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.0815054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,26),-0.0972407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,28),-0.111408 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,26),-0.149141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,28),-0.117064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,26),(18,28),-0.104005 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,22),-0.0985029 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0069254 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.0985029 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,28),-0.0982142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.0176799 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,26),-0.0989492 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,28),-0.133102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,26),-0.0875288 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,28),-0.0977905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,26),(18,28),-0.133102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.0656422 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,26),-0.0515596 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,28),-0.0860762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,26),-0.0352956 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,28),-0.114708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,26),(18,28),-0.0860685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,26),-0.096548 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,28),-0.110237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,26),(18,28),-0.113357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,26),(18,28),-0.0908349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.0510009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.0428715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.182605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.172175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.207906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.0522307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.200102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.0476337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.197551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,-1),-0.11044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0268049 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),-0.0800302 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.224055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),-0.0800302 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.224058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,-1),-0.229364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),0.0225187 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.135896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,-1),-0.0998807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,-1),-0.105576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.122077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),0.0101379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0896373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.143329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),0.0101562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),0.00811902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.208548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.10807 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.0706749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.126518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.140615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.0706586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.0726958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.133474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.0593944 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.0974191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.152947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.093623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.0963703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.0999624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),0.0578663 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.150331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.021679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.0240062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.18821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.100129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.086257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.0882942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.134807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.0966959 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),-0.0963509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,27),-0.10145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,28),0.0600586 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),-0.101451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,28),0.0669073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.0696927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0122094 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.0851503 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0661018 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.0121941 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0121941 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0238429 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.114647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.106897 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0661546 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.00305793 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.00305793 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.0629897 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.00790117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0665513 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),0.0209585 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),0.0209585 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0602466 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.120314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0126198 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.0126198 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.0238493 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.116372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.00305793 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,27),-0.0629857 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,28),-0.00788594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.0629857 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,28),-0.00788595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),-0.2861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0614358 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0625256 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0823249 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.0823249 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.0447122 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.0690221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0623875 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),-0.0745153 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.0745153 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.0551857 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.067622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.071497 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.071497 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.0544447 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.085283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.0823249 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,27),-0.0447122 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,28),-0.0690221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.0447122 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,28),-0.0690221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.10389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.0656164 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,25),-0.12204 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.122202 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.130026 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.0360043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.085478 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0856399 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,27),-0.110892 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.0586723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.0918622 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,27),-0.143883 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,28),-0.0238069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,27),-0.143883 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,28),-0.0238069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,27),(19,28),-0.0936381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,25),-0.0484161 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,26),-0.0484295 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,27),-0.0372128 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.129304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,26),-0.0804249 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,27),-0.00199345 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,28),-0.0493367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,27),-0.00227136 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,28),-0.0493379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,27),(19,28),-0.115455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.0848997 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,27),-0.0507258 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,28),-0.0787384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.0507258 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,28),-0.0787384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.112249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,27),-0.142381 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,28),-0.0252779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,27),(19,28),-0.0965927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,27),(19,28),-0.0984256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.364073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.0905512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0838916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),0.0127758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.0399386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,12),-0.0854413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.0905512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.123293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.0169992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,8),-0.125117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
