# _root_ Back when the Burgess fauna were flourishing , it seems , human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia .
#goldHeads=15,7,5,5,6,1,6,10,10,15,10,14,14,15,0,15,18,16,18,22,22,19,22,25,23,22,26,15,
#predictedHeads=6,7,5,5,6,0,6,10,10,15,10,14,14,15,7,15,18,16,18,22,22,19,22,25,23,25,26,6,
(22,19),(22,18),(22,17),-0.0893833 # DEPENDENCYPART_TRISIBL
(22,19),(22,18),(22,12),-0.0858684 # DEPENDENCYPART_TRISIBL
(22,19),(22,18),(22,-1),-0.222656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,17),(22,12),-0.090381 # DEPENDENCYPART_TRISIBL
(22,19),(22,17),(22,-1),-0.182624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,12),(22,-1),-0.23182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,18),(22,17),(22,12),-0.027285 # DEPENDENCYPART_TRISIBL
(22,18),(22,17),(22,-1),-0.0723726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,18),(22,12),(22,-1),-0.124945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,17),(22,12),(22,-1),-0.145264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,25),0.039336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,26),-0.110605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,27),0.0396375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,29),-0.0650563 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,25),(23,26),-0.0843292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,27),-0.0377991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,25),(23,29),0.279498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,27),-0.0322241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,26),(23,29),0.116707 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,27),(23,29),0.278734 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,25),(23,26),-0.0862985 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,27),-0.0765 # DEPENDENCYPART_TRISIBL
(23,24),(23,25),(23,29),0.0261367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,26),(23,27),-0.065572 # DEPENDENCYPART_TRISIBL
(23,24),(23,26),(23,29),-0.0350494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,24),(23,27),(23,29),0.0261367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,26),(23,27),-0.127498 # DEPENDENCYPART_TRISIBL
(23,25),(23,26),(23,29),-0.063969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,25),(23,27),(23,29),-0.0392525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,26),(23,27),(23,29),-0.0789554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,21),-0.151094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.167637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,-1),-0.285646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,-1),-0.169733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,26),(24,29),-0.170296 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,26),(25,27),-0.14556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,29),-0.0703142 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,27),(25,29),-0.102923 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,26),(25,27),(25,29),-0.113682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,24),(25,21),-0.128215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,20),-0.233737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.2222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,21),(25,20),-0.181559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,-1),-0.12093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,20),(25,-1),-0.2222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,21),(25,20),-0.314986 # DEPENDENCYPART_TRISIBL
(25,24),(25,21),(25,-1),-0.110803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,20),(25,-1),-0.214164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,21),(25,20),(25,-1),-0.0367406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,27),(26,28),-0.00771484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,29),0.135153 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,28),(26,29),-0.096471 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,27),(26,28),(26,29),-0.0123923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,25),(26,24),-0.0419736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,23),-0.00609172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,22),-0.076314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,19),-0.158776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,18),-0.076314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,16),-0.0606593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,14),-0.0790034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,11),0.128284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,6),-0.0191012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),-0.000680667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.0852285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,22),-0.0929802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,19),-0.183573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,18),-0.0929802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,16),-0.117045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,14),-0.0955427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,11),0.0111909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,6),-0.172662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.11642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,22),-0.048858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,19),-0.33605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,18),-0.048858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,16),-0.266011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,14),-0.0514619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,11),-0.122766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,6),-0.137335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),-0.17808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,22),(26,19),-0.158776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,18),-0.076314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,16),-0.0606593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,14),-0.0790034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,11),0.128284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,6),-0.0191012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,-1),-0.000848997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,19),(26,18),-0.0490802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,16),-0.280273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,14),-0.0516841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,11),-0.12287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,6),-0.138948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,-1),-0.117707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,18),(26,16),-0.0606593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,14),-0.0790034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,11),0.128284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,6),-0.0191012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,-1),-0.000680667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,16),(26,14),-0.0463237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,11),-0.12006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,6),-0.137397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,-1),-0.131475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,14),(26,11),0.120859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,6),-0.0191863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,-1),0.0052815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,11),(26,6),-0.206981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,-1),-0.361294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,6),(26,-1),-0.0762031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,24),(26,23),-0.0474364 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,22),-0.223037 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,19),-0.0707079 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,18),-0.223037 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,16),-0.119189 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,14),-0.224698 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,11),-0.0716519 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,6),-0.126687 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,-1),0.022079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,23),(26,22),-0.196148 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,19),-0.0411651 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,18),-0.196148 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,16),-0.0946981 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,14),-0.199214 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,11),-0.0500055 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,6),-0.164432 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,-1),-0.0205599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,22),(26,19),-0.0464836 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,18),-0.270354 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,16),-0.0995781 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,14),-0.272048 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,6),-0.126371 # DEPENDENCYPART_TRISIBL
(26,25),(26,22),(26,-1),-0.139859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,19),(26,18),-0.195797 # DEPENDENCYPART_TRISIBL
(26,25),(26,19),(26,16),-0.0962306 # DEPENDENCYPART_TRISIBL
(26,25),(26,19),(26,14),-0.198862 # DEPENDENCYPART_TRISIBL
(26,25),(26,19),(26,11),-0.053071 # DEPENDENCYPART_TRISIBL
(26,25),(26,19),(26,6),-0.16503 # DEPENDENCYPART_TRISIBL
(26,25),(26,19),(26,-1),-0.08923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,18),(26,16),-0.0995781 # DEPENDENCYPART_TRISIBL
(26,25),(26,18),(26,14),-0.272048 # DEPENDENCYPART_TRISIBL
(26,25),(26,18),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,25),(26,18),(26,6),-0.126371 # DEPENDENCYPART_TRISIBL
(26,25),(26,18),(26,-1),-0.139859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,16),(26,14),-0.198858 # DEPENDENCYPART_TRISIBL
(26,25),(26,16),(26,11),-0.0484976 # DEPENDENCYPART_TRISIBL
(26,25),(26,16),(26,6),-0.164003 # DEPENDENCYPART_TRISIBL
(26,25),(26,16),(26,-1),-0.0605343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,14),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,25),(26,14),(26,6),-0.126465 # DEPENDENCYPART_TRISIBL
(26,25),(26,14),(26,-1),-0.139968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,11),(26,6),0.0592312 # DEPENDENCYPART_TRISIBL
(26,25),(26,11),(26,-1),-0.1888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,6),(26,-1),-0.0934889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,23),(26,22),-0.148471 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,19),-0.0929151 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,18),-0.148471 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,16),-0.0895724 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,14),-0.148471 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,11),-0.0866936 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,6),-0.0753398 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,-1),-0.0731871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,22),(26,19),-0.0765422 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,18),-0.144209 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,16),-0.0731673 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,14),-0.144209 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,11),-0.055983 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,6),-0.0721062 # DEPENDENCYPART_TRISIBL
(26,24),(26,22),(26,-1),-0.092472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,19),(26,18),-0.148285 # DEPENDENCYPART_TRISIBL
(26,24),(26,19),(26,16),-0.0896051 # DEPENDENCYPART_TRISIBL
(26,24),(26,19),(26,14),-0.148285 # DEPENDENCYPART_TRISIBL
(26,24),(26,19),(26,11),-0.0866853 # DEPENDENCYPART_TRISIBL
(26,24),(26,19),(26,6),-0.0759145 # DEPENDENCYPART_TRISIBL
(26,24),(26,19),(26,-1),-0.0764667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,18),(26,16),-0.0731673 # DEPENDENCYPART_TRISIBL
(26,24),(26,18),(26,14),-0.144209 # DEPENDENCYPART_TRISIBL
(26,24),(26,18),(26,11),-0.055983 # DEPENDENCYPART_TRISIBL
(26,24),(26,18),(26,6),-0.0721062 # DEPENDENCYPART_TRISIBL
(26,24),(26,18),(26,-1),-0.092472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,16),(26,14),-0.148257 # DEPENDENCYPART_TRISIBL
(26,24),(26,16),(26,11),-0.0867757 # DEPENDENCYPART_TRISIBL
(26,24),(26,16),(26,6),-0.075476 # DEPENDENCYPART_TRISIBL
(26,24),(26,16),(26,-1),-0.0792573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,14),(26,11),-0.055983 # DEPENDENCYPART_TRISIBL
(26,24),(26,14),(26,6),-0.0721062 # DEPENDENCYPART_TRISIBL
(26,24),(26,14),(26,-1),-0.0924731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,11),(26,6),0.0133103 # DEPENDENCYPART_TRISIBL
(26,24),(26,11),(26,-1),-0.18117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,6),(26,-1),-0.174282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,22),(26,19),-0.178593 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,18),-0.199948 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,16),-0.172063 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,14),-0.19997 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,11),-0.0199162 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,6),-0.148715 # DEPENDENCYPART_TRISIBL
(26,23),(26,22),(26,-1),-0.0969497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,19),(26,18),-0.18072 # DEPENDENCYPART_TRISIBL
(26,23),(26,19),(26,16),-0.136528 # DEPENDENCYPART_TRISIBL
(26,23),(26,19),(26,14),-0.180741 # DEPENDENCYPART_TRISIBL
(26,23),(26,19),(26,11),-0.0789319 # DEPENDENCYPART_TRISIBL
(26,23),(26,19),(26,6),-0.143301 # DEPENDENCYPART_TRISIBL
(26,23),(26,19),(26,-1),-0.0971655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,18),(26,16),-0.172063 # DEPENDENCYPART_TRISIBL
(26,23),(26,18),(26,14),-0.19997 # DEPENDENCYPART_TRISIBL
(26,23),(26,18),(26,11),-0.0199162 # DEPENDENCYPART_TRISIBL
(26,23),(26,18),(26,6),-0.148715 # DEPENDENCYPART_TRISIBL
(26,23),(26,18),(26,-1),-0.0969497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,16),(26,14),-0.183274 # DEPENDENCYPART_TRISIBL
(26,23),(26,16),(26,11),-0.0791592 # DEPENDENCYPART_TRISIBL
(26,23),(26,16),(26,6),-0.143829 # DEPENDENCYPART_TRISIBL
(26,23),(26,16),(26,-1),-0.075866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,14),(26,11),-0.0199162 # DEPENDENCYPART_TRISIBL
(26,23),(26,14),(26,6),-0.148715 # DEPENDENCYPART_TRISIBL
(26,23),(26,14),(26,-1),-0.0969517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,11),(26,6),-0.251503 # DEPENDENCYPART_TRISIBL
(26,23),(26,11),(26,-1),-0.201559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,6),(26,-1),-0.161092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,19),(26,18),-0.195797 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,16),-0.0962306 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,14),-0.198862 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,11),-0.053071 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,6),-0.16503 # DEPENDENCYPART_TRISIBL
(26,22),(26,19),(26,-1),-0.0888366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,18),(26,16),-0.0995781 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,14),-0.272048 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,6),-0.126371 # DEPENDENCYPART_TRISIBL
(26,22),(26,18),(26,-1),-0.139663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,16),(26,14),-0.198858 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,11),-0.0484976 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,6),-0.164003 # DEPENDENCYPART_TRISIBL
(26,22),(26,16),(26,-1),-0.0601408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,14),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,6),-0.126465 # DEPENDENCYPART_TRISIBL
(26,22),(26,14),(26,-1),-0.139771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,11),(26,6),0.0592312 # DEPENDENCYPART_TRISIBL
(26,22),(26,11),(26,-1),-0.188604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,22),(26,6),(26,-1),-0.0932922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,19),(26,18),(26,16),-0.175605 # DEPENDENCYPART_TRISIBL
(26,19),(26,18),(26,14),-0.187735 # DEPENDENCYPART_TRISIBL
(26,19),(26,18),(26,11),-0.0192718 # DEPENDENCYPART_TRISIBL
(26,19),(26,18),(26,6),-0.156932 # DEPENDENCYPART_TRISIBL
(26,19),(26,18),(26,-1),-0.115579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,19),(26,16),(26,14),-0.182815 # DEPENDENCYPART_TRISIBL
(26,19),(26,16),(26,11),-0.0795938 # DEPENDENCYPART_TRISIBL
(26,19),(26,16),(26,6),-0.152842 # DEPENDENCYPART_TRISIBL
(26,19),(26,16),(26,-1),-0.0970567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,19),(26,14),(26,11),-0.0192718 # DEPENDENCYPART_TRISIBL
(26,19),(26,14),(26,6),-0.156932 # DEPENDENCYPART_TRISIBL
(26,19),(26,14),(26,-1),-0.115581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,19),(26,11),(26,6),-0.259626 # DEPENDENCYPART_TRISIBL
(26,19),(26,11),(26,-1),-0.200648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,19),(26,6),(26,-1),-0.170334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,18),(26,16),(26,14),-0.198858 # DEPENDENCYPART_TRISIBL
(26,18),(26,16),(26,11),-0.0484976 # DEPENDENCYPART_TRISIBL
(26,18),(26,16),(26,6),-0.164003 # DEPENDENCYPART_TRISIBL
(26,18),(26,16),(26,-1),-0.060141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,18),(26,14),(26,11),-0.071385 # DEPENDENCYPART_TRISIBL
(26,18),(26,14),(26,6),-0.126465 # DEPENDENCYPART_TRISIBL
(26,18),(26,14),(26,-1),-0.139771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,18),(26,11),(26,6),0.0592312 # DEPENDENCYPART_TRISIBL
(26,18),(26,11),(26,-1),-0.188604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,18),(26,6),(26,-1),-0.0932923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,16),(26,14),(26,11),-0.0116447 # DEPENDENCYPART_TRISIBL
(26,16),(26,14),(26,6),-0.154667 # DEPENDENCYPART_TRISIBL
(26,16),(26,14),(26,-1),-0.086143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,16),(26,11),(26,6),-0.255339 # DEPENDENCYPART_TRISIBL
(26,16),(26,11),(26,-1),-0.184066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,16),(26,6),(26,-1),-0.153988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,14),(26,11),(26,6),0.0586056 # DEPENDENCYPART_TRISIBL
(26,14),(26,11),(26,-1),-0.186875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,14),(26,6),(26,-1),-0.0914374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,11),(26,6),(26,-1),-0.00812879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,28),(27,29),-0.19253 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(27,27),(27,26),(27,25),-0.0943005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,24),-0.0904289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,21),-0.118066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,20),-0.0904289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,-1),-0.244937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,25),(27,24),-0.0703766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,25),(27,21),-0.104193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,25),(27,20),-0.0703766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,25),(27,-1),-0.189032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,24),(27,21),-0.128215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,24),(27,20),-0.233737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,24),(27,-1),-0.222203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,21),(27,20),-0.181559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,21),(27,-1),-0.120934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,20),(27,-1),-0.222203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,25),(27,24),-0.0171292 # DEPENDENCYPART_TRISIBL
(27,26),(27,25),(27,21),-0.0448038 # DEPENDENCYPART_TRISIBL
(27,26),(27,25),(27,20),-0.0171292 # DEPENDENCYPART_TRISIBL
(27,26),(27,25),(27,-1),-0.185593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,24),(27,21),-0.0707723 # DEPENDENCYPART_TRISIBL
(27,26),(27,24),(27,20),-0.00282725 # DEPENDENCYPART_TRISIBL
(27,26),(27,24),(27,-1),-0.0144598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,21),(27,20),0.0113944 # DEPENDENCYPART_TRISIBL
(27,26),(27,21),(27,-1),-0.107721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,20),(27,-1),-0.0144598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,24),(27,21),-0.0207172 # DEPENDENCYPART_TRISIBL
(27,25),(27,24),(27,20),0.00306589 # DEPENDENCYPART_TRISIBL
