# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(16,15),(16,5),(16,-1),-0.113684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,4),(16,3),-0.0822963 # DEPENDENCYPART_TRISIBL
(16,15),(16,4),(16,-1),-0.115753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,3),(16,-1),-0.0983756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,9),-0.132847 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,6),-0.066565 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,5),-0.106775 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,4),-0.110353 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,3),-0.13326 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.0296449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,9),(16,6),-0.0267653 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,5),-0.107707 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,4),-0.111573 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,3),-0.13836 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,-1),0.0702156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,6),(16,5),-0.111514 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,4),-0.115092 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,3),-0.190476 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,-1),-0.0453359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,5),(16,4),-0.141634 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,3),-0.173789 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,-1),-0.000228352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,4),(16,3),-0.164401 # DEPENDENCYPART_TRISIBL
(16,14),(16,4),(16,-1),0.00967429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,3),(16,-1),0.0755313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,9),(16,6),-0.0518793 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,5),-0.0625666 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,4),-0.0577896 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,3),-0.108904 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,-1),-0.141121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,6),(16,5),-0.0614725 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,4),-0.0566915 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,3),-0.106926 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,-1),-0.101932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,5),(16,4),-0.0553454 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,3),-0.10464 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,-1),-0.165917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,4),(16,3),-0.104641 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,-1),-0.165922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,3),(16,-1),-0.141091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,6),(16,5),-0.100631 # DEPENDENCYPART_TRISIBL
(16,9),(16,6),(16,4),-0.113636 # DEPENDENCYPART_TRISIBL
(16,9),(16,6),(16,3),-0.171974 # DEPENDENCYPART_TRISIBL
(16,9),(16,6),(16,-1),-0.0256792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,5),(16,4),-0.105604 # DEPENDENCYPART_TRISIBL
(16,9),(16,5),(16,3),-0.210707 # DEPENDENCYPART_TRISIBL
(16,9),(16,5),(16,-1),-0.100504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,4),(16,3),-0.211954 # DEPENDENCYPART_TRISIBL
(16,9),(16,4),(16,-1),-0.103599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,9),(16,3),(16,-1),-0.123453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,5),(16,4),-0.0857262 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,3),-0.0181205 # DEPENDENCYPART_TRISIBL
(16,6),(16,5),(16,-1),-0.107686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,4),(16,3),-0.018256 # DEPENDENCYPART_TRISIBL
(16,6),(16,4),(16,-1),-0.107739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,6),(16,3),(16,-1),-0.0627008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,4),(16,3),-0.0886788 # DEPENDENCYPART_TRISIBL
(16,5),(16,4),(16,-1),-0.119286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,3),(16,-1),-0.0480734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,4),(16,3),(16,-1),-0.0386297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.0900229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0413952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),0.000193328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.0223323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0422387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.0870949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.134058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),-0.0562505 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0507959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0287198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.0316195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),0.0173381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.0226843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),0.0153251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),0.018141 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),0.0424939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.0225095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.00428994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.00743512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.0304624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),0.00148762 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,23),-0.0491389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.0504107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),-0.0635421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.140128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),-0.104366 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.00357734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),-0.0128862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.0295214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.00135473 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,26),-0.150123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,27),-0.0736045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,28),-0.143163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,27),0.0371281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,28),0.0390201 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,28),-0.15033 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0720947 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0456648 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0720947 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0744495 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.0860438 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.0801103 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),-0.0566531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0717063 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0790953 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0775449 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.093865 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,27),-0.0375569 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,28),-0.0491387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,23),-0.0935242 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),0.068562 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),-0.0612461 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,27),-0.046619 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,28),-0.0417116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0775449 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),-0.0938659 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,27),-0.0375582 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,28),-0.049373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,26),-0.018855 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,27),-0.0954914 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,28),-0.0590027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,26),(17,27),-0.0716715 # DEPENDENCYPART_TRISIBL
(17,18),(17,26),(17,28),-0.0578925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,27),(17,28),-0.0182344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0267464 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0847961 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.100751 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.0860741 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,27),-0.0189005 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,28),-0.0814074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,23),-0.0656874 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.107028 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.0842949 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,27),0.0409743 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,28),-0.0627039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.100751 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,26),-0.0860741 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,27),-0.0189005 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,28),-0.0815004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,26),-0.0409635 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,27),-0.105287 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,28),-0.106647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,26),(17,27),-0.125263 # DEPENDENCYPART_TRISIBL
(17,19),(17,26),(17,28),-0.0823008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,27),(17,28),-0.00916489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,23),-0.138636 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.00051994 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.0957372 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,27),-0.0434039 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,28),-0.038549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.00403407 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,26),-0.0793889 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,27),-0.0510006 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,28),-0.0385971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,26),-0.0587805 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,27),-0.121724 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,28),-0.0868102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,26),(17,27),-0.0660307 # DEPENDENCYPART_TRISIBL
(17,20),(17,26),(17,28),-0.054871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,27),(17,28),-0.00778711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.0564792 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.0881695 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,27),-0.0987624 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,28),-0.017385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,26),-0.0868481 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,27),-0.0414674 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,28),-0.193257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,26),(17,27),-0.121754 # DEPENDENCYPART_TRISIBL
(17,21),(17,26),(17,28),-0.013904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,27),(17,28),-0.0691487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,26),-0.0546173 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,27),-0.121129 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,28),-0.0918066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,26),(17,27),-0.0650002 # DEPENDENCYPART_TRISIBL
(17,23),(17,26),(17,28),-0.0657588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,27),(17,28),-0.0125077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,26),(17,27),0.0277008 # DEPENDENCYPART_TRISIBL
(17,24),(17,26),(17,28),0.0223562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,27),(17,28),-0.135152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,26),(17,27),(17,28),0.00789342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.00900771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),0.0830976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,9),-0.00415097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.0412081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),0.18811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.115705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.0394822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,9),-0.231427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.30136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,-1),0.0165864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.000957622 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),-0.0842315 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0944857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,9),0.108638 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.217405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,-1),-0.0811808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,9),-0.0449169 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.127171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,-1),-0.102783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,9),(17,-1),0.008159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0794267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.068603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,28),-0.0140157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,23),-0.13154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,28),0.201506 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,28),0.205942 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,23),-0.073297 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,28),-0.10364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,28),-0.103733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,28),-0.0992468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),0.0812386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),0.0388924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0128709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),0.006288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.0414403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),0.0140672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.0231392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.0237048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),0.0117472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.0347367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.047292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.0690905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.0539462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.137832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.122695 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.0132812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.0192634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.0418507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),0.00884588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.0234544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.0394925 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),0.0070006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.040773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),0.00861616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.0221983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.0265471 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.251179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.140087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.0714587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.168029 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),0.0146002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,27),-0.0267881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,28),-0.0398312 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),0.0393526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,28),0.00298048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,28),-0.171125 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.132836 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.127198 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),0.00813799 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.118943 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0881372 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0447131 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),0.000463359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.117675 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),0.023454 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.111848 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0680469 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.0563553 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.0040546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),0.00419346 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.123246 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.0737256 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.052312 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.0158943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.196254 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.0486844 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.123028 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.0626679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.0736385 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,27),-0.0548948 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,28),-0.0117195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.068832 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,28),-0.0122997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,28),0.0223643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0951763 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0565381 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0879734 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.0870236 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.0907835 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.0157804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0569228 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),-0.0877379 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.0935175 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.0959017 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.00275533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),0.053857 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.0952238 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.0386068 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.18253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.0934142 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,27),-0.0956121 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,28),-0.0138952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.116034 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,28),-0.0107795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,28),-0.0619746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),0.00272181 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,25),-0.130573 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.0641134 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.0284692 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.00949119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.204543 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0277544 # DEPENDENCYPART_TRISIBL
