# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(5,7),(5,12),(5,22),-0.0775834 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,25),-0.0886702 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,26),-0.129107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,14),-0.112072 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,15),-0.0763824 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,16),-0.0805343 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,19),-0.0772197 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,22),-0.0305634 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,25),-0.112973 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,26),-0.051755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.0768153 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,16),-0.0801649 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,19),-0.077493 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,22),-0.0759253 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,25),-0.0791814 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,26),-0.194968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,16),-0.0785298 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,19),-0.0612574 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,22),-0.0769447 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,25),-0.0755695 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,26),-0.136421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,19),-0.0629357 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,22),-0.0775824 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,25),-0.0764218 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,26),-0.129772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,19),(5,22),-0.0769453 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,25),-0.0756035 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,26),-0.1358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,22),(5,25),-0.0903693 # DEPENDENCYPART_TRISIBL
(5,7),(5,22),(5,26),-0.0922163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,25),(5,26),-0.0497969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0807074 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.101917 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.0807074 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.103344 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.065026 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.0976164 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,19),-0.0662039 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.0627021 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,25),-0.0646634 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,26),-0.105704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,12),-0.0791647 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.0916895 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.119071 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.0866347 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0696864 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,19),-0.08881 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,22),-0.0432452 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,25),-0.0865587 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,26),-0.0422358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,13),-0.084549 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,14),-0.115972 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,15),-0.072483 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,16),-0.11653 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,19),-0.0736699 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,22),-0.0641047 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,25),-0.121027 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,26),-0.108342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,14),-0.119071 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,15),-0.0866347 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,16),-0.0696864 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,19),-0.08881 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,22),-0.0432452 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,25),-0.0865587 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,26),-0.0422358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.0701343 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,16),-0.100625 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,19),-0.0713122 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,22),-0.0544322 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,25),-0.0937223 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,26),-0.16218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,16),-0.102683 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,19),-0.0746865 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,22),-0.063027 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,25),-0.0431264 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,26),-0.116123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,19),-0.0736544 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,22),-0.0640957 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,25),-0.115768 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,26),-0.106943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,19),(5,22),-0.063027 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,25),-0.0431657 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,26),-0.109805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,22),(5,25),-0.0646535 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,26),-0.105682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,25),(5,26),-0.0757236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,12),0.0508293 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.0585718 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.111428 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0735891 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),0.0527205 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,19),-0.0736105 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,22),-0.0618539 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,25),-0.0717546 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,26),-0.0256739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,13),-0.0195873 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,14),-0.0891845 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0707384 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.0549103 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,19),-0.0707529 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,22),-0.0743747 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,25),-0.084967 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,26),-0.0907746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,14),-0.111428 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,15),-0.0735891 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,16),0.0527205 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,19),-0.0736105 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,22),-0.0618539 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,25),-0.0717546 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,26),-0.0256739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.0758797 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,16),-0.0558837 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,19),-0.0758942 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,22),-0.0752621 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,25),-0.0642187 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,26),-0.107834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,16),-0.0515951 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,19),-0.0658393 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,22),-0.0760623 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,25),-0.084794 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,26),-0.0948095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,19),-0.0706489 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,22),-0.074374 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,25),-0.0872977 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,26),-0.0886177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,19),(5,22),-0.0760623 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,25),-0.084794 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,26),-0.0948193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,22),(5,25),-0.0695132 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,26),-0.112605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,25),(5,26),-0.0889566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,13),0.564492 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,14),-0.0572919 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,15),-0.021914 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),-0.0603085 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,19),-0.0219371 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,22),-0.0687205 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,25),-0.0947747 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,26),-0.0777783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,14),-0.0436066 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,15),-0.00198805 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,16),-0.0556513 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,19),-0.00201116 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,22),-0.0616166 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,25),-0.136076 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,26),-0.230691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,15),-0.0238289 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,16),-0.0496375 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,19),-0.0238526 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,22),-0.0636133 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,25),-0.101362 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,26),-0.104203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,16),-0.0527906 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,19),-0.0847834 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,22),-0.0465064 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,25),-0.240364 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,26),-0.0957629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,19),-0.0220119 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,22),-0.0687199 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,25),-0.0838649 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,26),-0.069566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,19),(5,22),-0.0465064 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,25),-0.241283 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,26),-0.0926482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,22),(5,25),-0.140031 # DEPENDENCYPART_TRISIBL
(5,10),(5,22),(5,26),-0.168567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,25),(5,26),-0.279334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,13),(5,14),-0.119632 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,15),-0.088989 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,16),-0.0610104 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,19),-0.0911643 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,22),-0.0450905 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,25),-0.0887385 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,26),-0.00819491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,14),(5,15),-0.0716478 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,16),-0.0950005 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,19),-0.0728256 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,22),-0.0553695 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,25),-0.0958514 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,26),-0.149153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,15),(5,16),-0.0963946 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,19),-0.076567 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,22),-0.0639664 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,25),-0.0454445 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,26),-0.101829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,16),(5,19),-0.0751785 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,22),-0.0650603 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,25),-0.118889 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,26),-0.0927066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,19),(5,22),-0.0639664 # DEPENDENCYPART_TRISIBL
(5,12),(5,19),(5,25),-0.0454838 # DEPENDENCYPART_TRISIBL
(5,12),(5,19),(5,26),-0.0955109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,22),(5,25),-0.0668772 # DEPENDENCYPART_TRISIBL
(5,12),(5,22),(5,26),-0.089305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,25),(5,26),-0.0554484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,14),(5,15),-0.0238289 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,16),-0.0496375 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,19),-0.0238526 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,22),-0.0636133 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,25),-0.101362 # DEPENDENCYPART_TRISIBL
(5,13),(5,14),(5,26),-0.104203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,15),(5,16),-0.0527906 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,19),-0.0847834 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,22),-0.0465064 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,25),-0.240364 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,26),-0.0957629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,16),(5,19),-0.0220119 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,22),-0.0687199 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,25),-0.0838649 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,26),-0.069566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,19),(5,22),-0.0465064 # DEPENDENCYPART_TRISIBL
(5,13),(5,19),(5,25),-0.241283 # DEPENDENCYPART_TRISIBL
(5,13),(5,19),(5,26),-0.0926482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,22),(5,25),-0.140031 # DEPENDENCYPART_TRISIBL
(5,13),(5,22),(5,26),-0.168567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,25),(5,26),-0.279334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,15),(5,16),-0.0607558 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,19),-0.09595 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,22),-0.074947 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,25),-0.0811591 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,26),-0.150288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,16),(5,19),-0.0925093 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,22),-0.0768132 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,25),-0.0783006 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,26),-0.103345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,19),(5,22),-0.074947 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,25),-0.0811594 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,26),-0.150587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,22),(5,25),-0.0576669 # DEPENDENCYPART_TRISIBL
(5,14),(5,22),(5,26),-0.0926027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,25),(5,26),-0.076215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,16),(5,19),-0.0571375 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,22),-0.077522 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,25),-0.0832093 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,26),-0.137582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,19),(5,22),-0.0768833 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,25),-0.0870334 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,26),-0.130957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,22),(5,25),-0.096239 # DEPENDENCYPART_TRISIBL
(5,15),(5,22),(5,26),-0.0874862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,25),(5,26),-0.0406999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,19),(5,22),-0.063027 # DEPENDENCYPART_TRISIBL
(5,16),(5,19),(5,25),-0.0442157 # DEPENDENCYPART_TRISIBL
(5,16),(5,19),(5,26),-0.10996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,22),(5,25),-0.0656067 # DEPENDENCYPART_TRISIBL
(5,16),(5,22),(5,26),-0.105111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,25),(5,26),-0.077616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,22),(5,25),-0.0977611 # DEPENDENCYPART_TRISIBL
(5,19),(5,22),(5,26),-0.0876717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,25),(5,26),-0.0410109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,25),(5,26),-0.0842131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.173616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.186568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.172347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.0475707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.04776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0338359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.0160549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.194885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.136421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.117039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0719074 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0715888 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.128843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0772555 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.157538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.157537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0211643 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.157196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.157507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.0982522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.102482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0521272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.107926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,26),-0.110275 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,13),-0.133982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.108041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,26),-0.0858299 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,16),-0.176244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,26),-0.691927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,26),-0.096898 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,13),-0.0807066 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0968949 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,26),-0.112498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,16),-0.0682564 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,26),-0.0516377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,26),-0.113713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,16),0.0531802 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,26),-0.0296378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,26),-0.088935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,26),-0.0875796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.235831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.215011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.158706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.196727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.105814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.235265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.171905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.221998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.113601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.150247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.187783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.0658605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.0544664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.00362721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,-1),-0.127206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0940258 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.024616 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.125465 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.0932761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0616996 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.102141 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.169916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.11602 # DEPENDENCYPART_TRISIBL
