# _root_ `` There was a roll of laughter through the stands , '' says Joe Sukle , the editor of the weekly Press and Journal in Middletown .
#goldHeads=13,3,13,5,3,5,6,5,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
#predictedHeads=13,3,13,5,3,5,6,3,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
(23,15),(23,6),(23,-1),-0.0872384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,5),(23,4),-0.000831992 # DEPENDENCYPART_TRISIBL
(23,15),(23,5),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,15),(23,5),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,15),(23,5),(23,-1),-0.0635547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,4),(23,3),-0.230547 # DEPENDENCYPART_TRISIBL
(23,15),(23,4),(23,1),-0.0150517 # DEPENDENCYPART_TRISIBL
(23,15),(23,4),(23,-1),0.0480292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,3),(23,1),-0.108648 # DEPENDENCYPART_TRISIBL
(23,15),(23,3),(23,-1),-0.109918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,15),(23,1),(23,-1),-0.0440287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,13),(23,12),-0.0971985 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,11),-0.124962 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,10),-0.167808 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,9),0.0526662 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,8),-0.120045 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,7),-0.16566 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,6),-0.133416 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,5),-0.168599 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,4),0.015393 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,3),-0.266977 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,1),-0.108005 # DEPENDENCYPART_TRISIBL
(23,14),(23,13),(23,-1),-0.129788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,12),(23,11),-0.0191515 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,10),-0.164297 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,9),0.0318491 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,8),-0.13435 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,7),-0.162149 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,6),-0.147343 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,5),-0.165088 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,4),0.00655681 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,3),-0.21615 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,1),-0.0873278 # DEPENDENCYPART_TRISIBL
(23,14),(23,12),(23,-1),-0.13114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,11),(23,10),0.0978599 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,9),-0.00988725 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,8),-0.106603 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,7),0.100717 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,6),-0.121815 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,5),0.0966124 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,4),-0.0327345 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,3),-0.239683 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,1),-0.0954744 # DEPENDENCYPART_TRISIBL
(23,14),(23,11),(23,-1),-0.290034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,10),(23,9),0.0641593 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,8),-0.215951 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,7),-0.169469 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,6),-0.224806 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,5),-0.172635 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,4),0.000714903 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,14),(23,10),(23,-1),-0.063742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,9),(23,8),-0.161448 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,7),-0.165646 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,6),-0.175113 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,5),-0.168585 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,4),0.00299814 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,3),-0.229807 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,1),0.0130115 # DEPENDENCYPART_TRISIBL
(23,14),(23,9),(23,-1),0.0518194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,8),(23,7),-0.154286 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,6),-0.158771 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,5),-0.157225 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,4),0.0157638 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,3),-0.250268 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,1),-0.0950762 # DEPENDENCYPART_TRISIBL
(23,14),(23,8),(23,-1),-0.0705925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,7),(23,6),-0.224806 # DEPENDENCYPART_TRISIBL
(23,14),(23,7),(23,5),-0.172635 # DEPENDENCYPART_TRISIBL
(23,14),(23,7),(23,4),0.000714903 # DEPENDENCYPART_TRISIBL
(23,14),(23,7),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,14),(23,7),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,14),(23,7),(23,-1),-0.063742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,6),(23,5),-0.160062 # DEPENDENCYPART_TRISIBL
(23,14),(23,6),(23,4),0.0140399 # DEPENDENCYPART_TRISIBL
(23,14),(23,6),(23,3),-0.251504 # DEPENDENCYPART_TRISIBL
(23,14),(23,6),(23,1),-0.0950765 # DEPENDENCYPART_TRISIBL
(23,14),(23,6),(23,-1),-0.0874276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,5),(23,4),-0.00117854 # DEPENDENCYPART_TRISIBL
(23,14),(23,5),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,14),(23,5),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,14),(23,5),(23,-1),-0.0637439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,4),(23,3),-0.230547 # DEPENDENCYPART_TRISIBL
(23,14),(23,4),(23,1),-0.0150517 # DEPENDENCYPART_TRISIBL
(23,14),(23,4),(23,-1),0.04784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,3),(23,1),-0.108648 # DEPENDENCYPART_TRISIBL
(23,14),(23,3),(23,-1),-0.110107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,14),(23,1),(23,-1),-0.0442179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,12),(23,11),0.113287 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,10),-0.0241637 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,9),-0.0864606 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,8),-0.0494667 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,7),-0.0240759 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,6),-0.0416125 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,5),-0.027172 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,4),-0.0815084 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,3),-0.224923 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,1),-0.0197691 # DEPENDENCYPART_TRISIBL
(23,13),(23,12),(23,-1),-0.0877425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,11),(23,10),-0.0431008 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,9),-0.0679599 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,8),0.0406346 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,7),-0.042969 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,6),0.0506837 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,5),-0.0474181 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,4),-0.0630334 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,3),-0.0887233 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,1),-0.0697155 # DEPENDENCYPART_TRISIBL
(23,13),(23,11),(23,-1),-0.168811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,10),(23,9),-0.124893 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,8),0.0678051 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,7),-0.0422648 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,6),0.0774184 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,5),-0.0453609 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,4),-0.108595 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,3),-0.257366 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,1),-0.0593927 # DEPENDENCYPART_TRISIBL
(23,13),(23,10),(23,-1),-0.0746416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,9),(23,8),0.00781786 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,7),-0.037287 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,6),0.015665 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,5),-0.0403832 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,4),-0.078647 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,3),-0.219063 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,1),-0.0583235 # DEPENDENCYPART_TRISIBL
(23,13),(23,9),(23,-1),-0.0133712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,8),(23,7),0.021232 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,6),-0.0579557 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,5),0.0181358 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,4),-0.0829043 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,3),-0.236449 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,1),-0.0461417 # DEPENDENCYPART_TRISIBL
(23,13),(23,8),(23,-1),0.0118814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,7),(23,6),0.0774184 # DEPENDENCYPART_TRISIBL
(23,13),(23,7),(23,5),-0.0453609 # DEPENDENCYPART_TRISIBL
(23,13),(23,7),(23,4),-0.108595 # DEPENDENCYPART_TRISIBL
(23,13),(23,7),(23,3),-0.257366 # DEPENDENCYPART_TRISIBL
(23,13),(23,7),(23,1),-0.0593927 # DEPENDENCYPART_TRISIBL
(23,13),(23,7),(23,-1),-0.0746416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,6),(23,5),0.0176979 # DEPENDENCYPART_TRISIBL
(23,13),(23,6),(23,4),-0.0832758 # DEPENDENCYPART_TRISIBL
(23,13),(23,6),(23,3),-0.236453 # DEPENDENCYPART_TRISIBL
(23,13),(23,6),(23,1),-0.0457117 # DEPENDENCYPART_TRISIBL
(23,13),(23,6),(23,-1),-0.0124973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,5),(23,4),-0.108595 # DEPENDENCYPART_TRISIBL
(23,13),(23,5),(23,3),-0.257366 # DEPENDENCYPART_TRISIBL
(23,13),(23,5),(23,1),-0.0593927 # DEPENDENCYPART_TRISIBL
(23,13),(23,5),(23,-1),-0.0746418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,4),(23,3),-0.216226 # DEPENDENCYPART_TRISIBL
(23,13),(23,4),(23,1),-0.0543175 # DEPENDENCYPART_TRISIBL
(23,13),(23,4),(23,-1),-0.012883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,3),(23,1),-0.0522083 # DEPENDENCYPART_TRISIBL
(23,13),(23,3),(23,-1),-0.143252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,13),(23,1),(23,-1),-0.120789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,11),(23,10),-0.0800577 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,9),-0.0816744 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,8),-0.0896651 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,7),-0.0800577 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,6),-0.0875912 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,5),-0.0800577 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,4),-0.0932863 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,3),0.10293 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,1),0.0617308 # DEPENDENCYPART_TRISIBL
(23,12),(23,11),(23,-1),-0.128901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,10),(23,9),-0.0481891 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,8),-0.109301 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,7),-0.118308 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,6),-0.108336 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,5),-0.118308 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,4),-0.0648941 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,3),-0.0902347 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,1),0.0197947 # DEPENDENCYPART_TRISIBL
(23,12),(23,10),(23,-1),-0.223608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,9),(23,8),-0.111001 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,7),-0.0933648 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,6),-0.109953 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,5),-0.0933648 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,4),-0.0887652 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,3),-0.062302 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,1),0.0302546 # DEPENDENCYPART_TRISIBL
(23,12),(23,9),(23,-1),-0.186473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,8),(23,7),-0.0852907 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,6),-0.10654 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,5),-0.0852907 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,4),-0.0887652 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,3),-0.0682882 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,1),0.0337833 # DEPENDENCYPART_TRISIBL
(23,12),(23,8),(23,-1),-0.175077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,7),(23,6),-0.108336 # DEPENDENCYPART_TRISIBL
(23,12),(23,7),(23,5),-0.118308 # DEPENDENCYPART_TRISIBL
(23,12),(23,7),(23,4),-0.0648941 # DEPENDENCYPART_TRISIBL
(23,12),(23,7),(23,3),-0.0902347 # DEPENDENCYPART_TRISIBL
(23,12),(23,7),(23,1),0.0197947 # DEPENDENCYPART_TRISIBL
(23,12),(23,7),(23,-1),-0.223608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,6),(23,5),-0.0853256 # DEPENDENCYPART_TRISIBL
(23,12),(23,6),(23,4),-0.0887652 # DEPENDENCYPART_TRISIBL
(23,12),(23,6),(23,3),-0.0682745 # DEPENDENCYPART_TRISIBL
(23,12),(23,6),(23,1),0.0337676 # DEPENDENCYPART_TRISIBL
(23,12),(23,6),(23,-1),-0.178328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,5),(23,4),-0.0648941 # DEPENDENCYPART_TRISIBL
(23,12),(23,5),(23,3),-0.0902347 # DEPENDENCYPART_TRISIBL
(23,12),(23,5),(23,1),0.0197947 # DEPENDENCYPART_TRISIBL
(23,12),(23,5),(23,-1),-0.223608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,4),(23,3),-0.0624224 # DEPENDENCYPART_TRISIBL
(23,12),(23,4),(23,1),0.0305935 # DEPENDENCYPART_TRISIBL
(23,12),(23,4),(23,-1),-0.185352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,3),(23,1),0.134884 # DEPENDENCYPART_TRISIBL
(23,12),(23,3),(23,-1),-0.187782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,12),(23,1),(23,-1),-0.191379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,10),(23,9),0.00718641 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,8),-0.149616 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,7),-0.0271091 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,4),-0.0318499 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,11),(23,10),(23,-1),-0.0289308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,9),(23,8),-0.0838729 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,7),-0.0695485 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,6),-0.0901397 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,5),-0.069565 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,4),-0.0466797 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,3),-0.155681 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,1),0.0262208 # DEPENDENCYPART_TRISIBL
(23,11),(23,9),(23,-1),-0.158672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,8),(23,7),-0.0545313 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,6),0.0211478 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,5),-0.0545478 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,4),-0.0498377 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,3),-0.160282 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,1),0.0576363 # DEPENDENCYPART_TRISIBL
(23,11),(23,8),(23,-1),-0.0162455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,7),(23,6),-0.156941 # DEPENDENCYPART_TRISIBL
(23,11),(23,7),(23,5),-0.0271411 # DEPENDENCYPART_TRISIBL
(23,11),(23,7),(23,4),-0.0318497 # DEPENDENCYPART_TRISIBL
(23,11),(23,7),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,11),(23,7),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,11),(23,7),(23,-1),-0.0264609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,6),(23,5),-0.0552441 # DEPENDENCYPART_TRISIBL
(23,11),(23,6),(23,4),-0.0511495 # DEPENDENCYPART_TRISIBL
(23,11),(23,6),(23,3),-0.16026 # DEPENDENCYPART_TRISIBL
(23,11),(23,6),(23,1),0.0578297 # DEPENDENCYPART_TRISIBL
(23,11),(23,6),(23,-1),-0.0337545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,5),(23,4),-0.0327944 # DEPENDENCYPART_TRISIBL
(23,11),(23,5),(23,3),-0.132857 # DEPENDENCYPART_TRISIBL
(23,11),(23,5),(23,1),0.016961 # DEPENDENCYPART_TRISIBL
(23,11),(23,5),(23,-1),-0.0280804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,4),(23,3),-0.155404 # DEPENDENCYPART_TRISIBL
(23,11),(23,4),(23,1),0.0264799 # DEPENDENCYPART_TRISIBL
(23,11),(23,4),(23,-1),-0.155306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,3),(23,1),0.147125 # DEPENDENCYPART_TRISIBL
(23,11),(23,3),(23,-1),-0.042987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,11),(23,1),(23,-1),-0.0220885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,9),(23,8),-0.162205 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,7),-0.165403 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,6),-0.17587 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,5),-0.168342 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,4),0.00334469 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,3),-0.229807 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,1),0.0130115 # DEPENDENCYPART_TRISIBL
(23,10),(23,9),(23,-1),0.0516346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,8),(23,7),-0.154043 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,6),-0.159528 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,5),-0.156982 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,4),0.0161103 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,3),-0.250268 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,1),-0.0950762 # DEPENDENCYPART_TRISIBL
(23,10),(23,8),(23,-1),-0.0708928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,7),(23,6),-0.225575 # DEPENDENCYPART_TRISIBL
(23,10),(23,7),(23,5),-0.172391 # DEPENDENCYPART_TRISIBL
(23,10),(23,7),(23,4),0.00106146 # DEPENDENCYPART_TRISIBL
(23,10),(23,7),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,10),(23,7),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,10),(23,7),(23,-1),-0.063938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,6),(23,5),-0.159819 # DEPENDENCYPART_TRISIBL
(23,10),(23,6),(23,4),0.0143865 # DEPENDENCYPART_TRISIBL
(23,10),(23,6),(23,3),-0.251504 # DEPENDENCYPART_TRISIBL
(23,10),(23,6),(23,1),-0.0950765 # DEPENDENCYPART_TRISIBL
(23,10),(23,6),(23,-1),-0.0877278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,5),(23,4),-0.000831992 # DEPENDENCYPART_TRISIBL
(23,10),(23,5),(23,3),-0.224836 # DEPENDENCYPART_TRISIBL
(23,10),(23,5),(23,1),-0.0889104 # DEPENDENCYPART_TRISIBL
(23,10),(23,5),(23,-1),-0.0639399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,4),(23,3),-0.230547 # DEPENDENCYPART_TRISIBL
(23,10),(23,4),(23,1),-0.0150517 # DEPENDENCYPART_TRISIBL
(23,10),(23,4),(23,-1),0.0476552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,3),(23,1),-0.108648 # DEPENDENCYPART_TRISIBL
(23,10),(23,3),(23,-1),-0.110538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,10),(23,1),(23,-1),-0.0444025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,8),(23,7),-0.165073 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,6),-0.0914006 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,5),-0.165073 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,4),-0.176743 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,3),-0.14038 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,1),-0.102503 # DEPENDENCYPART_TRISIBL
(23,9),(23,8),(23,-1),-0.0469907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,7),(23,6),-0.0815716 # DEPENDENCYPART_TRISIBL
(23,9),(23,7),(23,5),-0.173297 # DEPENDENCYPART_TRISIBL
(23,9),(23,7),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,9),(23,7),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,9),(23,7),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,9),(23,7),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,6),(23,5),-0.165102 # DEPENDENCYPART_TRISIBL
(23,9),(23,6),(23,4),-0.177788 # DEPENDENCYPART_TRISIBL
(23,9),(23,6),(23,3),-0.140714 # DEPENDENCYPART_TRISIBL
(23,9),(23,6),(23,1),-0.102504 # DEPENDENCYPART_TRISIBL
(23,9),(23,6),(23,-1),-0.0446025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,5),(23,4),-0.191473 # DEPENDENCYPART_TRISIBL
(23,9),(23,5),(23,3),-0.135014 # DEPENDENCYPART_TRISIBL
(23,9),(23,5),(23,1),-0.0744729 # DEPENDENCYPART_TRISIBL
(23,9),(23,5),(23,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,4),(23,3),-0.12362 # DEPENDENCYPART_TRISIBL
(23,9),(23,4),(23,1),-0.093255 # DEPENDENCYPART_TRISIBL
(23,9),(23,4),(23,-1),-0.13132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,3),(23,1),-0.105565 # DEPENDENCYPART_TRISIBL
(23,9),(23,3),(23,-1),-0.156133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,9),(23,1),(23,-1),-0.0674367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,8),(23,7),(23,6),-0.136443 # DEPENDENCYPART_TRISIBL
(23,8),(23,7),(23,5),-0.122379 # DEPENDENCYPART_TRISIBL
(23,8),(23,7),(23,4),-0.0723596 # DEPENDENCYPART_TRISIBL
(23,8),(23,7),(23,3),-0.185173 # DEPENDENCYPART_TRISIBL
(23,8),(23,7),(23,1),-0.0690007 # DEPENDENCYPART_TRISIBL
(23,8),(23,7),(23,-1),-0.0522632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,8),(23,6),(23,5),-0.113097 # DEPENDENCYPART_TRISIBL
(23,8),(23,6),(23,4),-0.0898872 # DEPENDENCYPART_TRISIBL
