# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(11,11),(11,16),(11,17),-0.118087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,19),-0.0252332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,23),-0.0160092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,30),-0.138019 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,19),-0.0660576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,23),-0.0570122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,30),0.0119215 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,23),-0.0979915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,30),0.10974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,23),(11,30),0.105445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0792922 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.089237 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0687977 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0792999 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0807263 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,23),-0.0807262 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,30),-0.0251182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0863727 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.0683798 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.077621 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0756435 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,23),-0.0756434 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,30),-0.0623448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0716938 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0820273 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0758317 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,23),-0.0758316 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,30),-0.0455989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0772091 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,19),-0.0741667 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,23),-0.0741666 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,30),-0.0584721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,19),-0.0756231 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,23),-0.075623 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,30),-0.0623291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,23),-0.0807262 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,30),-0.0251182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,23),(11,30),-0.0251182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0322171 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0596418 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0685249 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.110679 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,23),-0.111114 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,30),-0.091449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0197674 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0156156 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.165475 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,23),-0.166343 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,30),-0.00792911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0643253 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.113837 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,23),-0.114271 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,30),0.0200058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,19),-0.110773 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,23),-0.111207 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,30),-0.0931009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,23),-0.131968 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,30),-0.0737469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,23),(11,30),-0.073827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),0.0204367 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0868247 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0570189 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,23),-0.0570221 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,30),0.00328723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0977894 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0684968 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,23),-0.0684996 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,30),-0.0584802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,19),-0.0721578 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,23),-0.0721599 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,30),-0.0801855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,23),-0.075868 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,30),-0.0832173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,23),(11,30),-0.0833976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0207495 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.00902139 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,23),-0.00920894 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,30),-0.111489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,19),-0.0682454 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,23),-0.0683393 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,30),-0.112696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,23),-0.0912655 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,30),-0.159731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,23),(11,30),-0.152891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,19),-0.0466501 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,23),-0.0466818 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,30),-0.0900771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,23),-0.0579308 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,30),-0.025175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,23),(11,30),-0.0252711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,23),-0.075497 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,30),-0.0617113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,23),(11,30),-0.0618916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,23),(11,30),-0.0891107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.118767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.0891382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.185803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.0891382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.185774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,-1),-0.176686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.027095 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.135622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,-1),-0.118255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,-1),-0.11711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.0611995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,30),-0.142623 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,30),-0.0823479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,30),-0.0658299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0557423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.135446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.0976743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.139732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.0557423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.0954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.12486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,30),-0.0387316 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.0872225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.154389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0557657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.209024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.119342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.0348714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,30),-0.656916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.118005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.179856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0862807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.107988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.164805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,30),-0.132766 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,19),-0.141011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0436786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.0954881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.126138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,30),-0.065839 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.121647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,21),-0.0753177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.10025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,30),-0.0867237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.119342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.0348714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,30),-0.656916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,23),-0.166599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,30),-0.0588096 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,30),-0.0923045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),0.0754753 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0668522 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0846791 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0918394 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0432978 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0846829 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,30),-0.0454784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0999625 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0469274 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.081429 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.0624057 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),-0.0469308 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,30),-0.092817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,19),-0.073085 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0847004 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.0641628 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),-0.0730876 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,30),-0.114907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0859884 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,21),-0.063075 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,23),-0.0730487 # DEPENDENCYPART_TRISIBL
(13,14),(13,19),(13,30),-0.122084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,21),-0.0432978 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),-0.0846829 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,30),-0.0454784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,21),(13,23),-0.0645708 # DEPENDENCYPART_TRISIBL
(13,14),(13,21),(13,30),-0.111318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,30),-0.122444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),0.0288959 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),0.14899 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),0.282449 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.0377883 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),0.14871 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,30),-0.185814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,19),-0.020194 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),0.563643 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.0687222 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),-0.0203805 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,30),-0.0761743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),0.507446 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,21),-0.0465085 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,23),-0.0829269 # DEPENDENCYPART_TRISIBL
(13,15),(13,19),(13,30),-0.102757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,21),-0.0616183 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,23),-0.000618836 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,30),-0.23186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,21),(13,23),0.0517744 # DEPENDENCYPART_TRISIBL
(13,15),(13,21),(13,30),-0.17003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,30),-0.0890627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,19),-0.0410063 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),0.0722731 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,21),-0.0686388 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0410381 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,30),-0.0487169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),0.111188 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,21),-0.0686251 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,23),-0.0524879 # DEPENDENCYPART_TRISIBL
(13,16),(13,19),(13,30),-0.0493181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,21),-0.068627 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,23),-0.0491487 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,30),-0.12389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,21),(13,23),-0.0522155 # DEPENDENCYPART_TRISIBL
(13,16),(13,21),(13,30),-0.0529228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,30),-0.0495064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.0858405 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,21),-0.0640046 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,23),-0.0730348 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,30),-0.109102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,21),-0.0451334 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,23),-0.0843108 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,30),-0.0176833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,21),(13,23),-0.0641913 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,30),-0.0971071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,30),-0.109463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,20),(13,21),-0.0294296 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,23),-0.0801197 # DEPENDENCYPART_TRISIBL
(13,19),(13,20),(13,30),-0.0336364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,21),(13,23),-0.068397 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,30),-0.0818958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,23),(13,30),-0.127419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,21),(13,23),0.0517744 # DEPENDENCYPART_TRISIBL
(13,20),(13,21),(13,30),-0.17003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,23),(13,30),-0.0890627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,23),(13,30),-0.0972113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.118447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.171893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.172063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.149098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.113933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),-0.125792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.110517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.0312584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.0314281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.132717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.159794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),-0.104725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.0445096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.193185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.0684461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.13372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),-0.0498652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.164129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.0684461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.133841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.0498892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.163818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.140806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.115512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.0472633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),-0.0684137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.0858994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,-1),-0.163667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.116083 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.116083 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.0939995 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.0134453 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),-0.164336 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.0736397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.127442 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.13802 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.0345728 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),-0.185615 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.11519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.13802 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),-0.0345728 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),-0.185615 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.11519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.0398923 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.204858 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.0960473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),-0.178217 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0419987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,6),(13,-1),-0.160384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.0460339 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.0902292 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,7),-0.0592947 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,6),-0.0741325 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.10505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.0902292 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,7),-0.0592947 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,6),-0.0741325 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.10505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,7),-0.0568235 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,6),-0.104944 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.080197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,7),(13,6),-0.0737926 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,-1),-0.0557181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,6),(13,-1),-0.0896628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),0.0307867 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),-0.0435275 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),0.00100569 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.118342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.103764 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),0.0181928 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.0834949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),0.031354 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.11329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,-1),-0.0325573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.103764 # DEPENDENCYPART_TRISIBL
