# _root_ It starts with conception , taking the sperm 's point of view , then progresses to the baby 's point of view .
#goldHeads=2,0,2,3,2,2,8,10,8,6,10,11,2,15,2,15,18,20,18,16,20,21,2,
#predictedHeads=2,0,2,3,2,2,8,10,8,6,10,11,6,15,6,15,18,20,18,16,20,21,2,
(4,6),(4,10),(4,12),-0.0713081 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.085837 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.101593 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,16),-0.0748916 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,20),-0.0713092 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,24),-0.116752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.0698092 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,13),-0.0493476 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.108957 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,16),-0.0732282 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,20),-0.0698103 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,24),-0.0692955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,13),-0.085837 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,15),-0.101593 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,16),-0.0748885 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,20),-0.0713092 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,24),-0.116651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,15),-0.0677778 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,16),-0.0582485 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,20),-0.08211 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,24),-0.0438736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,16),-0.0713655 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,20),-0.0702747 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,24),-0.107161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,16),(4,20),-0.0630021 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,24),-0.124342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,20),(4,24),-0.116752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.0766023 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,12),-0.0691615 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,13),-0.045484 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,15),-0.086318 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,16),-0.0526301 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,20),-0.0695373 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,24),-0.128571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,12),-0.0811038 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,13),-0.0369069 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.0550695 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,16),0.0252631 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,20),-0.0818537 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,24),-0.099248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,12),(4,13),-0.0454814 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,15),-0.086318 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,16),-0.052511 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,20),-0.0695373 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,24),-0.128569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,15),-0.09964 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,16),-0.0134274 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,20),-0.0828778 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,24),-0.0346429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,16),-0.0387659 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,20),-0.0694054 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,24),-0.129437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,16),(4,20),-0.0534777 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,24),-0.146998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,20),(4,24),-0.128571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,12),-0.0816172 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,13),-0.0377073 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,15),-0.0522887 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,16),0.0250655 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,20),-0.0823672 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,24),-0.0943569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,12),(4,13),-0.0462706 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,15),-0.0835249 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,16),-0.0527086 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,20),-0.0700508 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,24),-0.121822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,13),(4,15),-0.0923221 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,16),-0.0137212 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,20),-0.0833914 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,24),-0.0280677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,15),(4,16),-0.0389635 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,20),-0.0699188 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,24),-0.123206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,16),(4,20),-0.0539944 # DEPENDENCYPART_TRISIBL
(4,10),(4,16),(4,24),-0.137884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,20),(4,24),-0.121825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,12),(4,13),-0.0639945 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,15),-0.0848658 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,16),-0.0593927 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,20),-0.0614688 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,24),-0.00379579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,13),(4,15),0.0498486 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,16),-0.0227559 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,20),0.108701 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,24),-0.272856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,15),(4,16),-0.0574896 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,20),-0.0425034 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,24),-0.0704558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,16),(4,20),-0.0515618 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,24),-0.0334508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,20),(4,24),-0.00527329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,13),(4,15),-0.100522 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,16),-0.0134274 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,20),-0.0828867 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,24),-0.0291115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,15),(4,16),-0.0387659 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,20),-0.0694098 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,24),-0.127656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,16),(4,20),-0.0534822 # DEPENDENCYPART_TRISIBL
(4,12),(4,16),(4,24),-0.14508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,20),(4,24),-0.126746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,15),(4,16),-0.0967501 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,20),-0.0200316 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,24),-0.061289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,16),(4,20),0.00835652 # DEPENDENCYPART_TRISIBL
(4,13),(4,16),(4,24),-0.189759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,20),(4,24),-0.0989996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,16),(4,20),-0.0628423 # DEPENDENCYPART_TRISIBL
(4,15),(4,16),(4,24),-0.129495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,20),(4,24),-0.121869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,20),(4,24),-0.111278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.129043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.14011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.135422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.134447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.203838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.108279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.0498684 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.125551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.121504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.104924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,24),-0.331979 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,7),(6,8),-0.13753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.148867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.122724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.134587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.10957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.0582661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),-0.0517956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,16),-0.0140888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.148867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,23),-0.0805084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,24),-0.130445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,10),-0.0489537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.0138801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.0325246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.00795128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.00225672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),0.0149918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,16),0.0940845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,20),-0.0489537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,23),-0.0282737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,24),-0.00588778 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.00559394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),-0.0332327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,13),-0.000462803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.00226404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),0.0128723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,16),0.0922538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,20),-0.0496618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,23),-0.00612645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,24),-0.00116652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),-0.0604647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,13),-0.0472546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),-0.086796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),-0.0871262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,16),-0.0239989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,20),-0.0750176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,23),-0.11751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,24),-0.0611496 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,13),-0.00535656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,14),-0.00217342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,15),0.0149226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,16),0.0940845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,20),-0.0489645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,23),-0.028323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,24),-0.00298459 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,14),-0.149183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,15),-0.131434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,16),-0.139729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,20),-0.256193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,23),-0.0730886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,24),-0.160575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,15),0.0257601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,16),-0.0415667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,20),-0.0639864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,23),-0.0267535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,24),-0.0309873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,16),-0.0479245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,20),-0.0526091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,23),0.0119752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,24),-0.00261583 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,16),(6,20),-0.0468413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,23),-0.133035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,24),-0.0662112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,20),(6,23),-0.00612645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,20),(6,24),-0.00116652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,23),(6,24),-0.172128 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,10),-0.0858792 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0766712 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,12),-0.0858789 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,13),-0.0984508 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),-0.0820334 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,15),-0.0933178 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,16),-0.0817389 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,20),-0.0858792 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,23),0.00681941 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,24),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0766818 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,12),-0.0858789 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,13),-0.0984627 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0820334 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.0933178 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),-0.0817389 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,20),-0.0858792 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,23),0.00681941 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,24),-0.103954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,12),-0.0828874 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,13),-0.0974745 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.0753018 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),-0.0909286 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,16),-0.0771991 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,20),-0.0828878 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,23),-0.0402943 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,24),-0.0784502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,13),-0.0984508 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,14),-0.0820334 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,15),-0.0933178 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,16),-0.0817389 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,20),-0.0858792 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,23),0.00681929 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,24),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,14),-0.0728232 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,15),-0.10033 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,16),-0.0795433 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,20),-0.0789357 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,23),-0.0409699 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,24),-0.0934955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,15),-0.0876167 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,16),-0.0772003 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,20),-0.053308 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,23),-0.0527985 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,24),-0.0845616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,16),-0.077287 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,20),-0.0821722 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,23),0.0053687 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,24),-0.117947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,20),-0.0795646 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,23),-0.0378269 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,24),-0.0821481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,20),(6,23),0.00681941 # DEPENDENCYPART_TRISIBL
(6,7),(6,20),(6,24),-0.103954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,23),(6,24),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0435667 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,12),-0.131223 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,13),-0.00514772 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.103334 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),-0.0683506 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,16),-0.0945849 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,20),-0.131972 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,23),-0.0551516 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,24),-0.0123592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,12),-0.123892 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,13),-0.0141824 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.0531602 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.0761384 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.00119729 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,20),-0.125015 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,23),-0.0483589 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,24),-0.0123295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,13),-0.00514642 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,14),-0.103334 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,15),-0.0683506 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,16),-0.0944654 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,20),-0.131972 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,23),-0.0502727 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,24),-0.0123571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.01995 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,15),-0.0455242 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,16),-0.0172563 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,20),-0.2091 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,23),-0.120524 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,24),-0.0676395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),-0.108021 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,16),-0.0320993 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,20),-0.140369 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,23),-0.0964486 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,24),-0.0431243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,16),-0.0579667 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,20),-0.120587 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,23),-0.056321 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,24),-0.0244547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,20),-0.120601 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,23),-0.0662793 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,24),-0.0382961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,20),(6,23),-0.0551516 # DEPENDENCYPART_TRISIBL
(6,8),(6,20),(6,24),-0.0123592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,23),(6,24),0.0150103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.124913 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,13),-0.0157711 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0535157 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0704884 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.00159247 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,20),-0.126036 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,23),-0.0321889 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,24),-0.00368325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,13),-0.00671265 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,14),-0.103689 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.062676 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.0948606 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,20),-0.132993 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,23),-0.043669 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,24),-0.00094244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.020661 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,15),-0.0307118 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.0178439 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,20),-0.210121 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,23),-0.11392 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,24),-0.0563124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
