# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(19,12),(12,11),(12,10),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,9),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,-1),-0.0456975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,10),(12,9),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,9),(12,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,14),(14,15),0.12804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,16),0.109303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,17),0.109303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,19),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,14),(14,23),-0.0477421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,15),(14,16),0.119139 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,15),(14,17),0.119139 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,15),(14,19),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,15),(14,23),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,16),(14,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,16),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,16),(14,23),-0.134077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,17),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,17),(14,23),-0.134077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,19),(14,23),-0.0584464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,14),(14,13),0.0687431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,12),-0.0234141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,11),-0.0307437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,10),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,9),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,-1),0.14492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,13),(14,12),0.0466122 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,13),(14,11),-0.043893 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,13),(14,10),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,13),(14,9),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,13),(14,-1),-0.0884132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,12),(14,11),-0.0431432 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,12),(14,10),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,12),(14,9),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,12),(14,-1),0.0947642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,11),(14,10),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,11),(14,9),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,11),(14,-1),-0.0456975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,10),(14,9),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(19,14),(14,10),(14,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,9),(14,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,18),0.11019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,19),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,20),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,21),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,23),0.0444159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,19),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,18),(17,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,21),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,23),-0.133995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,19),(17,20),-0.126335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,21),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,22),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,23),-0.0299983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,20),(17,21),-0.125064 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,22),-0.124968 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,23),-0.159669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,21),(17,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,23),-0.0304494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,22),(17,23),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,16),-0.0429441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,13),-0.0588036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,11),-0.0408943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,10),-0.0234521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,5),-0.0420951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,3),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,-1),0.0676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,16),(17,13),-0.0481233 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,11),-0.0479669 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,10),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,5),-0.0437275 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,3),-0.0347985 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,-1),-0.0901087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,13),(17,11),-0.0560641 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,10),-0.0631862 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,5),-0.0593088 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,3),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,-1),-0.0462536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,11),(17,10),-0.0440771 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,5),-0.0340674 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,3),-0.0206221 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,-1),-0.025624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,10),(17,5),-0.0527879 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,3),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,-1),-0.0474141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,5),(17,3),-0.0362812 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,5),(17,-1),-0.0883005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,3),(17,-1),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,20),-0.125974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,23),0.132013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,20),(18,23),-0.142955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,-1),0.181654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,21),0.0787509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0531667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.386312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0425555 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),0.0407808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.0543487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.0590933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,13),-0.132636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),-0.0485464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.148865 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,-1),-0.142409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,13),(20,-1),-0.15166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,22),0.0853673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,23),0.0952014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,22),(21,23),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,20),0.198887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,19),0.151487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,18),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,14),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,-1),0.0116815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,19),0.116326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,20),(21,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,20),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,20),(21,-1),-0.082806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,19),(21,18),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,19),(21,14),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,19),(21,-1),-0.143806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,18),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,18),(21,-1),-0.101482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,14),(21,-1),-0.120354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,23),-0.00517879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,20),0.118322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.0509583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,20),(22,-1),-0.12753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,13),(13,14),0.109172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,15),0.117979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,16),0.119138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,19),0.128683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,23),-0.125668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,14),(13,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,23),-0.134903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,15),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,23),-0.126067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,16),(13,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,23),-0.125165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,19),(13,23),-0.117726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,13),(13,12),-0.0333031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,4),-0.0452224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,-1),-0.0323006 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,12),(13,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,-1),-0.0321465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,4),(13,-1),-0.0452224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,20),-0.124899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,23),-0.0970293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,20),(18,23),-0.127886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,-1),-0.0115354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,20),-0.136792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.133924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-0.161888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.124992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),-0.0987947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,23),-0.0879054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,22),(19,23),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),0.0168483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0471228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,14),-0.0175109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,12),-0.0175109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,4),-0.0237476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.138564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0423874 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,14),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,12),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,4),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.00771146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,14),-0.0428168 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,12),-0.0428168 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,4),-0.042014 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.0722844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,14),(19,12),-0.0502668 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,4),-0.0421571 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,-1),-0.0333742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,12),(19,4),-0.0421571 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,-1),-0.0333742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,4),(19,-1),0.00323786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.0704169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),0.148101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),-0.0651978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,20),0.188926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,19),-0.133807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,18),-0.132945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,14),-0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.16016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,19),-0.124992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,18),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.098975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,18),-0.126177 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,14),-0.125106 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.0855458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,18),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,-1),-0.0968623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,14),(21,-1),-0.175396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,23),-0.0786079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,20),0.117049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),-0.144735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,20),(22,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,14),(14,15),0.12804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,16),0.109303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,17),0.109303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,19),0.193749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,23),-0.0365733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,15),(14,16),0.119139 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,17),0.119139 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,19),0.146123 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,15),(14,23),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,16),(14,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,19),0.119031 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,16),(14,23),-0.134077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,17),(14,19),0.119031 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,17),(14,23),-0.134077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,19),(14,23),-0.058466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,14),(14,13),0.0755791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,12),-0.030151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,11),-0.0307437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,10),-0.050476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,9),-0.050476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,14),(14,14),(14,-1),0.159047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,14),(14,13),(14,12),0.0556133 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,13),(14,11),-0.043893 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,13),(14,10),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,13),(14,9),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,13),(14,-1),-0.0888043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,12),(14,11),-0.0431432 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,12),(14,10),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,12),(14,9),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,12),(14,-1),0.0976508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,11),(14,10),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,11),(14,9),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,11),(14,-1),-0.0456975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,10),(14,9),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(21,14),(14,10),(14,-1),-0.0611715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,14),(14,9),(14,-1),-0.0611715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,20),0.103486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,23),0.135206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,20),(18,23),-0.142955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,-1),0.183301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,20),0.1951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,22),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),0.0165403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,23),-0.0869315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.144728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.067018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),0.0454351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),-0.148456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,12),-0.150577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,4),-0.0500176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0917581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.042046 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.0432428 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,12),-0.0432428 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,4),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0876313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,14),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,12),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,-1),-0.0139317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,12),-0.0283031 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,4),-0.0424942 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,-1),-0.14964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,12),(19,4),-0.0424942 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,-1),-0.151761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,4),(19,-1),-0.0511394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.144861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,23),-0.0396162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
