# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(14,25),(25,27),-1.02096 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),0.0556603 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-1.37298 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.869289 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.42067 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.732704 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.552766 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.679998 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.637614 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.444132 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.554621 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.551984 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.430738 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.80613 # DEPENDENCYPART_GRANDPAR
(15,1),(1,19),-0.55002 # DEPENDENCYPART_GRANDPAR
(15,1),(1,23),-0.678977 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-0.680827 # DEPENDENCYPART_GRANDPAR
(15,1),(1,29),-0.805152 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.228321 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-1.11685 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.490873 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.672888 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.671339 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.492096 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.50394 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.544561 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.436926 # DEPENDENCYPART_GRANDPAR
(15,5),(5,29),-0.808984 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.2706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.362404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.37255 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.725252 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.3909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.739214 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.800185 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.464907 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.72725 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.18405 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.0132366 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.661614 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-1.01446 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.162604 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.244547 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.669913 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.1235 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.471647 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.0818057 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.136615 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.39193 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0137113 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.514199 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0792269 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.22325 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.407087 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.434925 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0416538 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.187397 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.507154 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.293468 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),-0.334803 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.44434 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.112198 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.504578 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.317364 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.694684 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.40836 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.0953517 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.136324 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.406374 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.0861654 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.0769366 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.429776 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),0.123374 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),0.345848 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),-0.141226 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),-0.0710797 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.0861159 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),0.0364879 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.06226 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.2628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.262419 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0294081 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.442923 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0205098 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.406762 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.227596 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.576623 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.154251 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.0406795 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.456232 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.379608 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.460451 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.289225 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.245664 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.399452 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.129925 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.60521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.883528 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.174062 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.333985 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.139346 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.552543 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.107999 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.15579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.377004 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.311582 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.447772 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.273462 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.478672 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.718322 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.34872 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.649048 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.867538 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.364245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.750816 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.512348 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.975432 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.0315 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.540654 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.220747 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.642616 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.242262 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.325034 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.206388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-1.05414 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.357672 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.743113 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.305292 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.178706 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.164527 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.209949 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.413146 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.271739 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.310512 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.285536 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.0847418 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-1.15057 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),0.798529 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),0.244037 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.448016 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.0888961 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.0892164 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.188114 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.902306 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.734049 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.960834 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.488464 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),-0.677259 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.57694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.686537 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.04558 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.14215 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-1.05517 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.58169 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.45188 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.15707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.288921 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.454727 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.602532 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.799291 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.527829 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.812359 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.19878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.252213 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.148437 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.578119 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.761178 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.506156 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.115706 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0884521 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0285793 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.413283 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.36665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,17),-0.0585496 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.243756 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.36645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.620596 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0283543 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.409754 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.868428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),1.30577 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.584832 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.516504 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.631807 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.138195 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.454855 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.665102 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.442947 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.387675 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.805516 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.896754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),1.08323 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),-0.0509139 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.376895 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.508875 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.337907 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),-0.118311 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.788764 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.783009 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.617306 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.870769 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-1.20832 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.45198 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.0757191 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.209399 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.40781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,17),-0.50792 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.00342895 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.0158812 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.103415 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.48115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.898739 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.970541 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.927034 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-1.1648 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.02844 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.767544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.0780978 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.505286 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.106454 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.291483 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.838263 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.856736 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.688381 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.710898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),-0.259912 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.279077 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.0450807 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.515421 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.33564 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.109979 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.48196 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.66363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,28),-0.530065 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.790048 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-1.1532 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-1.0803 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-1.21482 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-1.3877 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),1.12781 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.484362 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-1.19579 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.238702 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.720191 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.551459 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),-0.110216 # DEPENDENCYPART_GRANDPAR
(28,21),(21,24),-0.407788 # DEPENDENCYPART_GRANDPAR
(28,21),(21,25),-0.245483 # DEPENDENCYPART_GRANDPAR
(28,21),(21,28),-1.40701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,21),(21,29),-0.849435 # DEPENDENCYPART_GRANDPAR
(28,22),(22,25),-0.414306 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-1.0619 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.28715 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.802419 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.316412 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.16035 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-1.49851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,26),-0.23406 # DEPENDENCYPART_GRANDPAR
