# _root_ He received $ 724,579 for the shares , according to insider filings with the Securities and Exchange Commission .
#goldHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
#predictedHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
(6,5),(16,4),0.0877282 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0639009 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0646061 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0615423 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0761453 # DEPENDENCYPART_HEADBIGRAM
(6,8),(12,7),0.0812182 # DEPENDENCYPART_HEADBIGRAM
(6,8),(16,7),0.0867045 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.054767 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0570209 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0570344 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0570587 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0862477 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0789116 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.0193346 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.0806007 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.0791661 # DEPENDENCYPART_HEADBIGRAM
(6,9),(16,8),0.078879 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.0835909 # DEPENDENCYPART_HEADBIGRAM
(7,2),(16,1),0.0846285 # DEPENDENCYPART_HEADBIGRAM
(7,3),(0,2),-0.115682 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.10317 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.0907106 # DEPENDENCYPART_HEADBIGRAM
(7,3),(9,2),0.0789871 # DEPENDENCYPART_HEADBIGRAM
(7,3),(16,2),0.0744114 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.0999986 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.115991 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.156117 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.116568 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0123963 # DEPENDENCYPART_HEADBIGRAM
(7,4),(11,3),0.0708632 # DEPENDENCYPART_HEADBIGRAM
(7,4),(16,3),0.0525219 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.100572 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.106059 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.120974 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0373919 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0848661 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.092264 # DEPENDENCYPART_HEADBIGRAM
(7,5),(12,4),0.0913049 # DEPENDENCYPART_HEADBIGRAM
(7,5),(16,4),0.0820151 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.0811517 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.099133 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.0985949 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.0953605 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.115929 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0384349 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.168602 # DEPENDENCYPART_HEADBIGRAM
(7,6),(12,5),0.159644 # DEPENDENCYPART_HEADBIGRAM
(7,6),(16,5),0.187375 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),0.020312 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0535335 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0520434 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.0511588 # DEPENDENCYPART_HEADBIGRAM
(7,8),(12,7),0.168129 # DEPENDENCYPART_HEADBIGRAM
(7,8),(16,7),0.343215 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),0.0102261 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0626635 # DEPENDENCYPART_HEADBIGRAM
(7,9),(4,8),-0.0596883 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0754113 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.062753 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0882794 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),-0.00073875 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0779796 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.0612899 # DEPENDENCYPART_HEADBIGRAM
(7,9),(16,8),0.0549641 # DEPENDENCYPART_HEADBIGRAM
(7,10),(0,9),-0.0787578 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0546951 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.061717 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0586104 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0622795 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0586032 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0923716 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.0939081 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.0703697 # DEPENDENCYPART_HEADBIGRAM
(7,10),(16,9),0.0696933 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.107337 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.12207 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.281316 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.0667503 # DEPENDENCYPART_HEADBIGRAM
(7,12),(16,11),0.041483 # DEPENDENCYPART_HEADBIGRAM
(7,12),(18,11),0.0842766 # DEPENDENCYPART_HEADBIGRAM
(7,13),(2,12),0.00637835 # DEPENDENCYPART_HEADBIGRAM
(7,13),(5,12),-0.0244781 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0535605 # DEPENDENCYPART_HEADBIGRAM
(7,13),(9,12),0.0891083 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.180903 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.112182 # DEPENDENCYPART_HEADBIGRAM
(7,13),(13,12),0.075068 # DEPENDENCYPART_HEADBIGRAM
(7,13),(16,12),0.0740406 # DEPENDENCYPART_HEADBIGRAM
(7,13),(18,12),0.0448617 # DEPENDENCYPART_HEADBIGRAM
(7,16),(9,15),0.0904146 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.154073 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.112435 # DEPENDENCYPART_HEADBIGRAM
(7,16),(12,15),0.104688 # DEPENDENCYPART_HEADBIGRAM
(7,16),(13,15),0.311755 # DEPENDENCYPART_HEADBIGRAM
(7,16),(16,15),0.133042 # DEPENDENCYPART_HEADBIGRAM
(7,16),(18,15),0.0593169 # DEPENDENCYPART_HEADBIGRAM
(7,19),(4,18),-0.0617374 # DEPENDENCYPART_HEADBIGRAM
(7,19),(5,18),-0.0729024 # DEPENDENCYPART_HEADBIGRAM
(7,19),(11,18),0.129825 # DEPENDENCYPART_HEADBIGRAM
(7,19),(12,18),0.126978 # DEPENDENCYPART_HEADBIGRAM
(7,19),(13,18),0.14629 # DEPENDENCYPART_HEADBIGRAM
(7,19),(15,18),0.112491 # DEPENDENCYPART_HEADBIGRAM
(7,19),(16,18),0.162412 # DEPENDENCYPART_HEADBIGRAM
(7,19),(17,18),0.186757 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0523169 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0614244 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0606078 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0611901 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0532385 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0894122 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0184668 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0809372 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.0596602 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.0610182 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),-0.0450224 # DEPENDENCYPART_HEADBIGRAM
(9,2),(16,1),0.0691359 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.10758 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.0981209 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.119593 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.112653 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.110088 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.0859374 # DEPENDENCYPART_HEADBIGRAM
(9,5),(12,4),0.0884909 # DEPENDENCYPART_HEADBIGRAM
(9,5),(16,4),0.0900411 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.105513 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.124684 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.139644 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),0.00689962 # DEPENDENCYPART_HEADBIGRAM
(9,7),(12,6),-0.0343201 # DEPENDENCYPART_HEADBIGRAM
(9,7),(16,6),0.0735987 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),0.01069 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.0500891 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),0.166567 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.0174932 # DEPENDENCYPART_HEADBIGRAM
(9,8),(12,7),0.00633897 # DEPENDENCYPART_HEADBIGRAM
(9,8),(16,7),0.0161321 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.071129 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),0.0671493 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0628125 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0495967 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0574682 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0469928 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.054272 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0627954 # DEPENDENCYPART_HEADBIGRAM
(9,10),(12,9),0.05678 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.0814955 # DEPENDENCYPART_HEADBIGRAM
(9,11),(0,10),-0.0588986 # DEPENDENCYPART_HEADBIGRAM
(9,11),(2,10),-0.0691148 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.065979 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.068292 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0337007 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.152947 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.0725635 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0780674 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.0794022 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.155467 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.155062 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.270468 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.0765606 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.0119618 # DEPENDENCYPART_HEADBIGRAM
(9,12),(18,11),0.0770078 # DEPENDENCYPART_HEADBIGRAM
(9,13),(2,12),-0.0299914 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),-0.0625418 # DEPENDENCYPART_HEADBIGRAM
(9,13),(7,12),-0.107406 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.214374 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.220704 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.052591 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.179222 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),-0.0282308 # DEPENDENCYPART_HEADBIGRAM
(9,13),(18,12),-0.0273803 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0223968 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.0161583 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0669046 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.167899 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.0868549 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),-0.0130106 # DEPENDENCYPART_HEADBIGRAM
(9,15),(18,14),-0.0129223 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.0312416 # DEPENDENCYPART_HEADBIGRAM
(9,16),(10,15),0.0859415 # DEPENDENCYPART_HEADBIGRAM
(9,16),(11,15),0.10936 # DEPENDENCYPART_HEADBIGRAM
(9,16),(12,15),0.0808972 # DEPENDENCYPART_HEADBIGRAM
(9,16),(13,15),0.240958 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.159492 # DEPENDENCYPART_HEADBIGRAM
(9,16),(18,15),0.044486 # DEPENDENCYPART_HEADBIGRAM
(9,19),(4,18),-0.0369248 # DEPENDENCYPART_HEADBIGRAM
(9,19),(5,18),-0.0367257 # DEPENDENCYPART_HEADBIGRAM
(9,19),(11,18),0.0722275 # DEPENDENCYPART_HEADBIGRAM
(9,19),(12,18),0.118138 # DEPENDENCYPART_HEADBIGRAM
(9,19),(13,18),0.095386 # DEPENDENCYPART_HEADBIGRAM
(9,19),(15,18),0.0764631 # DEPENDENCYPART_HEADBIGRAM
(9,19),(16,18),0.276378 # DEPENDENCYPART_HEADBIGRAM
(9,19),(17,18),0.0592668 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.0348441 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.0340759 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.0219289 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.121545 # DEPENDENCYPART_HEADBIGRAM
(10,8),(12,7),0.0993486 # DEPENDENCYPART_HEADBIGRAM
(10,8),(16,7),0.0865402 # DEPENDENCYPART_HEADBIGRAM
(10,11),(0,10),-0.0333181 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),0.0198194 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0161064 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),0.00345312 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),0.0643633 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.00206057 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0838869 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.0914065 # DEPENDENCYPART_HEADBIGRAM
(10,11),(16,10),0.0554673 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0729927 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),-0.000357133 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.23793 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0624773 # DEPENDENCYPART_HEADBIGRAM
(10,12),(16,11),0.102656 # DEPENDENCYPART_HEADBIGRAM
(10,12),(18,11),0.0781116 # DEPENDENCYPART_HEADBIGRAM
(10,13),(2,12),-0.0551003 # DEPENDENCYPART_HEADBIGRAM
(10,13),(5,12),-0.0628408 # DEPENDENCYPART_HEADBIGRAM
(10,13),(7,12),-0.0343022 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0362885 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.107536 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.157692 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.124871 # DEPENDENCYPART_HEADBIGRAM
(10,13),(16,12),0.0499273 # DEPENDENCYPART_HEADBIGRAM
(10,13),(18,12),0.0745199 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0828954 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.0635848 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.0734299 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.0635984 # DEPENDENCYPART_HEADBIGRAM
(10,15),(16,14),0.0765905 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0483184 # DEPENDENCYPART_HEADBIGRAM
(10,15),(18,14),0.0483184 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0792665 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.0592521 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.115408 # DEPENDENCYPART_HEADBIGRAM
(10,16),(12,15),0.114448 # DEPENDENCYPART_HEADBIGRAM
(10,16),(13,15),0.253454 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.236639 # DEPENDENCYPART_HEADBIGRAM
(10,16),(18,15),0.0635557 # DEPENDENCYPART_HEADBIGRAM
(10,17),(0,16),-0.0657959 # DEPENDENCYPART_HEADBIGRAM
(10,17),(2,16),-0.0694947 # DEPENDENCYPART_HEADBIGRAM
(10,17),(4,16),-0.0595821 # DEPENDENCYPART_HEADBIGRAM
(10,17),(5,16),-0.0595853 # DEPENDENCYPART_HEADBIGRAM
(10,17),(7,16),-0.0506614 # DEPENDENCYPART_HEADBIGRAM
(10,17),(9,16),-0.0605189 # DEPENDENCYPART_HEADBIGRAM
(10,17),(10,16),0.0909684 # DEPENDENCYPART_HEADBIGRAM
(10,17),(12,16),0.0943573 # DEPENDENCYPART_HEADBIGRAM
(10,17),(13,16),0.0944434 # DEPENDENCYPART_HEADBIGRAM
(10,17),(18,16),0.0809565 # DEPENDENCYPART_HEADBIGRAM
(10,19),(4,18),-0.0620527 # DEPENDENCYPART_HEADBIGRAM
(10,19),(5,18),-0.0639212 # DEPENDENCYPART_HEADBIGRAM
(10,19),(11,18),0.102743 # DEPENDENCYPART_HEADBIGRAM
(10,19),(12,18),0.102734 # DEPENDENCYPART_HEADBIGRAM
(10,19),(13,18),0.0920753 # DEPENDENCYPART_HEADBIGRAM
(10,19),(15,18),0.0957557 # DEPENDENCYPART_HEADBIGRAM
(10,19),(16,18),0.10728 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.107345 # DEPENDENCYPART_HEADBIGRAM
(11,3),(0,2),-0.122986 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.110475 # DEPENDENCYPART_HEADBIGRAM
(11,3),(7,2),-0.10976 # DEPENDENCYPART_HEADBIGRAM
(11,3),(9,2),-0.11194 # DEPENDENCYPART_HEADBIGRAM
(11,3),(16,2),0.0751046 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.0998517 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.115322 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.181643 # DEPENDENCYPART_HEADBIGRAM
(11,4),(5,3),-0.116546 # DEPENDENCYPART_HEADBIGRAM
(11,4),(7,3),-0.115869 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.00916268 # DEPENDENCYPART_HEADBIGRAM
(11,4),(16,3),0.0525817 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.152539 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.107839 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.124871 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.151799 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.159101 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.151782 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.0380398 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.025079 # DEPENDENCYPART_HEADBIGRAM
(11,10),(12,9),0.0694321 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.0689245 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.123558 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.152814 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.0785861 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0999916 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.0395228 # DEPENDENCYPART_HEADBIGRAM
(11,12),(18,11),0.134897 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0320938 # DEPENDENCYPART_HEADBIGRAM
(11,13),(5,12),-0.0633838 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0757193 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.028079 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.042688 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0153829 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.0588578 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.0781791 # DEPENDENCYPART_HEADBIGRAM
(11,13),(18,12),0.0467214 # DEPENDENCYPART_HEADBIGRAM
(11,14),(2,13),-0.042509 # DEPENDENCYPART_HEADBIGRAM
(11,14),(3,13),-0.0723691 # DEPENDENCYPART_HEADBIGRAM
(11,14),(4,13),-0.0707993 # DEPENDENCYPART_HEADBIGRAM
(11,14),(5,13),-0.073632 # DEPENDENCYPART_HEADBIGRAM
(11,14),(7,13),-0.00722433 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0690576 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0666261 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0656994 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.161555 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.110743 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.0758742 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0801008 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.065678 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.0409207 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.090975 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.0541645 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.0533743 # DEPENDENCYPART_HEADBIGRAM
(11,18),(10,17),-0.0836098 # DEPENDENCYPART_HEADBIGRAM
(11,18),(12,17),0.102763 # DEPENDENCYPART_HEADBIGRAM
(11,18),(13,17),0.0954673 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),-0.00726779 # DEPENDENCYPART_HEADBIGRAM
(11,18),(18,17),0.166101 # DEPENDENCYPART_HEADBIGRAM
(11,19),(4,18),-0.0655453 # DEPENDENCYPART_HEADBIGRAM
(11,19),(5,18),-0.0759369 # DEPENDENCYPART_HEADBIGRAM
(11,19),(11,18),0.0994701 # DEPENDENCYPART_HEADBIGRAM
(11,19),(12,18),0.108701 # DEPENDENCYPART_HEADBIGRAM
(11,19),(13,18),0.139864 # DEPENDENCYPART_HEADBIGRAM
(11,19),(15,18),0.104567 # DEPENDENCYPART_HEADBIGRAM
(11,19),(16,18),0.0931115 # DEPENDENCYPART_HEADBIGRAM
(11,19),(17,18),0.117449 # DEPENDENCYPART_HEADBIGRAM
(12,4),(0,3),-0.0998517 # DEPENDENCYPART_HEADBIGRAM
(12,4),(2,3),-0.115322 # DEPENDENCYPART_HEADBIGRAM
(12,4),(4,3),-0.181643 # DEPENDENCYPART_HEADBIGRAM
(12,4),(5,3),-0.116546 # DEPENDENCYPART_HEADBIGRAM
(12,4),(7,3),-0.115869 # DEPENDENCYPART_HEADBIGRAM
(12,4),(11,3),-0.115869 # DEPENDENCYPART_HEADBIGRAM
(12,4),(16,3),0.0525817 # DEPENDENCYPART_HEADBIGRAM
(12,5),(0,4),-0.0991397 # DEPENDENCYPART_HEADBIGRAM
(12,5),(2,4),-0.10708 # DEPENDENCYPART_HEADBIGRAM
(12,5),(3,4),-0.121976 # DEPENDENCYPART_HEADBIGRAM
(12,5),(5,4),-0.0580625 # DEPENDENCYPART_HEADBIGRAM
(12,5),(7,4),-0.102138 # DEPENDENCYPART_HEADBIGRAM
(12,5),(11,4),-0.100997 # DEPENDENCYPART_HEADBIGRAM
(12,5),(12,4),0.0885519 # DEPENDENCYPART_HEADBIGRAM
(12,5),(16,4),0.082017 # DEPENDENCYPART_HEADBIGRAM
(12,6),(1,5),-0.106718 # DEPENDENCYPART_HEADBIGRAM
(12,6),(2,5),-0.10961 # DEPENDENCYPART_HEADBIGRAM
(12,6),(3,5),-0.1165 # DEPENDENCYPART_HEADBIGRAM
(12,6),(4,5),-0.115036 # DEPENDENCYPART_HEADBIGRAM
(12,6),(6,5),-0.113632 # DEPENDENCYPART_HEADBIGRAM
(12,6),(7,5),-0.064785 # DEPENDENCYPART_HEADBIGRAM
(12,6),(9,5),-0.126449 # DEPENDENCYPART_HEADBIGRAM
(12,6),(12,5),0.0440248 # DEPENDENCYPART_HEADBIGRAM
(12,6),(16,5),0.14143 # DEPENDENCYPART_HEADBIGRAM
(12,7),(3,6),-0.100702 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.0935356 # DEPENDENCYPART_HEADBIGRAM
(12,7),(5,6),-0.107107 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),0.0077178 # DEPENDENCYPART_HEADBIGRAM
(12,7),(12,6),0.0732511 # DEPENDENCYPART_HEADBIGRAM
(12,7),(16,6),0.166423 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.179301 # DEPENDENCYPART_HEADBIGRAM
(12,8),(3,7),-0.136595 # DEPENDENCYPART_HEADBIGRAM
(12,8),(5,7),-0.0760146 # DEPENDENCYPART_HEADBIGRAM
(12,8),(9,7),-0.137774 # DEPENDENCYPART_HEADBIGRAM
(12,8),(12,7),0.226588 # DEPENDENCYPART_HEADBIGRAM
(12,8),(16,7),0.123616 # DEPENDENCYPART_HEADBIGRAM
(12,9),(2,8),-0.0861211 # DEPENDENCYPART_HEADBIGRAM
(12,9),(3,8),-0.100464 # DEPENDENCYPART_HEADBIGRAM
(12,9),(4,8),-0.09785 # DEPENDENCYPART_HEADBIGRAM
(12,9),(5,8),-0.113353 # DEPENDENCYPART_HEADBIGRAM
(12,9),(6,8),-0.122638 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.129064 # DEPENDENCYPART_HEADBIGRAM
(12,9),(9,8),-0.141564 # DEPENDENCYPART_HEADBIGRAM
