# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(3,3),(3,14),(3,22),-0.0606475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,23),-0.21973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,25),-0.200611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,26),-0.685724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,17),-0.162649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,19),-0.144441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,22),-0.148965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,23),-0.10681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,25),-0.0612521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,26),-0.113485 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,19),-0.179316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,22),-0.183566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,23),-0.0748073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,25),-0.165094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,26),-0.171418 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,22),-0.12589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,23),-0.078792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,25),-0.116276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,26),-0.127292 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,22),(3,23),-0.0800749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,25),-0.119303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,26),-0.12641 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,23),(3,25),-0.164764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,23),(3,26),-0.155187 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,25),(3,26),-0.221747 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0732866 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),0.0519818 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),0.0519789 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0359108 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),0.0519947 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),0.0519818 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),0.0516756 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),0.518599 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0354381 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.078858 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),0.0519909 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),0.0519837 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,23),-0.0767559 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,25),-0.139916 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,26),-0.175703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),0.00978552 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),0.0097719 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0251762 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),0.00979839 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),0.00978552 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),0.009495 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),0.369679 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),0.0225395 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.052201 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),0.00979468 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),0.00978197 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,23),-0.050098 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,25),-0.105166 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,26),-0.067094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.082598 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0626494 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0825822 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0825951 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0828856 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),0.50731 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0581925 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.033527 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.0825859 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,23),-0.0320289 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,26),-0.098735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0626494 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0825822 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.0825951 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0828856 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),0.506782 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0581925 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.033524 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.0825859 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,23),-0.0320259 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,25),-0.240192 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,26),-0.102089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0220557 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.0220686 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0223591 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),0.538604 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0540519 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.063615 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.0220594 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,22),-0.0220667 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,23),-0.061513 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,25),-0.10124 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,26),-0.102759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.0825951 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),-0.0828856 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),0.50731 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.0581925 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),-0.0335234 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0825859 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,23),-0.0320253 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,26),-0.0987032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.0828856 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),0.50731 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,15),-0.0581925 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.033527 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.0825859 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,23),-0.0320289 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,26),-0.098735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,14),0.500157 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,15),-0.0582641 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,17),-0.0335234 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.0825859 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,23),-0.0320253 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,26),-0.0926784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.0600499 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,17),-0.0901397 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.00027793 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,22),-0.000285179 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,23),-0.0880298 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,25),-0.135954 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,26),-0.229538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,17),-0.0207709 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.0200736 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,22),-0.0200809 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,23),-0.0186552 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,25),-0.0768649 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,26),-0.0701236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,19),0.0131577 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,22),0.013145 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,23),-0.0517994 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,25),-0.103043 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,26),-0.0741381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,22),-0.0825932 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,23),-0.0320253 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,26),-0.0987173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,22),(3,23),-0.0320253 # DEPENDENCYPART_TRISIBL
(3,4),(3,22),(3,25),-0.240184 # DEPENDENCYPART_TRISIBL
(3,4),(3,22),(3,26),-0.0987165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,23),(3,25),-0.101427 # DEPENDENCYPART_TRISIBL
(3,4),(3,23),(3,26),-0.0660008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,25),(3,26),-0.278178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0857052 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0853871 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0925167 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0852991 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0857052 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0853012 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0501957 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.0760805 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.062312 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0853238 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,22),-0.0854161 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,23),-0.0529494 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,25),-0.0623539 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,26),-0.130775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0663118 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.088051 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0661419 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.066954 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0661462 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0670599 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0628717 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.0573818 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0661914 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,22),-0.0662585 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,25),-0.0917505 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,26),-0.115973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.088051 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0620286 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0628408 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0620329 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0670599 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0629279 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.0573819 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0620781 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,22),-0.0621453 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,23),-0.0527531 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,25),-0.0917505 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,26),-0.115977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0756588 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),-0.0760648 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0756609 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0642967 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0641975 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,17),-0.0477029 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0756835 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,22),-0.0757754 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,23),-0.0430484 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,25),-0.0712758 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,26),-0.123599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.0663967 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0655888 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0670599 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.0628717 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,17),-0.0573818 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.065634 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,22),-0.0657012 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,25),-0.0917505 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,26),-0.115973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0661462 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0670599 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.0628717 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,17),-0.0573818 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0661914 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,22),-0.0662585 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,25),-0.0917505 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,26),-0.115973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.0670599 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.0628717 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,17),-0.0573818 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0656343 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.0657014 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,25),-0.0917623 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,26),-0.115993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),0.0410887 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,17),-0.0441439 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0736023 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,22),-0.0736942 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,23),-0.0394895 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,25),-0.0788054 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,26),-0.0359475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,17),-0.0446939 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.070464 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,22),-0.0705559 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,23),-0.0400767 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,25),-0.100684 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,26),-0.106772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,17),(3,19),-0.083591 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,22),-0.0836832 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,23),-0.0542486 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,25),-0.0521167 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,26),-0.125221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,22),-0.0657012 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,25),-0.0917516 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,26),-0.115973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,22),(3,23),-0.052753 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,25),-0.0917505 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,26),-0.11598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,23),(3,25),-0.0519784 # DEPENDENCYPART_TRISIBL
(3,5),(3,23),(3,26),-0.118859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,25),(3,26),-0.104622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0743597 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0905347 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0743251 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0743267 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0743463 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0537189 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.0937548 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.0915736 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0743255 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0744333 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.0923318 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.0910928 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,26),-0.0527788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0905359 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0743354 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.074337 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0743566 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.0537333 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.0937574 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0929589 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0743358 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.0744436 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.0937171 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,25),-0.0914178 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,26),-0.0530687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0667453 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0667471 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0667666 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.062989 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.119074 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.0826684 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0667457 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0668696 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.0833117 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,25),-0.116819 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,26),-0.11495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0743267 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0743463 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.0537177 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.0937548 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,17),-0.0915736 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0743255 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0744333 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.0923318 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,25),-0.0910928 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,26),-0.0518161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0743463 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0537189 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0937548 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.0915736 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.0743255 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.0744333 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,23),-0.0923318 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,25),-0.0910928 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,26),-0.0527788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,14),-0.0537179 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0937548 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,17),-0.0915736 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0743255 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.0744333 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,23),-0.0923318 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,25),-0.0910972 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,26),-0.0527528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.0197844 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,17),0.0124199 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),0.0486158 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,22),0.048508 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,23),0.0140208 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,25),-0.0786405 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,26),-0.218396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,17),-0.0495717 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.0573424 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,22),-0.0574502 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,23),-0.0487308 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,25),-0.102211 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,26),-0.0902397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
