# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(19,24),(24,27),-0.18525 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.317376 # DEPENDENCYPART_GRANDPAR
(19,26),(26,12),-1.64843 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-1.34075 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.590033 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.0459344 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.103574 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.159473 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.067058 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.488784 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.119771 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),0.223768 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.271256 # DEPENDENCYPART_GRANDPAR
(19,26),(26,34),-1.10502 # DEPENDENCYPART_GRANDPAR
(19,26),(26,35),-0.453208 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.783559 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.113729 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.40853 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),0.103868 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),0.314818 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.295933 # DEPENDENCYPART_GRANDPAR
(19,27),(27,35),-0.374102 # DEPENDENCYPART_GRANDPAR
(19,30),(30,20),0.602898 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.0186463 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),-0.457671 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),-0.118633 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),-0.270518 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),0.368276 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.152742 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),-0.320284 # DEPENDENCYPART_GRANDPAR
(19,30),(30,34),-1.05675 # DEPENDENCYPART_GRANDPAR
(19,30),(30,35),-0.386956 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),0.606444 # DEPENDENCYPART_GRANDPAR
(19,31),(31,33),-0.356408 # DEPENDENCYPART_GRANDPAR
(19,31),(31,34),-0.872663 # DEPENDENCYPART_GRANDPAR
(19,31),(31,35),-0.295077 # DEPENDENCYPART_GRANDPAR
(19,35),(35,30),0.274744 # DEPENDENCYPART_GRANDPAR
(19,35),(35,32),-0.491037 # DEPENDENCYPART_GRANDPAR
(19,35),(35,33),-0.286324 # DEPENDENCYPART_GRANDPAR
(19,35),(35,34),-0.625841 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.303035 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.424352 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.393881 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.00213735 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0868513 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.20475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,26),-0.476973 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.543398 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.683001 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.622101 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.404791 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0111575 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.248601 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.18463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,1),-0.208638 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.593925 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.566882 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.292023 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.368227 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.317444 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.195212 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.242979 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.539044 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.18714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.359652 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.373077 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.719233 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.552165 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.878529 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.3518 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.602169 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.461807 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-0.639105 # DEPENDENCYPART_GRANDPAR
(20,19),(19,35),-0.595659 # DEPENDENCYPART_GRANDPAR
(20,19),(19,36),-0.554563 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.823255 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.304597 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.640267 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.256543 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.672979 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.823266 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.136271 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.784226 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.641333 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.807989 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.406374 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.608764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),-0.02407 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.000172357 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.439571 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.304222 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.284131 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),0.121423 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.663997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),0.0417498 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.103929 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.590247 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.341708 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.354445 # DEPENDENCYPART_GRANDPAR
(20,26),(26,12),-1.02797 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.836103 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.680222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.0624181 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.00460225 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.125874 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0803448 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.158957 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.298436 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.0355476 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.341498 # DEPENDENCYPART_GRANDPAR
(20,26),(26,34),-0.459254 # DEPENDENCYPART_GRANDPAR
(20,26),(26,35),-0.168338 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.407811 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.241743 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.0611049 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.044786 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),0.163448 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.246882 # DEPENDENCYPART_GRANDPAR
(20,27),(27,35),0.0678322 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.664351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,24),-0.138919 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.124735 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),0.0513827 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),0.265561 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),0.0718166 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.265912 # DEPENDENCYPART_GRANDPAR
(20,30),(30,33),-0.302598 # DEPENDENCYPART_GRANDPAR
(20,30),(30,34),-0.453115 # DEPENDENCYPART_GRANDPAR
(20,30),(30,35),-0.135474 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),0.230019 # DEPENDENCYPART_GRANDPAR
(20,31),(31,33),-0.228683 # DEPENDENCYPART_GRANDPAR
(20,31),(31,34),-0.283832 # DEPENDENCYPART_GRANDPAR
(20,31),(31,35),0.0466397 # DEPENDENCYPART_GRANDPAR
(20,35),(35,30),-0.0528893 # DEPENDENCYPART_GRANDPAR
(20,35),(35,32),0.295673 # DEPENDENCYPART_GRANDPAR
(20,35),(35,33),-0.248319 # DEPENDENCYPART_GRANDPAR
(20,35),(35,34),-0.0327322 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.482422 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.353754 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.642936 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.344691 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.379672 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.31032 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.842367 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.13435 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.40668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.436023 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.307483 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.794381 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.549259 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.805452 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),-0.321382 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.260794 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.933839 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.51955 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.47034 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.535854 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-1.16287 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.1475 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.798776 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.29874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.296109 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.580209 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.407298 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.633959 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.391619 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.578039 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.557405 # DEPENDENCYPART_GRANDPAR
(21,26),(26,34),-1.10752 # DEPENDENCYPART_GRANDPAR
(21,26),(26,35),-0.551584 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.454888 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.748047 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.624834 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.362854 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.203115 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.310581 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-0.93711 # DEPENDENCYPART_GRANDPAR
(22,15),(15,27),-0.698586 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.431112 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.314564 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.58508 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.303674 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.333063 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.327868 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.2988 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.2959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.52361 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.826347 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.823495 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.966676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0416754 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.648711 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.291549 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.383458 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.306521 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.816551 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.915899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0876449 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.793001 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.346187 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.33578 # DEPENDENCYPART_GRANDPAR
(22,26),(26,12),-1.08838 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.14118 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.816536 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.860535 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.934262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.0882 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.0627077 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.33393 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.303609 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.343918 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.323156 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),-0.880355 # DEPENDENCYPART_GRANDPAR
(22,26),(26,35),-0.330561 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0518304 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.370453 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.15139 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0849132 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0954338 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.4675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),0.270822 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.850349 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.32314 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.909281 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.673893 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.946431 # DEPENDENCYPART_GRANDPAR
(23,20),(20,35),-0.880009 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.0100357 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.596002 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.247651 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.45781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.237541 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.836865 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.356418 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.23821 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.04558 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.734922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.722711 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.525308 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.442274 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-1.26987 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.39964 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.23841 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.0696 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.04573 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.704399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),1.19089 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.346249 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.378634 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.035588 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.349885 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-1.28436 # DEPENDENCYPART_GRANDPAR
(23,26),(26,35),-0.283477 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.23398 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.405933 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.537175 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.373197 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.1685 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.398359 # DEPENDENCYPART_GRANDPAR
(23,27),(27,35),-0.0666644 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-1.23828 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),1.21071 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.491825 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.586513 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),0.259688 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),0.275697 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.418772 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.562479 # DEPENDENCYPART_GRANDPAR
(23,30),(30,34),-1.40407 # DEPENDENCYPART_GRANDPAR
(23,30),(30,35),-0.401559 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-1.26338 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-1.26041 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.870575 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.712317 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.61981 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.714121 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-2.21371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-1.65384 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-1.05774 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-1.50049 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-1.44386 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-1.72287 # DEPENDENCYPART_GRANDPAR
(24,20),(20,35),-0.914559 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-1.12087 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-1.20677 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.791109 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.700212 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.20361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-1.59512 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-1.04764 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.839218 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.973834 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.29221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-1.60027 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.13654 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.4104 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-1.52439 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),-0.867707 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.440735 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.991771 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.651974 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-1.04625 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-1.14603 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.190531 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),-0.667536 # DEPENDENCYPART_GRANDPAR
(24,31),(31,33),-0.704341 # DEPENDENCYPART_GRANDPAR
(24,31),(31,34),-1.68909 # DEPENDENCYPART_GRANDPAR
(24,31),(31,35),-0.264104 # DEPENDENCYPART_GRANDPAR
(26,12),(12,15),-0.666906 # DEPENDENCYPART_GRANDPAR
(26,12),(12,18),-0.177096 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.368028 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.568935 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.477617 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),0.103167 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.376445 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),-0.0173148 # DEPENDENCYPART_GRANDPAR
(26,20),(20,15),-0.654593 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),-0.642212 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.555451 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.0198543 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),-0.0929313 # DEPENDENCYPART_GRANDPAR
(26,20),(20,23),-0.179837 # DEPENDENCYPART_GRANDPAR
(26,20),(20,24),-0.0100123 # DEPENDENCYPART_GRANDPAR
(26,20),(20,25),0.574337 # DEPENDENCYPART_GRANDPAR
(26,20),(20,26),-1.20443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,20),(20,27),-0.657772 # DEPENDENCYPART_GRANDPAR
(26,20),(20,30),-0.734402 # DEPENDENCYPART_GRANDPAR
(26,20),(20,31),-0.772305 # DEPENDENCYPART_GRANDPAR
(26,20),(20,35),-0.473645 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),-0.636991 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.653405 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.266094 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.19321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,15),-0.497103 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.55939 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.152018 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.179252 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.261634 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),0.719768 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.19422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,20),-0.265306 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.453981 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0610904 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.459238 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.28327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.567697 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.814978 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.144353 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.745029 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.0858209 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),1.05481 # DEPENDENCYPART_GRANDPAR
(26,24),(24,27),-0.640367 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-0.817729 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.307313 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.605786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.502583 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.242164 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.207093 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.13143 # DEPENDENCYPART_GRANDPAR
(26,27),(27,35),0.37889 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-0.784267 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.833717 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.383162 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.636399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,28),-0.312904 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.00664381 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.0851716 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.226336 # DEPENDENCYPART_GRANDPAR
(26,30),(30,34),-1.14507 # DEPENDENCYPART_GRANDPAR
(26,30),(30,35),0.303004 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),0.0221384 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.266164 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),-1.06818 # DEPENDENCYPART_GRANDPAR
(26,31),(31,35),0.274464 # DEPENDENCYPART_GRANDPAR
