# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(3,4),(3,10),(3,15),-0.060388 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,23),-0.0561294 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,24),-0.0735112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,23),-0.0654673 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,24),-0.0840822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,23),(3,24),-0.0830046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.158055 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.162473 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0404686 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0660279 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.0679896 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,23),-0.0923992 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,24),-0.0503919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.160635 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0404756 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0660279 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0680009 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,23),-0.0930491 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,24),-0.0574653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0405745 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0660279 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0679898 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,23),-0.0923992 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,24),-0.0570038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0765708 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0555735 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,23),-0.0792261 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,24),0.0289447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,15),-0.0465489 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,23),-0.0832835 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,24),-0.0810345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,23),-0.0826844 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,24),-0.0290056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,23),(3,24),-0.012977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.160447 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0422397 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0660276 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.0678178 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.0917622 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.0511909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0423386 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0660276 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.0678067 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.0911123 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,24),-0.0507294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0765706 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0554476 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.0782805 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,24),0.0340422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,15),-0.046425 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.0823407 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,24),-0.0762357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,23),-0.0817417 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,24),-0.0241997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,23),(3,24),-0.0120908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0365837 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.066027 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.0683559 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,23),-0.0914473 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.0826995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.07657 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0559968 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.0771649 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,24),-0.0134106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,15),-0.0469742 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.0824429 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.10505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,23),-0.0825393 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,24),-0.0515444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,23),(3,24),-0.04534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.07657 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,15),-0.0557121 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,23),-0.0755113 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,24),0.0302883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,15),-0.0466895 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,23),-0.0794403 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.0802948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,15),(3,23),-0.0796016 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,24),-0.0283824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,23),(3,24),-0.0210044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,15),-0.0568335 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.0666294 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,24),-0.127144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,23),-0.0295175 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,24),-0.172071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,23),(3,24),-0.118601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,23),-0.100224 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,24),-0.103149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,23),(3,24),-0.108586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,23),(3,24),-0.168935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.106012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0796773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.157755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.118891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,9),-0.0904803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.157763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),-0.131068 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,11),-0.204074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,24),-0.120827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,24),-0.128822 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,9),-0.0523338 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0429108 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.112747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,11),-0.0401976 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,24),-0.10525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,24),-0.140932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,11),-0.0401976 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.157316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,24),-0.174037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,24),-0.113958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,-1),-0.196305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.1035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0903195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.157764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,24),-0.130043 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.0780531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.157756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,24),-0.133218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,11),-0.204075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,24),-0.126953 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,24),-0.12613 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0466719 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0429108 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,24),-0.150306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,11),-0.0401976 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,24),-0.159409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,24),-0.176136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,11),-0.0401976 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,24),-0.11479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,24),-0.151698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,24),-0.113973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.135221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.0739644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,-1),-0.139843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,-1),-0.0386529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0802453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.141965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.157912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0796553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.141965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,24),-0.124755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.205728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.204372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.1566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.205728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,24),-0.101653 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.189128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.172463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,16),-0.157826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,24),-0.141003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,13),-0.175642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,16),-0.155454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,24),-0.117223 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,16),-0.142083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,24),-0.060998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,24),-0.141003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0611723 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0401976 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0883852 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0611723 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,24),-0.113071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0421858 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0448118 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,16),-0.0577545 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,24),-0.107927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,13),-0.0626245 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.0559969 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,24),-0.150015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,16),-0.0525483 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.105974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,24),-0.107927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0817459 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0408582 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,16),-0.0556754 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,24),-0.152586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,13),-0.0399308 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.0548371 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.11322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,16),-0.057474 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0920469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,24),-0.152586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,13),-0.051716 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,16),-0.0763412 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,24),-0.172508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,16),-0.0752849 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,24),-0.161957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,24),-0.139518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,16),-0.0561775 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.10085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,24),-0.0984462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,24),-0.100128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.168741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.088756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.182989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.128254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.109667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,-1),-0.159277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),0.093104 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.0823903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,-1),-0.0759761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,-1),-0.0248604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.205729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.204274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.141011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.072782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0319246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.205729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.072782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.0938631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.0844945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),-0.177356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,24),-0.0992545 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.189187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.163736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.10054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0723327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.157826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.10054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.0999512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.111047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.165697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.142217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,13),-0.166915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.0442533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.039848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.155455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.0442533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.0688496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.0675642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,23),-0.130525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,24),-0.117805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.12543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.0234659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.142083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.12543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.0793651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,21),-0.0477566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.11617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,24),-0.064503 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.0789448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.223003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.278016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.244552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,21),-0.0915528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,23),-0.227971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,24),-0.732046 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0926316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.116047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.0585174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,21),-0.0472349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,23),-0.163027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,24),-0.107556 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,18),-0.10054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),-0.0999512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,21),-0.111047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,23),-0.165697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),-0.142217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.244552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,21),-0.0915528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,23),-0.227971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,24),-0.732046 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,21),-0.0821785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,23),-0.162865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,24),-0.142234 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,23),-0.0873128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,21),(8,24),-0.136677 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,23),(8,24),-0.199537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0817457 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0407769 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0242416 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0610239 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0556754 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.0242416 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.0439121 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.0962419 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,23),-0.0848492 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,24),-0.149851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,13),-0.0398494 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.0194857 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0616125 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.0548371 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0194857 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.036235 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.0969171 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,23),-0.08394 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,24),-0.110328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.041773 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.0731111 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.057474 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.041773 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0665441 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,21),-0.0955133 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,23),-0.0693756 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,24),-0.0866252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.0228314 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,16),-0.0450982 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.0382032 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),0.0505219 # DEPENDENCYPART_TRISIBL
