# _root_ Institutional building , such as hospitals and schools , eased in September following a surge in August .
#goldHeads=10,1,1,5,1,7,5,7,1,0,10,11,10,15,13,15,16,10,
#predictedHeads=10,10,2,5,2,7,5,7,10,0,10,11,10,15,13,15,16,10,
(4,4),(4,8),(4,15),-0.141944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),-0.135822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),-0.171091 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0961092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.184721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.173688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),-0.139765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,19),-0.307205 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.0387722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.10757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),-0.0329845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.121015 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,15),-0.101697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.164226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,19),-0.168409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,18),-0.134995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.166865 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,19),-0.234027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0908602 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0602844 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0412531 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0786376 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0982358 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.0602884 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.0515349 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),-0.0419263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0563462 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0699577 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0925643 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0978888 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0563502 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.0752718 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,19),-0.102877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0412531 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0786376 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0982365 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0602884 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,18),-0.0515349 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,19),-0.0419214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0358316 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0659852 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),0.0113576 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,18),-0.0324528 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,19),-0.143374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0877767 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.0548115 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,18),-0.0494773 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,19),-0.0833727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,15),-0.048742 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,18),-0.0369425 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,19),-0.0942769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,18),-0.0515351 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,19),-0.0441734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,18),(4,19),-0.0806329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.100777 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.0450975 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.0819679 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0333011 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,15),-0.100601 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.0754435 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,19),-0.137161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0444933 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0747469 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.0301581 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0933802 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,18),-0.0879537 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,19),-0.0923132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.0596735 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0358229 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.0997853 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,18),-0.108845 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,19),-0.0782822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0572156 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.0865436 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,18),-0.0781591 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,19),-0.0805378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,15),-0.0889353 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,18),-0.0899064 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,19),-0.0569404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,18),-0.0879536 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,19),-0.092497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,18),(4,19),-0.0916824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),-0.0751234 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,10),-0.0562944 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0376389 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,15),-0.0862847 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,18),-0.0761094 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,19),-0.132488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),-0.0324178 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),0.00193302 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,15),-0.0910394 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,18),-0.0730485 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,19),-0.110083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0272221 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,15),-0.0837002 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,18),-0.0754317 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,19),-0.1246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,15),-0.0750549 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,18),-0.0699159 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,19),-0.113096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,15),(4,18),-0.0761094 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,19),-0.132488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,18),(4,19),-0.0765951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),-0.0597246 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.035838 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,15),-0.100743 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,18),-0.10883 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,19),-0.0799607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.0572307 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,15),-0.087298 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,18),-0.0786131 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,19),-0.0819111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,15),-0.0902291 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,18),-0.0898917 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,19),-0.0566192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,18),-0.0874551 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,19),-0.0945992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,18),(4,19),-0.093479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),-0.0422877 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,15),-0.0600877 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,18),-0.0496734 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,19),-0.0810912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,15),-0.0518938 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,18),-0.0759145 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,19),-0.139216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,15),(4,18),-0.127572 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,19),-0.0831238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,18),(4,19),-0.192525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,15),-0.059322 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,18),0.00865635 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,19),-0.0533928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,15),(4,18),-0.0250786 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,19),-0.102307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,18),(4,19),-0.0222652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,15),(4,18),-0.0569097 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,19),-0.0518486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,18),(4,19),-0.0984038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,18),(4,19),-0.0911131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,1),-0.143021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.37965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.136567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.0991435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.196556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.101073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),0.056302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.123434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),0.0613598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.113251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),0.0613598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),0.0885424 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0919187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),0.0546625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0844303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0813534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.079378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.0813534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),0.108763 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),0.0561935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.123969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),0.0618381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.113786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),0.0618381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),0.100939 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.120102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.186913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.117897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.186913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.339886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0165949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,13),-0.116165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.0165949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.019803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,13),-0.133985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.157079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,19),-0.156637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,16),-0.0118142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,19),-0.0186975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,19),-0.156637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.150577 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0410182 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0651239 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0390776 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.0638578 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0390776 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,19),-0.190296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0430319 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.0598305 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0392633 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.0577114 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.0392633 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.0924519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0111125 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0533031 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.00989261 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0533031 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,19),-0.0171237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0621701 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,13),-0.0648919 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.0621701 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,19),-0.109274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,13),-0.0288631 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,16),-0.0363043 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,19),-0.0126266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,16),-0.0626692 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,19),-0.100753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,19),-0.0126266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0764432 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0559328 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0486642 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.0561907 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.0486642 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,19),-0.177024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0320098 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),0.011299 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0325256 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),0.011299 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,19),-0.104361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0320367 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),-0.0595456 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0320367 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),-0.135311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,13),-0.0612988 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,16),-0.0206506 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,19),-0.137974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,16),-0.0320367 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,19),-0.135317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,19),-0.137974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0111637 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.0533183 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.00994379 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.0533183 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,19),-0.0188021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0621853 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.0649175 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0621853 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,19),-0.110647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,13),-0.0288887 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,16),-0.0363341 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,19),-0.0123053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,16),-0.0626843 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,19),-0.102126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,19),-0.0123053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0117721 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.0545746 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.0117721 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,19),-0.104473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,13),-0.0338218 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,16),-0.057292 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,19),-0.103076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,16),-0.0117749 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,19),-0.10458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,19),-0.103076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,13),-0.0965606 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,16),-0.0437594 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,19),-0.00445299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,16),-0.03195 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,19),-0.0840087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,19),-0.00445299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,13),(5,16),-0.062099 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,19),-0.0654326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,16),(5,19),-0.125763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,16),(5,19),-0.00557151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.131506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.0997541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.133944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.118018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.205449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,-1),-0.204262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0993581 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.19411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,-1),-0.110255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,-1),-0.111653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.16368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.105325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0728318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),-0.0709475 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.119111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.107658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.111989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.149334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,19),-0.680031 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,19),-0.0998839 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0797892 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.0607412 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,19),-0.149263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.0374428 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,19),0.000267909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,19),-0.101717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0996912 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,19),-0.037671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,19),-0.131752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,19),-0.0612894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.165022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),-0.0866114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.143247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.164029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.078091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.119018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.0882217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.132068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0565799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.183763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.278822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.399313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
