# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(19,13),(19,12),(19,-1),-0.229908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,11),(19,7),-0.179338 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,6),-0.190217 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,5),-0.10791 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,3),-0.0381138 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,-1),-0.0684811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,7),(19,6),-0.190041 # DEPENDENCYPART_TRISIBL
(19,13),(19,7),(19,5),-0.0985051 # DEPENDENCYPART_TRISIBL
(19,13),(19,7),(19,3),-0.0361481 # DEPENDENCYPART_TRISIBL
(19,13),(19,7),(19,-1),-0.133174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,6),(19,5),-0.0985167 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,3),-0.0363761 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,-1),-0.136188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,5),(19,3),-0.0413862 # DEPENDENCYPART_TRISIBL
(19,13),(19,5),(19,-1),-0.000431989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,3),(19,-1),-0.229908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,11),(19,7),-0.116274 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,6),-0.121108 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,5),-0.0232498 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,3),0.0784141 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,-1),-0.0202905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,7),(19,6),-0.114001 # DEPENDENCYPART_TRISIBL
(19,12),(19,7),(19,5),-0.117348 # DEPENDENCYPART_TRISIBL
(19,12),(19,7),(19,3),0.316724 # DEPENDENCYPART_TRISIBL
(19,12),(19,7),(19,-1),-0.0159431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,6),(19,5),-0.121601 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,3),0.31096 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,-1),-0.0118506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,5),(19,3),0.465145 # DEPENDENCYPART_TRISIBL
(19,12),(19,5),(19,-1),-0.0557266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,3),(19,-1),-0.171476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,7),(19,6),-0.123336 # DEPENDENCYPART_TRISIBL
(19,11),(19,7),(19,5),-0.0364771 # DEPENDENCYPART_TRISIBL
(19,11),(19,7),(19,3),-0.0407631 # DEPENDENCYPART_TRISIBL
(19,11),(19,7),(19,-1),-0.0697936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,6),(19,5),-0.038128 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,3),-0.040839 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,-1),-0.0630111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,5),(19,3),-0.0618874 # DEPENDENCYPART_TRISIBL
(19,11),(19,5),(19,-1),-0.0124386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,3),(19,-1),-0.174855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,7),(19,6),(19,5),-0.098379 # DEPENDENCYPART_TRISIBL
(19,7),(19,6),(19,3),-0.0410358 # DEPENDENCYPART_TRISIBL
(19,7),(19,6),(19,-1),-0.143158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,7),(19,5),(19,3),-0.0441041 # DEPENDENCYPART_TRISIBL
(19,7),(19,5),(19,-1),-0.0279996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,7),(19,3),(19,-1),-0.238023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,5),(19,3),-0.0330692 # DEPENDENCYPART_TRISIBL
(19,6),(19,5),(19,-1),-0.029436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,6),(19,3),(19,-1),-0.24139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,5),(19,3),(19,-1),-0.260827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.00960272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.0470981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.0503255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.037236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,30),0.0175903 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,24),-0.0291177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.0511459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),-0.0138796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,30),-0.166479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),0.0246571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,28),-0.126939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,30),0.206899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,25),(20,28),-0.0679786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,30),-0.107746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,28),(20,30),0.22948 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,24),-0.0555125 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0673802 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,28),-0.0554502 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,30),-0.0312507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.0683583 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,28),-0.0675479 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,30),-0.0780455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,25),(20,28),-0.0601296 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,30),-0.0909338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,28),(20,30),-0.079925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.0645437 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,28),-0.0531579 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,30),-0.0150901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,25),(20,28),-0.0371766 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,30),-0.0937267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,28),(20,30),-0.0155836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,25),(20,28),-0.0819694 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,30),-0.0164853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,28),(20,30),-0.114912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,25),(20,28),(20,30),-0.080471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,24),-0.0593364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.0558945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.0349103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.0341422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,29),-0.125516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,30),-0.0664046 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),0.102571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),0.0130068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.0127441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,29),-0.0314526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,30),0.0182158 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.111588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,28),-0.0548557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,29),-0.121642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,30),-0.03914 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,28),-0.0244139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,29),0.0104195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,26),(21,30),0.0264938 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,28),(21,29),-0.0254164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,28),(21,30),0.0548562 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,29),(21,30),-0.153772 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,24),(21,25),-0.0934826 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.0188315 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.0701688 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,29),-0.0246887 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,30),0.0268844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.0600589 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,28),-0.00117182 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,29),-0.0557987 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,30),-0.0909444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,28),0.0354531 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,29),-0.0523371 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,30),-0.0526866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,28),(21,29),-0.0247224 # DEPENDENCYPART_TRISIBL
(21,22),(21,28),(21,30),0.0220082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,29),(21,30),-0.0344118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),-0.0486576 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,28),-0.114812 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,29),-0.0503835 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,30),-0.0385612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,28),-0.123457 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,29),-0.0522487 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,30),-0.0487393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,28),(21,29),-0.0750862 # DEPENDENCYPART_TRISIBL
(21,24),(21,28),(21,30),-0.0605625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,29),(21,30),-0.000540595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,26),(21,28),-0.0520564 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,29),-0.0607375 # DEPENDENCYPART_TRISIBL
(21,25),(21,26),(21,30),-0.0337298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,28),(21,29),-0.0332085 # DEPENDENCYPART_TRISIBL
(21,25),(21,28),(21,30),-0.0257451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,29),(21,30),-0.0105477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,28),(21,29),0.00555591 # DEPENDENCYPART_TRISIBL
(21,26),(21,28),(21,30),-0.0624986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,29),(21,30),0.0105948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,28),(21,29),(21,30),-0.0291174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.0401104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.144126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),0.0334186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.0715124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,13),-0.044378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,11),-0.0699718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,6),-0.0494717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.109743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.211772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),0.0596285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),0.00489091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,13),-0.142533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,11),0.00724934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,6),-0.153557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.0682386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),0.0240155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,16),-0.127104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,13),-0.106372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,11),-0.124176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,6),-0.104703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.0653431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,16),-0.108175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,13),-0.126169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,11),-0.105247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,6),-0.132178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),0.0923704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,13),-0.0194415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,11),-0.0586182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,6),-0.0246682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),-0.00178954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,13),(21,11),0.0205857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,6),-0.148721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,-1),-0.0577798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,11),(21,6),-0.0169155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,11),(21,-1),0.0165246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,6),(21,-1),-0.0550457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.0702271 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),-0.104022 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.133439 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,13),-0.150212 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,11),-0.134021 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,6),-0.149776 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.0361309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.109049 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,16),-0.129045 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,13),-0.149051 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,11),-0.129628 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,6),-0.148614 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.141353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,16),-0.129068 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,13),-0.1435 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,11),-0.129651 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,6),-0.143063 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.101166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,13),-0.160222 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,11),-0.136098 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,6),-0.159767 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,-1),-0.0126384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,13),(21,11),-0.134021 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,6),-0.149829 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,-1),-0.0368364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,11),(21,6),-0.159767 # DEPENDENCYPART_TRISIBL
(21,20),(21,11),(21,-1),-0.0160247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,6),(21,-1),-0.0368595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.0513421 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,16),-0.0925717 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,13),-0.192207 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,11),-0.0879009 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,6),-0.187542 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.135818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,16),-0.0843148 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,13),-0.181408 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,11),-0.079644 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,6),-0.177001 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,-1),-0.0417691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,13),-0.198711 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,11),-0.103484 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,6),-0.193212 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,-1),-0.0787114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,13),(21,11),-0.10182 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,6),-0.195553 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,-1),-0.134689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,11),(21,6),-0.193279 # DEPENDENCYPART_TRISIBL
(21,19),(21,11),(21,-1),-0.0811342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,6),(21,-1),-0.146083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,16),-0.0910172 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,13),-0.119466 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,11),-0.0910338 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,6),-0.1278 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.00142302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,13),-0.111765 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,11),-0.0953742 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,6),-0.119855 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.078591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,13),(21,11),-0.0938857 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,6),-0.124874 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,-1),-0.132226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,11),(21,6),-0.119855 # DEPENDENCYPART_TRISIBL
(21,18),(21,11),(21,-1),-0.078591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,6),(21,-1),-0.120661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,16),(21,13),-0.11159 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,11),-0.123822 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,6),-0.111524 # DEPENDENCYPART_TRISIBL
(21,17),(21,16),(21,-1),-0.160075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,13),(21,11),-0.129729 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,6),-0.111818 # DEPENDENCYPART_TRISIBL
(21,17),(21,13),(21,-1),-0.13659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,11),(21,6),-0.111524 # DEPENDENCYPART_TRISIBL
(21,17),(21,11),(21,-1),-0.160075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,6),(21,-1),-0.136577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,13),(21,11),-0.248171 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,6),-0.123884 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,-1),-0.0721667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,11),(21,6),-0.118389 # DEPENDENCYPART_TRISIBL
(21,16),(21,11),(21,-1),-0.115798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,6),(21,-1),-0.0722353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,13),(21,11),(21,6),-0.190217 # DEPENDENCYPART_TRISIBL
(21,13),(21,11),(21,-1),-0.0677442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,13),(21,6),(21,-1),-0.135462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,11),(21,6),(21,-1),-0.0564126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.0639248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,25),-0.0721154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.111568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),-0.0510286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,30),0.389279 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,25),-0.0262836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,26),-0.0762294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,28),-0.0625703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,30),0.346666 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,25),(22,26),-0.122629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,28),-0.055983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,25),(22,30),-0.0907776 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,28),-0.0463634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,26),(22,30),0.102247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,28),(22,30),0.367363 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,25),-0.0618161 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,26),-0.0624627 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,28),-0.0620478 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,30),-0.0990847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,25),(22,26),-0.0621615 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,28),-0.0619733 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,30),-0.0834499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,28),-0.0620234 # DEPENDENCYPART_TRISIBL
(22,23),(22,26),(22,30),-0.0878154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,28),(22,30),-0.0990847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.0629586 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,28),-0.0411471 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,30),-0.0642286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,28),-0.131082 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,30),-0.0296316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,28),(22,30),-0.0289173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,26),(22,28),-0.00710064 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,30),-0.0988057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,28),(22,30),-0.0429337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,28),(22,30),-0.0830973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.12268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.236686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
