# _root_ ( After 1992 , the winter and summer Olympics will be held two years apart , with the revised schedule beginning with the winter games in 1994 and the summer games in 1996 . )
#goldHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,15,12,12,12,20,20,21,17,21,25,25,28,25,26,22,31,31,28,31,32,10,10,
#predictedHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,12,12,12,12,20,20,17,20,21,25,25,22,21,26,22,31,31,28,31,32,10,28,
(28,25),(28,16),(28,13),-0.122402 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,12),-0.212711 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,11),-0.21714 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,10),-0.159637 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,8),0.128331 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,7),-0.0706267 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,4),-0.121269 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,2),-0.0470382 # DEPENDENCYPART_TRISIBL
(28,25),(28,16),(28,-1),-0.230799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,15),(28,14),-0.107587 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,13),-0.0543324 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,12),-0.173997 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,11),-0.178349 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,10),-0.121553 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,8),-0.116269 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,7),-0.0747834 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,4),-0.116485 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,2),-0.0859291 # DEPENDENCYPART_TRISIBL
(28,25),(28,15),(28,-1),-0.0168721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,14),(28,13),-0.00502102 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,12),-0.190034 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,11),-0.198092 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,10),-0.124421 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,8),-0.142778 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,7),-0.148179 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,4),-0.153436 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,2),-0.141673 # DEPENDENCYPART_TRISIBL
(28,25),(28,14),(28,-1),-0.0558059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,13),(28,12),-0.173657 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,11),-0.17801 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,10),-0.121256 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,8),-0.0786543 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,7),-0.10882 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,4),-0.0867018 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,2),-0.0475968 # DEPENDENCYPART_TRISIBL
(28,25),(28,13),(28,-1),-0.0786114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,12),(28,11),-0.226211 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,10),-0.137551 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,8),-0.125867 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,7),-0.123367 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,4),-0.113561 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,2),-0.0783016 # DEPENDENCYPART_TRISIBL
(28,25),(28,12),(28,-1),-0.10218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,11),(28,10),-0.137717 # DEPENDENCYPART_TRISIBL
(28,25),(28,11),(28,8),-0.126163 # DEPENDENCYPART_TRISIBL
(28,25),(28,11),(28,7),-0.123367 # DEPENDENCYPART_TRISIBL
(28,25),(28,11),(28,4),-0.113561 # DEPENDENCYPART_TRISIBL
(28,25),(28,11),(28,2),-0.0783376 # DEPENDENCYPART_TRISIBL
(28,25),(28,11),(28,-1),-0.102066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,10),(28,8),-0.109128 # DEPENDENCYPART_TRISIBL
(28,25),(28,10),(28,7),-0.107542 # DEPENDENCYPART_TRISIBL
(28,25),(28,10),(28,4),-0.0886431 # DEPENDENCYPART_TRISIBL
(28,25),(28,10),(28,2),-0.0880188 # DEPENDENCYPART_TRISIBL
(28,25),(28,10),(28,-1),-0.0916974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,8),(28,7),-0.148179 # DEPENDENCYPART_TRISIBL
(28,25),(28,8),(28,4),-0.153436 # DEPENDENCYPART_TRISIBL
(28,25),(28,8),(28,2),-0.148156 # DEPENDENCYPART_TRISIBL
(28,25),(28,8),(28,-1),-0.0489885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,7),(28,4),-0.0122747 # DEPENDENCYPART_TRISIBL
(28,25),(28,7),(28,2),-0.107337 # DEPENDENCYPART_TRISIBL
(28,25),(28,7),(28,-1),-0.0973991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,4),(28,2),-0.0470382 # DEPENDENCYPART_TRISIBL
(28,25),(28,4),(28,-1),-0.230799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,2),(28,-1),-0.0266424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,23),(28,22),-0.111237 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,21),-0.190932 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,20),-0.141025 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,19),0.00392187 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,18),0.0497535 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,17),-0.111237 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,16),-0.113833 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,15),-0.046858 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,14),-0.127589 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,13),-0.0575741 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,12),-0.187135 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,11),-0.191643 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,10),-0.120772 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,8),-0.136013 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,7),-0.12728 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,4),-0.113833 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,2),-0.107245 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,-1),0.0612582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,22),(28,21),-0.209606 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,20),-0.134832 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,19),-0.00193527 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,18),0.0688976 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,17),-0.10468 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,16),-0.097899 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,15),-0.0365628 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,14),-0.11113 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,13),-0.0598366 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,12),-0.205808 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,11),-0.210173 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,10),-0.128826 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,8),-0.12989 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,7),-0.124705 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,4),-0.097899 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,2),-0.0993396 # DEPENDENCYPART_TRISIBL
(28,24),(28,22),(28,-1),-0.0258723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,21),(28,20),-0.13086 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,19),0.00351164 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,18),0.0946074 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,17),-0.0753113 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,16),-0.113561 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,15),-0.0503956 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,14),-0.117015 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,13),-0.0583865 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,12),-0.220146 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,11),-0.224608 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,10),-0.137551 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,8),-0.125848 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,7),-0.123367 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,4),-0.113561 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,2),-0.0782796 # DEPENDENCYPART_TRISIBL
(28,24),(28,21),(28,-1),-0.108637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,20),(28,19),0.0372629 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,18),0.0628744 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,17),-0.152632 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,16),-0.153436 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,15),-0.0440423 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,14),-0.13362 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,13),-0.00528241 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,12),-0.186641 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,11),-0.194699 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,10),-0.124421 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,8),-0.142746 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,7),-0.148179 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,4),-0.153436 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,2),-0.14813 # DEPENDENCYPART_TRISIBL
(28,24),(28,20),(28,-1),-0.0610214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,19),(28,18),0.154199 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,17),-0.0559466 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,16),-0.110019 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,15),-0.079964 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,14),-0.0768792 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,13),-0.00952093 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,12),-0.181775 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,11),-0.18597 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,10),-0.122979 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,8),-0.0856967 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,7),-0.133169 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,4),-0.110019 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,2),-0.057672 # DEPENDENCYPART_TRISIBL
(28,24),(28,19),(28,-1),-0.00742021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,18),(28,17),-0.111237 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,16),-0.113833 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,15),-0.046858 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,14),-0.127589 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,13),-0.0575741 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,12),-0.187135 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,11),-0.191643 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,10),-0.120772 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,8),-0.136013 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,7),-0.12728 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,4),-0.113833 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,2),-0.107245 # DEPENDENCYPART_TRISIBL
(28,24),(28,18),(28,-1),0.0612582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,17),(28,16),-0.097899 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,15),-0.0365628 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,14),-0.11113 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,13),-0.0598366 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,12),-0.205808 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,11),-0.210173 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,10),-0.128826 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,8),-0.12989 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,7),-0.124705 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,4),-0.097899 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,2),-0.0993396 # DEPENDENCYPART_TRISIBL
(28,24),(28,17),(28,-1),-0.0258723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,16),(28,15),-0.0703092 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,14),0.133282 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,13),-0.122402 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,12),-0.211151 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,11),-0.215581 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,10),-0.159637 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,8),0.128388 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,7),-0.0706267 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,4),-0.121269 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,2),-0.0470339 # DEPENDENCYPART_TRISIBL
(28,24),(28,16),(28,-1),-0.237889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,15),(28,14),-0.107559 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,13),-0.0543324 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,12),-0.172437 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,11),-0.17679 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,10),-0.121553 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,8),-0.116241 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,7),-0.0747834 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,4),-0.116485 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,2),-0.0859248 # DEPENDENCYPART_TRISIBL
(28,24),(28,15),(28,-1),-0.023963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,14),(28,13),-0.00502095 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,12),-0.186648 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,11),-0.194706 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,10),-0.124421 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,8),-0.14275 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,7),-0.148179 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,4),-0.153436 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,2),-0.141669 # DEPENDENCYPART_TRISIBL
(28,24),(28,14),(28,-1),-0.0628963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,13),(28,12),-0.172097 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,11),-0.17645 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,10),-0.121256 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,8),-0.0786261 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,7),-0.10882 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,4),-0.0867018 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,2),-0.0475925 # DEPENDENCYPART_TRISIBL
(28,24),(28,13),(28,-1),-0.0896004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,12),(28,11),-0.224652 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,10),-0.137551 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,8),-0.125838 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,7),-0.123367 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,4),-0.113561 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,2),-0.0782916 # DEPENDENCYPART_TRISIBL
(28,24),(28,12),(28,-1),-0.109272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,11),(28,10),-0.137717 # DEPENDENCYPART_TRISIBL
(28,24),(28,11),(28,8),-0.126135 # DEPENDENCYPART_TRISIBL
(28,24),(28,11),(28,7),-0.123367 # DEPENDENCYPART_TRISIBL
(28,24),(28,11),(28,4),-0.113561 # DEPENDENCYPART_TRISIBL
(28,24),(28,11),(28,2),-0.0783276 # DEPENDENCYPART_TRISIBL
(28,24),(28,11),(28,-1),-0.109157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,10),(28,8),-0.1091 # DEPENDENCYPART_TRISIBL
(28,24),(28,10),(28,7),-0.107542 # DEPENDENCYPART_TRISIBL
(28,24),(28,10),(28,4),-0.0886431 # DEPENDENCYPART_TRISIBL
(28,24),(28,10),(28,2),-0.0880146 # DEPENDENCYPART_TRISIBL
(28,24),(28,10),(28,-1),-0.0987883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,8),(28,7),-0.148179 # DEPENDENCYPART_TRISIBL
(28,24),(28,8),(28,4),-0.153436 # DEPENDENCYPART_TRISIBL
(28,24),(28,8),(28,2),-0.148152 # DEPENDENCYPART_TRISIBL
(28,24),(28,8),(28,-1),-0.0560789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,7),(28,4),-0.0122747 # DEPENDENCYPART_TRISIBL
(28,24),(28,7),(28,2),-0.107333 # DEPENDENCYPART_TRISIBL
(28,24),(28,7),(28,-1),-0.10449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,4),(28,2),-0.0470339 # DEPENDENCYPART_TRISIBL
(28,24),(28,4),(28,-1),-0.237889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,2),(28,-1),-0.0329521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,22),(28,21),-0.104448 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,20),-0.112486 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,19),-0.0869478 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,18),-0.146565 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,17),-0.0698858 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,16),-0.0827578 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,15),-0.0571891 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,14),-0.112486 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,13),-0.0800418 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,12),-0.104465 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,11),-0.104463 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,10),-0.070046 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,8),-0.112486 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,7),-0.0903503 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,4),-0.0827578 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,2),-0.0696872 # DEPENDENCYPART_TRISIBL
(28,23),(28,22),(28,-1),-0.0371418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,21),(28,20),-0.115392 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,19),-0.0928067 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,18),-0.144036 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,17),-0.0684994 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,16),-0.0830469 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,15),-0.0490704 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,14),-0.115393 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,13),-0.0787684 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,12),-0.110606 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,11),-0.110605 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,10),-0.0695965 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,8),-0.115392 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,7),-0.0890534 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,4),-0.0830469 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,2),-0.0683207 # DEPENDENCYPART_TRISIBL
(28,23),(28,21),(28,-1),-0.133217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,20),(28,19),-0.0995298 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,18),-0.156051 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,17),-0.0508898 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,16),-0.0826335 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,15),-0.0500785 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,14),-0.11861 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,13),-0.0818178 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,12),-0.100963 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,11),-0.10096 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,10),-0.0691835 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,8),-0.118609 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,7),-0.0952048 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,4),-0.0826335 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,2),-0.0507128 # DEPENDENCYPART_TRISIBL
(28,23),(28,20),(28,-1),-0.125931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,19),(28,18),-0.166165 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,17),-0.0651684 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,16),-0.0777181 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,15),-0.0513333 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,14),-0.104698 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,13),-0.0790352 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,12),-0.091386 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,11),-0.0913838 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,10),-0.0691504 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,8),-0.104697 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,7),-0.0872763 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,4),-0.0777181 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,2),-0.0649982 # DEPENDENCYPART_TRISIBL
(28,23),(28,19),(28,-1),-0.0970334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,18),(28,17),-0.0647106 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,16),-0.0780622 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,15),-0.0512206 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,14),-0.104566 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,13),-0.0783989 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,12),-0.0928743 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,11),-0.0928733 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,10),-0.0691946 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,8),-0.104565 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,7),-0.0873624 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,4),-0.0780622 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,2),-0.0645009 # DEPENDENCYPART_TRISIBL
(28,23),(28,18),(28,-1),-0.120599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,17),(28,16),-0.0827578 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,15),-0.0571891 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,14),-0.112486 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,13),-0.0800418 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,12),-0.104465 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,11),-0.104463 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,10),-0.070046 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,8),-0.112486 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,7),-0.0903503 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,4),-0.0827578 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,2),-0.0696872 # DEPENDENCYPART_TRISIBL
(28,23),(28,17),(28,-1),-0.0371418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,16),(28,15),-0.0527665 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,14),-0.119813 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,13),-0.0805072 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,12),-0.087087 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,11),-0.0870848 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,10),-0.0693528 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,8),-0.119811 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,7),-0.0934261 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,4),-0.0777385 # DEPENDENCYPART_TRISIBL
(28,23),(28,16),(28,2),-0.0424027 # DEPENDENCYPART_TRISIBL
