# _root_ Gains in advertising revenue , however , resulted in operating profit of $ 78.4 million -- up 20 % from $ 65.6 million .
#goldHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
#predictedHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
(1,9),(1,24),(1,25),-0.0608656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,16),(1,20),-0.0522129 # DEPENDENCYPART_TRISIBL
(1,11),(1,16),(1,24),-0.0960687 # DEPENDENCYPART_TRISIBL
(1,11),(1,16),(1,25),-0.0894503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,20),(1,24),-0.0869299 # DEPENDENCYPART_TRISIBL
(1,11),(1,20),(1,25),-0.0824715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,11),(1,24),(1,25),-0.00917005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,16),(1,20),(1,24),0.0132243 # DEPENDENCYPART_TRISIBL
(1,16),(1,20),(1,25),-0.183373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,16),(1,24),(1,25),-0.139818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,20),(1,24),(1,25),-0.0622572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0670724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),0.101789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),0.00286522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),0.101789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.0697033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),0.0676396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,25),0.33049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),0.100694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),0.00993571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),0.100694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.0726855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),0.0701189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,25),0.335778 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.143434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),-0.0939752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,8),-0.129228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,9),-0.208858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,25),-0.270497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0665221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,8),-0.0833836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,9),-0.0918199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,25),0.0474373 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.129228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.208858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,25),-0.270497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.0165162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,25),0.102787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,25),-0.0731291 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0593453 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.0759955 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0593453 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.0732671 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.023774 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,25),-0.0146157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.0134979 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0716668 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.0464834 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.0454498 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,25),0.0589788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0325562 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.0703092 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0361588 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,25),0.024804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0464834 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.0454498 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,25),0.0589788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0489885 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,25),-0.02114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,25),0.0884425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0126803 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,7),-0.0677845 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),-0.0478569 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0439635 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,25),0.0628539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0246695 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,8),-0.0707577 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.0352267 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,25),0.0295356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.0478569 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),-0.0439635 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,25),0.0628539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,9),-0.0479723 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,25),-0.0219041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,25),0.0943174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,7),0.181574 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,8),-0.0215685 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),0.105335 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,25),-0.145838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.0643502 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,9),0.00117403 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,25),-0.166872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,9),0.016368 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,25),-0.086678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,25),-0.0882567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.0605136 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,9),-0.0287649 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,25),-0.231928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),-0.0401556 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,25),-0.0904629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,25),-0.0343194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),0.016368 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,25),-0.086678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,25),-0.0882567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,25),-0.0121464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.192247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.121765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0718585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.121765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0819036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,25),-0.1216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.152831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.271591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.153209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,25),-0.726183 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.113304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.098298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,25),-0.110516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.153209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,25),-0.726183 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,25),-0.0932083 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0254158 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0745177 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.132026 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,25),-0.0290551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0190718 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.100835 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,25),-0.0668134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.132026 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,25),-0.0290551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,25),-0.115961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),0.203093 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0451353 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,25),-0.216895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0758368 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,25),-0.271348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,25),-0.0506358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.06289 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.316989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,25),-0.0949523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,25),-0.0506358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.0357328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.147498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.186783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.192745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.151439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.273843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.159813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.212944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0843717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,16),-0.211418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,24),-0.228959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),-0.729743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.114851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.104892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.0254091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.145079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,16),-0.176546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,24),-0.147428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,25),-0.115906 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.159813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.212944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.0843717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,16),-0.211418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,24),-0.228959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,25),-0.729743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0649048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.153051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,16),-0.0723252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,24),-0.0845007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,25),-0.104267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,11),-0.126325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,16),-0.167155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,24),-0.165179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,25),-0.112212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,16),-0.204417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,24),-0.114709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,25),-0.113153 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,16),(4,24),-0.166652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,25),-0.267376 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,24),(4,25),-0.197267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),0.200819 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0459361 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0399947 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),0.168289 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,16),0.0756286 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,24),-0.125612 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,25),-0.221051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0773394 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0532493 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0154725 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,16),0.0344762 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,24),-0.105327 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,25),-0.275504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),0.00954024 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0248008 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,16),0.018939 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,24),-0.101196 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,25),-0.0561624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,11),0.00937595 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,16),0.0592349 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,24),-0.0977783 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,25),-0.0934489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,16),0.216857 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,24),-0.189099 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,25),-0.0774233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,16),(4,24),-0.126067 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,25),-0.221134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,24),(4,25),-0.309994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0627219 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.0413066 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0340779 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,16),-0.0635656 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,24),-0.0549143 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,25),-0.316663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.053515 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.0679374 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,16),-0.0542986 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,24),-0.0456712 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,25),-0.0938485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,11),-0.0430806 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,16),-0.0697663 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,24),-0.0573141 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,25),-0.0780991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,16),-0.0573219 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,24),-0.0623415 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,25),-0.0799364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,16),(4,24),-0.040183 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,25),-0.125745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,24),(4,25),-0.162206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),0.00954024 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0248008 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,16),0.018939 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,24),-0.101196 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,25),-0.0561624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,11),0.00937595 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,16),0.0592349 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,24),-0.0977783 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,25),-0.0934489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,16),0.216857 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,24),-0.189099 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,25),-0.0774233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,16),(4,24),-0.126067 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,25),-0.221134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,24),(4,25),-0.309994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,11),-0.0635414 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,16),-0.0303088 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,24),0.00814029 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,25),-0.0396371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,16),-0.0479657 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,24),-0.0500876 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,25),-0.120822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,16),(4,24),-0.0430105 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,25),-0.0959336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,24),(4,25),-0.0769218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,16),-0.0900849 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,24),-0.0799969 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,25),-0.0108393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,16),(4,24),-0.0687656 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,25),-0.134349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,24),(4,25),-0.0614087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,16),(4,24),-0.0960687 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,25),-0.0894722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,24),(4,25),-0.0092009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,24),(4,25),-0.138807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.242647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.221735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.163715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.0387445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.155663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.191474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.100631 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.126901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.138016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.192744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,25),-0.370849 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,2),(5,-1),-0.411619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.122248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.292372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.257646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.231755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,25),-0.260047 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.0545272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.114256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,20),-0.051186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,25),-0.167992 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,11),-0.125715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,20),-0.155475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,25),-0.157162 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,20),1.9259e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,25),-0.0990442 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,20),(6,25),-0.133152 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0238005 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.068187 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,20),-0.0330498 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,25),-0.0832304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,11),-0.0632763 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,20),-0.0598491 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,25),-0.190705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,20),-0.071513 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,25),-0.180414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,20),(6,25),-0.194289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,11),-0.0544386 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,20),-0.0163723 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,25),-0.0375774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,20),0.0371519 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,25),-0.0556882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,20),(6,25),-0.0828343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
