# _root_ Great Northern surged 20 1\/8 to 62 7\/8 , well above Georgia-Pacific 's offering price of $ 58 a share , amid speculation that other suitors for the company would surface or that the bid would be raised .
#goldHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,32,30,23,36,35,36,32,36,37,3,
#predictedHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,23,30,31,36,35,36,32,36,37,3,
(12,18),(15,17),0.0953626 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.0938069 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.117913 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),0.0884413 # DEPENDENCYPART_HEADBIGRAM
(12,18),(23,17),0.0882677 # DEPENDENCYPART_HEADBIGRAM
(12,18),(30,17),0.0946682 # DEPENDENCYPART_HEADBIGRAM
(12,18),(32,17),0.0854398 # DEPENDENCYPART_HEADBIGRAM
(12,18),(36,17),0.0946682 # DEPENDENCYPART_HEADBIGRAM
(12,20),(15,19),0.0982953 # DEPENDENCYPART_HEADBIGRAM
(12,20),(17,19),0.103593 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.10378 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.264362 # DEPENDENCYPART_HEADBIGRAM
(12,20),(23,19),0.0715514 # DEPENDENCYPART_HEADBIGRAM
(12,20),(26,19),0.071366 # DEPENDENCYPART_HEADBIGRAM
(12,20),(30,19),0.105263 # DEPENDENCYPART_HEADBIGRAM
(12,20),(32,19),0.132862 # DEPENDENCYPART_HEADBIGRAM
(14,5),(1,4),-0.151246 # DEPENDENCYPART_HEADBIGRAM
(14,5),(2,4),-0.154188 # DEPENDENCYPART_HEADBIGRAM
(14,5),(3,4),-0.141178 # DEPENDENCYPART_HEADBIGRAM
(14,5),(5,4),-0.0128162 # DEPENDENCYPART_HEADBIGRAM
(14,5),(6,4),-0.129353 # DEPENDENCYPART_HEADBIGRAM
(14,5),(7,4),-0.123723 # DEPENDENCYPART_HEADBIGRAM
(14,5),(8,4),-0.123788 # DEPENDENCYPART_HEADBIGRAM
(14,12),(3,11),-0.184538 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.122907 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.0886022 # DEPENDENCYPART_HEADBIGRAM
(14,12),(8,11),-0.0886057 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.0789381 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),-0.0508306 # DEPENDENCYPART_HEADBIGRAM
(14,12),(15,11),0.19514 # DEPENDENCYPART_HEADBIGRAM
(14,12),(30,11),0.0869638 # DEPENDENCYPART_HEADBIGRAM
(14,12),(32,11),0.0514395 # DEPENDENCYPART_HEADBIGRAM
(14,12),(36,11),0.0717105 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.134169 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.181481 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.278878 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.174396 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.0734235 # DEPENDENCYPART_HEADBIGRAM
(14,13),(20,12),0.0762751 # DEPENDENCYPART_HEADBIGRAM
(14,13),(30,12),0.0886987 # DEPENDENCYPART_HEADBIGRAM
(14,15),(3,14),-0.0740849 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),-0.0372674 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.00513826 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.0258047 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),-0.105094 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.110527 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.129333 # DEPENDENCYPART_HEADBIGRAM
(14,15),(30,14),0.092075 # DEPENDENCYPART_HEADBIGRAM
(14,15),(36,14),0.0969992 # DEPENDENCYPART_HEADBIGRAM
(14,16),(3,15),-0.0194267 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.0093932 # DEPENDENCYPART_HEADBIGRAM
(14,16),(7,15),-0.072471 # DEPENDENCYPART_HEADBIGRAM
(14,16),(8,15),-0.0680036 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.0685143 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0811548 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0419458 # DEPENDENCYPART_HEADBIGRAM
(14,16),(18,15),0.0779379 # DEPENDENCYPART_HEADBIGRAM
(14,16),(30,15),0.0915879 # DEPENDENCYPART_HEADBIGRAM
(14,16),(36,15),0.092336 # DEPENDENCYPART_HEADBIGRAM
(14,17),(3,16),-0.0817918 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.0594179 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.057436 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0509644 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0906253 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.110539 # DEPENDENCYPART_HEADBIGRAM
(14,17),(17,16),0.165018 # DEPENDENCYPART_HEADBIGRAM
(14,17),(18,16),0.10371 # DEPENDENCYPART_HEADBIGRAM
(14,17),(30,16),0.0982759 # DEPENDENCYPART_HEADBIGRAM
(14,17),(32,16),0.0964883 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.0666516 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0576374 # DEPENDENCYPART_HEADBIGRAM
(14,18),(15,17),0.0887115 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.0874579 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.0920563 # DEPENDENCYPART_HEADBIGRAM
(14,18),(20,17),0.0883331 # DEPENDENCYPART_HEADBIGRAM
(14,18),(23,17),0.0880079 # DEPENDENCYPART_HEADBIGRAM
(14,18),(30,17),0.0946482 # DEPENDENCYPART_HEADBIGRAM
(14,18),(32,17),0.0854188 # DEPENDENCYPART_HEADBIGRAM
(14,18),(36,17),0.0946482 # DEPENDENCYPART_HEADBIGRAM
(14,20),(15,19),0.0982907 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.10376 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.103747 # DEPENDENCYPART_HEADBIGRAM
(14,20),(20,19),0.26757 # DEPENDENCYPART_HEADBIGRAM
(14,20),(23,19),0.0715467 # DEPENDENCYPART_HEADBIGRAM
(14,20),(26,19),0.0713613 # DEPENDENCYPART_HEADBIGRAM
(14,20),(30,19),0.105263 # DEPENDENCYPART_HEADBIGRAM
(14,20),(32,19),0.13248 # DEPENDENCYPART_HEADBIGRAM
(15,7),(3,6),-0.201127 # DEPENDENCYPART_HEADBIGRAM
(15,7),(5,6),-0.140678 # DEPENDENCYPART_HEADBIGRAM
(15,7),(7,6),0.0379505 # DEPENDENCYPART_HEADBIGRAM
(15,7),(8,6),-0.132009 # DEPENDENCYPART_HEADBIGRAM
(15,7),(10,6),-0.136487 # DEPENDENCYPART_HEADBIGRAM
(15,7),(11,6),-0.0917686 # DEPENDENCYPART_HEADBIGRAM
(15,7),(32,6),0.104013 # DEPENDENCYPART_HEADBIGRAM
(15,8),(2,7),-0.151246 # DEPENDENCYPART_HEADBIGRAM
(15,8),(3,7),-0.138236 # DEPENDENCYPART_HEADBIGRAM
(15,8),(4,7),-0.123212 # DEPENDENCYPART_HEADBIGRAM
(15,8),(5,7),-0.126154 # DEPENDENCYPART_HEADBIGRAM
(15,8),(6,7),-0.135822 # DEPENDENCYPART_HEADBIGRAM
(15,8),(8,7),-0.0194752 # DEPENDENCYPART_HEADBIGRAM
(15,8),(15,7),0.0428474 # DEPENDENCYPART_HEADBIGRAM
(15,8),(32,7),0.0922694 # DEPENDENCYPART_HEADBIGRAM
(15,10),(2,9),-0.124122 # DEPENDENCYPART_HEADBIGRAM
(15,10),(3,9),-0.163634 # DEPENDENCYPART_HEADBIGRAM
(15,10),(4,9),-0.120156 # DEPENDENCYPART_HEADBIGRAM
(15,10),(5,9),-0.120156 # DEPENDENCYPART_HEADBIGRAM
(15,10),(6,9),-0.11342 # DEPENDENCYPART_HEADBIGRAM
(15,10),(7,9),-0.146671 # DEPENDENCYPART_HEADBIGRAM
(15,10),(8,9),-0.146671 # DEPENDENCYPART_HEADBIGRAM
(15,10),(10,9),-0.15881 # DEPENDENCYPART_HEADBIGRAM
(15,10),(11,9),-0.136962 # DEPENDENCYPART_HEADBIGRAM
(15,10),(30,9),0.111513 # DEPENDENCYPART_HEADBIGRAM
(15,11),(3,10),-0.138856 # DEPENDENCYPART_HEADBIGRAM
(15,11),(6,10),-0.123107 # DEPENDENCYPART_HEADBIGRAM
(15,11),(7,10),-0.12314 # DEPENDENCYPART_HEADBIGRAM
(15,11),(8,10),-0.110337 # DEPENDENCYPART_HEADBIGRAM
(15,11),(9,10),-0.110756 # DEPENDENCYPART_HEADBIGRAM
(15,11),(11,10),-0.0859193 # DEPENDENCYPART_HEADBIGRAM
(15,11),(12,10),-0.126598 # DEPENDENCYPART_HEADBIGRAM
(15,11),(15,10),0.0990713 # DEPENDENCYPART_HEADBIGRAM
(15,11),(30,10),0.0957514 # DEPENDENCYPART_HEADBIGRAM
(15,11),(36,10),0.0928408 # DEPENDENCYPART_HEADBIGRAM
(15,12),(3,11),-0.0979244 # DEPENDENCYPART_HEADBIGRAM
(15,12),(6,11),-0.174437 # DEPENDENCYPART_HEADBIGRAM
(15,12),(7,11),-0.140132 # DEPENDENCYPART_HEADBIGRAM
(15,12),(8,11),-0.140136 # DEPENDENCYPART_HEADBIGRAM
(15,12),(10,11),-0.05303 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.0729386 # DEPENDENCYPART_HEADBIGRAM
(15,12),(15,11),-0.0036554 # DEPENDENCYPART_HEADBIGRAM
(15,12),(30,11),0.0767521 # DEPENDENCYPART_HEADBIGRAM
(15,12),(32,11),0.070935 # DEPENDENCYPART_HEADBIGRAM
(15,12),(36,11),0.0890935 # DEPENDENCYPART_HEADBIGRAM
(15,13),(8,12),-0.134169 # DEPENDENCYPART_HEADBIGRAM
(15,13),(10,12),-0.181481 # DEPENDENCYPART_HEADBIGRAM
(15,13),(11,12),-0.281705 # DEPENDENCYPART_HEADBIGRAM
(15,13),(14,12),-0.134423 # DEPENDENCYPART_HEADBIGRAM
(15,13),(15,12),0.157745 # DEPENDENCYPART_HEADBIGRAM
(15,13),(20,12),0.0762751 # DEPENDENCYPART_HEADBIGRAM
(15,13),(30,12),0.0886987 # DEPENDENCYPART_HEADBIGRAM
(15,14),(12,13),-0.140544 # DEPENDENCYPART_HEADBIGRAM
(15,14),(14,13),-0.179263 # DEPENDENCYPART_HEADBIGRAM
(15,14),(15,13),0.0418643 # DEPENDENCYPART_HEADBIGRAM
(15,16),(3,15),0.00511851 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),-0.00768667 # DEPENDENCYPART_HEADBIGRAM
(15,16),(7,15),-0.0856569 # DEPENDENCYPART_HEADBIGRAM
(15,16),(8,15),-0.0760997 # DEPENDENCYPART_HEADBIGRAM
(15,16),(10,15),0.0269899 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),-0.0244116 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),-0.0436186 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.155605 # DEPENDENCYPART_HEADBIGRAM
(15,16),(30,15),0.211311 # DEPENDENCYPART_HEADBIGRAM
(15,16),(36,15),0.166835 # DEPENDENCYPART_HEADBIGRAM
(15,17),(3,16),-0.0816291 # DEPENDENCYPART_HEADBIGRAM
(15,17),(10,16),-0.0583092 # DEPENDENCYPART_HEADBIGRAM
(15,17),(11,16),-0.0577549 # DEPENDENCYPART_HEADBIGRAM
(15,17),(12,16),-0.0512807 # DEPENDENCYPART_HEADBIGRAM
(15,17),(14,16),-0.0534125 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),0.0751366 # DEPENDENCYPART_HEADBIGRAM
(15,17),(17,16),0.139815 # DEPENDENCYPART_HEADBIGRAM
(15,17),(18,16),0.10371 # DEPENDENCYPART_HEADBIGRAM
(15,17),(30,16),0.0982759 # DEPENDENCYPART_HEADBIGRAM
(15,17),(32,16),0.0964883 # DEPENDENCYPART_HEADBIGRAM
(15,18),(11,17),-0.0666632 # DEPENDENCYPART_HEADBIGRAM
(15,18),(14,17),-0.0664939 # DEPENDENCYPART_HEADBIGRAM
(15,18),(15,17),0.0564287 # DEPENDENCYPART_HEADBIGRAM
(15,18),(16,17),0.0874456 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.109531 # DEPENDENCYPART_HEADBIGRAM
(15,18),(20,17),0.0883326 # DEPENDENCYPART_HEADBIGRAM
(15,18),(23,17),0.0880073 # DEPENDENCYPART_HEADBIGRAM
(15,18),(30,17),0.0946482 # DEPENDENCYPART_HEADBIGRAM
(15,18),(32,17),0.0854183 # DEPENDENCYPART_HEADBIGRAM
(15,18),(36,17),0.0946482 # DEPENDENCYPART_HEADBIGRAM
(15,19),(11,18),-0.0429255 # DEPENDENCYPART_HEADBIGRAM
(15,19),(12,18),-0.0527295 # DEPENDENCYPART_HEADBIGRAM
(15,19),(14,18),-0.0541292 # DEPENDENCYPART_HEADBIGRAM
(15,19),(15,18),0.0959849 # DEPENDENCYPART_HEADBIGRAM
(15,19),(16,18),0.1302 # DEPENDENCYPART_HEADBIGRAM
(15,19),(17,18),0.0656014 # DEPENDENCYPART_HEADBIGRAM
(15,19),(20,18),0.101608 # DEPENDENCYPART_HEADBIGRAM
(15,19),(23,18),0.101614 # DEPENDENCYPART_HEADBIGRAM
(15,19),(26,18),0.101626 # DEPENDENCYPART_HEADBIGRAM
(15,19),(32,18),0.187467 # DEPENDENCYPART_HEADBIGRAM
(15,20),(15,19),0.0965635 # DEPENDENCYPART_HEADBIGRAM
(15,20),(17,19),0.0671814 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.067205 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.139491 # DEPENDENCYPART_HEADBIGRAM
(15,20),(23,19),0.0500873 # DEPENDENCYPART_HEADBIGRAM
(15,20),(26,19),0.0648508 # DEPENDENCYPART_HEADBIGRAM
(15,20),(30,19),0.104184 # DEPENDENCYPART_HEADBIGRAM
(15,20),(32,19),0.131261 # DEPENDENCYPART_HEADBIGRAM
(15,21),(12,20),-0.0798081 # DEPENDENCYPART_HEADBIGRAM
(15,21),(14,20),-0.0845859 # DEPENDENCYPART_HEADBIGRAM
(15,21),(15,20),0.171833 # DEPENDENCYPART_HEADBIGRAM
(15,21),(16,20),0.0638146 # DEPENDENCYPART_HEADBIGRAM
(15,21),(17,20),0.060022 # DEPENDENCYPART_HEADBIGRAM
(15,21),(18,20),0.185449 # DEPENDENCYPART_HEADBIGRAM
(15,21),(22,20),0.0785277 # DEPENDENCYPART_HEADBIGRAM
(15,21),(23,20),0.0415191 # DEPENDENCYPART_HEADBIGRAM
(15,21),(30,20),0.07081 # DEPENDENCYPART_HEADBIGRAM
(15,21),(36,20),0.0791777 # DEPENDENCYPART_HEADBIGRAM
(15,22),(2,21),-0.103788 # DEPENDENCYPART_HEADBIGRAM
(15,22),(3,21),-0.0951039 # DEPENDENCYPART_HEADBIGRAM
(15,22),(15,21),0.165405 # DEPENDENCYPART_HEADBIGRAM
(15,22),(17,21),0.099392 # DEPENDENCYPART_HEADBIGRAM
(15,22),(18,21),0.114017 # DEPENDENCYPART_HEADBIGRAM
(15,22),(20,21),0.086764 # DEPENDENCYPART_HEADBIGRAM
(15,22),(22,21),0.0512355 # DEPENDENCYPART_HEADBIGRAM
(15,22),(30,21),0.0913137 # DEPENDENCYPART_HEADBIGRAM
(15,22),(32,21),0.0505393 # DEPENDENCYPART_HEADBIGRAM
(15,22),(36,21),0.0960749 # DEPENDENCYPART_HEADBIGRAM
(15,23),(3,22),-0.0576191 # DEPENDENCYPART_HEADBIGRAM
(15,23),(15,22),0.0522414 # DEPENDENCYPART_HEADBIGRAM
(15,23),(17,22),0.0976986 # DEPENDENCYPART_HEADBIGRAM
(15,23),(18,22),0.118329 # DEPENDENCYPART_HEADBIGRAM
(15,23),(20,22),0.148228 # DEPENDENCYPART_HEADBIGRAM
(15,23),(23,22),0.15778 # DEPENDENCYPART_HEADBIGRAM
(15,23),(26,22),0.150357 # DEPENDENCYPART_HEADBIGRAM
(15,23),(30,22),0.0907339 # DEPENDENCYPART_HEADBIGRAM
(15,23),(32,22),0.0883107 # DEPENDENCYPART_HEADBIGRAM
(15,23),(36,22),0.0921216 # DEPENDENCYPART_HEADBIGRAM
(15,26),(17,25),0.117717 # DEPENDENCYPART_HEADBIGRAM
(15,26),(22,25),0.110924 # DEPENDENCYPART_HEADBIGRAM
(15,26),(23,25),0.066439 # DEPENDENCYPART_HEADBIGRAM
(15,26),(24,25),0.0942965 # DEPENDENCYPART_HEADBIGRAM
(15,26),(26,25),0.111887 # DEPENDENCYPART_HEADBIGRAM
(15,26),(27,25),0.0924481 # DEPENDENCYPART_HEADBIGRAM
(15,26),(29,25),0.0845535 # DEPENDENCYPART_HEADBIGRAM
(15,26),(30,25),0.0966499 # DEPENDENCYPART_HEADBIGRAM
(15,26),(32,25),0.0668401 # DEPENDENCYPART_HEADBIGRAM
(15,26),(36,25),0.0968344 # DEPENDENCYPART_HEADBIGRAM
(15,27),(15,26),0.080085 # DEPENDENCYPART_HEADBIGRAM
(15,27),(17,26),0.104133 # DEPENDENCYPART_HEADBIGRAM
(15,27),(18,26),0.0833585 # DEPENDENCYPART_HEADBIGRAM
(15,27),(22,26),0.113426 # DEPENDENCYPART_HEADBIGRAM
(15,27),(23,26),0.0702352 # DEPENDENCYPART_HEADBIGRAM
(15,27),(24,26),0.0906594 # DEPENDENCYPART_HEADBIGRAM
(15,27),(27,26),0.0906382 # DEPENDENCYPART_HEADBIGRAM
(15,27),(30,26),0.0856295 # DEPENDENCYPART_HEADBIGRAM
(15,27),(32,26),0.107428 # DEPENDENCYPART_HEADBIGRAM
(15,27),(36,26),0.0910562 # DEPENDENCYPART_HEADBIGRAM
(15,29),(27,28),0.101675 # DEPENDENCYPART_HEADBIGRAM
(15,29),(29,28),0.205194 # DEPENDENCYPART_HEADBIGRAM
(15,29),(30,28),0.105255 # DEPENDENCYPART_HEADBIGRAM
(15,29),(32,28),0.115734 # DEPENDENCYPART_HEADBIGRAM
(15,30),(15,29),0.108249 # DEPENDENCYPART_HEADBIGRAM
(15,30),(17,29),0.109575 # DEPENDENCYPART_HEADBIGRAM
(15,30),(18,29),0.109684 # DEPENDENCYPART_HEADBIGRAM
(15,30),(23,29),0.122602 # DEPENDENCYPART_HEADBIGRAM
(15,30),(26,29),0.0895286 # DEPENDENCYPART_HEADBIGRAM
(15,30),(27,29),0.109619 # DEPENDENCYPART_HEADBIGRAM
(15,30),(30,29),0.153537 # DEPENDENCYPART_HEADBIGRAM
(15,30),(31,29),0.0886421 # DEPENDENCYPART_HEADBIGRAM
(15,30),(32,29),0.13071 # DEPENDENCYPART_HEADBIGRAM
(15,30),(36,29),0.0966403 # DEPENDENCYPART_HEADBIGRAM
(15,31),(3,30),-0.0730432 # DEPENDENCYPART_HEADBIGRAM
(15,31),(15,30),0.073942 # DEPENDENCYPART_HEADBIGRAM
(15,31),(16,30),0.103928 # DEPENDENCYPART_HEADBIGRAM
(15,31),(20,30),0.0980867 # DEPENDENCYPART_HEADBIGRAM
(15,31),(23,30),0.0980877 # DEPENDENCYPART_HEADBIGRAM
(15,31),(26,30),0.102202 # DEPENDENCYPART_HEADBIGRAM
(15,31),(27,30),0.103787 # DEPENDENCYPART_HEADBIGRAM
(15,31),(29,30),0.100975 # DEPENDENCYPART_HEADBIGRAM
(15,31),(32,30),0.0938202 # DEPENDENCYPART_HEADBIGRAM
(15,31),(36,30),0.0959081 # DEPENDENCYPART_HEADBIGRAM
(15,32),(15,31),0.101358 # DEPENDENCYPART_HEADBIGRAM
(15,32),(20,31),0.103316 # DEPENDENCYPART_HEADBIGRAM
(15,32),(23,31),0.101266 # DEPENDENCYPART_HEADBIGRAM
(15,32),(26,31),0.094598 # DEPENDENCYPART_HEADBIGRAM
(15,32),(27,31),0.0898028 # DEPENDENCYPART_HEADBIGRAM
(15,32),(28,31),0.112255 # DEPENDENCYPART_HEADBIGRAM
(15,32),(29,31),0.10103 # DEPENDENCYPART_HEADBIGRAM
(15,32),(30,31),0.108877 # DEPENDENCYPART_HEADBIGRAM
(15,32),(32,31),0.078163 # DEPENDENCYPART_HEADBIGRAM
(15,32),(36,31),0.097991 # DEPENDENCYPART_HEADBIGRAM
(15,36),(26,35),0.119453 # DEPENDENCYPART_HEADBIGRAM
(15,36),(27,35),0.100913 # DEPENDENCYPART_HEADBIGRAM
(15,36),(30,35),0.100418 # DEPENDENCYPART_HEADBIGRAM
(15,36),(31,35),0.0907464 # DEPENDENCYPART_HEADBIGRAM
(15,36),(32,35),0.161853 # DEPENDENCYPART_HEADBIGRAM
(15,36),(33,35),0.0966097 # DEPENDENCYPART_HEADBIGRAM
(15,36),(36,35),0.184017 # DEPENDENCYPART_HEADBIGRAM
(15,36),(37,35),0.090279 # DEPENDENCYPART_HEADBIGRAM
(15,36),(38,35),0.0913779 # DEPENDENCYPART_HEADBIGRAM
(15,39),(17,38),0.109267 # DEPENDENCYPART_HEADBIGRAM
(15,39),(30,38),0.0918715 # DEPENDENCYPART_HEADBIGRAM
(15,39),(31,38),0.11336 # DEPENDENCYPART_HEADBIGRAM
(15,39),(32,38),0.0987821 # DEPENDENCYPART_HEADBIGRAM
(15,39),(34,38),0.121726 # DEPENDENCYPART_HEADBIGRAM
(15,39),(35,38),0.14101 # DEPENDENCYPART_HEADBIGRAM
(15,39),(36,38),0.115442 # DEPENDENCYPART_HEADBIGRAM
(15,39),(37,38),0.152869 # DEPENDENCYPART_HEADBIGRAM
(15,39),(39,38),0.0919908 # DEPENDENCYPART_HEADBIGRAM
(16,17),(3,16),-0.144681 # DEPENDENCYPART_HEADBIGRAM
(16,17),(10,16),-0.0203981 # DEPENDENCYPART_HEADBIGRAM
(16,17),(11,16),-0.0697913 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),0.00214584 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.0405051 # DEPENDENCYPART_HEADBIGRAM
(16,17),(15,16),-0.0667279 # DEPENDENCYPART_HEADBIGRAM
(16,17),(17,16),-0.091343 # DEPENDENCYPART_HEADBIGRAM
(16,17),(18,16),0.085165 # DEPENDENCYPART_HEADBIGRAM
(16,17),(30,16),0.0819953 # DEPENDENCYPART_HEADBIGRAM
(16,17),(32,16),0.0590527 # DEPENDENCYPART_HEADBIGRAM
(16,18),(11,17),-0.0591487 # DEPENDENCYPART_HEADBIGRAM
(16,18),(14,17),-0.0566776 # DEPENDENCYPART_HEADBIGRAM
(16,18),(15,17),-0.0561987 # DEPENDENCYPART_HEADBIGRAM
(16,18),(16,17),0.118248 # DEPENDENCYPART_HEADBIGRAM
(16,18),(18,17),0.239508 # DEPENDENCYPART_HEADBIGRAM
(16,18),(20,17),0.0980998 # DEPENDENCYPART_HEADBIGRAM
(16,18),(23,17),0.098206 # DEPENDENCYPART_HEADBIGRAM
(16,18),(30,17),0.0983363 # DEPENDENCYPART_HEADBIGRAM
(16,18),(32,17),0.0917886 # DEPENDENCYPART_HEADBIGRAM
(16,18),(36,17),0.0983363 # DEPENDENCYPART_HEADBIGRAM
(16,20),(15,19),-0.105612 # DEPENDENCYPART_HEADBIGRAM
(16,20),(17,19),0.0603864 # DEPENDENCYPART_HEADBIGRAM
(16,20),(18,19),0.0538387 # DEPENDENCYPART_HEADBIGRAM
(16,20),(20,19),0.0185603 # DEPENDENCYPART_HEADBIGRAM
(16,20),(23,19),-0.00152107 # DEPENDENCYPART_HEADBIGRAM
(16,20),(26,19),0.0132421 # DEPENDENCYPART_HEADBIGRAM
(16,20),(30,19),0.0903908 # DEPENDENCYPART_HEADBIGRAM
(16,20),(32,19),0.0891354 # DEPENDENCYPART_HEADBIGRAM
(16,30),(15,29),-0.0564607 # DEPENDENCYPART_HEADBIGRAM
(16,30),(17,29),0.109691 # DEPENDENCYPART_HEADBIGRAM
(16,30),(18,29),0.109577 # DEPENDENCYPART_HEADBIGRAM
(16,30),(23,29),0.113888 # DEPENDENCYPART_HEADBIGRAM
(16,30),(26,29),0.0808194 # DEPENDENCYPART_HEADBIGRAM
(16,30),(27,29),0.117032 # DEPENDENCYPART_HEADBIGRAM
(16,30),(30,29),0.115619 # DEPENDENCYPART_HEADBIGRAM
(16,30),(31,29),0.0938739 # DEPENDENCYPART_HEADBIGRAM
(16,30),(32,29),0.100583 # DEPENDENCYPART_HEADBIGRAM
(16,30),(36,29),0.0966644 # DEPENDENCYPART_HEADBIGRAM
(17,14),(12,13),-0.109558 # DEPENDENCYPART_HEADBIGRAM
(17,14),(14,13),-0.124857 # DEPENDENCYPART_HEADBIGRAM
(17,14),(15,13),-0.118122 # DEPENDENCYPART_HEADBIGRAM
(17,16),(3,15),-0.164301 # DEPENDENCYPART_HEADBIGRAM
(17,16),(6,15),-0.155985 # DEPENDENCYPART_HEADBIGRAM
(17,16),(7,15),-0.141101 # DEPENDENCYPART_HEADBIGRAM
(17,16),(8,15),-0.1411 # DEPENDENCYPART_HEADBIGRAM
(17,16),(10,15),-0.157355 # DEPENDENCYPART_HEADBIGRAM
(17,16),(11,15),-0.205591 # DEPENDENCYPART_HEADBIGRAM
(17,16),(14,15),-0.154857 # DEPENDENCYPART_HEADBIGRAM
(17,16),(18,15),0.0771914 # DEPENDENCYPART_HEADBIGRAM
(17,16),(30,15),0.0813387 # DEPENDENCYPART_HEADBIGRAM
(17,16),(36,15),0.0887396 # DEPENDENCYPART_HEADBIGRAM
(17,18),(11,17),-0.0924984 # DEPENDENCYPART_HEADBIGRAM
(17,18),(14,17),0.0718688 # DEPENDENCYPART_HEADBIGRAM
(17,18),(15,17),-0.0218883 # DEPENDENCYPART_HEADBIGRAM
(17,18),(16,17),-0.0689972 # DEPENDENCYPART_HEADBIGRAM
(17,18),(18,17),-0.162163 # DEPENDENCYPART_HEADBIGRAM
(17,18),(20,17),0.310774 # DEPENDENCYPART_HEADBIGRAM
(17,18),(23,17),0.21454 # DEPENDENCYPART_HEADBIGRAM
(17,18),(30,17),0.105496 # DEPENDENCYPART_HEADBIGRAM
(17,18),(32,17),0.15808 # DEPENDENCYPART_HEADBIGRAM
(17,18),(36,17),0.105496 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(17,19),(12,18),-0.0590632 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.0591604 # DEPENDENCYPART_HEADBIGRAM
(17,19),(15,18),-0.0591604 # DEPENDENCYPART_HEADBIGRAM
(17,19),(16,18),-0.0560299 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0820888 # DEPENDENCYPART_HEADBIGRAM
(17,19),(20,18),0.0951589 # DEPENDENCYPART_HEADBIGRAM
(17,19),(23,18),0.0952526 # DEPENDENCYPART_HEADBIGRAM
(17,19),(26,18),0.0952526 # DEPENDENCYPART_HEADBIGRAM
(17,19),(32,18),0.098349 # DEPENDENCYPART_HEADBIGRAM
