# _root_ Aaron Ment , Connecticut 's chief court administrator , declined to comment on the suit and the EEOC 's intervention .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
(10,21),(16,20),0.29433 # DEPENDENCYPART_HEADBIGRAM
(10,21),(18,20),0.134424 # DEPENDENCYPART_HEADBIGRAM
(10,21),(21,20),0.0178816 # DEPENDENCYPART_HEADBIGRAM
(11,9),(0,8),-0.156422 # DEPENDENCYPART_HEADBIGRAM
(11,9),(1,8),-0.147778 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.147778 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.048252 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.0619246 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.0533461 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.139502 # DEPENDENCYPART_HEADBIGRAM
(11,9),(12,8),0.101153 # DEPENDENCYPART_HEADBIGRAM
(11,9),(13,8),0.118534 # DEPENDENCYPART_HEADBIGRAM
(11,9),(16,8),0.100456 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),0.000149663 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.0251099 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0973918 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.0623071 # DEPENDENCYPART_HEADBIGRAM
(11,13),(0,12),-0.0650191 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0737931 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.070229 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0561592 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0803591 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.107919 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.0900915 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.0906221 # DEPENDENCYPART_HEADBIGRAM
(11,13),(20,12),0.0926128 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.062711 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0657617 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.058087 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.0904008 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.0632543 # DEPENDENCYPART_HEADBIGRAM
(11,15),(20,14),0.0780175 # DEPENDENCYPART_HEADBIGRAM
(11,16),(2,15),-0.0639209 # DEPENDENCYPART_HEADBIGRAM
(11,16),(8,15),-0.0648135 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.0821311 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.0409895 # DEPENDENCYPART_HEADBIGRAM
(11,16),(12,15),0.114203 # DEPENDENCYPART_HEADBIGRAM
(11,16),(13,15),0.198689 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.156561 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.30853 # DEPENDENCYPART_HEADBIGRAM
(11,16),(18,15),0.0786477 # DEPENDENCYPART_HEADBIGRAM
(11,16),(20,15),0.0786477 # DEPENDENCYPART_HEADBIGRAM
(11,20),(16,19),0.126238 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.124026 # DEPENDENCYPART_HEADBIGRAM
(11,20),(20,19),0.0887574 # DEPENDENCYPART_HEADBIGRAM
(12,2),(2,1),0.0725923 # DEPENDENCYPART_HEADBIGRAM
(12,2),(4,1),-0.135409 # DEPENDENCYPART_HEADBIGRAM
(12,2),(7,1),-0.1335 # DEPENDENCYPART_HEADBIGRAM
(12,2),(8,1),-0.133499 # DEPENDENCYPART_HEADBIGRAM
(12,2),(10,1),-0.13341 # DEPENDENCYPART_HEADBIGRAM
(12,2),(12,1),0.0157636 # DEPENDENCYPART_HEADBIGRAM
(12,2),(16,1),-0.0311961 # DEPENDENCYPART_HEADBIGRAM
(12,3),(0,2),-0.15366 # DEPENDENCYPART_HEADBIGRAM
(12,3),(1,2),-0.199853 # DEPENDENCYPART_HEADBIGRAM
(12,3),(4,2),-0.252108 # DEPENDENCYPART_HEADBIGRAM
(12,3),(6,2),-0.139753 # DEPENDENCYPART_HEADBIGRAM
(12,3),(7,2),-0.233119 # DEPENDENCYPART_HEADBIGRAM
(12,3),(8,2),-0.222017 # DEPENDENCYPART_HEADBIGRAM
(12,3),(10,2),-0.0929952 # DEPENDENCYPART_HEADBIGRAM
(12,3),(12,2),0.139051 # DEPENDENCYPART_HEADBIGRAM
(12,3),(16,2),-0.00250741 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.142827 # DEPENDENCYPART_HEADBIGRAM
(12,8),(4,7),-0.142827 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.13555 # DEPENDENCYPART_HEADBIGRAM
(12,8),(8,7),-0.0313776 # DEPENDENCYPART_HEADBIGRAM
(12,8),(10,7),-0.134696 # DEPENDENCYPART_HEADBIGRAM
(12,8),(16,7),-0.0433281 # DEPENDENCYPART_HEADBIGRAM
(12,9),(0,8),-0.169932 # DEPENDENCYPART_HEADBIGRAM
(12,9),(1,8),-0.216476 # DEPENDENCYPART_HEADBIGRAM
(12,9),(2,8),-0.216476 # DEPENDENCYPART_HEADBIGRAM
(12,9),(4,8),-0.325566 # DEPENDENCYPART_HEADBIGRAM
(12,9),(6,8),-0.170485 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.23246 # DEPENDENCYPART_HEADBIGRAM
(12,9),(10,8),-0.103597 # DEPENDENCYPART_HEADBIGRAM
(12,9),(12,8),0.224312 # DEPENDENCYPART_HEADBIGRAM
(12,9),(13,8),0.148851 # DEPENDENCYPART_HEADBIGRAM
(12,9),(16,8),0.0343622 # DEPENDENCYPART_HEADBIGRAM
(12,10),(1,9),-0.178172 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.178172 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.17683 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.13721 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.161131 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.159298 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.128735 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.125004 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.297624 # DEPENDENCYPART_HEADBIGRAM
(12,10),(16,9),0.0431939 # DEPENDENCYPART_HEADBIGRAM
(12,11),(0,10),-0.022615 # DEPENDENCYPART_HEADBIGRAM
(12,11),(1,10),-0.178459 # DEPENDENCYPART_HEADBIGRAM
(12,11),(2,10),-0.178459 # DEPENDENCYPART_HEADBIGRAM
(12,11),(4,10),-0.16862 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.20707 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.114603 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.095207 # DEPENDENCYPART_HEADBIGRAM
(12,11),(16,10),0.0157241 # DEPENDENCYPART_HEADBIGRAM
(12,13),(0,12),-0.114661 # DEPENDENCYPART_HEADBIGRAM
(12,13),(2,12),0.0158683 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),0.0482099 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),0.031963 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.012024 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.0366064 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.172401 # DEPENDENCYPART_HEADBIGRAM
(12,13),(16,12),0.140978 # DEPENDENCYPART_HEADBIGRAM
(12,13),(20,12),0.174858 # DEPENDENCYPART_HEADBIGRAM
(12,14),(2,13),-0.0687644 # DEPENDENCYPART_HEADBIGRAM
(12,14),(4,13),-0.0688191 # DEPENDENCYPART_HEADBIGRAM
(12,14),(8,13),-0.0696379 # DEPENDENCYPART_HEADBIGRAM
(12,14),(10,13),-0.0730318 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0561103 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0977839 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.0920151 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.0829921 # DEPENDENCYPART_HEADBIGRAM
(12,14),(16,13),0.104072 # DEPENDENCYPART_HEADBIGRAM
(12,14),(20,13),0.083707 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.110015 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0583003 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.0983332 # DEPENDENCYPART_HEADBIGRAM
(12,15),(16,14),0.107394 # DEPENDENCYPART_HEADBIGRAM
(12,15),(18,14),-0.0335228 # DEPENDENCYPART_HEADBIGRAM
(12,15),(20,14),-0.0187596 # DEPENDENCYPART_HEADBIGRAM
(12,16),(2,15),-0.0740953 # DEPENDENCYPART_HEADBIGRAM
(12,16),(8,15),-0.0685155 # DEPENDENCYPART_HEADBIGRAM
(12,16),(10,15),-0.0463125 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0762272 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.0234155 # DEPENDENCYPART_HEADBIGRAM
(12,16),(13,15),0.260361 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.133005 # DEPENDENCYPART_HEADBIGRAM
(12,16),(16,15),0.287645 # DEPENDENCYPART_HEADBIGRAM
(12,16),(18,15),0.0672965 # DEPENDENCYPART_HEADBIGRAM
(12,16),(20,15),0.0681845 # DEPENDENCYPART_HEADBIGRAM
(12,17),(0,16),-0.0185425 # DEPENDENCYPART_HEADBIGRAM
(12,17),(2,16),-0.054315 # DEPENDENCYPART_HEADBIGRAM
(12,17),(8,16),-0.0543301 # DEPENDENCYPART_HEADBIGRAM
(12,17),(10,16),-0.0871101 # DEPENDENCYPART_HEADBIGRAM
(12,17),(11,16),-0.0560977 # DEPENDENCYPART_HEADBIGRAM
(12,17),(12,16),0.102241 # DEPENDENCYPART_HEADBIGRAM
(12,17),(13,16),0.116223 # DEPENDENCYPART_HEADBIGRAM
(12,17),(15,16),0.110922 # DEPENDENCYPART_HEADBIGRAM
(12,17),(18,16),0.100114 # DEPENDENCYPART_HEADBIGRAM
(12,17),(20,16),0.100109 # DEPENDENCYPART_HEADBIGRAM
(12,18),(12,17),0.116716 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.129498 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.210397 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),-0.0143538 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.100991 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.263322 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.0634894 # DEPENDENCYPART_HEADBIGRAM
(12,21),(2,20),-0.0893209 # DEPENDENCYPART_HEADBIGRAM
(12,21),(8,20),-0.0926572 # DEPENDENCYPART_HEADBIGRAM
(12,21),(10,20),-0.0575189 # DEPENDENCYPART_HEADBIGRAM
(12,21),(11,20),-0.0400838 # DEPENDENCYPART_HEADBIGRAM
(12,21),(12,20),0.118534 # DEPENDENCYPART_HEADBIGRAM
(12,21),(13,20),0.118698 # DEPENDENCYPART_HEADBIGRAM
(12,21),(15,20),0.0551103 # DEPENDENCYPART_HEADBIGRAM
(12,21),(16,20),0.289048 # DEPENDENCYPART_HEADBIGRAM
(12,21),(18,20),0.101904 # DEPENDENCYPART_HEADBIGRAM
(12,21),(21,20),0.0116195 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),-0.144917 # DEPENDENCYPART_HEADBIGRAM
(13,8),(4,7),-0.144917 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.130788 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.0299015 # DEPENDENCYPART_HEADBIGRAM
(13,8),(10,7),-0.144692 # DEPENDENCYPART_HEADBIGRAM
(13,8),(16,7),0.0733996 # DEPENDENCYPART_HEADBIGRAM
(13,11),(0,10),-0.133845 # DEPENDENCYPART_HEADBIGRAM
(13,11),(1,10),-0.132899 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.132899 # DEPENDENCYPART_HEADBIGRAM
(13,11),(4,10),-0.132899 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.16114 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.0712431 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.125652 # DEPENDENCYPART_HEADBIGRAM
(13,11),(16,10),0.0796069 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.100006 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.150302 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.0891125 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.0897596 # DEPENDENCYPART_HEADBIGRAM
(13,14),(2,13),-0.0462451 # DEPENDENCYPART_HEADBIGRAM
(13,14),(4,13),-0.0500258 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0646227 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0601151 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0216373 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.000155574 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),0.062095 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.119971 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.127758 # DEPENDENCYPART_HEADBIGRAM
(13,14),(20,13),0.133453 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0610574 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.176218 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.345418 # DEPENDENCYPART_HEADBIGRAM
(13,15),(16,14),0.0789394 # DEPENDENCYPART_HEADBIGRAM
(13,15),(18,14),0.00707496 # DEPENDENCYPART_HEADBIGRAM
(13,15),(20,14),0.0147137 # DEPENDENCYPART_HEADBIGRAM
(13,16),(2,15),-0.0604111 # DEPENDENCYPART_HEADBIGRAM
(13,16),(8,15),-0.0576622 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0540702 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0920493 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.0552501 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),-0.0015017 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.150564 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.360492 # DEPENDENCYPART_HEADBIGRAM
(13,16),(18,15),0.0786428 # DEPENDENCYPART_HEADBIGRAM
(13,16),(20,15),0.0786522 # DEPENDENCYPART_HEADBIGRAM
(13,18),(12,17),-0.0616546 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.0448737 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.105587 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),-0.00558069 # DEPENDENCYPART_HEADBIGRAM
(13,20),(16,19),0.159577 # DEPENDENCYPART_HEADBIGRAM
(13,20),(18,19),0.168507 # DEPENDENCYPART_HEADBIGRAM
(13,20),(20,19),0.133617 # DEPENDENCYPART_HEADBIGRAM
(13,21),(2,20),-0.0661817 # DEPENDENCYPART_HEADBIGRAM
(13,21),(8,20),-0.0662103 # DEPENDENCYPART_HEADBIGRAM
(13,21),(10,20),-0.0495196 # DEPENDENCYPART_HEADBIGRAM
(13,21),(11,20),-0.0536253 # DEPENDENCYPART_HEADBIGRAM
(13,21),(12,20),-0.0495104 # DEPENDENCYPART_HEADBIGRAM
(13,21),(13,20),0.122551 # DEPENDENCYPART_HEADBIGRAM
(13,21),(15,20),0.100573 # DEPENDENCYPART_HEADBIGRAM
(13,21),(16,20),0.0840637 # DEPENDENCYPART_HEADBIGRAM
(13,21),(18,20),0.146708 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.0815156 # DEPENDENCYPART_HEADBIGRAM
(14,13),(0,12),-0.104315 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.120377 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.131298 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.158555 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.166049 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.127264 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.0696802 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.0700847 # DEPENDENCYPART_HEADBIGRAM
(14,13),(20,12),0.0828472 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.0595571 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.0457025 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),0.0607661 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.106862 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.0934852 # DEPENDENCYPART_HEADBIGRAM
(14,15),(20,14),0.0938312 # DEPENDENCYPART_HEADBIGRAM
(15,12),(10,11),-0.16052 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.128857 # DEPENDENCYPART_HEADBIGRAM
(15,12),(13,11),-0.131318 # DEPENDENCYPART_HEADBIGRAM
(15,12),(16,11),0.0925288 # DEPENDENCYPART_HEADBIGRAM
(15,13),(0,12),-0.0669333 # DEPENDENCYPART_HEADBIGRAM
(15,13),(2,12),-0.0709251 # DEPENDENCYPART_HEADBIGRAM
(15,13),(8,12),-0.0818465 # DEPENDENCYPART_HEADBIGRAM
(15,13),(10,12),-0.171919 # DEPENDENCYPART_HEADBIGRAM
(15,13),(11,12),-0.135677 # DEPENDENCYPART_HEADBIGRAM
(15,13),(13,12),-0.125927 # DEPENDENCYPART_HEADBIGRAM
(15,13),(15,12),0.0604641 # DEPENDENCYPART_HEADBIGRAM
(15,13),(16,12),0.00313904 # DEPENDENCYPART_HEADBIGRAM
(15,13),(20,12),0.110521 # DEPENDENCYPART_HEADBIGRAM
(15,14),(2,13),-0.069599 # DEPENDENCYPART_HEADBIGRAM
(15,14),(4,13),-0.0552381 # DEPENDENCYPART_HEADBIGRAM
(15,14),(8,13),-0.0286287 # DEPENDENCYPART_HEADBIGRAM
(15,14),(10,13),-0.0282681 # DEPENDENCYPART_HEADBIGRAM
(15,14),(11,13),-0.129552 # DEPENDENCYPART_HEADBIGRAM
(15,14),(12,13),0.00195024 # DEPENDENCYPART_HEADBIGRAM
(15,14),(14,13),-0.128889 # DEPENDENCYPART_HEADBIGRAM
(15,14),(15,13),0.030966 # DEPENDENCYPART_HEADBIGRAM
(15,14),(16,13),0.318087 # DEPENDENCYPART_HEADBIGRAM
(15,14),(20,13),0.072526 # DEPENDENCYPART_HEADBIGRAM
(15,16),(2,15),-0.0602411 # DEPENDENCYPART_HEADBIGRAM
(15,16),(8,15),-0.0604267 # DEPENDENCYPART_HEADBIGRAM
(15,16),(10,15),-0.0420454 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),-0.0689439 # DEPENDENCYPART_HEADBIGRAM
(15,16),(12,15),-0.0420454 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),-0.0781466 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),-0.0488815 # DEPENDENCYPART_HEADBIGRAM
(15,16),(16,15),-0.00962445 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.0885505 # DEPENDENCYPART_HEADBIGRAM
(15,16),(20,15),0.088549 # DEPENDENCYPART_HEADBIGRAM
(15,20),(16,19),0.146212 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.207313 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.0608567 # DEPENDENCYPART_HEADBIGRAM
(16,2),(2,1),0.0697937 # DEPENDENCYPART_HEADBIGRAM
(16,2),(4,1),-0.113958 # DEPENDENCYPART_HEADBIGRAM
(16,2),(7,1),-0.113829 # DEPENDENCYPART_HEADBIGRAM
(16,2),(8,1),-0.113829 # DEPENDENCYPART_HEADBIGRAM
(16,2),(10,1),-0.196547 # DEPENDENCYPART_HEADBIGRAM
(16,2),(12,1),-0.196008 # DEPENDENCYPART_HEADBIGRAM
(16,2),(16,1),0.0824978 # DEPENDENCYPART_HEADBIGRAM
(16,3),(0,2),-0.15498 # DEPENDENCYPART_HEADBIGRAM
(16,3),(1,2),-0.165413 # DEPENDENCYPART_HEADBIGRAM
(16,3),(4,2),-0.159814 # DEPENDENCYPART_HEADBIGRAM
(16,3),(6,2),-0.142842 # DEPENDENCYPART_HEADBIGRAM
(16,3),(7,2),-0.152227 # DEPENDENCYPART_HEADBIGRAM
(16,3),(8,2),-0.154377 # DEPENDENCYPART_HEADBIGRAM
(16,3),(10,2),-0.12857 # DEPENDENCYPART_HEADBIGRAM
(16,3),(12,2),-0.132062 # DEPENDENCYPART_HEADBIGRAM
(16,3),(16,2),0.26286 # DEPENDENCYPART_HEADBIGRAM
(16,4),(1,3),-0.0808909 # DEPENDENCYPART_HEADBIGRAM
(16,4),(2,3),-0.0808909 # DEPENDENCYPART_HEADBIGRAM
(16,4),(4,3),-0.167875 # DEPENDENCYPART_HEADBIGRAM
(16,4),(6,3),-0.125876 # DEPENDENCYPART_HEADBIGRAM
(16,4),(7,3),-0.0373294 # DEPENDENCYPART_HEADBIGRAM
(16,4),(8,3),-0.0373178 # DEPENDENCYPART_HEADBIGRAM
(16,4),(10,3),-0.106563 # DEPENDENCYPART_HEADBIGRAM
(16,4),(12,3),-0.106084 # DEPENDENCYPART_HEADBIGRAM
(16,4),(16,3),0.186275 # DEPENDENCYPART_HEADBIGRAM
(16,6),(1,5),-0.120187 # DEPENDENCYPART_HEADBIGRAM
(16,6),(2,5),-0.120187 # DEPENDENCYPART_HEADBIGRAM
(16,6),(4,5),-0.127061 # DEPENDENCYPART_HEADBIGRAM
(16,6),(6,5),-0.127686 # DEPENDENCYPART_HEADBIGRAM
(16,6),(7,5),-0.111985 # DEPENDENCYPART_HEADBIGRAM
(16,7),(2,6),-0.0833883 # DEPENDENCYPART_HEADBIGRAM
(16,7),(4,6),-0.0814076 # DEPENDENCYPART_HEADBIGRAM
(16,7),(7,6),0.039044 # DEPENDENCYPART_HEADBIGRAM
(16,7),(8,6),-0.0817716 # DEPENDENCYPART_HEADBIGRAM
(16,7),(10,6),-0.178447 # DEPENDENCYPART_HEADBIGRAM
(16,7),(16,6),0.0660684 # DEPENDENCYPART_HEADBIGRAM
(16,8),(2,7),-0.115774 # DEPENDENCYPART_HEADBIGRAM
(16,8),(4,7),-0.115775 # DEPENDENCYPART_HEADBIGRAM
(16,8),(6,7),-0.155187 # DEPENDENCYPART_HEADBIGRAM
(16,8),(8,7),0.130756 # DEPENDENCYPART_HEADBIGRAM
(16,8),(10,7),-0.19803 # DEPENDENCYPART_HEADBIGRAM
(16,8),(16,7),0.0398059 # DEPENDENCYPART_HEADBIGRAM
(16,9),(0,8),-0.168373 # DEPENDENCYPART_HEADBIGRAM
(16,9),(1,8),-0.178805 # DEPENDENCYPART_HEADBIGRAM
(16,9),(2,8),-0.178805 # DEPENDENCYPART_HEADBIGRAM
(16,9),(4,8),-0.160982 # DEPENDENCYPART_HEADBIGRAM
(16,9),(6,8),-0.142471 # DEPENDENCYPART_HEADBIGRAM
(16,9),(7,8),-0.148924 # DEPENDENCYPART_HEADBIGRAM
(16,9),(10,8),-0.133346 # DEPENDENCYPART_HEADBIGRAM
(16,9),(12,8),-0.132615 # DEPENDENCYPART_HEADBIGRAM
(16,9),(13,8),-0.0980859 # DEPENDENCYPART_HEADBIGRAM
(16,9),(16,8),0.293304 # DEPENDENCYPART_HEADBIGRAM
(16,10),(1,9),-0.0493148 # DEPENDENCYPART_HEADBIGRAM
(16,10),(2,9),-0.0493148 # DEPENDENCYPART_HEADBIGRAM
(16,10),(4,9),-0.0494589 # DEPENDENCYPART_HEADBIGRAM
(16,10),(6,9),-0.0750062 # DEPENDENCYPART_HEADBIGRAM
(16,10),(7,9),-0.0834634 # DEPENDENCYPART_HEADBIGRAM
(16,10),(8,9),-0.0833988 # DEPENDENCYPART_HEADBIGRAM
(16,10),(10,9),-0.225075 # DEPENDENCYPART_HEADBIGRAM
(16,10),(11,9),-0.124252 # DEPENDENCYPART_HEADBIGRAM
(16,10),(12,9),-0.089018 # DEPENDENCYPART_HEADBIGRAM
(16,10),(16,9),0.0153328 # DEPENDENCYPART_HEADBIGRAM
(16,11),(0,10),-0.0979981 # DEPENDENCYPART_HEADBIGRAM
(16,11),(1,10),-0.115562 # DEPENDENCYPART_HEADBIGRAM
(16,11),(2,10),-0.115562 # DEPENDENCYPART_HEADBIGRAM
(16,11),(4,10),-0.116034 # DEPENDENCYPART_HEADBIGRAM
(16,11),(7,10),-0.112485 # DEPENDENCYPART_HEADBIGRAM
(16,11),(8,10),-0.133156 # DEPENDENCYPART_HEADBIGRAM
(16,11),(12,10),-0.106221 # DEPENDENCYPART_HEADBIGRAM
(16,11),(16,10),-0.0693415 # DEPENDENCYPART_HEADBIGRAM
(16,12),(10,11),-0.282835 # DEPENDENCYPART_HEADBIGRAM
(16,12),(12,11),-0.0535048 # DEPENDENCYPART_HEADBIGRAM
(16,12),(13,11),-0.130088 # DEPENDENCYPART_HEADBIGRAM
(16,12),(16,11),0.288829 # DEPENDENCYPART_HEADBIGRAM
(16,13),(0,12),-0.0907608 # DEPENDENCYPART_HEADBIGRAM
(16,13),(2,12),-0.107957 # DEPENDENCYPART_HEADBIGRAM
(16,13),(8,12),-0.0964247 # DEPENDENCYPART_HEADBIGRAM
(16,13),(10,12),0.0685295 # DEPENDENCYPART_HEADBIGRAM
(16,13),(11,12),-0.0883423 # DEPENDENCYPART_HEADBIGRAM
(16,13),(13,12),-0.127203 # DEPENDENCYPART_HEADBIGRAM
(16,13),(15,12),-0.109969 # DEPENDENCYPART_HEADBIGRAM
(16,13),(16,12),-0.0644713 # DEPENDENCYPART_HEADBIGRAM
(16,13),(20,12),0.105021 # DEPENDENCYPART_HEADBIGRAM
(16,14),(2,13),-0.115782 # DEPENDENCYPART_HEADBIGRAM
(16,14),(4,13),-0.0816789 # DEPENDENCYPART_HEADBIGRAM
(16,14),(8,13),-0.0770554 # DEPENDENCYPART_HEADBIGRAM
(16,14),(10,13),-0.120501 # DEPENDENCYPART_HEADBIGRAM
(16,14),(11,13),-0.0909367 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.112479 # DEPENDENCYPART_HEADBIGRAM
(16,14),(14,13),-0.123312 # DEPENDENCYPART_HEADBIGRAM
(16,14),(15,13),-0.118549 # DEPENDENCYPART_HEADBIGRAM
(16,14),(16,13),0.0800766 # DEPENDENCYPART_HEADBIGRAM
(16,14),(20,13),0.0820551 # DEPENDENCYPART_HEADBIGRAM
(16,15),(12,14),-0.149011 # DEPENDENCYPART_HEADBIGRAM
