# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(7,7),(7,13),(7,15),0.011625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.0914436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),0.112034 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,17),-0.0489336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,19),-0.160489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,17),(7,19),0.118891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0420191 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0791015 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.134494 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.134462 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.0615709 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,17),-0.134399 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0862525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0395786 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.170844 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.170813 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),0.00466984 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,17),-0.17075 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,19),-0.0191404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.124102 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.124071 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),-0.0374847 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),-0.124008 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,19),-0.0801092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.133954 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0615709 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,17),-0.133891 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,19),-0.0889499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,15),-0.0615709 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.133891 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0888821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,17),-0.0456099 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,19),-0.0947386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,19),-0.088871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.040273 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.1716 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.171568 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),0.00447805 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,17),-0.171505 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.0174527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.124616 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.124585 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.0376765 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.124522 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.0793887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.134469 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.0617627 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,17),-0.134406 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.0760837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,15),-0.0617627 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.134406 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.0760159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,17),-0.0461236 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,19),-0.0905844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,19),-0.0760048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.0295297 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0287296 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0902129 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,17),-0.0287296 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.14603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0906479 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.0995049 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,17),-0.0906479 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.162899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,15),-0.0995049 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,17),-0.0906479 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.161603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,17),-0.0566209 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,19),-0.0981864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,17),(7,19),-0.161603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0781347 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.0878961 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,17),-0.0781347 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,19),-0.0897234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,15),-0.0878961 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.0781347 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.0893348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,17),-0.0659996 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,19),-0.103661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,19),-0.0893187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,15),-0.0615709 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,17),-0.133994 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,19),-0.105707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,17),-0.0457133 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,19),-0.109889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,17),(7,19),-0.105696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,17),-0.0458426 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,19),-0.092166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,19),-0.0860008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,17),(7,19),-0.0567971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0786898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.240334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.197507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.177603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.198697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,-1),-0.189676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0328237 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.106909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,-1),-0.0815859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,-1),-0.0643934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,13),(8,15),-0.0977854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.118063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.107634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,17),-0.14402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.0858383 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,19),-0.0998722 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,13),(8,15),(8,17),-0.0533343 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.142257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,19),-0.12404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,17),(8,19),-0.111281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0505826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.0287076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,-1),-0.186909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,-1),-0.0997867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.113257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0695088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0602073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.208019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.248552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.116269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0619848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.202315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.681454 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.161344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.153752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.13054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.106176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0738767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.155546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.100082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.109248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.121997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.122756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.0983838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.0673246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.123663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.120022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.133039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.120499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0983818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0673246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.121932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.116989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.12652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.248552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.116269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0619848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.202315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.681454 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.0686879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.147888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.123349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.104465 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.191335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.147973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),-0.0852797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.118248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),-0.118758 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),-0.219599 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),0.173965 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),0.175105 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),0.207121 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0975728 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0697268 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),0.175105 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.118324 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.17754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0826749 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),0.502507 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.110371 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0465083 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.0826749 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.240227 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.0981163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),0.503946 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.110371 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0465083 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0826749 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.240223 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0955543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0967908 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.0616183 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.00036686 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),-0.135992 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.226077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.0616084 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),0.00826493 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,18),-0.122299 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),-0.186087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),0.0520012 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.139947 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.164701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.240223 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,19),-0.0955543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),-0.274753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0744619 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),0.0607105 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0870807 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0697522 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0744619 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0766076 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),-0.022523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),0.0607114 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0870807 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0697522 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0744619 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0766076 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.0217954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0756478 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.0752049 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0508314 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.0466192 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),-0.265007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0707984 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0649667 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,18),-0.0500625 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),-0.0621603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0811661 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.060841 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.104421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0766076 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,19),-0.0217793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),-0.129643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.0329194 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.052511 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0761114 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0693702 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0882235 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),-0.154149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.0134274 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.0293269 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0827099 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),-0.124735 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,19),-0.0616876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.0746601 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.0533104 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,18),-0.0945672 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,19),-0.170389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.0713775 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.0974183 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,19),-0.101561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.0881807 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,19),-0.154142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,19),-0.0672334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0134274 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.029327 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.0827338 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.1244 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,19),-0.0348533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0746601 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.0533343 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,18),-0.0942295 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,19),-0.145707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.0714014 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.0970826 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,19),-0.0768796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.0878407 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,19),-0.127492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,19),-0.0355409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.0616084 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),0.00826493 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,18),-0.122299 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,19),-0.186087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),0.0520012 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.139947 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,19),-0.164701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.240223 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,19),-0.0955543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,19),-0.274753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0537285 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,18),-0.0560286 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,19),-0.09156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,18),-0.039811 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,19),-0.111437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,18),(9,19),-0.0757306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.0968747 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,19),-0.103799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,19),-0.0977113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,19),-0.0414269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.107983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.224542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0628564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.2506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.139063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.0914435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.0423632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.132227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.235013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.135296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.00776715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.0764129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.247626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.133124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.122629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.2062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.145604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.0969389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,2),-0.137687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.115538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,-1),-0.185887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0840802 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0227412 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0804252 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.0856079 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.100376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
