# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(9,13),(9,19),(9,29),-0.00194763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.0834113 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.0688225 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,19),-0.0704616 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,29),-0.127229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0688222 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,19),-0.0704616 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,29),-0.125486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,19),-0.07006 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,29),-0.147476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,19),(9,29),-0.161431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0357497 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,19),-0.0721285 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,29),-0.10337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,19),-0.0725245 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,29),-0.0724017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,19),(9,29),-0.110895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,19),-0.0698723 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,29),-0.0705687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,19),(9,29),-0.116256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,19),(9,29),-0.0966633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,6),-0.180719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0202549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.0350134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.166934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.0263495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.0490194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.185376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.13398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.0536437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,-1),-0.0812311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),0.0247591 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),0.0564102 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.0890387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),0.056621 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.0728091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,-1),-0.0291104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),0.0404824 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.0945113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,-1),-0.0626616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,-1),0.0677174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.202409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.116494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.165995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.149811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.135155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.111722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.183375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),-0.110412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,28),-0.116494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,29),-0.242914 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.103006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.100749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0934555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0899604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),-0.0750234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,28),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,29),-0.115623 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.110145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.124422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.109768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.128024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.0239425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),-0.131178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,28),-0.126409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,29),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.120266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.104908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.141929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.150176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.143716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,28),-0.124117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,29),-0.142572 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.0930607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),-0.125453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.123112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.128283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,28),-0.0185951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,29),-0.0920001 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.113943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.120523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,20),-0.116774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,28),-0.0608883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,29),-0.101285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,19),-0.144973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,20),-0.108268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,28),-0.172211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,29),-0.108161 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,20),-0.0750359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,28),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,29),-0.109447 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,20),(10,28),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,29),-0.0608333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,28),(10,29),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0696921 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),0.00275853 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.073815 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0738099 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0693487 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0872846 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,20),-0.0693614 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,28),-0.0696921 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,29),-0.170506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.00365435 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0726969 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.072692 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0693172 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0842767 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0693299 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,28),-0.0690615 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,29),-0.142028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0727055 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0727006 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0695008 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0845197 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),-0.0695136 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,28),-0.0691101 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,29),-0.154179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0727177 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.0693519 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0844609 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),-0.0693767 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,28),-0.0690704 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,29),-0.155011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0693519 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.0844609 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,20),-0.0693767 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,28),-0.0690698 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,29),-0.15501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,19),-0.0895124 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,20),-0.0695826 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,28),-0.0690615 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,29),-0.161756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,20),-0.0693614 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,28),-0.0696921 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,29),-0.170506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,20),(10,28),-0.0690615 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,29),-0.161756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,28),(10,29),-0.142028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.073361 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.105364 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0549528 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,20),-0.0776273 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,28),-0.114668 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,29),-0.0376906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.10531 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0716175 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,20),-0.0766367 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,28),-0.0963166 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,29),0.0240722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0701197 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,20),-0.0860088 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,28),-0.0928025 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,29),-0.127366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.0700905 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,20),-0.0840243 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,28),-0.091465 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,29),-0.129437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,19),-0.0852183 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,20),-0.076945 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,28),-0.0960279 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,29),-0.128843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,20),-0.0755025 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,28),-0.0869641 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,29),-0.11521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,20),(10,28),-0.096542 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,29),-0.099248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,28),(10,29),-0.0376906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0724027 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0724027 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.0729977 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.0613765 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,28),-0.109051 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,29),0.022418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0723858 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0729234 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.0613765 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,28),-0.123061 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,29),-0.0258915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),-0.0729234 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,20),-0.0613765 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,28),-0.122601 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,29),-0.0258914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,19),-0.0729231 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,20),-0.0622415 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,28),-0.111851 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,29),-0.0392221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,20),-0.0523554 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,28),-0.10558 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,29),-0.00194763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,20),(10,28),-0.111851 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,29),-0.042353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,28),(10,29),-0.120815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.0834113 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.0688225 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0704616 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.069137 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,28),-0.07632 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,29),-0.127229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.0688222 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.0704616 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,20),-0.0691366 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,28),-0.0763196 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,29),-0.125486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,19),-0.07006 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,20),-0.0697666 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,28),-0.0758553 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,29),-0.147476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),-0.0688439 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,28),-0.079151 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,29),-0.161431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,20),(10,28),-0.075856 # DEPENDENCYPART_TRISIBL
(10,14),(10,20),(10,29),-0.148222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,28),(10,29),-0.0848888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0357497 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.0721285 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,20),-0.0089035 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,28),-0.120872 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,29),-0.10337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,19),-0.0725245 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,20),-0.0227914 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,28),-0.00287038 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,29),-0.0724017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),-0.0104176 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,28),-0.0473493 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,29),-0.110895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,20),(10,28),-0.00579555 # DEPENDENCYPART_TRISIBL
(10,15),(10,20),(10,29),-0.0752958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,28),(10,29),-0.0459073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,19),-0.0698723 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,20),-0.0196768 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,28),0.00201282 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,29),-0.0705687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,20),-0.00714788 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,28),-0.0430331 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,29),-0.116256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,20),(10,28),-0.000912353 # DEPENDENCYPART_TRISIBL
(10,16),(10,20),(10,29),-0.0734629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,28),(10,29),-0.0805472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,19),(10,20),-0.114481 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,28),-0.0698919 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,29),-0.0966633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,20),(10,28),-0.0712745 # DEPENDENCYPART_TRISIBL
(10,17),(10,20),(10,29),-0.20381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,28),(10,29),-0.142333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,20),(10,28),-0.0969833 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,29),-0.0997239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,28),(10,29),-0.0374066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,28),(10,29),-0.0734489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.191725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.177953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.180883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.0202549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.0350073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.166741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.177612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.180719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.0202549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.0350134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.166861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.0653424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.244661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.132154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.399755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.0263495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),-0.0490194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.185303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.13398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.0536069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,-1),-0.0811943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.161146 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.0386805 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),0.0295907 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),0.0600092 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.107829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.164316 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),0.000402653 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),0.040206 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.236336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),0.0305447 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,4),0.0565383 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.088292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),0.0567491 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.0721572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,-1),-0.0284524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.164746 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.0111685 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),0.0400779 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.236987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),0.0247591 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,4),0.0564102 # DEPENDENCYPART_TRISIBL
