# _root_ `` Psyllium 's not a good crop , '' complains Sooraji Jath , a 26-year-old farmer from the village of Lakshmipura . ``
#goldHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
#predictedHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
(21,20),(20,20),(20,21),-0.162051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,23),-0.147261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,24),-0.0521678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,24),-0.195162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,23),(20,24),-0.154764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,18),-0.0191897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,16),0.121059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),-0.376972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,18),(20,16),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),0.000194065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,16),(20,-1),0.0362461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,24),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.145167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,17),(22,-1),-0.145072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,24),-0.0602178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,-1),-0.181854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,17),(17,18),0.109495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,19),0.11232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,20),0.119614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,21),0.11232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,24),-0.176717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,18),(17,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,24),-0.144747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,19),(17,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,24),-0.141925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,20),(17,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,20),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,20),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,20),(17,24),-0.134628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,21),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,21),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,21),(17,24),-0.141925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,22),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,22),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,23),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,17),(17,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,15),-0.0194772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,-1),-0.0423889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,16),(17,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,15),(17,-1),-0.0194772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.111996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,24),-0.177824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,24),-0.142249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,23),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,18),-0.0209084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),-0.043752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,18),(20,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,-1),-0.0209084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,16),(20,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,2),(0,3),-0.16424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,4),-0.123345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,7),-0.160021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,10),-0.177701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,24),0.279021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,4),-0.118337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,7),-0.117035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,10),-0.273575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,24),0.755867 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,7),-0.11915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,10),-0.149308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,24),0.221048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,10),-0.177702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,24),0.27852 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,10),(0,24),0.739569 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,2),(0,3),(0,4),-0.0503307 # DEPENDENCYPART_TRISIBL
(0,2),(0,3),(0,7),-0.0918435 # DEPENDENCYPART_TRISIBL
(0,2),(0,3),(0,10),-0.0926011 # DEPENDENCYPART_TRISIBL
(0,2),(0,3),(0,24),-0.104606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,4),(0,7),-0.0966614 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,10),-0.0954938 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,24),-0.107948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,7),(0,10),-0.0766021 # DEPENDENCYPART_TRISIBL
(0,2),(0,7),(0,24),-0.12794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,10),(0,24),-0.1213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,4),(0,7),-0.0592732 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,10),-0.1224 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,24),-0.1795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,7),(0,10),-0.119517 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,24),-0.162045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,10),(0,24),-0.255479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,7),(0,10),-0.0391025 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,24),-0.0847347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,10),(0,24),-0.0704355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,10),(0,24),-0.122795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.108586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.142267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.043521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.136099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.0914765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.140524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,13),-0.043521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,16),-0.140709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,22),-0.077721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,24),-0.0707917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,7),-0.147918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.132269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.187352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.114109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.146132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,13),-0.132269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,16),-0.146317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,22),-0.0931327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,24),-0.14023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.119036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.166723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,10),-0.10438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.11788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,13),-0.119036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,16),-0.118174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,22),-0.116265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,24),-0.117809 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.0872222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,10),-0.143866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,12),-0.0556305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,13),-0.206724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,16),-0.0558158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,22),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,24),-0.680846 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),-0.114654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,12),-0.181314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,13),-0.0839814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,16),-0.181499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,22),-0.141047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,24),-0.156697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,12),-0.140237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,13),-0.0519501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,16),-0.140423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,22),-0.0612266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,24),-0.0998071 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,13),-0.119003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,16),-0.116638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,22),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,24),-0.116147 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,13),(2,16),-0.0558158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,22),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,24),-0.680846 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,16),(2,22),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,24),-0.117189 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,22),(2,24),-0.21687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,7),-0.0465935 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.0786833 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0157361 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.101922 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.0465935 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,13),-0.0786833 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,16),-0.0465935 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,22),-0.0609391 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,24),-0.112327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.099979 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.023723 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,10),-0.0990187 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0551264 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,13),-0.099979 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,16),-0.0551264 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,22),-0.0485424 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,24),-0.108204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),0.0866494 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,10),-0.0718609 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.0470269 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,13),-0.0962348 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,16),-0.0470269 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,22),-0.0916107 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,24),-0.0524802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.0972049 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.0277652 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.0858243 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,16),-0.0277652 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,22),-0.0767205 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,24),-0.0827126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,12),-0.0530812 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,13),-0.0895001 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,16),-0.0530812 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,22),-0.122183 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,24),-0.11742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,13),-0.099979 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,16),-0.0551264 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,22),-0.0485424 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,24),-0.108204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,16),-0.0470269 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,22),-0.0916107 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,24),-0.0524802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,16),(2,22),-0.0485424 # DEPENDENCYPART_TRISIBL
(2,3),(2,16),(2,24),-0.108204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,22),(2,24),-0.0800958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),0.0805484 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),-0.0759545 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,10),-0.0417504 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0757843 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,13),0.0805484 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,16),-0.0757843 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,22),-0.073597 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,24),-0.0616153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,9),-0.0873256 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,10),-0.0737634 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,12),-0.049542 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,13),-0.0155707 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,16),-0.049542 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,22),-0.0385242 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,24),-0.284348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0398945 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,12),-0.0710119 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,13),-0.0140975 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,16),-0.0710119 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,22),-0.058858 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,24),-0.136538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,12),-0.079093 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,13),-0.0168019 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,16),-0.079093 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,22),-0.0434333 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,24),-0.0919194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,13),0.0805484 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,16),-0.0757843 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,22),-0.073597 # DEPENDENCYPART_TRISIBL
(2,4),(2,12),(2,24),-0.0615725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,13),(2,16),-0.049542 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,22),-0.0385242 # DEPENDENCYPART_TRISIBL
(2,4),(2,13),(2,24),-0.284348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,16),(2,22),-0.073597 # DEPENDENCYPART_TRISIBL
(2,4),(2,16),(2,24),-0.0615725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,22),(2,24),-0.147813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),0.0396268 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,10),-0.0999103 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.0825576 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,13),-0.0421934 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,16),-0.0825576 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,22),-0.123539 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,24),-0.0372344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.087085 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,12),-0.0636324 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,13),-0.0527263 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,16),-0.0636324 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,22),-0.0901302 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,24),-0.0842256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,12),-0.0690858 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,13),-0.0151963 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,16),-0.0690858 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,22),-0.0914664 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,24),-0.13168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,13),-0.0455458 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,16),-0.0692178 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,22),-0.0869655 # DEPENDENCYPART_TRISIBL
(2,7),(2,12),(2,24),-0.132347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,13),(2,16),-0.0825576 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,22),-0.123539 # DEPENDENCYPART_TRISIBL
(2,7),(2,13),(2,24),-0.0372344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,16),(2,22),-0.0869655 # DEPENDENCYPART_TRISIBL
(2,7),(2,16),(2,24),-0.132383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,22),(2,24),-0.0399298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,10),0.0415355 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,12),0.149301 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,13),0.282152 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,16),0.149301 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,22),-0.144224 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,24),-0.182642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,12),-0.0200349 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,13),0.567299 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,16),-0.0200349 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,22),-0.0816942 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,24),-0.0616271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,13),0.50683 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,16),-0.0825908 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,22),-0.240184 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,24),-0.0993942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,13),(2,16),-0.000278584 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,22),-0.135954 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,24),-0.230035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,16),(2,22),-0.240184 # DEPENDENCYPART_TRISIBL
(2,8),(2,16),(2,24),-0.0993942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,22),(2,24),-0.278674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,12),-0.0409794 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,13),0.0730274 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,16),-0.0409794 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,22),-0.131688 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,24),-0.0396758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
