# _root_ In fact , without Wall Street firms trading for their own accounts , the stock-index arbitrage trading opportunities for the big funds may be all the more abundant .
#goldHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,27,27,24,27,23,
#predictedHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,26,28,28,24,23,
(24,17),(17,12),(17,10),-0.0107639 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,12),(17,-1),-0.0343827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,11),(17,10),-0.0318913 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,11),(17,-1),-0.0333308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,10),(17,-1),0.0246154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,18),(18,19),0.169335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,20),0.117287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,21),0.143479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,22),0.0307678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,23),0.119188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,24),-0.0919888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,18),(18,26),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,28),-0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,30),-0.163228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,19),(18,20),0.111234 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,21),0.0935929 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,22),0.12644 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,23),0.115635 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,24),-0.110555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,19),(18,26),-0.12497 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,28),-0.125328 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,30),0.00158316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,20),(18,21),0.117471 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,22),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,23),0.119158 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,20),(18,26),-0.12725 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,28),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,30),-0.208172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,21),(18,22),0.0630658 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,23),0.119151 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,24),-0.125363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,21),(18,26),-0.136124 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,28),-0.125223 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,29),-0.130349 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,30),-0.0570227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,22),(18,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,22),(18,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,22),(18,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,22),(18,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,22),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,22),(18,30),-0.114527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,23),(18,24),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,23),(18,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,23),(18,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,23),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,23),(18,30),-0.165158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,24),(18,26),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,28),-0.125824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,29),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,30),-0.0939257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,26),(18,28),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,26),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,26),(18,30),-0.208172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,28),(18,29),-0.130349 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,28),(18,30),-0.0621778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,29),(18,30),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,18),(18,17),-0.00864838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,16),-0.000358574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,15),0.00370209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,14),-0.129693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,13),0.045719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,12),5.54863e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,11),-0.0533853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,10),-0.0468054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,9),-0.0909579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,-1),0.0340361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,17),(18,16),-0.0443897 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,15),-0.0443902 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,14),-0.0138383 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,13),-0.0586143 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,12),-0.0445738 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,11),-0.0614807 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,10),-0.0107425 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,9),-0.06601 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,-1),-0.0330743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,16),(18,15),-0.0459442 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,14),-0.0116906 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,13),-0.058955 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,12),-0.0461278 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,11),-0.0546396 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,10),-0.0107481 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,9),-0.0658856 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,-1),-0.0308727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,15),(18,14),-0.0123694 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,13),-0.0585762 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,12),-0.0465767 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,11),-0.0539804 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,10),-0.0107425 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,9),-0.065883 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,-1),-0.0265526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,14),(18,13),-0.0178897 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,14),(18,12),-0.0639192 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,14),(18,11),-0.0717184 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,14),(18,10),-0.0472262 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,14),(18,9),-0.0317503 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,14),(18,-1),0.0561927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,13),(18,12),-0.0922845 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,13),(18,11),-0.00461864 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,13),(18,10),-0.0443295 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,13),(18,9),0.00322938 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,13),(18,-1),-0.0313644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,12),(18,11),-0.0546399 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,12),(18,10),-0.0107425 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,12),(18,9),-0.065885 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,12),(18,-1),-0.0307459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,11),(18,10),-0.0315362 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,11),(18,9),-0.0588838 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,11),(18,-1),-0.0364428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,10),(18,9),-0.0465279 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,10),(18,-1),0.024791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,9),(18,-1),-0.0304431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,19),(19,20),0.113898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,21),0.100582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,22),0.112095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,23),0.122225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,24),-0.120817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,19),(19,19),(19,27),-0.131503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,30),0.0366719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,19),(19,20),(19,21),0.118551 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,20),(19,22),0.121877 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,20),(19,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,20),(19,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,20),(19,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,20),(19,30),-0.166635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,21),(19,22),0.117018 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,21),(19,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,21),(19,24),-0.124898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,21),(19,27),-0.124893 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,21),(19,30),-0.124699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,22),(19,23),0.122657 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,22),(19,24),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,22),(19,27),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,22),(19,30),-0.168501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,23),(19,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,23),(19,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,19),(19,23),(19,30),-0.121555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,24),(19,27),-0.124917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,24),(19,30),-0.0849635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,19),(19,27),(19,30),-0.107404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,19),(19,18),0.0467821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,-1),-0.110344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,19),(19,18),(19,-1),0.0580209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,23),0.123771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,24),-0.111776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,21),(21,28),-0.0951326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,30),-0.161348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,23),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,23),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,30),-0.110903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,24),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,30),-0.10106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,28),(21,30),-0.111328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,20),-0.0274904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,18),-0.0201455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,-1),-0.0299366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,20),(21,18),-0.0437793 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,-1),0.00233789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,18),(21,-1),-0.0684017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,23),0.119172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,24),-0.0962633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,26),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,27),-0.127526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,28),-0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,30),-0.178776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,23),(22,24),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,27),-0.124898 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,30),-0.165173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,24),(22,26),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,27),-0.125036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,28),-0.125824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,30),-0.0877072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,26),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,28),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,30),-0.212417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,27),(22,28),-0.125038 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,27),(22,30),-0.0179461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,28),(22,30),-0.0614798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,21),-0.0653867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,20),-0.130702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,19),-0.0875193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,18),0.000188771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,17),-0.00836226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,16),-7.24571e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,15),0.0039882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,14),-0.130702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,10),-0.0464137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,-1),0.0384304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,21),(22,20),-0.0251329 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,19),-0.0596084 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,18),-0.0247779 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,17),-0.0247779 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,16),-0.0247779 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,15),-0.0247779 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,14),-0.0251329 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,10),-0.0300922 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,21),(22,-1),-0.0370307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,20),(22,19),-0.0317504 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,18),-0.0639192 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,17),-0.0639195 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,16),-0.0639192 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,15),-0.0639192 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,14),-0.0372833 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,10),-0.0472262 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,20),(22,-1),0.0556886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,19),(22,18),-0.071638 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,17),-0.0724598 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,16),-0.0715632 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,15),-0.0715632 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,14),-0.051806 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,10),-0.044312 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,19),(22,-1),-0.0295857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,18),(22,17),-0.0497423 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,18),(22,16),-0.0486138 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,18),(22,15),-0.0486143 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,18),(22,14),-0.012275 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,18),(22,10),-0.00840365 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,18),(22,-1),-0.0361515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,17),(22,16),-0.0470603 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,17),(22,15),-0.0470608 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,17),(22,14),-0.0144228 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,17),(22,10),-0.00840371 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,17),(22,-1),-0.038358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,16),(22,15),-0.0486147 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,16),(22,14),-0.012275 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,16),(22,10),-0.00840933 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,16),(22,-1),-0.0361563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,15),(22,14),-0.0129538 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,15),(22,10),-0.00840365 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,15),(22,-1),-0.0318362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,14),(22,10),-0.0472262 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,14),(22,-1),0.0556886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,10),(22,-1),0.0281147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,26),(26,28),-0.0652412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,30),-0.100305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,28),(26,29),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(24,26),(26,28),(26,30),-0.063572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,29),(26,30),-0.0420059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,26),(26,25),0.118634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,-1),-0.299907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,25),(26,-1),-0.125415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,28),-0.0978569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,29),-0.0449203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,30),-0.0376317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,28),(27,29),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,30),-0.123071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,29),(27,30),-0.0424667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,26),0.143374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,-1),-0.1618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,26),(27,-1),-0.137005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,29),-0.0475422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,30),-0.0225385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,29),(28,30),-0.0471672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,27),0.163786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,26),0.109349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,22),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,21),-0.0951326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,17),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,16),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,15),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,-1),-0.16312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,27),(28,26),0.109479 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,22),-0.12644 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,17),-0.12644 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,16),-0.12644 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,15),-0.12644 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,-1),-0.186809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,26),(28,22),-0.124891 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,26),(28,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,26),(28,17),-0.124891 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,26),(28,16),-0.124891 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,26),(28,15),-0.124891 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,26),(28,-1),-0.156905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,22),(28,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,22),(28,17),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,22),(28,16),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,22),(28,15),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,22),(28,-1),-0.0142502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,21),(28,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,21),(28,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,21),(28,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,21),(28,-1),-0.111297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,17),(28,16),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,17),(28,15),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,17),(28,-1),-0.0226741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,16),(28,15),-0.125003 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,16),(28,-1),-0.0215539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
