# _root_ The marriage of news and theater , if not exactly inevitable , has been consummated nonetheless .
#goldHeads=2,13,2,5,3,5,13,11,11,11,13,13,0,13,14,15,13,
#predictedHeads=2,13,2,5,3,5,2,11,11,11,2,2,0,13,14,15,13,
(15,10),(15,5),(15,-1),-0.0691166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,4),(15,3),-0.0662386 # DEPENDENCYPART_TRISIBL
(15,10),(15,4),(15,2),-0.0940745 # DEPENDENCYPART_TRISIBL
(15,10),(15,4),(15,-1),-0.0483616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,3),(15,2),-0.048425 # DEPENDENCYPART_TRISIBL
(15,10),(15,3),(15,-1),-0.056078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,2),(15,-1),-0.0518652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,8),(15,7),-0.00264041 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,6),-0.0360978 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,5),-0.1331 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,4),-0.0378134 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,3),-0.0889669 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,2),-0.0360974 # DEPENDENCYPART_TRISIBL
(15,9),(15,8),(15,-1),-0.0456036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,7),(15,6),0.0878162 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,5),-0.154105 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,4),0.0857589 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,3),-0.0627959 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,2),0.0878171 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,-1),-0.202459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,6),(15,5),-0.140528 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,4),-0.0816986 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,3),-0.059603 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,2),-0.0791685 # DEPENDENCYPART_TRISIBL
(15,9),(15,6),(15,-1),-0.0643135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,5),(15,4),-0.0358038 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,3),-0.0669143 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,2),-0.0340878 # DEPENDENCYPART_TRISIBL
(15,9),(15,5),(15,-1),-0.0819588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,4),(15,3),-0.059603 # DEPENDENCYPART_TRISIBL
(15,9),(15,4),(15,2),-0.0791685 # DEPENDENCYPART_TRISIBL
(15,9),(15,4),(15,-1),-0.0608099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,3),(15,2),-0.0351049 # DEPENDENCYPART_TRISIBL
(15,9),(15,3),(15,-1),-0.0504036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,2),(15,-1),-0.0643135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,7),(15,6),-0.0562883 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,5),-0.150365 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,4),-0.0562995 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,3),-0.0769921 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,2),-0.0553988 # DEPENDENCYPART_TRISIBL
(15,8),(15,7),(15,-1),-0.038976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,6),(15,5),-0.118182 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,4),-0.151145 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,3),-0.151042 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,2),-0.150497 # DEPENDENCYPART_TRISIBL
(15,8),(15,6),(15,-1),0.00696842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,5),(15,4),-0.129843 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,3),-0.126657 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,2),-0.129201 # DEPENDENCYPART_TRISIBL
(15,8),(15,5),(15,-1),-0.0311886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,4),(15,3),-0.15105 # DEPENDENCYPART_TRISIBL
(15,8),(15,4),(15,2),-0.150497 # DEPENDENCYPART_TRISIBL
(15,8),(15,4),(15,-1),0.0067079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,3),(15,2),-0.139397 # DEPENDENCYPART_TRISIBL
(15,8),(15,3),(15,-1),-0.0335106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,8),(15,2),(15,-1),0.00696842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,6),(15,5),-0.0318466 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,4),-0.135213 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,3),0.0785123 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,2),-0.135726 # DEPENDENCYPART_TRISIBL
(15,7),(15,6),(15,-1),0.011357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,5),(15,4),-0.137017 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,3),-0.0269954 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,2),-0.137272 # DEPENDENCYPART_TRISIBL
(15,7),(15,5),(15,-1),-0.0231273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,4),(15,3),0.0777383 # DEPENDENCYPART_TRISIBL
(15,7),(15,4),(15,2),-0.135728 # DEPENDENCYPART_TRISIBL
(15,7),(15,4),(15,-1),0.0100464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,3),(15,2),-0.087742 # DEPENDENCYPART_TRISIBL
(15,7),(15,3),(15,-1),-0.0316496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,2),(15,-1),0.01173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,5),(15,4),-0.167536 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,3),-0.0810163 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,2),-0.164288 # DEPENDENCYPART_TRISIBL
(15,6),(15,5),(15,-1),-0.0716687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,4),(15,3),-0.0372718 # DEPENDENCYPART_TRISIBL
(15,6),(15,4),(15,2),-0.225116 # DEPENDENCYPART_TRISIBL
(15,6),(15,4),(15,-1),-0.0960638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,3),(15,2),-0.159042 # DEPENDENCYPART_TRISIBL
(15,6),(15,3),(15,-1),-0.044746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,6),(15,2),(15,-1),-0.0956685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,4),(15,3),-0.0365222 # DEPENDENCYPART_TRISIBL
(15,5),(15,4),(15,2),-0.108393 # DEPENDENCYPART_TRISIBL
(15,5),(15,4),(15,-1),-0.103341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,3),(15,2),-0.116227 # DEPENDENCYPART_TRISIBL
(15,5),(15,3),(15,-1),-0.0104986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,5),(15,2),(15,-1),-0.102777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,4),(15,3),(15,2),-0.151394 # DEPENDENCYPART_TRISIBL
(15,4),(15,3),(15,-1),-0.0556964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,4),(15,2),(15,-1),-0.0985797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,3),(15,2),(15,-1),-0.0951892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.299918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,11),(16,8),-0.0553597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,5),-0.0919534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,2),-0.111194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.190915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,5),-0.14259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,2),-0.0508019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,-1),-0.0897567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,5),(16,2),-0.108422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,5),(16,-1),-0.0554754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,2),(16,-1),-0.0770804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,5),-0.11973 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,2),-0.0691883 # DEPENDENCYPART_TRISIBL
(16,11),(16,8),(16,-1),-0.0811797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,5),(16,2),-0.0779015 # DEPENDENCYPART_TRISIBL
(16,11),(16,5),(16,-1),-0.119106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,2),(16,-1),-0.0963933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,5),(16,2),-0.0850496 # DEPENDENCYPART_TRISIBL
(16,8),(16,5),(16,-1),-0.0397343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,8),(16,2),(16,-1),0.00964811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,5),(16,2),(16,-1),-0.0671423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.123506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.467504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,-1),-0.465926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,-1),-0.104243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.290933 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.0756345 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.070106 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.0734338 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.070106 # DEPENDENCYPART_HEADBIGRAM
(0,2),(13,1),0.0793246 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.0668485 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.0206036 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),-0.262762 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.000226411 # DEPENDENCYPART_HEADBIGRAM
(0,5),(11,4),0.0776608 # DEPENDENCYPART_HEADBIGRAM
(0,5),(13,4),0.0541316 # DEPENDENCYPART_HEADBIGRAM
(0,5),(15,4),0.0510244 # DEPENDENCYPART_HEADBIGRAM
(0,13),(2,12),0.277953 # DEPENDENCYPART_HEADBIGRAM
(0,13),(5,12),0.204285 # DEPENDENCYPART_HEADBIGRAM
(0,13),(6,12),0.277953 # DEPENDENCYPART_HEADBIGRAM
(0,13),(8,12),0.109964 # DEPENDENCYPART_HEADBIGRAM
(0,13),(9,12),0.0776385 # DEPENDENCYPART_HEADBIGRAM
(0,13),(10,12),0.0462718 # DEPENDENCYPART_HEADBIGRAM
(0,13),(11,12),0.0555627 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),0.137435 # DEPENDENCYPART_HEADBIGRAM
(0,13),(14,12),0.109775 # DEPENDENCYPART_HEADBIGRAM
(0,13),(15,12),0.107196 # DEPENDENCYPART_HEADBIGRAM
(0,14),(0,13),0.0124687 # DEPENDENCYPART_HEADBIGRAM
(0,14),(2,13),0.0831151 # DEPENDENCYPART_HEADBIGRAM
(0,14),(5,13),0.0816492 # DEPENDENCYPART_HEADBIGRAM
(0,14),(6,13),0.0784459 # DEPENDENCYPART_HEADBIGRAM
(0,14),(8,13),0.0849337 # DEPENDENCYPART_HEADBIGRAM
(0,14),(9,13),0.141739 # DEPENDENCYPART_HEADBIGRAM
(0,14),(10,13),0.128105 # DEPENDENCYPART_HEADBIGRAM
(0,14),(11,13),0.0845506 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.0304636 # DEPENDENCYPART_HEADBIGRAM
(0,15),(0,14),0.0149196 # DEPENDENCYPART_HEADBIGRAM
(0,15),(2,14),0.0877512 # DEPENDENCYPART_HEADBIGRAM
(0,15),(5,14),0.0834863 # DEPENDENCYPART_HEADBIGRAM
(0,15),(6,14),0.083082 # DEPENDENCYPART_HEADBIGRAM
(0,15),(11,14),0.0971282 # DEPENDENCYPART_HEADBIGRAM
(0,15),(13,14),0.175414 # DEPENDENCYPART_HEADBIGRAM
(0,15),(17,14),0.0807325 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0676777 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0701712 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0678362 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.0770592 # DEPENDENCYPART_HEADBIGRAM
(1,3),(10,2),0.0770592 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.0770441 # DEPENDENCYPART_HEADBIGRAM
(1,3),(13,2),0.0747622 # DEPENDENCYPART_HEADBIGRAM
(1,3),(14,2),0.0747614 # DEPENDENCYPART_HEADBIGRAM
(1,3),(15,2),0.0747622 # DEPENDENCYPART_HEADBIGRAM
(1,3),(16,2),0.0805784 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0955323 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.0682681 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.307795 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.162092 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.148401 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.141822 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.240893 # DEPENDENCYPART_HEADBIGRAM
(2,3),(14,2),0.229877 # DEPENDENCYPART_HEADBIGRAM
(2,3),(15,2),0.245379 # DEPENDENCYPART_HEADBIGRAM
(2,3),(16,2),0.145637 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0540991 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0238978 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.108049 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.130651 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.0879956 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.0909513 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),0.0883735 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.0315333 # DEPENDENCYPART_HEADBIGRAM
(2,4),(15,3),0.0458917 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0239708 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.356407 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.23335 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0679371 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.0781613 # DEPENDENCYPART_HEADBIGRAM
(2,5),(13,4),0.0567427 # DEPENDENCYPART_HEADBIGRAM
(2,5),(15,4),0.0572197 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0801583 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0232683 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.159592 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0407388 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.14812 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.0790715 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.0794522 # DEPENDENCYPART_HEADBIGRAM
(2,6),(13,5),0.135525 # DEPENDENCYPART_HEADBIGRAM
(2,6),(15,5),0.142732 # DEPENDENCYPART_HEADBIGRAM
(2,6),(16,5),0.0806903 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.146776 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0489559 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.126101 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.230358 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0592337 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.0685545 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.0703812 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.0298253 # DEPENDENCYPART_HEADBIGRAM
(2,7),(14,6),0.0309909 # DEPENDENCYPART_HEADBIGRAM
(2,7),(15,6),0.0268402 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.125655 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.125827 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0630112 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0795825 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.0454918 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.0890951 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0832025 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.0715107 # DEPENDENCYPART_HEADBIGRAM
(2,8),(13,7),0.0533455 # DEPENDENCYPART_HEADBIGRAM
(2,8),(15,7),0.053375 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.086683 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.0804731 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0837034 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.0803849 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.0813556 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.0769621 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.0814649 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.0867626 # DEPENDENCYPART_HEADBIGRAM
(2,9),(15,8),0.084471 # DEPENDENCYPART_HEADBIGRAM
(2,9),(16,8),0.0818535 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0853056 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.0907031 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0973588 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0870079 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0958749 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.0904738 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.0802371 # DEPENDENCYPART_HEADBIGRAM
(2,10),(13,9),0.0620234 # DEPENDENCYPART_HEADBIGRAM
(2,10),(14,9),0.0623043 # DEPENDENCYPART_HEADBIGRAM
(2,10),(15,9),0.0624682 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.0717313 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.0994906 # DEPENDENCYPART_HEADBIGRAM
(2,11),(5,10),0.103187 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.104372 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.0929841 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.0685789 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.101129 # DEPENDENCYPART_HEADBIGRAM
(2,11),(13,10),0.0598832 # DEPENDENCYPART_HEADBIGRAM
(2,11),(14,10),0.0557293 # DEPENDENCYPART_HEADBIGRAM
(2,11),(15,10),0.0580523 # DEPENDENCYPART_HEADBIGRAM
(2,12),(2,11),0.103744 # DEPENDENCYPART_HEADBIGRAM
(2,12),(5,11),0.153683 # DEPENDENCYPART_HEADBIGRAM
(2,12),(6,11),0.0765202 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.0803745 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),0.106652 # DEPENDENCYPART_HEADBIGRAM
(2,12),(10,11),0.109037 # DEPENDENCYPART_HEADBIGRAM
(2,12),(13,11),0.0690081 # DEPENDENCYPART_HEADBIGRAM
(2,12),(14,11),0.0652466 # DEPENDENCYPART_HEADBIGRAM
(2,12),(15,11),0.0687008 # DEPENDENCYPART_HEADBIGRAM
(2,12),(16,11),0.085472 # DEPENDENCYPART_HEADBIGRAM
(2,13),(2,12),0.0910117 # DEPENDENCYPART_HEADBIGRAM
(2,13),(5,12),0.10195 # DEPENDENCYPART_HEADBIGRAM
(2,13),(6,12),0.0904979 # DEPENDENCYPART_HEADBIGRAM
(2,13),(8,12),0.0595702 # DEPENDENCYPART_HEADBIGRAM
(2,13),(9,12),0.0737803 # DEPENDENCYPART_HEADBIGRAM
(2,13),(10,12),0.0382365 # DEPENDENCYPART_HEADBIGRAM
(2,13),(11,12),0.0564203 # DEPENDENCYPART_HEADBIGRAM
(2,13),(13,12),0.0521949 # DEPENDENCYPART_HEADBIGRAM
(2,13),(14,12),0.101474 # DEPENDENCYPART_HEADBIGRAM
(2,13),(15,12),0.0987619 # DEPENDENCYPART_HEADBIGRAM
(2,14),(0,13),-0.117413 # DEPENDENCYPART_HEADBIGRAM
(2,14),(2,13),0.0853041 # DEPENDENCYPART_HEADBIGRAM
(2,14),(5,13),0.0835112 # DEPENDENCYPART_HEADBIGRAM
(2,14),(6,13),0.100912 # DEPENDENCYPART_HEADBIGRAM
(2,14),(8,13),0.10576 # DEPENDENCYPART_HEADBIGRAM
(2,14),(9,13),0.0979474 # DEPENDENCYPART_HEADBIGRAM
(2,14),(10,13),0.0985168 # DEPENDENCYPART_HEADBIGRAM
(2,14),(11,13),0.0850659 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.154659 # DEPENDENCYPART_HEADBIGRAM
(2,15),(0,14),-0.104898 # DEPENDENCYPART_HEADBIGRAM
(2,15),(2,14),0.0911608 # DEPENDENCYPART_HEADBIGRAM
(2,15),(5,14),0.0908331 # DEPENDENCYPART_HEADBIGRAM
(2,15),(6,14),0.102365 # DEPENDENCYPART_HEADBIGRAM
(2,15),(11,14),0.0972956 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.0908928 # DEPENDENCYPART_HEADBIGRAM
(2,15),(17,14),0.080731 # DEPENDENCYPART_HEADBIGRAM
(2,16),(0,15),-0.0784818 # DEPENDENCYPART_HEADBIGRAM
(2,16),(2,15),0.0876034 # DEPENDENCYPART_HEADBIGRAM
(2,16),(5,15),0.128918 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.0890173 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.095164 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.1022 # DEPENDENCYPART_HEADBIGRAM
(2,16),(17,15),0.0811831 # DEPENDENCYPART_HEADBIGRAM
(2,17),(2,16),0.0991416 # DEPENDENCYPART_HEADBIGRAM
(2,17),(3,16),0.0862412 # DEPENDENCYPART_HEADBIGRAM
(2,17),(6,16),0.106738 # DEPENDENCYPART_HEADBIGRAM
(2,17),(8,16),0.102764 # DEPENDENCYPART_HEADBIGRAM
(2,17),(9,16),0.102671 # DEPENDENCYPART_HEADBIGRAM
(2,17),(10,16),0.102672 # DEPENDENCYPART_HEADBIGRAM
(2,17),(11,16),0.108285 # DEPENDENCYPART_HEADBIGRAM
(2,17),(13,16),0.0919753 # DEPENDENCYPART_HEADBIGRAM
(2,17),(14,16),0.0953663 # DEPENDENCYPART_HEADBIGRAM
(2,17),(15,16),0.0953663 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),0.0152411 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),0.154873 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.0213513 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.152898 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.0780207 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.133866 # DEPENDENCYPART_HEADBIGRAM
(3,4),(10,3),0.13641 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.14394 # DEPENDENCYPART_HEADBIGRAM
(3,4),(15,3),0.0949072 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0660695 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),-0.0378182 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.234784 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0675103 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.0807258 # DEPENDENCYPART_HEADBIGRAM
(3,5),(13,4),0.087645 # DEPENDENCYPART_HEADBIGRAM
(3,5),(15,4),0.0921264 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.0802617 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0643278 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0878181 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),-0.0224044 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.0790608 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.0796123 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.088656 # DEPENDENCYPART_HEADBIGRAM
(3,6),(13,5),0.0803981 # DEPENDENCYPART_HEADBIGRAM
(3,6),(15,5),0.080519 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.0810431 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0661819 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.121113 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.102214 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.135917 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.0502397 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.069871 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.0730709 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.075363 # DEPENDENCYPART_HEADBIGRAM
(3,7),(14,6),0.078205 # DEPENDENCYPART_HEADBIGRAM
(3,7),(15,6),0.0782011 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0459191 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0965972 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.103802 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.0995274 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.0806601 # DEPENDENCYPART_HEADBIGRAM
