# _root_ The Pentagon 's recently issued `` Soviet Military Power , '' though in general adopting a softer line , repeated the Sverdlovsk assessment .
#goldHeads=2,9,2,5,9,9,9,9,20,20,20,15,15,13,20,18,18,15,20,0,23,23,20,20,
#predictedHeads=2,9,2,5,20,9,9,9,5,9,9,15,15,13,9,18,18,15,20,0,23,23,20,20,
(9,9),(9,10),(9,15),-0.167331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.0712084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.264498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,20),-0.169143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,23),-0.0731862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.227673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,25),-0.720406 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.149995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.0890416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.130751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.121635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.17796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.0640382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.123495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,23),-0.179689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),-0.160825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,25),-0.154033 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.0398214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.112157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.120356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.136392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.0584976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.121878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,23),-0.136973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),-0.162499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,25),-0.142926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.119189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.116268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.117738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0707732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,20),-0.117791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.118319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.16329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,25),-0.108276 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.0985296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.175642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.12737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.100052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,23),-0.177154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),-0.169164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,25),-0.0983954 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,18),-0.138007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.0340712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,20),-0.0670805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,23),-0.144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),-0.0905583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,25),-0.0932129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),-0.108998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,20),-0.0959028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,23),-0.0992899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),-0.108871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,25),-0.096889 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,20),-0.169143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,23),-0.0731862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,24),-0.227673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,25),-0.720406 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,20),(9,23),-0.144051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,24),-0.0918426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,25),-0.0994543 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,24),-0.110856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,23),(9,25),-0.0893778 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,24),(9,25),-0.187913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),0.0771401 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),0.0670265 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0767785 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),0.0814124 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),0.169674 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),0.251441 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),0.0897134 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,23),0.169678 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.143673 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,25),-0.187444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0377682 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0812786 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),0.0452347 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),0.0111296 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),0.297656 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),0.0576863 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,23),0.0111341 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),-0.0972593 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,25),-0.0944988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.080856 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),0.0386308 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),0.00952511 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),0.305388 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,20),0.0510823 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,23),0.00952964 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,24),-0.0977674 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,25),-0.0797929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0553727 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),0.0539278 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),0.536728 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,20),-0.0470717 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,23),0.0539324 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,24),-0.146709 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,25),-0.164754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,18),-0.024651 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),0.536645 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,20),-0.0613837 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,23),-0.0246465 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,24),-0.100969 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,25),-0.0416236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),0.452073 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,20),-0.0246181 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,23),-0.0679091 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,24),-0.189098 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,25),-0.0669505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,20),-0.0678623 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,23),-0.0153188 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,24),-0.105321 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,25),-0.264263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,20),(9,23),-0.0246465 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,24),-0.101049 # DEPENDENCYPART_TRISIBL
(9,10),(9,20),(9,25),-0.0417268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,23),(9,24),-0.189094 # DEPENDENCYPART_TRISIBL
(9,10),(9,23),(9,25),-0.0676054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,24),(9,25),-0.298741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0392336 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0668926 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0660924 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0732295 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),0.17759 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.0660924 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,23),-0.0732295 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,24),-0.122012 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,25),-0.0233513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0668927 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0621211 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0766227 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),0.180661 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,20),-0.0621211 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,23),-0.0766227 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,24),-0.122294 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,25),-0.0236737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0679379 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.0523488 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),0.116019 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,20),-0.0679379 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,23),-0.0523488 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.109683 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,25),-0.0934993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,18),-0.0408059 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),0.16404 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,20),-0.0741009 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,23),-0.0408059 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,24),-0.12501 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,25),-0.0514109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),0.198811 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,20),-0.0862599 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,23),-0.0536301 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,24),-0.118508 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,25),-0.0517986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,19),(9,20),-0.0582294 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,23),-0.0535017 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,24),-0.109364 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,25),-0.144229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,20),(9,23),-0.0408059 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,24),-0.12501 # DEPENDENCYPART_TRISIBL
(9,11),(9,20),(9,25),-0.0520866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,24),-0.118508 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,25),-0.0517986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,24),(9,25),-0.122982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.0327825 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.109096 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0364958 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),0.0246607 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,20),-0.109121 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,23),-0.036484 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,24),-0.0958808 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,25),-0.076279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.0675814 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),-0.0537636 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,19),-0.00426586 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,20),-0.0676065 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,23),-0.0537515 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,24),-0.102891 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,25),-0.093866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,18),-0.0370222 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,19),-0.0685708 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,20),-0.0957535 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,23),-0.0370095 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,24),-0.11475 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,25),-0.0849884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,19),-0.0732235 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,20),-0.0654417 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,23),-0.0528621 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,24),-0.0864842 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,25),-0.0705874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,19),(9,20),0.00970936 # DEPENDENCYPART_TRISIBL
(9,12),(9,19),(9,23),0.0772659 # DEPENDENCYPART_TRISIBL
(9,12),(9,19),(9,24),-0.107331 # DEPENDENCYPART_TRISIBL
(9,12),(9,19),(9,25),-0.198326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,20),(9,23),-0.0370522 # DEPENDENCYPART_TRISIBL
(9,12),(9,20),(9,24),-0.11475 # DEPENDENCYPART_TRISIBL
(9,12),(9,20),(9,25),-0.0850797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,23),(9,24),-0.0864841 # DEPENDENCYPART_TRISIBL
(9,12),(9,23),(9,25),-0.069447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,24),(9,25),-0.0776589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0584986 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.0514445 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,19),0.0142644 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,20),-0.0585237 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,23),-0.0514324 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,24),-0.0928617 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,25),-0.0710255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,18),-0.025273 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,19),-0.0436725 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,20),-0.0858993 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,23),-0.0252602 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,24),-0.10595 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,25),-0.0735339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,19),-0.0614539 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,20),-0.044774 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,23),-0.0536272 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,24),-0.0798299 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,25),-0.0188305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,19),(9,20),0.0329394 # DEPENDENCYPART_TRISIBL
(9,13),(9,19),(9,23),0.0744836 # DEPENDENCYPART_TRISIBL
(9,13),(9,19),(9,24),-0.0933311 # DEPENDENCYPART_TRISIBL
(9,13),(9,19),(9,25),-0.165498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,20),(9,23),-0.025303 # DEPENDENCYPART_TRISIBL
(9,13),(9,20),(9,24),-0.10595 # DEPENDENCYPART_TRISIBL
(9,13),(9,20),(9,25),-0.0736253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,23),(9,24),-0.0798298 # DEPENDENCYPART_TRISIBL
(9,13),(9,23),(9,25),-0.01769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,24),(9,25),-0.0659076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,18),-0.0575934 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,19),-0.0298779 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,20),-0.0562823 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,23),-0.0576032 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,24),-0.0960626 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,25),-0.0848189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,19),-0.0726187 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,20),-0.0592853 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,23),-0.049121 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,24),-0.0970282 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,25),-0.0740082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,19),(9,20),0.0408102 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,23),-0.037622 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,24),-0.0912972 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,25),-0.0391935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,20),(9,23),-0.0576032 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,24),-0.0960626 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,25),-0.0848189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,23),(9,24),-0.0970282 # DEPENDENCYPART_TRISIBL
(9,14),(9,23),(9,25),-0.0776955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,24),(9,25),-0.0859933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,18),(9,19),-0.0285933 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,20),-0.110701 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,23),-0.0685616 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,24),-0.0498658 # DEPENDENCYPART_TRISIBL
(9,15),(9,18),(9,25),-0.122512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,19),(9,20),-0.0715656 # DEPENDENCYPART_TRISIBL
(9,15),(9,19),(9,23),-0.0951837 # DEPENDENCYPART_TRISIBL
(9,15),(9,19),(9,24),-0.0785271 # DEPENDENCYPART_TRISIBL
(9,15),(9,19),(9,25),-0.0597046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,20),(9,23),-0.0626856 # DEPENDENCYPART_TRISIBL
(9,15),(9,20),(9,24),-0.0840729 # DEPENDENCYPART_TRISIBL
(9,15),(9,20),(9,25),-0.127868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,23),(9,24),-0.0498364 # DEPENDENCYPART_TRISIBL
(9,15),(9,23),(9,25),-0.121497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,24),(9,25),-0.0780342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,19),(9,20),-0.114194 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,23),-0.0780379 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,24),-0.0933626 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,25),-0.0332089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,20),(9,23),-0.0840605 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,24),-0.0791067 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,25),-0.121606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,23),(9,24),-0.0773328 # DEPENDENCYPART_TRISIBL
(9,18),(9,23),(9,25),-0.115938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,24),(9,25),-0.0123957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,20),(9,23),-0.0246465 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,24),-0.101049 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,25),-0.0417268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,23),(9,24),-0.189094 # DEPENDENCYPART_TRISIBL
(9,19),(9,23),(9,25),-0.0676054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,24),(9,25),-0.298741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,23),(9,24),-0.0501401 # DEPENDENCYPART_TRISIBL
(9,20),(9,23),(9,25),-0.123319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,24),(9,25),-0.0829241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,23),(9,24),(9,25),-0.0149319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.204639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.237226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.125234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.188423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.135784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.176752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.142192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.237249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.120049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.189115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.146406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.13288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.190319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.0999559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.166549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.125325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.192015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.380582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.185777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0969237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.11292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.220604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,2),-0.160038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),-0.0522253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.151447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
