# _root_ A new specialty court was sought by patent experts , who believed that the generalists had botched too many important , multimillion-dollar cases .
#goldHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,19,23,23,23,23,17,5,
#predictedHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,20,20,23,23,23,17,5,
(23,22),(23,21),(23,17),0.0109857 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,14),-0.00528559 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,-1),-0.369365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,20),(23,19),-0.0799911 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,18),-0.109397 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,17),-0.0787333 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,14),0.0332679 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,-1),-0.101268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,19),(23,18),-0.092826 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,17),-0.0939833 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,14),-0.0166472 # DEPENDENCYPART_TRISIBL
(23,22),(23,19),(23,-1),-0.0813498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,18),(23,17),-0.0944005 # DEPENDENCYPART_TRISIBL
(23,22),(23,18),(23,14),-0.0119688 # DEPENDENCYPART_TRISIBL
(23,22),(23,18),(23,-1),-0.117503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,17),(23,14),0.0650114 # DEPENDENCYPART_TRISIBL
(23,22),(23,17),(23,-1),-0.167029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,14),(23,-1),0.0177176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,20),(23,19),-0.0440241 # DEPENDENCYPART_TRISIBL
(23,21),(23,20),(23,18),-0.0471944 # DEPENDENCYPART_TRISIBL
(23,21),(23,20),(23,17),-0.131877 # DEPENDENCYPART_TRISIBL
(23,21),(23,20),(23,14),0.147753 # DEPENDENCYPART_TRISIBL
(23,21),(23,20),(23,-1),-0.182596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,19),(23,18),-0.0766451 # DEPENDENCYPART_TRISIBL
(23,21),(23,19),(23,17),-0.125168 # DEPENDENCYPART_TRISIBL
(23,21),(23,19),(23,14),-0.00738746 # DEPENDENCYPART_TRISIBL
(23,21),(23,19),(23,-1),-0.266832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,18),(23,17),-0.12517 # DEPENDENCYPART_TRISIBL
(23,21),(23,18),(23,14),-0.00738485 # DEPENDENCYPART_TRISIBL
(23,21),(23,18),(23,-1),-0.249629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,17),(23,14),0.0151815 # DEPENDENCYPART_TRISIBL
(23,21),(23,17),(23,-1),-0.0679151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,14),(23,-1),-0.276008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,19),(23,18),-0.0875223 # DEPENDENCYPART_TRISIBL
(23,20),(23,19),(23,17),-0.0940521 # DEPENDENCYPART_TRISIBL
(23,20),(23,19),(23,14),-0.0423581 # DEPENDENCYPART_TRISIBL
(23,20),(23,19),(23,-1),-0.0981798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,18),(23,17),-0.0944692 # DEPENDENCYPART_TRISIBL
(23,20),(23,18),(23,14),-0.0376797 # DEPENDENCYPART_TRISIBL
(23,20),(23,18),(23,-1),-0.134333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,17),(23,14),0.0445188 # DEPENDENCYPART_TRISIBL
(23,20),(23,17),(23,-1),-0.174994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,14),(23,-1),0.0161268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,18),(23,17),-0.11341 # DEPENDENCYPART_TRISIBL
(23,19),(23,18),(23,14),-0.148635 # DEPENDENCYPART_TRISIBL
(23,19),(23,18),(23,-1),-0.0802307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,17),(23,14),-0.142592 # DEPENDENCYPART_TRISIBL
(23,19),(23,17),(23,-1),-0.15922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,19),(23,14),(23,-1),-0.0108527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,17),(23,14),-0.123525 # DEPENDENCYPART_TRISIBL
(23,18),(23,17),(23,-1),-0.163008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,18),(23,14),(23,-1),-0.0218946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,17),(23,14),(23,-1),-0.0286042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,-1),-0.588068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(1,3),0.160948 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.160769 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.385899 # DEPENDENCYPART_HEADBIGRAM
(0,4),(5,3),0.0800001 # DEPENDENCYPART_HEADBIGRAM
(0,4),(6,3),0.0856444 # DEPENDENCYPART_HEADBIGRAM
(0,4),(9,3),0.0952685 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),0.103985 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.127215 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.464038 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),-0.00412435 # DEPENDENCYPART_HEADBIGRAM
(0,5),(7,4),0.220158 # DEPENDENCYPART_HEADBIGRAM
(0,5),(9,4),0.0427599 # DEPENDENCYPART_HEADBIGRAM
(0,5),(12,4),-0.00658815 # DEPENDENCYPART_HEADBIGRAM
(0,5),(16,4),-0.00662728 # DEPENDENCYPART_HEADBIGRAM
(0,5),(18,4),0.09525 # DEPENDENCYPART_HEADBIGRAM
(0,5),(19,4),0.0945209 # DEPENDENCYPART_HEADBIGRAM
(0,6),(0,5),0.0160356 # DEPENDENCYPART_HEADBIGRAM
(0,6),(3,5),0.144802 # DEPENDENCYPART_HEADBIGRAM
(0,6),(4,5),0.14475 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.0320704 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.0771326 # DEPENDENCYPART_HEADBIGRAM
(0,6),(12,5),0.120154 # DEPENDENCYPART_HEADBIGRAM
(0,6),(16,5),0.11771 # DEPENDENCYPART_HEADBIGRAM
(0,6),(17,5),0.120133 # DEPENDENCYPART_HEADBIGRAM
(0,12),(12,11),-0.121286 # DEPENDENCYPART_HEADBIGRAM
(0,12),(13,11),0.0883015 # DEPENDENCYPART_HEADBIGRAM
(0,12),(15,11),0.0929831 # DEPENDENCYPART_HEADBIGRAM
(0,12),(16,11),-0.0641209 # DEPENDENCYPART_HEADBIGRAM
(0,12),(17,11),-0.0615145 # DEPENDENCYPART_HEADBIGRAM
(0,16),(9,15),0.0382466 # DEPENDENCYPART_HEADBIGRAM
(0,16),(12,15),0.0306833 # DEPENDENCYPART_HEADBIGRAM
(0,16),(13,15),0.244439 # DEPENDENCYPART_HEADBIGRAM
(0,16),(16,15),0.332673 # DEPENDENCYPART_HEADBIGRAM
(0,16),(17,15),-0.00687766 # DEPENDENCYPART_HEADBIGRAM
(0,16),(18,15),0.0886157 # DEPENDENCYPART_HEADBIGRAM
(0,16),(19,15),0.0873897 # DEPENDENCYPART_HEADBIGRAM
(0,16),(20,15),0.0823929 # DEPENDENCYPART_HEADBIGRAM
(0,17),(0,16),0.00915981 # DEPENDENCYPART_HEADBIGRAM
(0,17),(5,16),0.171329 # DEPENDENCYPART_HEADBIGRAM
(0,17),(6,16),0.159785 # DEPENDENCYPART_HEADBIGRAM
(0,17),(7,16),0.0803846 # DEPENDENCYPART_HEADBIGRAM
(0,17),(8,16),0.0607514 # DEPENDENCYPART_HEADBIGRAM
(0,17),(9,16),0.0607482 # DEPENDENCYPART_HEADBIGRAM
(0,17),(12,16),0.176449 # DEPENDENCYPART_HEADBIGRAM
(0,17),(14,16),0.118308 # DEPENDENCYPART_HEADBIGRAM
(0,17),(15,16),0.0774522 # DEPENDENCYPART_HEADBIGRAM
(0,17),(17,16),0.0494079 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),0.0476819 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.0788482 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.0765532 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.10101 # DEPENDENCYPART_HEADBIGRAM
(1,2),(9,1),0.0831096 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.128534 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.168579 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0948561 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0966289 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.0980123 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0634183 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0292771 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.129558 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.15101 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.122831 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0591164 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.0821245 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0821245 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.092273 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.101208 # DEPENDENCYPART_HEADBIGRAM
(2,6),(12,5),0.0991526 # DEPENDENCYPART_HEADBIGRAM
(2,6),(16,5),0.098639 # DEPENDENCYPART_HEADBIGRAM
(2,6),(17,5),0.0986396 # DEPENDENCYPART_HEADBIGRAM
(2,7),(0,6),-0.0871099 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.134545 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.105541 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.175478 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.178775 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.0961405 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.060067 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.203695 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.112752 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.162052 # DEPENDENCYPART_HEADBIGRAM
(3,2),(9,1),0.0654179 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.109851 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0743885 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.10642 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.101578 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.0939748 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.151505 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0421774 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0402054 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.265994 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0569216 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0903117 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.098965 # DEPENDENCYPART_HEADBIGRAM
(3,5),(12,4),0.0563802 # DEPENDENCYPART_HEADBIGRAM
(3,5),(16,4),0.0564312 # DEPENDENCYPART_HEADBIGRAM
(3,5),(18,4),0.0951971 # DEPENDENCYPART_HEADBIGRAM
(3,5),(19,4),0.0951966 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.101679 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.096344 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0914456 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.121373 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.118318 # DEPENDENCYPART_HEADBIGRAM
(3,6),(12,5),0.0994187 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.0972654 # DEPENDENCYPART_HEADBIGRAM
(3,6),(17,5),0.0989057 # DEPENDENCYPART_HEADBIGRAM
(3,7),(0,6),-0.116223 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0401982 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.0998993 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.207203 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.239008 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.122665 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0392108 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0819 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.190555 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.169376 # DEPENDENCYPART_HEADBIGRAM
(3,10),(4,9),0.115008 # DEPENDENCYPART_HEADBIGRAM
(3,10),(5,9),0.0563447 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.0724403 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.11835 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.172941 # DEPENDENCYPART_HEADBIGRAM
(3,10),(12,9),0.0456678 # DEPENDENCYPART_HEADBIGRAM
(3,10),(16,9),0.0423616 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.295247 # DEPENDENCYPART_HEADBIGRAM
(3,12),(13,11),0.10829 # DEPENDENCYPART_HEADBIGRAM
(3,12),(15,11),0.0900973 # DEPENDENCYPART_HEADBIGRAM
(3,12),(16,11),0.128774 # DEPENDENCYPART_HEADBIGRAM
(3,12),(17,11),0.127986 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.060585 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.142568 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.206425 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.162046 # DEPENDENCYPART_HEADBIGRAM
(4,2),(9,1),0.0653666 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.188762 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.196814 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.158787 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0460186 # DEPENDENCYPART_HEADBIGRAM
(4,3),(9,2),0.0813922 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.22025 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0342741 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),-0.179791 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0788338 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.19764 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.216625 # DEPENDENCYPART_HEADBIGRAM
(4,5),(12,4),0.0999954 # DEPENDENCYPART_HEADBIGRAM
(4,5),(16,4),0.074194 # DEPENDENCYPART_HEADBIGRAM
(4,5),(18,4),0.0815691 # DEPENDENCYPART_HEADBIGRAM
(4,5),(19,4),0.0849583 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.105872 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0379923 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.066305 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.113012 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.118512 # DEPENDENCYPART_HEADBIGRAM
(4,6),(12,5),0.0990865 # DEPENDENCYPART_HEADBIGRAM
(4,6),(16,5),0.0983012 # DEPENDENCYPART_HEADBIGRAM
(4,6),(17,5),0.0999415 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.116454 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0403056 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0113105 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.150821 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.238999 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.122663 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.121431 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.157452 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.290238 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0783954 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.179853 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0541449 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0702405 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.114255 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.172918 # DEPENDENCYPART_HEADBIGRAM
(4,10),(12,9),0.0445553 # DEPENDENCYPART_HEADBIGRAM
(4,10),(16,9),0.0412491 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.299541 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.10829 # DEPENDENCYPART_HEADBIGRAM
(4,12),(15,11),0.0900973 # DEPENDENCYPART_HEADBIGRAM
(4,12),(16,11),0.128772 # DEPENDENCYPART_HEADBIGRAM
(4,12),(17,11),0.127985 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.148196 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.130066 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.130983 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0466214 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0969497 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.191021 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0912611 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.162498 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.0443314 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.049694 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.25349 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.251743 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0917993 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),-0.0279498 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.162229 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.0415976 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),0.21359 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.0280534 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),0.0226277 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.00715196 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.194846 # DEPENDENCYPART_HEADBIGRAM
(5,6),(12,5),0.230013 # DEPENDENCYPART_HEADBIGRAM
(5,6),(16,5),0.204322 # DEPENDENCYPART_HEADBIGRAM
(5,6),(17,5),0.192356 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.131418 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0724196 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0988831 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0838273 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),-0.0277898 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0608756 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.132501 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.25727 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.2508 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.154468 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.143461 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.196784 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.194561 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.250516 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0629978 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.0919123 # DEPENDENCYPART_HEADBIGRAM
(5,10),(16,9),0.0668333 # DEPENDENCYPART_HEADBIGRAM
(5,12),(12,11),0.0995368 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.0884418 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.0862175 # DEPENDENCYPART_HEADBIGRAM
(5,12),(16,11),0.0476152 # DEPENDENCYPART_HEADBIGRAM
(5,12),(17,11),0.047596 # DEPENDENCYPART_HEADBIGRAM
(5,16),(9,15),0.0793346 # DEPENDENCYPART_HEADBIGRAM
(5,16),(12,15),0.0495195 # DEPENDENCYPART_HEADBIGRAM
(5,16),(13,15),0.0334579 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.111055 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.0501894 # DEPENDENCYPART_HEADBIGRAM
(5,16),(18,15),0.0833741 # DEPENDENCYPART_HEADBIGRAM
(5,16),(19,15),0.0831328 # DEPENDENCYPART_HEADBIGRAM
(5,16),(20,15),0.086436 # DEPENDENCYPART_HEADBIGRAM
(5,17),(0,16),-0.0556059 # DEPENDENCYPART_HEADBIGRAM
(5,17),(5,16),-0.0153917 # DEPENDENCYPART_HEADBIGRAM
(5,17),(6,16),0.124986 # DEPENDENCYPART_HEADBIGRAM
(5,17),(7,16),0.0857511 # DEPENDENCYPART_HEADBIGRAM
(5,17),(8,16),0.086761 # DEPENDENCYPART_HEADBIGRAM
(5,17),(9,16),0.086761 # DEPENDENCYPART_HEADBIGRAM
(5,17),(12,16),0.141191 # DEPENDENCYPART_HEADBIGRAM
(5,17),(14,16),0.116606 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.103462 # DEPENDENCYPART_HEADBIGRAM
(5,17),(17,16),0.0247858 # DEPENDENCYPART_HEADBIGRAM
(5,20),(6,19),0.0890155 # DEPENDENCYPART_HEADBIGRAM
(5,20),(9,19),0.110221 # DEPENDENCYPART_HEADBIGRAM
(5,20),(12,19),0.0889436 # DEPENDENCYPART_HEADBIGRAM
(5,20),(15,19),0.11033 # DEPENDENCYPART_HEADBIGRAM
(5,20),(16,19),0.0889992 # DEPENDENCYPART_HEADBIGRAM
(5,20),(17,19),0.0873413 # DEPENDENCYPART_HEADBIGRAM
(5,20),(18,19),0.0773426 # DEPENDENCYPART_HEADBIGRAM
(5,20),(20,19),0.245844 # DEPENDENCYPART_HEADBIGRAM
(5,20),(22,19),0.0982208 # DEPENDENCYPART_HEADBIGRAM
(5,20),(23,19),0.098248 # DEPENDENCYPART_HEADBIGRAM
(5,24),(7,23),0.17608 # DEPENDENCYPART_HEADBIGRAM
(5,24),(9,23),0.0869623 # DEPENDENCYPART_HEADBIGRAM
(5,24),(12,23),0.0642778 # DEPENDENCYPART_HEADBIGRAM
(5,24),(15,23),0.127413 # DEPENDENCYPART_HEADBIGRAM
(5,24),(16,23),0.146286 # DEPENDENCYPART_HEADBIGRAM
(5,24),(17,23),0.159199 # DEPENDENCYPART_HEADBIGRAM
(5,24),(18,23),0.165169 # DEPENDENCYPART_HEADBIGRAM
(5,24),(19,23),0.140401 # DEPENDENCYPART_HEADBIGRAM
(5,24),(20,23),0.125139 # DEPENDENCYPART_HEADBIGRAM
(5,24),(22,23),0.203907 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.149075 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0488744 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.163361 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.156836 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0332351 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.25349 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.251687 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0562996 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.127989 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.172656 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.0419994 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.158279 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.171835 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0856928 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),-0.00188734 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0852702 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0925644 # DEPENDENCYPART_HEADBIGRAM
(6,5),(12,4),0.0583763 # DEPENDENCYPART_HEADBIGRAM
(6,5),(16,4),0.0600727 # DEPENDENCYPART_HEADBIGRAM
(6,5),(18,4),0.0790477 # DEPENDENCYPART_HEADBIGRAM
(6,5),(19,4),0.0785175 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.128078 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0503184 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),0.0657634 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),0.088292 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),0.041739 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.183581 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0714132 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.105136 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.105136 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0750394 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0191232 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0519794 # DEPENDENCYPART_HEADBIGRAM
(6,8),(12,7),0.0674764 # DEPENDENCYPART_HEADBIGRAM
(6,8),(16,7),0.0654447 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.144773 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.242572 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.294595 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.147109 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.136102 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0350389 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.140198 # DEPENDENCYPART_HEADBIGRAM
