# _root_ But Mr. Schulte , the bondholders ' adviser , said Revco was dragging its feet in responding to the proposal .
#goldHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
#predictedHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
(1,1),(1,3),(1,17),-0.0567713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,21),-0.150025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,22),-0.0652437 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,8),-0.174654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.0868655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,10),-0.00617368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,12),0.0378341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,13),0.00551938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,17),0.00431155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,21),-0.107727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,22),-0.334024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,9),0.011227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,10),-0.0635308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,12),-0.0417292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,13),-0.0555608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,17),-0.0567715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,21),-0.150025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,8),(1,22),-0.0681026 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,10),-0.00617368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,12),0.0378341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,13),0.00551938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,17),0.00431155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,21),-0.107727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,9),(1,22),-0.334024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,12),-0.0924335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,13),-0.118362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,17),-0.11957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,21),0.243104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,22),-0.0558403 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,12),(1,13),-0.105072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,12),(1,17),-0.10628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,12),(1,21),0.206794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,12),(1,22),-0.02621 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,13),(1,17),-0.112213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,13),(1,21),0.190707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,13),(1,22),-0.04285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,17),(1,21),0.189492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,17),(1,22),-0.0430918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,21),(1,22),-0.19287 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0586315 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,8),-0.103834 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.0586315 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,10),-0.063857 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,12),-0.0498683 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,13),-0.0575217 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,17),-0.0534015 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,21),-0.133324 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,22),-0.100342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,8),-0.137271 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),-0.0435613 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,10),-0.0398138 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,12),-0.0278254 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,13),-0.0309703 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,17),-0.0268502 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,21),-0.136877 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,22),-0.133233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,9),-0.0586315 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,10),-0.063857 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,12),-0.0498683 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,13),-0.0575217 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,17),-0.0534015 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,21),-0.133346 # DEPENDENCYPART_TRISIBL
(1,2),(1,8),(1,22),-0.101326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,10),-0.0398138 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,12),-0.0278254 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,13),-0.0309703 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,17),-0.0268502 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,21),-0.136877 # DEPENDENCYPART_TRISIBL
(1,2),(1,9),(1,22),-0.133233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,12),-0.0691432 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,13),-0.0739544 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,17),-0.0698343 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,21),-0.0816093 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,22),-0.102715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,12),(1,13),-0.0770502 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,17),-0.0729301 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,21),-0.0789725 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,22),-0.104686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,13),(1,17),-0.0724042 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,21),-0.0776351 # DEPENDENCYPART_TRISIBL
(1,2),(1,13),(1,22),-0.099165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,17),(1,21),-0.0776351 # DEPENDENCYPART_TRISIBL
(1,2),(1,17),(1,22),-0.0991679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,21),(1,22),-0.17595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,8),-0.139273 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.0434824 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,10),-0.036648 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,12),-0.0246596 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,13),-0.0278046 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,17),-0.0236845 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,21),-0.136662 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,22),-0.125909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,9),-0.0584949 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,10),-0.0613723 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,12),-0.0473836 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,13),-0.055037 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,17),-0.0509169 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,21),-0.132947 # DEPENDENCYPART_TRISIBL
(1,3),(1,8),(1,22),-0.0944332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,10),-0.036648 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,12),-0.0246596 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,13),-0.0278046 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,17),-0.0236845 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,21),-0.136662 # DEPENDENCYPART_TRISIBL
(1,3),(1,9),(1,22),-0.125909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,12),-0.0672404 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,13),-0.0720517 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,17),-0.0679315 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,21),-0.0813841 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,22),-0.0961673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,12),(1,13),-0.0751475 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,17),-0.0710274 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,21),-0.0787473 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,22),-0.0981389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,13),(1,17),-0.0705015 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,21),-0.0774099 # DEPENDENCYPART_TRISIBL
(1,3),(1,13),(1,22),-0.0926176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,17),(1,21),-0.0774099 # DEPENDENCYPART_TRISIBL
(1,3),(1,17),(1,22),-0.0926204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,21),(1,22),-0.168241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,9),0.291827 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,10),-0.0790774 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,12),-0.0716261 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,13),-0.0710385 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,17),-0.0710385 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,21),-0.0861457 # DEPENDENCYPART_TRISIBL
(1,4),(1,8),(1,22),-0.0496941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,10),-0.073684 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,12),-0.0664671 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,13),-0.066714 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,17),-0.066714 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,21),-0.0636435 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,22),-0.135367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,10),(1,12),-0.0674594 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,13),-0.0676583 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,17),-0.0676583 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,21),0.0323623 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,22),-0.0987671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,12),(1,13),-0.0677675 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,17),-0.0677675 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,21),0.0264664 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,22),-0.0864997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,13),(1,17),-0.067287 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,21),0.0438787 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,22),-0.0892992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,17),(1,21),0.0438787 # DEPENDENCYPART_TRISIBL
(1,4),(1,17),(1,22),-0.0892992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,21),(1,22),-0.179236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,9),(1,10),-0.0366485 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,12),-0.0246601 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,13),-0.0278051 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,17),-0.0236849 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,21),-0.136662 # DEPENDENCYPART_TRISIBL
(1,8),(1,9),(1,22),-0.124795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,10),(1,12),-0.0672409 # DEPENDENCYPART_TRISIBL
(1,8),(1,10),(1,13),-0.0720522 # DEPENDENCYPART_TRISIBL
(1,8),(1,10),(1,17),-0.067932 # DEPENDENCYPART_TRISIBL
(1,8),(1,10),(1,21),-0.0813841 # DEPENDENCYPART_TRISIBL
(1,8),(1,10),(1,22),-0.0966992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,12),(1,13),-0.075148 # DEPENDENCYPART_TRISIBL
(1,8),(1,12),(1,17),-0.0710279 # DEPENDENCYPART_TRISIBL
(1,8),(1,12),(1,21),-0.0787473 # DEPENDENCYPART_TRISIBL
(1,8),(1,12),(1,22),-0.0986707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,13),(1,17),-0.070502 # DEPENDENCYPART_TRISIBL
(1,8),(1,13),(1,21),-0.0774099 # DEPENDENCYPART_TRISIBL
(1,8),(1,13),(1,22),-0.0931494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,17),(1,21),-0.0774099 # DEPENDENCYPART_TRISIBL
(1,8),(1,17),(1,22),-0.0931523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,8),(1,21),(1,22),-0.168797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,10),(1,12),-0.0674594 # DEPENDENCYPART_TRISIBL
(1,9),(1,10),(1,13),-0.0676583 # DEPENDENCYPART_TRISIBL
(1,9),(1,10),(1,17),-0.0676583 # DEPENDENCYPART_TRISIBL
(1,9),(1,10),(1,21),0.0323623 # DEPENDENCYPART_TRISIBL
(1,9),(1,10),(1,22),-0.0987671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,12),(1,13),-0.0677675 # DEPENDENCYPART_TRISIBL
(1,9),(1,12),(1,17),-0.0677675 # DEPENDENCYPART_TRISIBL
(1,9),(1,12),(1,21),0.0264664 # DEPENDENCYPART_TRISIBL
(1,9),(1,12),(1,22),-0.0864997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,13),(1,17),-0.067287 # DEPENDENCYPART_TRISIBL
(1,9),(1,13),(1,21),0.0438787 # DEPENDENCYPART_TRISIBL
(1,9),(1,13),(1,22),-0.0892992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,17),(1,21),0.0438787 # DEPENDENCYPART_TRISIBL
(1,9),(1,17),(1,22),-0.0892992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,9),(1,21),(1,22),-0.179236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,12),(1,13),-0.113693 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,17),-0.113693 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,21),-0.110715 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,22),-0.015885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,13),(1,17),-0.112832 # DEPENDENCYPART_TRISIBL
(1,10),(1,13),(1,21),-0.107118 # DEPENDENCYPART_TRISIBL
(1,10),(1,13),(1,22),-0.0234846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,17),(1,21),-0.107118 # DEPENDENCYPART_TRISIBL
(1,10),(1,17),(1,22),-0.0234846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,21),(1,22),0.186748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,13),(1,17),-0.121757 # DEPENDENCYPART_TRISIBL
(1,12),(1,13),(1,21),-0.0966053 # DEPENDENCYPART_TRISIBL
(1,12),(1,13),(1,22),-0.0532847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,17),(1,21),-0.0966053 # DEPENDENCYPART_TRISIBL
(1,12),(1,17),(1,22),-0.0532847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,21),(1,22),0.125886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,13),(1,17),(1,21),-0.103867 # DEPENDENCYPART_TRISIBL
(1,13),(1,17),(1,22),-0.0615283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,13),(1,21),(1,22),0.108603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,17),(1,21),(1,22),0.105673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.119158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.0328357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.107966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.119158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.0681416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,22),-0.143498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,7),-0.0534963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.042603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.206809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.0914096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,22),-0.705533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.16041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.0547713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.0968748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,22),-0.0172759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.119159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,12),-0.0681419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,22),-0.146793 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,12),-0.0914096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,22),-0.705533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,22),-0.132078 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,7),-0.0720551 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.0843266 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0421374 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.0922061 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,22),-0.0393657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0701252 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.0387983 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.0710354 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,22),-0.0948898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0454898 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.0743728 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,22),-0.132419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,12),-0.0922061 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,22),-0.0393657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,22),-0.140803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),0.013578 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),0.343362 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0235963 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,22),-0.171915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,9),0.509099 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,12),-0.0470658 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,22),-0.0909936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,12),-0.0493119 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,22),-0.22975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,22),-0.0521649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),-0.109796 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.0616752 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,22),-0.0885196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,12),-0.0678346 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,22),-0.105807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,22),-0.117385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,12),-0.0922063 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,22),-0.0347297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,22),-0.139459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,12),(2,22),-0.0521649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.179238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,6),-0.0543986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0534936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0425751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.156514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.0543817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0905328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.201331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),-0.681493 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0328306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.107935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.119009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.110577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.115682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.0668022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.0368837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,22),-0.116617 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.160383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.0546852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.140494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.168152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.0961323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.0749493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,22),0.0267007 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.119002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.110577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.115682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0668025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),-0.0384676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,22),-0.119955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.156514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.0543817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.0905328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),-0.201331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),-0.681493 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.141716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.0456649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.0731476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,22),-0.10918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0668022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,16),-0.0366945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,22),-0.116724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
