# _root_ When the plant was destroyed , `` I think everyone got concerned that the same thing would happen at our plant , '' a KerrMcGee spokeswoman said .
#goldHeads=5,3,4,9,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
#predictedHeads=5,3,4,27,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
(5,18),(5,22),(5,27),-0.0608331 # DEPENDENCYPART_TRISIBL
(5,18),(5,22),(5,28),-0.105166 # DEPENDENCYPART_TRISIBL
(5,18),(5,22),(5,29),-0.0857273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,27),(5,28),-0.125127 # DEPENDENCYPART_TRISIBL
(5,18),(5,27),(5,29),-0.0601592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,28),(5,29),0.0170985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,27),(5,28),0.0277137 # DEPENDENCYPART_TRISIBL
(5,22),(5,27),(5,29),0.0149448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,22),(5,28),(5,29),-0.138374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,27),(5,28),(5,29),0.017918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),0.013639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.128872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),0.0555862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.0394721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.0710214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),0.140865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),0.00967689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),0.0744211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.052871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),0.122175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0468126 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0187424 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.0587293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0415562 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.043102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.0335346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0841738 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),0.0180269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),0.109615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.0768956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.110165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,29),-0.289761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,29),-0.29811 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,29),-0.0829311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0306428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0667941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0776492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.0416341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0314418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.0229276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),0.0401551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),-0.0542724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.00569517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,23),-0.0851781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,27),-0.0230507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,28),-0.0165896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,29),0.00122182 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.103954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.0978997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0469609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0924952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.0207927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),0.0129351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,21),-0.058589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),0.0258044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,23),-0.113918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,27),-0.0274966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,28),0.0416539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,29),0.0334021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.106829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.0494812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.0641688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),0.00456222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),0.02781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),-0.0599389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.0403947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,23),-0.113933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,27),0.0121102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,28),-0.0140431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,29),-0.00204849 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,16),-0.100824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.0544262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.116749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0325849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,21),-0.11163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.0686072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.184077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,27),-0.108789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,28),-0.122733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,29),-0.117011 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.0322541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.012023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),0.0548349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,21),-0.0553776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),-0.00280197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,23),-0.0790236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,27),-0.0121461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,28),-0.0186235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,29),-0.00545296 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.0157812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),-0.0485115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,21),-0.0956057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,22),0.022829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,23),-0.15639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,27),-0.0145563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,28),0.0609641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,29),0.0450871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),0.0129967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,21),-0.0585889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,22),0.0127445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,23),-0.113896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,27),-0.0268578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,28),0.0382558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,29),0.028547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,21),-0.0804714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,22),-0.0324161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,23),-0.185283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,27),-0.0892423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,28),-0.137905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,29),-0.0924462 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,21),(9,22),-0.00317828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,23),-0.0851781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,27),-0.0199107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,28),-0.0136323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,29),0.00872637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,23),-0.178867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,27),-0.159817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,28),-0.0605083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,29),-0.133263 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,27),-0.0775374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,23),(9,28),-0.0843267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,23),(9,29),-0.183039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,27),(9,28),0.0655785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,27),(9,29),0.0465704 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,28),(9,29),-0.141438 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0997476 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0662603 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.12079 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.106981 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0998579 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.0458042 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,21),-0.122859 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0150701 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,23),-0.0618654 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,27),-0.11111 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,28),-0.0617465 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,29),-0.0738709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0547036 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.125599 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.113331 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.0800693 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.034585 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.127668 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0289511 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,23),-0.0662271 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,27),-0.091255 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,28),-0.0665518 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,29),-0.0548057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,16),-0.133296 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.132178 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.0854479 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0523406 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,21),-0.135365 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.0151454 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,23),-0.0727927 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,27),-0.099909 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,28),-0.0493098 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,29),-0.105348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.134774 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.0684092 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.0362118 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,21),-0.134265 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.0109749 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,23),-0.0762966 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,27),-0.0798032 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,28),-0.0535616 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,29),-0.0462229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.0917623 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,19),-0.029362 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,21),-0.122484 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,22),0.00451341 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,23),-0.0641638 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,27),-0.102914 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,28),-0.120324 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,29),-0.0739708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,19),-0.0458042 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,21),-0.122859 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,22),-0.01507 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,23),-0.0618654 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,27),-0.111109 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,28),-0.0617591 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,29),-0.0704669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,21),-0.136256 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,22),0.00526328 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,23),-0.0727083 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,27),-0.0858365 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,28),-0.0527259 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,29),-0.0724387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,21),(9,22),-0.0111221 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,23),-0.0762966 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,27),-0.0798032 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,28),-0.0536254 # DEPENDENCYPART_TRISIBL
(9,10),(9,21),(9,29),-0.0495909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,22),(9,23),0.0131239 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,27),-0.0592594 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,28),-0.12362 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,29),-0.0985939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,23),(9,27),-0.0891921 # DEPENDENCYPART_TRISIBL
(9,10),(9,23),(9,28),-0.066588 # DEPENDENCYPART_TRISIBL
(9,10),(9,23),(9,29),-0.0898208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,27),(9,28),-0.0694676 # DEPENDENCYPART_TRISIBL
(9,10),(9,27),(9,29),-0.0716229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,28),(9,29),-0.0189026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0344893 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0708543 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0849788 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0960742 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),-0.0420669 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,21),-0.0708673 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.101853 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,23),-0.00765922 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,27),-0.102652 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,28),-0.0550622 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,29),-0.0821574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,16),-0.0650218 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.087478 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0824308 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.0587871 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,21),-0.0650348 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.105939 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,23),-0.0121245 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,27),-0.0894531 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,28),0.0348412 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,29),-0.0537577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0908434 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.0892398 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.0344093 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,21),-0.084723 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.0995096 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,23),-0.0240498 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,27),-0.0960454 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,28),-0.0190336 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,29),-0.0635441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0879956 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,19),-0.040624 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,21),-0.0683936 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,22),-0.101483 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,23),-0.0116537 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,27),-0.0947421 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,28),-0.106532 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,29),-0.0623266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,19),-0.0541436 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,21),-0.0764825 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,22),-0.115367 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,23),-0.0375309 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,27),-0.126847 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,28),-0.118268 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,29),-0.0604613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,19),(9,21),-0.0656885 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,22),-0.111013 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,23),-0.0125096 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,27),-0.0923304 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,28),0.0406954 # DEPENDENCYPART_TRISIBL
(9,11),(9,19),(9,29),-0.0546734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,21),(9,22),-0.0995096 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,23),-0.0240498 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,27),-0.0966488 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,28),-0.0203944 # DEPENDENCYPART_TRISIBL
(9,11),(9,21),(9,29),-0.0635455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,23),0.0811489 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,27),-0.0615918 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,28),-0.105354 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,29),-0.0891383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,27),-0.107439 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,28),-0.0752248 # DEPENDENCYPART_TRISIBL
(9,11),(9,23),(9,29),-0.058883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,27),(9,28),-0.125323 # DEPENDENCYPART_TRISIBL
(9,11),(9,27),(9,29),-0.0650573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,28),(9,29),0.0149053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,16),-0.109887 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.097707 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.100721 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),-0.0856383 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,21),-0.109949 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),0.0159267 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,23),-0.064179 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,27),-0.0991051 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,28),0.0175476 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,29),-0.00371316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.10116 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.0845342 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,19),-0.0390771 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,21),-0.101978 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.0255238 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,23),-0.0669502 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,27),-0.0829165 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,28),-0.0823382 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,29),-0.0359635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.0771588 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,19),-0.0399802 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,21),-0.0890623 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,22),-0.0318699 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,23),-0.0615044 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,27),-0.0755103 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,28),-0.0536541 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,29),-0.0431717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,19),-0.0258713 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,21),-0.067274 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,22),0.0348011 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,23),-0.0710238 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,27),-0.0661018 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,28),-0.111154 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,29),-0.0657004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,19),(9,21),-0.106889 # DEPENDENCYPART_TRISIBL
(9,12),(9,19),(9,22),0.0141771 # DEPENDENCYPART_TRISIBL
