# _root_ `` It 's the whole uncertainty about what 's happening around us , '' said Valentin Von Korff , a trader at Credit Suisse First Boston in Frankfurt .
#goldHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
#predictedHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
(3,14),(15,13),0.0673604 # DEPENDENCYPART_HEADBIGRAM
(3,14),(18,13),0.0544284 # DEPENDENCYPART_HEADBIGRAM
(3,15),(3,14),0.0748558 # DEPENDENCYPART_HEADBIGRAM
(3,15),(4,14),0.143582 # DEPENDENCYPART_HEADBIGRAM
(3,15),(6,14),0.169554 # DEPENDENCYPART_HEADBIGRAM
(3,15),(7,14),0.136394 # DEPENDENCYPART_HEADBIGRAM
(3,15),(9,14),0.0832187 # DEPENDENCYPART_HEADBIGRAM
(3,15),(10,14),0.0791897 # DEPENDENCYPART_HEADBIGRAM
(3,15),(11,14),0.0953362 # DEPENDENCYPART_HEADBIGRAM
(3,15),(15,14),0.105869 # DEPENDENCYPART_HEADBIGRAM
(3,15),(16,14),0.108262 # DEPENDENCYPART_HEADBIGRAM
(3,15),(17,14),0.10817 # DEPENDENCYPART_HEADBIGRAM
(3,19),(0,18),-0.077132 # DEPENDENCYPART_HEADBIGRAM
(3,19),(6,18),0.0257597 # DEPENDENCYPART_HEADBIGRAM
(3,19),(7,18),0.127705 # DEPENDENCYPART_HEADBIGRAM
(3,19),(10,18),0.258769 # DEPENDENCYPART_HEADBIGRAM
(3,19),(11,18),0.164135 # DEPENDENCYPART_HEADBIGRAM
(3,19),(15,18),0.249751 # DEPENDENCYPART_HEADBIGRAM
(3,19),(16,18),0.0694953 # DEPENDENCYPART_HEADBIGRAM
(3,19),(17,18),0.0706999 # DEPENDENCYPART_HEADBIGRAM
(3,19),(21,18),0.0090389 # DEPENDENCYPART_HEADBIGRAM
(3,19),(26,18),0.0331667 # DEPENDENCYPART_HEADBIGRAM
(3,22),(9,21),0.0846339 # DEPENDENCYPART_HEADBIGRAM
(3,22),(10,21),0.0923684 # DEPENDENCYPART_HEADBIGRAM
(3,22),(11,21),0.169467 # DEPENDENCYPART_HEADBIGRAM
(3,22),(15,21),0.0435762 # DEPENDENCYPART_HEADBIGRAM
(3,22),(16,21),0.0103118 # DEPENDENCYPART_HEADBIGRAM
(3,22),(17,21),0.0103118 # DEPENDENCYPART_HEADBIGRAM
(3,22),(18,21),0.0103118 # DEPENDENCYPART_HEADBIGRAM
(3,22),(22,21),0.124734 # DEPENDENCYPART_HEADBIGRAM
(3,22),(25,21),-0.00148656 # DEPENDENCYPART_HEADBIGRAM
(3,22),(26,21),-0.00931413 # DEPENDENCYPART_HEADBIGRAM
(3,29),(18,28),0.0417795 # DEPENDENCYPART_HEADBIGRAM
(3,29),(21,28),0.0593008 # DEPENDENCYPART_HEADBIGRAM
(3,29),(22,28),0.0870216 # DEPENDENCYPART_HEADBIGRAM
(3,29),(25,28),0.0592631 # DEPENDENCYPART_HEADBIGRAM
(3,29),(26,28),0.072823 # DEPENDENCYPART_HEADBIGRAM
(3,29),(27,28),0.315436 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0645659 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0390058 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0805998 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.101185 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0164689 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0190524 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.154606 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.0570618 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0562384 # DEPENDENCYPART_HEADBIGRAM
(4,7),(11,6),0.0524859 # DEPENDENCYPART_HEADBIGRAM
(4,7),(15,6),0.0826584 # DEPENDENCYPART_HEADBIGRAM
(4,10),(0,9),-0.0579485 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0561246 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0570554 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0941719 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0940743 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.181835 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.181975 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0736683 # DEPENDENCYPART_HEADBIGRAM
(4,10),(15,9),0.097257 # DEPENDENCYPART_HEADBIGRAM
(4,11),(0,10),-0.0593504 # DEPENDENCYPART_HEADBIGRAM
(4,11),(3,10),-0.0501371 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.093324 # DEPENDENCYPART_HEADBIGRAM
(4,11),(5,10),0.114912 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.113595 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.114875 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.120125 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.0948874 # DEPENDENCYPART_HEADBIGRAM
(4,11),(15,10),0.106395 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.121293 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.121987 # DEPENDENCYPART_HEADBIGRAM
(4,13),(15,12),0.0960503 # DEPENDENCYPART_HEADBIGRAM
(4,13),(16,12),0.0967719 # DEPENDENCYPART_HEADBIGRAM
(4,13),(17,12),0.0967719 # DEPENDENCYPART_HEADBIGRAM
(4,14),(3,13),-0.0561483 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.141195 # DEPENDENCYPART_HEADBIGRAM
(4,14),(6,13),0.109056 # DEPENDENCYPART_HEADBIGRAM
(4,14),(7,13),0.109248 # DEPENDENCYPART_HEADBIGRAM
(4,14),(9,13),0.117166 # DEPENDENCYPART_HEADBIGRAM
(4,14),(10,13),0.117166 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.104927 # DEPENDENCYPART_HEADBIGRAM
(4,14),(12,13),0.104927 # DEPENDENCYPART_HEADBIGRAM
(4,14),(15,13),0.0983175 # DEPENDENCYPART_HEADBIGRAM
(4,14),(18,13),0.0973668 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.124656 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0891804 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0911731 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.102386 # DEPENDENCYPART_HEADBIGRAM
(5,2),(15,1),0.0877074 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.0888736 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.140364 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0666578 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.14682 # DEPENDENCYPART_HEADBIGRAM
(5,4),(15,3),0.10542 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0654897 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0637179 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.0616575 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0931219 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0932939 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.113219 # DEPENDENCYPART_HEADBIGRAM
(5,7),(15,6),0.099978 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.115755 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.16122 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.0887364 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.0963115 # DEPENDENCYPART_HEADBIGRAM
(5,9),(15,8),0.0910918 # DEPENDENCYPART_HEADBIGRAM
(5,9),(21,8),0.0955778 # DEPENDENCYPART_HEADBIGRAM
(5,10),(0,9),-0.0618234 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.0602959 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0588581 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.088473 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.114243 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.0753708 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0754015 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.0915765 # DEPENDENCYPART_HEADBIGRAM
(5,10),(15,9),0.0991567 # DEPENDENCYPART_HEADBIGRAM
(5,11),(0,10),-0.0833346 # DEPENDENCYPART_HEADBIGRAM
(5,11),(3,10),-0.0534785 # DEPENDENCYPART_HEADBIGRAM
(5,11),(4,10),-0.0579662 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.123191 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.114705 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.112097 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.103706 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.09201 # DEPENDENCYPART_HEADBIGRAM
(5,11),(15,10),0.098333 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.142814 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.123868 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.0773441 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0673577 # DEPENDENCYPART_HEADBIGRAM
(6,2),(15,1),0.0571933 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0705413 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.126663 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.113229 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0642938 # DEPENDENCYPART_HEADBIGRAM
(6,3),(15,2),0.0626663 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),0.00715541 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.151331 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0399417 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.0637045 # DEPENDENCYPART_HEADBIGRAM
(6,4),(15,3),0.0355159 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.153933 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0725823 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.198542 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.158909 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0572403 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0413987 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.0284754 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.269082 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.288566 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.224326 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.237056 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.153817 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.227363 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.104259 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.115164 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.107892 # DEPENDENCYPART_HEADBIGRAM
(6,9),(21,8),0.0954889 # DEPENDENCYPART_HEADBIGRAM
(6,10),(0,9),-0.102159 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.061881 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0570519 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.064806 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0973036 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0784815 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0753175 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.149221 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.0891409 # DEPENDENCYPART_HEADBIGRAM
(6,11),(0,10),-0.0995694 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0523242 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0635394 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0398714 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.099899 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0966796 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.241422 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.108002 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.107558 # DEPENDENCYPART_HEADBIGRAM
(6,13),(10,12),0.122595 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.119149 # DEPENDENCYPART_HEADBIGRAM
(6,13),(15,12),0.0968472 # DEPENDENCYPART_HEADBIGRAM
(6,13),(16,12),0.0922463 # DEPENDENCYPART_HEADBIGRAM
(6,13),(17,12),0.0922463 # DEPENDENCYPART_HEADBIGRAM
(6,14),(3,13),-0.0749023 # DEPENDENCYPART_HEADBIGRAM
(6,14),(4,13),-0.0561631 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.178102 # DEPENDENCYPART_HEADBIGRAM
(6,14),(7,13),0.108475 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.0985246 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.0987468 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.104157 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.104381 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.0765656 # DEPENDENCYPART_HEADBIGRAM
(6,14),(18,13),0.0802681 # DEPENDENCYPART_HEADBIGRAM
(6,15),(3,14),-0.0791051 # DEPENDENCYPART_HEADBIGRAM
(6,15),(4,14),-0.0545286 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.087131 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.0934766 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.112842 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.113221 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.12542 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0476192 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.0847934 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0840457 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0461974 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.0820426 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.173685 # DEPENDENCYPART_HEADBIGRAM
(6,18),(21,17),0.100271 # DEPENDENCYPART_HEADBIGRAM
(6,18),(26,17),0.100661 # DEPENDENCYPART_HEADBIGRAM
(6,19),(0,18),-0.0733137 # DEPENDENCYPART_HEADBIGRAM
(6,19),(6,18),0.104641 # DEPENDENCYPART_HEADBIGRAM
(6,19),(7,18),0.134359 # DEPENDENCYPART_HEADBIGRAM
(6,19),(10,18),0.0986997 # DEPENDENCYPART_HEADBIGRAM
(6,19),(11,18),0.137735 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),0.0486845 # DEPENDENCYPART_HEADBIGRAM
(6,19),(16,18),0.170018 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.173403 # DEPENDENCYPART_HEADBIGRAM
(6,19),(21,18),0.0547913 # DEPENDENCYPART_HEADBIGRAM
(6,19),(26,18),0.0490209 # DEPENDENCYPART_HEADBIGRAM
(6,22),(9,21),0.113545 # DEPENDENCYPART_HEADBIGRAM
(6,22),(10,21),0.092408 # DEPENDENCYPART_HEADBIGRAM
(6,22),(11,21),0.135159 # DEPENDENCYPART_HEADBIGRAM
(6,22),(15,21),0.0735799 # DEPENDENCYPART_HEADBIGRAM
(6,22),(16,21),0.0716773 # DEPENDENCYPART_HEADBIGRAM
(6,22),(17,21),0.071677 # DEPENDENCYPART_HEADBIGRAM
(6,22),(18,21),0.0716773 # DEPENDENCYPART_HEADBIGRAM
(6,22),(22,21),0.0947032 # DEPENDENCYPART_HEADBIGRAM
(6,22),(25,21),0.0501128 # DEPENDENCYPART_HEADBIGRAM
(6,22),(26,21),0.0504661 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.151879 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.0672738 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.12744 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.140689 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.205352 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.18843 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.11136 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.106458 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0938743 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0607848 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0664567 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0697654 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0794236 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0931076 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.136763 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.112329 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.0956253 # DEPENDENCYPART_HEADBIGRAM
(7,8),(13,7),0.102274 # DEPENDENCYPART_HEADBIGRAM
(7,8),(15,7),0.119353 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.105543 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.196207 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0902219 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.106974 # DEPENDENCYPART_HEADBIGRAM
(7,9),(15,8),0.104715 # DEPENDENCYPART_HEADBIGRAM
(7,9),(21,8),0.0981384 # DEPENDENCYPART_HEADBIGRAM
(7,10),(0,9),-0.0609489 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0602985 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0486336 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0579072 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0509438 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0881825 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.0753 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0871638 # DEPENDENCYPART_HEADBIGRAM
(7,10),(15,9),0.10931 # DEPENDENCYPART_HEADBIGRAM
(7,11),(0,10),-0.073753 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0590823 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.0622126 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.04064 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0441897 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.109187 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.178018 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.0952387 # DEPENDENCYPART_HEADBIGRAM
(7,11),(15,10),0.0979244 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.119348 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.121526 # DEPENDENCYPART_HEADBIGRAM
(7,13),(15,12),0.0944058 # DEPENDENCYPART_HEADBIGRAM
(7,13),(16,12),0.0958231 # DEPENDENCYPART_HEADBIGRAM
(7,13),(17,12),0.0958231 # DEPENDENCYPART_HEADBIGRAM
(7,14),(3,13),-0.0622175 # DEPENDENCYPART_HEADBIGRAM
(7,14),(4,13),-0.0561334 # DEPENDENCYPART_HEADBIGRAM
(7,14),(6,13),-0.0590271 # DEPENDENCYPART_HEADBIGRAM
(7,14),(7,13),0.133108 # DEPENDENCYPART_HEADBIGRAM
(7,14),(9,13),0.11268 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.1127 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.10487 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.104927 # DEPENDENCYPART_HEADBIGRAM
(7,14),(15,13),0.0946336 # DEPENDENCYPART_HEADBIGRAM
(7,14),(18,13),0.0946691 # DEPENDENCYPART_HEADBIGRAM
(7,15),(3,14),-0.0613947 # DEPENDENCYPART_HEADBIGRAM
(7,15),(4,14),-0.0545182 # DEPENDENCYPART_HEADBIGRAM
(7,15),(6,14),-0.0583289 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.10306 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.125662 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.125666 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.131468 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.0661146 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),0.0945574 # DEPENDENCYPART_HEADBIGRAM
(7,15),(17,14),0.0938097 # DEPENDENCYPART_HEADBIGRAM
(7,18),(15,17),0.052808 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.0737262 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.212743 # DEPENDENCYPART_HEADBIGRAM
(7,18),(21,17),0.0909394 # DEPENDENCYPART_HEADBIGRAM
(7,18),(26,17),0.0913335 # DEPENDENCYPART_HEADBIGRAM
(7,22),(9,21),0.117489 # DEPENDENCYPART_HEADBIGRAM
(7,22),(10,21),0.117533 # DEPENDENCYPART_HEADBIGRAM
(7,22),(11,21),0.0737937 # DEPENDENCYPART_HEADBIGRAM
(7,22),(15,21),0.113007 # DEPENDENCYPART_HEADBIGRAM
(7,22),(16,21),0.171882 # DEPENDENCYPART_HEADBIGRAM
(7,22),(17,21),0.17188 # DEPENDENCYPART_HEADBIGRAM
(7,22),(18,21),0.171882 # DEPENDENCYPART_HEADBIGRAM
(7,22),(22,21),0.11115 # DEPENDENCYPART_HEADBIGRAM
(7,22),(25,21),0.162677 # DEPENDENCYPART_HEADBIGRAM
(7,22),(26,21),0.162798 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0583669 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.0125195 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0765691 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.0960829 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.0759243 # DEPENDENCYPART_HEADBIGRAM
(8,9),(21,8),0.099517 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.112587 # DEPENDENCYPART_HEADBIGRAM
(9,2),(5,1),-0.12433 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.103147 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.130572 # DEPENDENCYPART_HEADBIGRAM
(9,2),(15,1),0.121294 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),0.0213288 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.129745 # DEPENDENCYPART_HEADBIGRAM
(9,3),(6,2),-0.142199 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),0.0409947 # DEPENDENCYPART_HEADBIGRAM
(9,3),(15,2),0.065311 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.0784025 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.116182 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.122967 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.0692417 # DEPENDENCYPART_HEADBIGRAM
(9,4),(15,3),0.0876051 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.133829 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.0401938 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.121224 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0359784 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.183794 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.149321 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.0861356 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.141917 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),-0.0353076 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.155401 # DEPENDENCYPART_HEADBIGRAM
(9,7),(3,6),-0.0690562 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.145137 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.0974432 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.0994771 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.100483 # DEPENDENCYPART_HEADBIGRAM
(9,7),(15,6),0.0897939 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.126477 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.10205 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.136653 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.0992807 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.150204 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.055243 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0975514 # DEPENDENCYPART_HEADBIGRAM
(9,8),(11,7),0.0888517 # DEPENDENCYPART_HEADBIGRAM
(9,8),(13,7),0.106288 # DEPENDENCYPART_HEADBIGRAM
(9,8),(15,7),0.134485 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),0.0645613 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),0.0438646 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),0.160788 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),0.0517304 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),0.065547 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0347878 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0667795 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.00728773 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.274958 # DEPENDENCYPART_HEADBIGRAM
(9,11),(0,10),-0.0979658 # DEPENDENCYPART_HEADBIGRAM
(9,11),(3,10),-0.0870577 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0779585 # DEPENDENCYPART_HEADBIGRAM
