# _root_ Ms. Malcolm , for example , wrote that Mr. Masson described himself as `` the greatest analyst who ever lived . ''
#goldHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
#predictedHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
(20,16),(20,6),(20,2),-0.0512751 # DEPENDENCYPART_TRISIBL
(20,16),(20,6),(20,1),-0.0512791 # DEPENDENCYPART_TRISIBL
(20,16),(20,6),(20,-1),-0.230055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,5),(20,4),-0.119892 # DEPENDENCYPART_TRISIBL
(20,16),(20,5),(20,3),-0.109326 # DEPENDENCYPART_TRISIBL
(20,16),(20,5),(20,2),-0.0988894 # DEPENDENCYPART_TRISIBL
(20,16),(20,5),(20,1),-0.0988972 # DEPENDENCYPART_TRISIBL
(20,16),(20,5),(20,-1),-0.102059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,4),(20,3),-0.0707513 # DEPENDENCYPART_TRISIBL
(20,16),(20,4),(20,2),-0.113926 # DEPENDENCYPART_TRISIBL
(20,16),(20,4),(20,1),-0.11393 # DEPENDENCYPART_TRISIBL
(20,16),(20,4),(20,-1),-0.0455545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,3),(20,2),-0.0512751 # DEPENDENCYPART_TRISIBL
(20,16),(20,3),(20,1),-0.0512791 # DEPENDENCYPART_TRISIBL
(20,16),(20,3),(20,-1),-0.230055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,2),(20,1),-0.0988972 # DEPENDENCYPART_TRISIBL
(20,16),(20,2),(20,-1),-0.102059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,1),(20,-1),-0.102234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,14),(20,13),-0.0886691 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,12),-0.088135 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,11),-0.123535 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,10),-0.140836 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,9),-0.140866 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,8),-0.093865 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,7),-0.123538 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,6),-0.0359262 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,5),-0.140836 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,4),-0.0764219 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,3),-0.0359262 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,2),-0.140836 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,1),-0.140836 # DEPENDENCYPART_TRISIBL
(20,15),(20,14),(20,-1),-0.125404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,13),(20,12),-0.0946245 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,11),-0.0946687 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,10),-0.164092 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,9),-0.164122 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,8),-0.0976065 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,7),-0.0946717 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,6),-0.0700933 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,5),-0.164092 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,4),-0.0803319 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,3),-0.0700933 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,2),-0.164092 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,1),-0.164092 # DEPENDENCYPART_TRISIBL
(20,15),(20,13),(20,-1),-0.0868082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,12),(20,11),-0.0888336 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,10),-0.159914 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,9),-0.159944 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,8),-0.0936036 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,7),-0.0888361 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,6),-0.0542137 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,5),-0.159914 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,4),-0.0777196 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,3),-0.0542137 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,2),-0.159914 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,1),-0.159914 # DEPENDENCYPART_TRISIBL
(20,15),(20,12),(20,-1),-0.127443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,11),(20,10),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,9),-0.162785 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,8),-0.0910474 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,7),-0.0932888 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,6),-0.0580587 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,5),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,4),-0.0737757 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,3),-0.0580587 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,2),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,1),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,11),(20,-1),-0.194338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,10),(20,9),-0.169218 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,8),-0.0757373 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,7),-0.0908542 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,6),-0.0405435 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,5),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,4),-0.0587355 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,3),-0.0405435 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,2),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,1),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,10),(20,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,9),(20,8),-0.0757373 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,7),-0.0908542 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,6),-0.0405508 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,5),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,4),-0.0587355 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,3),-0.0405508 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,2),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,1),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,9),(20,-1),-0.138671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,8),(20,7),-0.0953205 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,6),-0.0689112 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,5),-0.16427 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,4),-0.0818342 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,3),-0.0689112 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,2),-0.16427 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,1),-0.16427 # DEPENDENCYPART_TRISIBL
(20,15),(20,8),(20,-1),-0.0624379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,7),(20,6),-0.0580587 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,5),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,4),-0.0737757 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,3),-0.0580587 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,2),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,1),-0.162754 # DEPENDENCYPART_TRISIBL
(20,15),(20,7),(20,-1),-0.194135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,6),(20,5),-0.206299 # DEPENDENCYPART_TRISIBL
(20,15),(20,6),(20,4),-0.0239157 # DEPENDENCYPART_TRISIBL
(20,15),(20,6),(20,3),-0.0546654 # DEPENDENCYPART_TRISIBL
(20,15),(20,6),(20,2),-0.206299 # DEPENDENCYPART_TRISIBL
(20,15),(20,6),(20,1),-0.206299 # DEPENDENCYPART_TRISIBL
(20,15),(20,6),(20,-1),-0.186019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,5),(20,4),-0.0587355 # DEPENDENCYPART_TRISIBL
(20,15),(20,5),(20,3),-0.0405435 # DEPENDENCYPART_TRISIBL
(20,15),(20,5),(20,2),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,5),(20,1),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,5),(20,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,4),(20,3),-0.0690397 # DEPENDENCYPART_TRISIBL
(20,15),(20,4),(20,2),-0.165367 # DEPENDENCYPART_TRISIBL
(20,15),(20,4),(20,1),-0.165367 # DEPENDENCYPART_TRISIBL
(20,15),(20,4),(20,-1),-0.09009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,3),(20,2),-0.206299 # DEPENDENCYPART_TRISIBL
(20,15),(20,3),(20,1),-0.206299 # DEPENDENCYPART_TRISIBL
(20,15),(20,3),(20,-1),-0.186019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,2),(20,1),-0.169188 # DEPENDENCYPART_TRISIBL
(20,15),(20,2),(20,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,1),(20,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,13),(20,12),-0.064343 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,11),-0.084254 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,10),-0.0900638 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,9),-0.0900591 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,8),-0.0121039 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,7),-0.0850276 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,6),-0.0351245 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,5),-0.0900393 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,4),-0.025915 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,3),-0.0351245 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,2),-0.0900389 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,1),-0.0900394 # DEPENDENCYPART_TRISIBL
(20,14),(20,13),(20,-1),-0.0557867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,12),(20,11),-0.0822789 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,10),-0.0700021 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,9),-0.0699973 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,8),0.0146758 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,7),-0.0830525 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,6),-0.0184986 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,5),-0.0699776 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,4),0.00120734 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,3),-0.0184986 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,2),-0.0699772 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,1),-0.0699777 # DEPENDENCYPART_TRISIBL
(20,14),(20,12),(20,-1),-0.132778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,11),(20,10),0.00967607 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,9),0.00970268 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,8),0.0752161 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,7),-0.0401628 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,6),-0.0364761 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,5),0.00972531 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,4),0.0587482 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,3),-0.0364761 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,2),0.00972595 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,1),0.00972538 # DEPENDENCYPART_TRISIBL
(20,14),(20,11),(20,-1),-0.297191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,10),(20,9),-0.114446 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,8),-0.0171595 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,7),-0.0796823 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,6),0.0376938 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,5),-0.11442 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,4),-0.0322044 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,3),0.0376938 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,2),-0.11442 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,1),-0.114421 # DEPENDENCYPART_TRISIBL
(20,14),(20,10),(20,-1),-0.0997027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,9),(20,8),-0.0165715 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,7),-0.079621 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,6),0.0377433 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,5),-0.114156 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,4),-0.0316164 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,3),0.0377433 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,2),-0.114156 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,1),-0.114157 # DEPENDENCYPART_TRISIBL
(20,14),(20,9),(20,-1),-0.104573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,8),(20,7),-0.0863547 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,6),-0.0369361 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,5),-0.090494 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,4),-0.0269928 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,3),-0.0369361 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,2),-0.0904936 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,1),-0.0904942 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,-1),0.0068541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,7),(20,6),-0.0364756 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,5),0.00899805 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,4),0.0582375 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,3),-0.0364756 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,2),0.00899869 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,1),0.00899812 # DEPENDENCYPART_TRISIBL
(20,14),(20,7),(20,-1),-0.297558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,6),(20,5),-0.069467 # DEPENDENCYPART_TRISIBL
(20,14),(20,6),(20,4),0.077344 # DEPENDENCYPART_TRISIBL
(20,14),(20,6),(20,3),-0.026509 # DEPENDENCYPART_TRISIBL
(20,14),(20,6),(20,2),-0.0694666 # DEPENDENCYPART_TRISIBL
(20,14),(20,6),(20,1),-0.0694677 # DEPENDENCYPART_TRISIBL
(20,14),(20,6),(20,-1),-0.271341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,5),(20,4),-0.0316124 # DEPENDENCYPART_TRISIBL
(20,14),(20,5),(20,3),0.0377519 # DEPENDENCYPART_TRISIBL
(20,14),(20,5),(20,2),-0.114156 # DEPENDENCYPART_TRISIBL
(20,14),(20,5),(20,1),-0.114157 # DEPENDENCYPART_TRISIBL
(20,14),(20,5),(20,-1),-0.10451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,4),(20,3),-0.0349887 # DEPENDENCYPART_TRISIBL
(20,14),(20,4),(20,2),-0.08967 # DEPENDENCYPART_TRISIBL
(20,14),(20,4),(20,1),-0.0896706 # DEPENDENCYPART_TRISIBL
(20,14),(20,4),(20,-1),-0.0510964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,3),(20,2),-0.0694666 # DEPENDENCYPART_TRISIBL
(20,14),(20,3),(20,1),-0.0694677 # DEPENDENCYPART_TRISIBL
(20,14),(20,3),(20,-1),-0.271341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,2),(20,1),-0.114157 # DEPENDENCYPART_TRISIBL
(20,14),(20,2),(20,-1),-0.10451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,1),(20,-1),-0.10451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,12),(20,11),-0.158486 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,10),-0.166692 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,9),-0.165998 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,8),-0.155107 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,7),-0.159187 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,6),-0.0817382 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,5),-0.166353 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,4),-0.162074 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,3),-0.0817382 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,2),-0.165807 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,1),-0.165807 # DEPENDENCYPART_TRISIBL
(20,13),(20,12),(20,-1),-0.0536835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,11),(20,10),-0.193257 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,9),-0.192566 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,8),-0.163486 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,7),-0.174098 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,6),-0.0927586 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,5),-0.192918 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,4),-0.167326 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,3),-0.0927586 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,2),-0.192373 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,1),-0.192373 # DEPENDENCYPART_TRISIBL
(20,13),(20,11),(20,-1),-0.111736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,10),(20,9),-0.211557 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,8),-0.189073 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,7),-0.163436 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,6),-0.00469483 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,5),-0.211761 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,4),-0.200972 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,3),-0.00469483 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,2),-0.211215 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,1),-0.211215 # DEPENDENCYPART_TRISIBL
(20,13),(20,10),(20,-1),-0.0537508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,9),(20,8),-0.189073 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,7),-0.163437 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,6),-0.00468927 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,5),-0.211761 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,4),-0.200972 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,3),-0.00468927 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,2),-0.211215 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,1),-0.211215 # DEPENDENCYPART_TRISIBL
(20,13),(20,9),(20,-1),-0.0536769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,8),(20,7),-0.161192 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,6),-0.0689837 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,5),-0.20077 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,4),-0.166261 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,3),-0.0689837 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,2),-0.200224 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,1),-0.200224 # DEPENDENCYPART_TRISIBL
(20,13),(20,8),(20,-1),-0.0252531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,7),(20,6),-0.0927602 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,5),-0.192918 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,4),-0.167326 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,3),-0.0927602 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,2),-0.192372 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,1),-0.192372 # DEPENDENCYPART_TRISIBL
(20,13),(20,7),(20,-1),-0.111756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,6),(20,5),-0.0839059 # DEPENDENCYPART_TRISIBL
(20,13),(20,6),(20,4),-0.127295 # DEPENDENCYPART_TRISIBL
(20,13),(20,6),(20,3),-0.0816029 # DEPENDENCYPART_TRISIBL
(20,13),(20,6),(20,2),-0.0830793 # DEPENDENCYPART_TRISIBL
(20,13),(20,6),(20,1),-0.0830792 # DEPENDENCYPART_TRISIBL
(20,13),(20,6),(20,-1),-0.0803809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,5),(20,4),-0.200972 # DEPENDENCYPART_TRISIBL
(20,13),(20,5),(20,3),-0.00468924 # DEPENDENCYPART_TRISIBL
(20,13),(20,5),(20,2),-0.211232 # DEPENDENCYPART_TRISIBL
(20,13),(20,5),(20,1),-0.211231 # DEPENDENCYPART_TRISIBL
(20,13),(20,5),(20,-1),-0.0536693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,4),(20,3),-0.0697183 # DEPENDENCYPART_TRISIBL
(20,13),(20,4),(20,2),-0.198993 # DEPENDENCYPART_TRISIBL
(20,13),(20,4),(20,1),-0.198993 # DEPENDENCYPART_TRISIBL
(20,13),(20,4),(20,-1),-0.0554311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,3),(20,2),-0.0830793 # DEPENDENCYPART_TRISIBL
(20,13),(20,3),(20,1),-0.0830792 # DEPENDENCYPART_TRISIBL
(20,13),(20,3),(20,-1),-0.0803809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,2),(20,1),-0.211215 # DEPENDENCYPART_TRISIBL
(20,13),(20,2),(20,-1),-0.0536673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,13),(20,1),(20,-1),-0.0536675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,12),(20,11),(20,10),-0.0954409 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,9),-0.0966984 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,8),0.0453645 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,7),-0.136049 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,6),-0.0476618 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,5),-0.0969835 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,4),0.0346052 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,3),-0.0476618 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,2),-0.096678 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,1),-0.098446 # DEPENDENCYPART_TRISIBL
(20,12),(20,11),(20,-1),-0.110339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,12),(20,10),(20,9),-0.102376 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,8),-0.116246 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,7),-0.129495 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,6),-0.0625936 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,5),-0.102666 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,4),-0.121043 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,3),-0.0625936 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,2),-0.10236 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,1),-0.105012 # DEPENDENCYPART_TRISIBL
(20,12),(20,10),(20,-1),-0.0782777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,12),(20,9),(20,8),-0.116246 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,7),-0.129495 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,6),-0.0625936 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,5),-0.102666 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,4),-0.121043 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,3),-0.0625936 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,2),-0.10236 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,1),-0.105012 # DEPENDENCYPART_TRISIBL
(20,12),(20,9),(20,-1),-0.0779744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,12),(20,8),(20,7),-0.144439 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,6),-0.1516 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,5),-0.0615141 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,4),-0.0520231 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,3),-0.1516 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,2),-0.0612085 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,1),-0.0629765 # DEPENDENCYPART_TRISIBL
(20,12),(20,8),(20,-1),-0.0680182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
