# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(17,24),(24,22),-0.213329 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.499159 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.175688 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.240354 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.167323 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.215875 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.19772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.133618 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0535494 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0226898 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.000515541 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.25867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.0357821 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.0783762 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.351842 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.240502 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.657697 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.209515 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.535416 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.70357 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.927846 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.841791 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.00569 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0431983 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.206477 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0323503 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.131577 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.950071 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.721717 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-1.02931 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.549587 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.723776 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-1.12255 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.859236 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.1009 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.937961 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.465417 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.692327 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.02344 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.991242 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.703515 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.907626 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.82128 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.98467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.612004 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.658033 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.397301 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.292354 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.619354 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.112113 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.516328 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.58585 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.400838 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.425755 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.259272 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.99305 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.961092 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.657405 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.877223 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.790874 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.598445 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.122852 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.447057 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.302318 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.0583155 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0625337 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.000114378 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.877234 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.0911368 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0902968 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.100186 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.67819 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.36543 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.55981 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.54943 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.15749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.820885 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.4247 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.421063 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.573391 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),-0.193109 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.653129 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.748275 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.784046 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.0446885 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.290555 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.256312 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.275308 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.345464 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.124856 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.306668 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.268946 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.269165 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.329447 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.262299 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.239502 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.207548 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.280925 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.424702 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.5161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.820311 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.992215 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.759919 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.976381 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.507201 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.441329 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.222097 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.248431 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.234977 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.50795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.818771 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.450303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.301606 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.551829 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.598082 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.536151 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.47063 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.243195 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.447265 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.241378 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.435677 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.50795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.818773 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.887203 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.65382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-1.07216 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.72095 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.940285 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.317752 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.665456 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.560128 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.779914 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.660812 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.872445 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.491619 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.896419 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.56306 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.819165 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.772486 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.55161 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.726596 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.688925 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.726094 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.814452 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.05176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.403873 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.131317 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.154961 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.375605 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.695357 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.12486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),-0.442337 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.572214 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.64328 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.827637 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.781214 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.544522 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.735072 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.697397 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.1155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),-0.481216 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.584878 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.65186 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.735081 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.507203 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.305125 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.486188 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),0.384147 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.400787 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.69654 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.126137 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.0173002 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),-0.0840871 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.327298 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),0.0223271 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.490879 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.0320611 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.235473 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.280125 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),0.169105 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.0460157 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.0113601 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.276965 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.0781305 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.256465 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.145945 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.296743 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.340173 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.0458264 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.225679 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),0.432797 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),0.33409 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.0669439 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.520865 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.407471 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.466767 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),0.0235474 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.426321 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.491732 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.313345 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.389429 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.412732 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),0.0192407 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.122518 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),0.213867 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.917887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,23),-0.29111 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.21681 # DEPENDENCYPART_GRANDPAR
(21,5),(5,26),-0.873052 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),0.296843 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.146756 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.682992 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.183047 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.293977 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),0.0448702 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.286219 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.0627585 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.32797 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.186181 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.219263 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.372775 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),0.0752518 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.0478785 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.491983 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.319268 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.618513 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.298702 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.443969 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.492788 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.00732708 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.422225 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.0355029 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),-0.291428 # DEPENDENCYPART_GRANDPAR
(21,8),(8,25),-0.552937 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.301451 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.67748 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.245226 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.262514 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.210658 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.0525965 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.321591 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.177599 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.596864 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.241847 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.254059 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.0178802 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.253449 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.324808 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.231487 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.290303 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.361204 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),0.44311 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),0.373233 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),0.0564315 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.508777 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.111928 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.0690866 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.0663898 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.406754 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.0819328 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0119113 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.2172 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.345567 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.389974 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.0180839 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.355195 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.323312 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.103661 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.274156 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.253529 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.912173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,23),-0.285146 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.212428 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.546653 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-0.872954 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.267045 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.350615 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.0231272 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.285973 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.267841 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.2332 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.920461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,1),0.291911 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.187132 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.263886 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.280878 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.208868 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.270053 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.403473 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.120673 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.23304 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.0248136 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.234434 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.217268 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.252146 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.920473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,13),0.0853144 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.1042 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.44526 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.422225 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0355029 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.0573711 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.0898808 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.906571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.160826 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.291428 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.552937 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.221001 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.235522 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.208225 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.281891 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.2266 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.201832 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.920446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,1),0.296843 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.183047 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.293977 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.295094 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.256546 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.271418 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.177423 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.238879 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.221015 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.221637 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.200664 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.920452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,24),-0.217649 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0504591 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.16563 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.186599 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.982405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.196747 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.327349 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.276408 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.588858 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.249348 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.259844 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.31346 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0221971 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.201417 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.135264 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.278789 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.00604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.259835 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.389849 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.65136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.369121 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.259184 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.238484 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0242131 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.797108 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.817856 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.271608 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.792529 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.738805 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.369027 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.420939 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.233205 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0350547 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.152584 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0217943 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.330601 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.792536 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.385719 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.174515 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0782647 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.220878 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.420507 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.582494 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.490882 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.437479 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.369772 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.26796 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.40996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.443655 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.744199 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.37063 # DEPENDENCYPART_GRANDPAR
