# _root_ The contract was first proposed more than two years ago , but shortly afterward , the colony 's markets were hit hard by the October 1987 global stock crash .
#goldHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,29,29,29,23,12,
#predictedHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,25,29,29,23,12,
(17,17),(17,23),(17,30),-0.165787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,31),-0.171742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.165801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,30),-0.113691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,31),-0.11111 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,30),-0.130228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,31),-0.0814414 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,30),(17,31),-0.192634 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,21),(17,22),-0.0715694 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,23),0.038492 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,25),-0.0392322 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),-0.0686348 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,30),-0.071971 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,31),-0.161786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0126097 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,25),-0.0380495 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,26),-0.0686342 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,30),-0.0672687 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,31),-0.107162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,25),-0.0400518 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),-0.06867 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,30),-0.0675485 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,31),-0.148563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,25),(17,26),-0.0695141 # DEPENDENCYPART_TRISIBL
(17,18),(17,25),(17,30),-0.069401 # DEPENDENCYPART_TRISIBL
(17,18),(17,25),(17,31),-0.0811746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,26),(17,30),-0.0671734 # DEPENDENCYPART_TRISIBL
(17,18),(17,26),(17,31),-0.134378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,30),(17,31),-0.0928942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.0027612 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,25),-0.0538927 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,26),-0.0636916 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,30),-0.0257606 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,31),-0.0902703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,25),-0.0699817 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.0636498 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,30),0.0141275 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,31),-0.074949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,25),(17,26),-0.0638245 # DEPENDENCYPART_TRISIBL
(17,21),(17,25),(17,30),-0.0449843 # DEPENDENCYPART_TRISIBL
(17,21),(17,25),(17,31),-0.13308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,26),(17,30),-0.0559028 # DEPENDENCYPART_TRISIBL
(17,21),(17,26),(17,31),-0.126631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,30),(17,31),-0.0959857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,25),-0.0501486 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,26),-0.0689899 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,30),-0.076112 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,31),-0.0674229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,25),(17,26),-0.0681387 # DEPENDENCYPART_TRISIBL
(17,22),(17,25),(17,30),-0.0678618 # DEPENDENCYPART_TRISIBL
(17,22),(17,25),(17,31),-0.0665556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,26),(17,30),-0.0564611 # DEPENDENCYPART_TRISIBL
(17,22),(17,26),(17,31),-0.12361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,30),(17,31),-0.161235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,25),(17,26),-0.0763644 # DEPENDENCYPART_TRISIBL
(17,23),(17,25),(17,30),-0.0997224 # DEPENDENCYPART_TRISIBL
(17,23),(17,25),(17,31),-0.0539188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,26),(17,30),-0.108631 # DEPENDENCYPART_TRISIBL
(17,23),(17,26),(17,31),-0.0739338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,30),(17,31),-0.0643738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,25),(17,26),(17,30),-0.0808802 # DEPENDENCYPART_TRISIBL
(17,25),(17,26),(17,31),-0.147604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,25),(17,30),(17,31),-0.0188729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,26),(17,30),(17,31),-0.110758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.0391254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.211771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.21206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,8),-0.192479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.15717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.276345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.276795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,8),-0.203045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.474173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.224337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,8),-0.0716029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.167566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,8),-0.0716029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.160193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,8),(17,-1),-0.121932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0742292 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0742364 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,8),-0.129241 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.179905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),0.0260129 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,8),-0.120663 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.0937641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,8),-0.120663 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.0937651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,8),(17,-1),-0.225193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.0783725 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,8),-0.10096 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.255082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,8),-0.10096 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.256868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,8),(17,-1),-0.265355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,8),-0.0995251 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.123374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,8),(17,-1),-0.118954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,8),(17,-1),-0.119147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,21),(19,22),-0.0456661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.10499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.150684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.153366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,30),-0.0930066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.122726 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.0481633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.141721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,29),-0.144304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,30),-0.153189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,31),-0.101762 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,25),-0.130105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),-0.137555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,30),-0.165795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,31),-0.190755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,29),-0.104014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,30),-0.113703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.114664 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,29),(19,30),-0.113365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,29),(19,31),-0.0926762 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,30),(19,31),-0.197822 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,21),(19,22),(19,23),-0.00276178 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0540209 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,29),-0.0548215 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,30),-0.0257606 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,31),-0.0893611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,25),-0.07011 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,29),-0.0709186 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,30),0.0141275 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,31),-0.0740457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,29),-0.0666395 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,30),-0.0449843 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,31),-0.132171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,29),(19,30),-0.0449844 # DEPENDENCYPART_TRISIBL
(19,21),(19,29),(19,31),-0.132269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,30),(19,31),-0.0950766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,25),-0.0501499 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,29),-0.0501501 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,30),-0.076112 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,31),-0.0678694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,29),-0.0635657 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,30),-0.0678619 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,31),-0.0670072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,29),(19,30),-0.0678619 # DEPENDENCYPART_TRISIBL
(19,22),(19,29),(19,31),-0.0670084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,30),(19,31),-0.161681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,29),-0.0644036 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,30),-0.0997224 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,31),-0.0514148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,29),(19,30),-0.0997288 # DEPENDENCYPART_TRISIBL
(19,23),(19,29),(19,31),-0.0525696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,30),(19,31),-0.0618624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,29),(19,30),-0.077453 # DEPENDENCYPART_TRISIBL
(19,25),(19,29),(19,31),-0.11747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,30),(19,31),-0.0203821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,29),(19,30),(19,31),-0.0164087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.216537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.123871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.157046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.150979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.151267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.154607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,7),-0.180596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.123464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.410172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0824663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.237256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.167457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.167746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,10),-0.169274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,7),-0.0978943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.110275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.186442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0391384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.212579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.212868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,10),-0.216249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,7),-0.207486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.139004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.15491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.277153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.277603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,10),-0.283073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,7),-0.222798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.170101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.471625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.225144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,10),-0.228484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,7),-0.112697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.121832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.165073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,10),-0.228484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,7),-0.112697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,5),-0.121832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.1577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,10),(19,7),-0.114277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,5),-0.122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,-1),-0.192488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,7),(19,5),-0.127321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,-1),-0.115504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,-1),-0.214532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0401036 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0910112 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0933174 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.0926125 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,10),-0.0926125 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,7),-0.0788336 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.103977 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.139581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.0659404 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.0929369 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.0922321 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,10),-0.0922321 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,7),-0.0770347 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.100806 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.135137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.0975129 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.0961033 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,10),-0.0961033 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,7),-0.0730757 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.10265 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.123195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),-0.0922194 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,10),-0.0922194 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,7),-0.0764447 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),-0.100904 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.137628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,10),-0.0922194 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,7),-0.0764447 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,5),-0.100904 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.137628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,10),(19,7),-0.0764447 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,5),-0.100904 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,-1),-0.137628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,7),(19,5),-0.100811 # DEPENDENCYPART_TRISIBL
(19,18),(19,7),(19,-1),-0.123209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,-1),-0.141124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.163802 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.0365809 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.0325962 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,10),-0.0315159 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,7),-0.0804952 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.112307 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0719622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.105664 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.102757 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,10),-0.0939929 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,7),-0.050305 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.0622513 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.211824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.0773601 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,10),-0.0762776 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,7),-0.0961576 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.1245 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.14207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,10),-0.0762746 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,7),-0.0961576 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,5),-0.1245 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.14207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,10),(19,7),-0.0976194 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,5),-0.124501 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,-1),-0.142923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,7),(19,5),-0.132491 # DEPENDENCYPART_TRISIBL
(19,17),(19,7),(19,-1),-0.117771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,-1),-0.233665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.0742297 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.0742369 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,10),-0.0742976 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,7),-0.0311531 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),0.00457708 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.18054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),0.0260118 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,10),0.025966 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,7),-0.0519988 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.0620047 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.0943982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,10),0.025966 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,7),-0.0519988 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,5),-0.0620047 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.0943992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,10),(19,7),-0.0519988 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,5),-0.0620048 # DEPENDENCYPART_TRISIBL
(19,16),(19,10),(19,-1),-0.0944952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,7),(19,5),-0.0659799 # DEPENDENCYPART_TRISIBL
(19,16),(19,7),(19,-1),-0.109469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,5),(19,-1),-0.213386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),-0.0783725 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,10),-0.0755131 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,7),-0.0909868 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,5),-0.125169 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.255097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,10),-0.0755131 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,7),-0.0909868 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,5),-0.125169 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.256882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,10),(19,7),-0.0890945 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,5),-0.125194 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,-1),-0.251948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,7),(19,5),-0.126593 # DEPENDENCYPART_TRISIBL
(19,15),(19,7),(19,-1),-0.247068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,5),(19,-1),-0.0691411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,10),-0.111918 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,7),-0.0793312 # DEPENDENCYPART_TRISIBL
