# _root_ In a statement , Chairman Frank Shrontz asserted that the company `` faces significant challenges and risks , '' on both its commercial and government contracts .
#goldHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,16,16,13,16,13,13,13,26,26,24,26,24,20,8,
#predictedHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,15,16,13,16,13,13,13,24,26,24,26,24,20,8,
(3,3),(3,13),(3,18),-0.0449069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.10529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),-0.140905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,21),-0.125614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,24),-0.111675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,27),-0.0901124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,28),-0.0994769 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,16),-0.108597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.135167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.12842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,20),-0.123089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,21),-0.0913127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,24),-0.108597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,27),-0.169031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,28),-0.110366 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,18),-0.130013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,19),-0.157711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,20),-0.0435603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,21),-0.100793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,24),-0.103918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,27),-0.0116261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,28),-0.0738998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,19),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,20),-0.257839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,21),-0.10883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,24),-0.0507347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,27),-0.227852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,28),-0.725813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),-0.128344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,21),-0.113023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,24),-0.14783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,27),-0.161009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,28),-0.159439 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,20),(3,21),-0.164196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,24),-0.150839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,27),-0.169795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,28),-0.0911606 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,21),(3,24),-0.115677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,21),(3,27),-0.154241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,21),(3,28),-0.1699 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,24),(3,27),-0.0116261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,24),(3,28),-0.0738998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,27),(3,28),-0.193316 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0679127 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0679124 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0281802 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.043846 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0710975 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.104569 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0276038 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0659103 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,16),-0.0762664 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),0.471164 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.12765 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.0478188 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,21),-0.0732235 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,24),-0.0762664 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,27),-0.189594 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,28),-0.0790657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0679051 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0277734 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0438064 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0710902 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.104569 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.027197 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0659103 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,16),-0.0758674 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),0.453582 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.12765 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.0477793 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,21),-0.0732235 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,24),-0.0758674 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,27),-0.189094 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,28),-0.0824588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0277734 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0438064 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0710902 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.104569 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.027197 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0659103 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,16),-0.0758674 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),0.453807 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.12765 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),-0.0477793 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,21),-0.0732235 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,24),-0.0758674 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,27),-0.189094 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,28),-0.0819864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),0.0180419 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.0280006 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0850194 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.063954 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0823508 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,16),-0.0600185 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),0.54028 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.122245 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,20),0.0147747 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,21),-0.0738836 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.0600185 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,27),-0.100969 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,28),-0.0558579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,11),0.00868567 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0861949 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),0.0520724 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0802613 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.0426182 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),0.309081 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.121818 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.0285034 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,21),-0.0780674 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,24),-0.0426182 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,27),-0.0974209 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,28),-0.0886726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.104569 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,13),-0.0279446 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.0659316 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,16),-0.0758824 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),0.468813 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.127794 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),-0.0499588 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,21),-0.0732235 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,24),-0.0758824 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,27),-0.189462 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,28),-0.0650096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),0.126838 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,14),-0.079593 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,16),-0.031676 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),0.282705 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.122819 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),-0.0649838 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,21),-0.0708112 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,24),-0.031676 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,27),-0.120877 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,28),-0.254232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.0823508 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,16),-0.0600187 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),0.540282 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.122245 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),0.0145058 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,21),-0.0738836 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,24),-0.0600187 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,27),-0.0994043 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,28),-0.05488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,16),-0.0535696 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),0.535911 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.122198 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,20),-0.0654484 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,21),-0.0707553 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,24),-0.0535696 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,27),-0.146707 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,28),-0.174297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,18),0.509222 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),-0.132649 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,20),-0.0151901 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,21),-0.0714391 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,24),-0.0652765 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,27),-0.103766 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,28),-0.0786519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.119864 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,20),-0.0445962 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,21),-0.0707554 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,24),-0.0522517 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,27),-0.105321 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,28),-0.272986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),0.0734191 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,21),-0.0708584 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,24),0.00564827 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,27),-0.143673 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,28),-0.196166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,20),(3,21),-0.0780674 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,24),-0.0426407 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,27),-0.0909796 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,28),-0.0858841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,21),(3,24),-0.0460133 # DEPENDENCYPART_TRISIBL
(3,4),(3,21),(3,27),-0.114092 # DEPENDENCYPART_TRISIBL
(3,4),(3,21),(3,28),-0.127346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,24),(3,27),-0.103766 # DEPENDENCYPART_TRISIBL
(3,4),(3,24),(3,28),-0.0786519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,27),(3,28),-0.307459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0773155 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0938079 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0722064 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0807358 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0691003 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.0956878 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0869376 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0428258 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0346403 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.0725012 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,21),-0.0673869 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,24),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,27),-0.0766526 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,28),-0.100336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0938073 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0722064 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0807131 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0691003 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0956872 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0869376 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0428256 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.03464 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.0725012 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,21),-0.0673869 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,24),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,27),-0.0766526 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,28),-0.0997625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0744108 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0892184 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0707051 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.094406 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0823357 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),-0.137184 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0218898 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0341495 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.0588847 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,21),-0.0635166 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,24),-0.137184 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,27),-0.07769 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,28),-0.108049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,11),-0.112348 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0661366 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.0870592 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0889217 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.132763 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.021248 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0293433 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,20),-0.0444245 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,21),-0.0647647 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,24),-0.132763 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,27),-0.0781924 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,28),-0.106457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0691003 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.0963635 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.087111 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,16),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0432659 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.03464 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,20),-0.0692384 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,21),-0.0673869 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,24),-0.152572 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,27),-0.0767889 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,28),-0.0905451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.0978527 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,14),-0.0797281 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,16),-0.109847 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.0493212 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0231234 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0396886 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,21),-0.0650695 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,24),-0.109847 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,27),-0.0857954 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,28),-0.107887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,14),-0.0823357 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,16),-0.137186 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.0218898 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.0341495 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),-0.0589007 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,21),-0.0635166 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,24),-0.137186 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,27),-0.0786517 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,28),-0.105692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,16),-0.127948 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),-0.054327 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0222892 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,20),-0.0490112 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,21),-0.0632183 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,24),-0.127948 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,27),-0.0680222 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,28),-0.0752381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,18),-0.0472313 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,19),-0.0244855 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,20),-0.0497755 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,21),-0.0634604 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,24),-0.137227 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,27),-0.0862426 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,28),-0.166375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),0.0941466 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,20),-0.0236236 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,21),-0.0528506 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,24),-0.135907 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,27),-0.0928589 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,28),-0.0010033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.0529834 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,21),-0.0632433 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,24),-0.122719 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,27),-0.0822172 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,28),-0.0740773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,20),(3,21),-0.0647079 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,24),-0.13652 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,27),-0.0825582 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,28),-0.0825734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,21),(3,24),-0.124837 # DEPENDENCYPART_TRISIBL
(3,5),(3,21),(3,27),-0.0840641 # DEPENDENCYPART_TRISIBL
(3,5),(3,21),(3,28),-0.0642185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,24),(3,27),-0.0862426 # DEPENDENCYPART_TRISIBL
(3,5),(3,24),(3,28),-0.166375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,27),(3,28),0.00703883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.095408 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0707884 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0841111 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0679911 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0972878 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0869376 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.150178 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.043414 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0338198 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.0710832 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,21),-0.0673869 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.150178 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,27),-0.0763587 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,28),-0.116055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0729969 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.089012 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0695959 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0961333 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.0823357 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.134783 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0218654 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0333293 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,20),-0.0574708 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,21),-0.0635166 # DEPENDENCYPART_TRISIBL
