# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(14,16),(16,3),-0.455367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.31801 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.0126353 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.558521 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.432417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.636954 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.231421 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.440372 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.394479 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.38848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.133259 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.504672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.393198 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.312063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.382116 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.536921 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.447258 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.079661 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.592872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.537028 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.675357 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.291725 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.485492 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.250855 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.335744 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.309088 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.351368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0874613 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.71686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.592589 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.270555 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.586605 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-1.54923 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-1.01371 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.492527 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.380649 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.609399 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.854234 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.900384 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-1.0147 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.61957 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.43702 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-1.05143 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-1.5854 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-1.16629 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.443679 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.817348 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.97923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),-0.90826 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-1.66318 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.744051 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.959062 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.357617 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.642207 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.480291 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.782346 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.386661 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.380296 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.348898 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.454579 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.328264 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.895889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,19),-0.355483 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),0.115182 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),0.32799 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-0.795827 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.822246 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-1.60515 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.732182 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.745168 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.866733 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.865546 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.828219 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.558956 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.468876 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.509629 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.464629 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.645411 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.548587 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.373999 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.591745 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.644126 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.519076 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.86774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.250318 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),0.121329 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),0.333879 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.712376 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.982954 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-1.67208 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.911474 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-1.09877 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.63545 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.600801 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.712484 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.783688 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.784115 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.373193 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.450175 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.779428 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.58415 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.459531 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.826159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.200131 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.177922 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.303294 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),0.444163 # DEPENDENCYPART_GRANDPAR
(16,10),(10,26),-0.695645 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.278039 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.594865 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.664132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.669645 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.573122 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.712117 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.56528 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.390705 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.03707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,8),-0.646082 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.792757 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.518046 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.436763 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.419959 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.32133 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.55778 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.886306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,19),-0.344065 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),0.125097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.346826 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),0.33743 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-0.784592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-1.57637 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-1.04407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.612125 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.832326 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.644719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.564052 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.559754 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.591047 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.491529 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.856292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,13),-0.73595 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.890713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,13),-0.752228 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.426341 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.336222 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.07371 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.282507 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.027904 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.19677 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.19483 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.695355 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.05639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.07969 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.24694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.536576 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.963837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.57612 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.37815 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0434187 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.105235 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.638348 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.38513 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.311593 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0649907 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0905487 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.139119 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.509083 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.144216 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.587052 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),1.12074 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.660901 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.143816 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0335201 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.44998 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.517459 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.857649 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.399437 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.212972 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.479829 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.119272 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0742669 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.465417 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.186689 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.584193 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.01675 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.173907 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.479573 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.342845 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.302969 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0352158 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.124786 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-1.40063 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.992678 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.939216 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-1.00365 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-1.05587 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-1.03888 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.795997 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.244509 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.127584 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.333297 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.350885 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.16607 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0130346 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.454726 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.894218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.14201 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.346373 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.41208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.194569 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.701247 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0621837 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.257993 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.418817 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.512683 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.651563 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.604381 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-1.10417 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.97301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.036828 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.450264 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.283386 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.177205 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.254612 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.294308 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.383622 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.324099 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.211713 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.579959 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.129831 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.359028 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.276405 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.304134 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.325304 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.088521 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.978582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.314069 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-0.537275 # DEPENDENCYPART_GRANDPAR
(19,9),(9,26),-0.819177 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.0668425 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-1.18968 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-1.06739 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.209318 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.415145 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.187301 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.302851 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.586932 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.137494 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.136625 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.148446 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.278127 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.309211 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.576412 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.130711 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.99127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.367061 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.499389 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.50882 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.855076 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.415141 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.554487 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.340239 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.219126 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.442739 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.465022 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.330253 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.441588 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.13946 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.582301 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.524881 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.304244 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.413027 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.221235 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.543899 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.237023 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.0915863 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.10576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.41318 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.547147 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.577031 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.914084 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-1.08221 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-1.26816 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.413807 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.219858 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.264299 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.443641 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.197902 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.398787 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.363901 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.00191836 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.464226 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.112131 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.311832 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.228532 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.103973 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.326787 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.350847 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.500603 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.307777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.471434 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.166869 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.154886 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0276313 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.0416253 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.518229 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.742254 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.594739 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.199478 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.00327037 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0653914 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.394504 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.877099 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.581283 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.376395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.464264 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.371324 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0361893 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0518439 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.100488 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.445963 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-1.08262 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.596587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.237887 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.671784 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.302023 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.163311 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.347627 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.599584 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),0.156486 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.400064 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.349545 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.17293 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.749066 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.474948 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.384208 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.412411 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.75542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.390178 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.885949 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.829336 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.24805 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.14123 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.12147 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.09617 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.203167 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.382517 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.380888 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.42174 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.23266 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.03929 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.856707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),1.05953 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.793649 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.402757 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.693325 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.855757 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-1.22638 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.852731 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.08412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.469999 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.456838 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.00073808 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.488571 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.0639 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-0.867201 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-1.21959 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-1.01871 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.12549 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-0.357684 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.990618 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.0477409 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.845952 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.12294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.528979 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.433482 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.112954 # DEPENDENCYPART_GRANDPAR
