# _root_ Because we refuse to face the tough answers , the questions continue as fodder for the commissions and committees , for the media and politicians .
#goldHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,15,15,24,24,21,24,12,
#predictedHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,18,18,24,24,21,24,12,
(19,19),(19,23),(19,24),-0.133651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,25),-0.125512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.11639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,27),-0.12205 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,25),-0.169447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,26),-0.0363191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.0729252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,26),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,27),-0.111181 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),-0.218444 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0738178 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),0.0113031 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0245994 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),0.0111607 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.110678 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0553001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),0.00488715 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0351929 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),0.00474475 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.117249 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.13288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0626494 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,25),-0.0827246 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.240184 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,27),-0.0989508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,25),-0.0221981 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,26),-0.10124 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.10297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,25),(19,26),-0.240184 # DEPENDENCYPART_TRISIBL
(19,20),(19,25),(19,27),-0.109883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.034108 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0827269 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.0354169 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.101682 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.110646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0824095 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),-0.0500433 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.100361 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,27),-0.0277947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.039547 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.127038 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.113671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.100342 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,27),-0.0277945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.0653389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.0851626 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,25),-0.0806195 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.0472798 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.0784547 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0533421 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,27),-0.12655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.0472798 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,27),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,27),-0.132184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,25),-0.0834393 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,26),-0.0839838 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,27),-0.187026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,26),-0.0869641 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,27),-0.129694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,27),-0.0387964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.0811335 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,27),-0.149207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.075203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,27),-0.0380858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.053528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),0.0974607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0529197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.154447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0327133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.195211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.165605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,14),-0.185291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.0797691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,-1),-0.163882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),0.0541008 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),0.00652013 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.13833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,14),0.0070589 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.0661718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,-1),-0.13833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,14),-0.14529 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0307472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,-1),-0.112696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,-1),-0.110811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,27),-0.450452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,22),(21,23),-0.0532942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.13144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,25),-0.057969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.137208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,27),-0.112572 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.19391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,25),-0.117801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.165107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,27),0.233128 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,25),-0.106743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,26),0.00617667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,27),0.160687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,25),(21,26),-0.164981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,25),(21,27),0.244776 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,27),-0.121441 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0852748 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,25),-0.0830714 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.046286 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,27),-0.057532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,25),-0.0773343 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,26),-0.0536875 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,27),-0.0930206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,25),(21,26),-0.046286 # DEPENDENCYPART_TRISIBL
(21,22),(21,25),(21,27),-0.057532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,27),-0.101541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,25),-0.15566 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,26),-0.0765579 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,27),-0.163652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,25),(21,26),-0.0905175 # DEPENDENCYPART_TRISIBL
(21,23),(21,25),(21,27),-0.0658116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,27),-0.0746892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,25),(21,26),-0.076311 # DEPENDENCYPART_TRISIBL
(21,24),(21,25),(21,27),-0.178781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,27),-0.085805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,25),(21,26),(21,27),-0.0739041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.0626243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.182272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,-1),-0.217309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,-1),-0.0992262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,27),-0.209504 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,25),(23,27),-0.108745 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,22),(23,16),-0.133148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.0855484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,16),(23,-1),-0.0855484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,16),(23,-1),-0.169873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),-0.16863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,27),0.0397374 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,26),(24,27),-0.118045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,25),(24,26),(24,27),-0.124743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,22),-0.0259036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,21),-0.318354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),-0.00567818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,19),-0.0743191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,18),-0.0187392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,17),-0.0749265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,16),-0.0259036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,15),-0.318354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,14),-0.0743171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,13),-0.146995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,12),-0.0726482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,11),-0.0728858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,10),-0.0259036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,9),-0.00567818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,8),-0.0768874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,7),0.0318745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,6),-0.0259036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,5),-0.100226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,4),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,3),-0.0877637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,2),-0.0797711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,1),-0.138743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),0.0744852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,21),-0.157352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,20),0.0209633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,19),-0.11943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,18),-0.0452746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,17),-0.120038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,16),-0.101448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,15),-0.157352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,14),-0.119428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,13),-0.080938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,12),-0.101804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,11),-0.117938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,10),-0.101448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,9),0.0209633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,8),-0.122316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,7),-0.127463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,6),-0.101448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,5),-0.119665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,4),-0.0764488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,3),-0.111744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,2),-0.0795268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,1),-0.0504889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,-1),-0.0368061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.00909969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,19),-0.0825337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,18),-0.119009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,17),-0.0832415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,16),-0.0556891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,15),-0.170759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,14),-0.0825314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,13),-0.0994286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,12),-0.121748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,11),-0.0810423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,10),-0.0556891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,9),-0.00909969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,8),-0.0851777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,7),-0.103372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,6),-0.0556891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,5),-0.139261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,4),-0.0865137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,3),-0.131339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,2),-0.0522224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,1),-0.0685351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),-0.0332766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,19),-0.0549816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,18),-0.0783957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,17),-0.0555961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,16),-0.157307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,15),-0.145456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,14),-0.0549779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,13),-0.0888894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,12),0.0444363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,11),-0.05356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,10),-0.157307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,9),-0.0613113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,8),-0.0573081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,7),-0.116968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,6),-0.157307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,5),0.0232448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,4),-0.0932339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,3),0.0305538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,2),-0.0748188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,1),-0.0544878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,19),(24,18),-0.018797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,17),-0.0779906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,16),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,15),-0.318353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,14),-0.0773811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,13),-0.146993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,12),-0.0726482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,11),-0.0759499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,10),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,9),-0.000451063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,8),-0.0799514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,7),0.0321667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,6),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,5),-0.100226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,4),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,3),-0.0877637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,2),-0.0805521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,1),-0.138741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,-1),0.0645977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,18),(24,17),-0.0678198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,16),-0.00658556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,15),-0.108573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,14),-0.0672104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,13),-0.0165476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,12),-0.0948414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,11),-0.0657334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,10),-0.00658556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,9),0.0322455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,8),-0.0695405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,7),-0.0617521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,6),-0.00658556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,5),-0.112702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,4),-0.0710454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,3),-0.104781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,2),-0.0394777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,1),-0.000688953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,-1),0.0124683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,17),(24,16),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,15),-0.317649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,14),-0.0772517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,13),-0.14629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,12),-0.072652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,11),-0.0758205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,10),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,9),-0.000449586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,8),-0.079822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,7),0.0325186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,6),-0.0267792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,5),-0.10023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,4),-0.175317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,3),-0.0877675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,2),-0.0805521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,1),-0.138038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,-1),0.063672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,16),(24,15),-0.157352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,14),-0.119428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,13),-0.080938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,12),-0.101804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,11),-0.117938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,10),-0.101448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,9),0.0209633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,8),-0.122316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
