# _root_ Echoing a phrase from Mr. de Klerk , Mr. Sisulu said , `` Let all of us who love this country engage in the task of building a new South Africa .
#goldHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,22,15,16,19,15,21,19,14,22,25,23,25,26,31,31,31,27,11,
#predictedHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,14,15,16,19,17,21,22,19,22,25,23,25,26,31,31,31,27,11,
(27,31),(31,31),(31,27),0.126721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,24),-0.149597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,-1),-0.177162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,31),(31,30),(31,29),0.120031 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,30),(31,28),0.0521267 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,30),(31,27),0.132294 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,30),(31,24),-0.143515 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,30),(31,-1),-0.116245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,29),(31,28),0.142182 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,29),(31,27),0.103351 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,29),(31,24),-0.148262 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,29),(31,-1),-0.0850722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,28),(31,27),0.113319 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,28),(31,24),-0.145935 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,28),(31,-1),-0.17097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,27),(31,24),-0.150335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,27),(31,-1),-0.140165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,31),(31,24),(31,-1),-0.224901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,32),(32,32),(32,33),-0.00751591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,32),(32,32),(32,-1),0.0188555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,29),(29,30),-0.0197031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,33),-0.0878379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,30),(29,33),-0.0196842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,29),(29,29),(29,28),0.106461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,-1),-0.213729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,28),(29,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,28),(29,-1),-0.147781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,21),(29,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,21),(21,22),0.0975827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,23),0.100788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,25),0.119105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,26),0.108434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,27),0.0975827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,31),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,33),-0.0793312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,21),(21,22),(21,23),0.109523 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,22),(21,25),0.109514 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,22),(21,26),0.109522 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,22),(21,27),0.109444 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,22),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,22),(21,33),-0.158683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,23),(21,25),0.109475 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,23),(21,26),0.107632 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,23),(21,27),0.109445 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,23),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,23),(21,33),-0.153073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,25),(21,26),0.109102 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,25),(21,27),0.109149 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,25),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,25),(21,33),-0.152765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,26),(21,27),0.109409 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,26),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,26),(21,33),-0.144732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,27),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,27),(21,33),-0.158692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,31),(21,33),-0.152765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,21),(21,20),-0.0179672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,19),-0.0400854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,18),-0.0195175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,17),-0.0102038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,16),0.018427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,15),-0.0172398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,21),(21,21),(21,-1),-0.0499225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,21),(21,20),(21,19),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,18),-0.0199245 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,17),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,16),-0.0195117 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,15),-0.0194585 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,13),-0.0206837 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,20),(21,-1),-0.0169667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,19),(21,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,19),(21,17),-0.0204911 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,19),(21,16),-0.0195841 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,19),(21,15),-0.0208634 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,19),(21,13),-0.020413 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,19),(21,-1),-0.0353403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,18),(21,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,18),(21,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,18),(21,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,18),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,18),(21,-1),-0.0205529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,17),(21,16),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,17),(21,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,17),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,17),(21,-1),0.00422746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,16),(21,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,16),(21,13),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,16),(21,-1),0.0076179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,15),(21,13),-0.0206837 # DEPENDENCYPART_GRANDSIBL
(29,21),(21,15),(21,-1),-0.0181254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,21),(21,13),(21,-1),-0.0259298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,28),(28,29),-0.146075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,28),(28,28),(28,33),-0.136264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,29),(28,33),-0.146315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,-1),-0.00828094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,30),(30,30),(30,31),-0.0357363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,30),(30,30),(30,33),-0.0373959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,30),(30,31),(30,33),-0.0467526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,30),(30,30),(30,29),0.0937538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,30),(30,30),(30,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,30),(30,30),(30,-1),-0.074673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,30),(30,29),(30,28),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,30),(30,29),(30,-1),-0.17046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,30),(30,28),(30,-1),-0.138452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,28),(28,28),(28,29),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,28),(28,28),(28,33),0.0720327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,28),(28,29),(28,33),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,28),(28,28),(28,-1),0.19071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,29),(29,29),(29,30),-0.146111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,29),(29,29),(29,33),0.0158742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,29),(29,30),(29,33),-0.123856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,29),(29,29),(29,28),-0.0235143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,29),(29,29),(29,21),-0.0152232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,29),(29,29),(29,-1),0.0657442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,29),(29,28),(29,21),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(30,29),(29,28),(29,-1),-0.0306495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,29),(29,21),(29,-1),0.0176938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,31),(31,31),(31,32),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,33),0.136871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,31),(31,32),(31,33),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,31),(31,31),(31,30),0.16596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,29),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,28),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,27),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,24),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,31),(31,-1),-0.0160232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,31),(31,30),(31,29),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,30),(31,28),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,30),(31,27),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,30),(31,24),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,31),(31,30),(31,-1),-0.165856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,31),(31,29),(31,28),-0.144716 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,29),(31,27),-0.144706 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,29),(31,24),-0.144709 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,29),(31,-1),-0.183056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,31),(31,28),(31,27),-0.144724 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,28),(31,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,28),(31,-1),-0.0888582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,31),(31,27),(31,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(30,31),(31,27),(31,-1),-0.196511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,31),(31,24),(31,-1),-0.159247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,24),(24,24),(24,26),0.0817206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,24),(24,24),(24,27),0.122839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,24),(24,24),(24,33),0.0950392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,24),(24,26),(24,27),0.10954 # DEPENDENCYPART_GRANDSIBL
(31,24),(24,26),(24,33),-0.173678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,24),(24,27),(24,33),-0.133841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,24),(24,24),(24,-1),0.214236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,27),(27,27),(27,28),0.0882056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,29),0.0456533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,30),0.131552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,31),-0.193553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,33),-0.0176668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,27),(27,28),(27,29),0.109525 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,28),(27,30),0.108709 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,28),(27,31),-0.14479 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,28),(27,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,28),(27,33),-0.164102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,29),(27,30),0.108638 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,29),(27,31),-0.144961 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,29),(27,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,29),(27,33),-0.226968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,30),(27,31),-0.144891 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,30),(27,32),-0.144704 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,30),(27,33),-0.0830983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,31),(27,32),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,31),(27,33),-0.0835736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,27),(27,32),(27,33),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,27),(27,26),0.000217287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,25),-0.0230323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,23),-0.00145716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,21),-0.0230454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,27),(27,27),(27,-1),0.0519322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,27),(27,26),(27,25),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,26),(27,23),-0.0260807 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,26),(27,21),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,26),(27,-1),0.00266475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,25),(27,23),0.011377 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,25),(27,21),-0.00100506 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,25),(27,-1),-0.0308547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,23),(27,21),-0.0125363 # DEPENDENCYPART_GRANDSIBL
(31,27),(27,23),(27,-1),0.0271069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,27),(27,21),(27,-1),-0.0308597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,28),(28,28),(28,29),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,28),(28,28),(28,33),0.0735672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,28),(28,29),(28,33),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,28),(28,28),(28,-1),0.192247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,29),(29,29),(29,30),0.123043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,29),(29,29),(29,33),0.0172014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,29),(29,30),(29,33),-0.123856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,29),(29,29),(29,28),-0.0235143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,29),(29,29),(29,21),-0.0152232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,29),(29,29),(29,-1),0.0670712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,29),(29,28),(29,21),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(31,29),(29,28),(29,-1),-0.0306495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,29),(29,21),(29,-1),0.0176938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,30),(30,30),(30,31),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,30),(30,30),(30,33),-0.016069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,30),(30,31),(30,33),-0.170052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,30),(30,30),(30,29),-0.0466498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,30),(30,30),(30,28),-0.0491681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(31,30),(30,30),(30,-1),0.134439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,30),(30,29),(30,28),-0.0400845 # DEPENDENCYPART_GRANDSIBL
(31,30),(30,29),(30,-1),-0.0327619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,30),(30,28),(30,-1),-0.0720428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(31,32),(32,32),(32,33),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(31,32),(32,32),(32,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,0),(0,1),(0,3),-0.113494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,11),-0.288431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,14),-0.267316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,22),-0.274166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,33),0.737142 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,11),-0.188502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,14),-0.174661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,22),-0.180814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,33),0.274983 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,11),(0,14),-0.272864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,22),-0.279714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,33),0.804097 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,14),(0,22),-0.272077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,14),(0,33),0.738324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,22),(0,33),0.738058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,11),-0.127598 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,14),-0.123104 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,22),-0.12093 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,33),-0.163749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,11),(0,14),-0.157865 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,22),-0.155691 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,33),-0.253321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,14),(0,22),-0.154686 # DEPENDENCYPART_TRISIBL
(0,1),(0,14),(0,33),-0.247548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,22),(0,33),-0.247484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,11),(0,14),-0.0934148 # DEPENDENCYPART_TRISIBL
(0,3),(0,11),(0,22),-0.0901536 # DEPENDENCYPART_TRISIBL
(0,3),(0,11),(0,33),-0.117838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,14),(0,22),-0.0927337 # DEPENDENCYPART_TRISIBL
(0,3),(0,14),(0,33),-0.116376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,22),(0,33),-0.116092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,14),(0,22),-0.149619 # DEPENDENCYPART_TRISIBL
(0,11),(0,14),(0,33),-0.237219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,22),(0,33),-0.237155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,14),(0,22),(0,33),-0.251829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.120387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0966947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.123048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.126975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.1201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.108385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,11),-0.0466001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,12),-0.108385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,14),-0.0524543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,19),-0.056322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,22),-0.056951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,32),-0.0820266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,33),-0.0856001 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),0.0373187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.0418414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.0487403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.0388747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,8),0.000455483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,11),-0.00241241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,12),0.000455483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,14),-0.00296594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,19),-0.00605613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,22),-0.00668798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,32),-0.0273471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,33),-0.000872133 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.0915966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.0976082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.088597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),-0.0474977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,11),-0.0731271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,12),-0.0474977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,14),-0.0771597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,19),-0.0848484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,22),-0.0854774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,32),-0.0976171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,33),-0.0638505 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.0499592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,7),-0.0400936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,8),-0.00463038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
