# _root_ The group 's bid for $ 34.2 million of wastewater treatment bonds , Series 1989 B , produced a 7.0808 % true interest cost .
#goldHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
#predictedHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
(21,20),(20,21),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,23),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,24),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,26),-0.0524829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,26),-0.155601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,23),(20,24),-0.144703 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,26),-0.0837558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,24),(20,26),-0.083754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,19),-0.0417686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),0.204833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,-1),-0.0585801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,23),-0.0162097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.0162094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.0227206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),0.0254222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),0.00247557 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,26),0.0160474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,26),0.0160509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,25),(22,26),-0.0225426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.126043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,20),-0.146905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),-0.0392232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,-1),-0.120174 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.133476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,19),(22,-1),-0.149031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,24),-0.125699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,26),0.124673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,26),0.0358698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.079293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.153416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,20),-0.154504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.0139479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.124115 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,20),-0.144786 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,19),-0.144716 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.202351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,19),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.17139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,19),-0.145202 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.108104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,19),(23,-1),-0.100709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),0.0757621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),0.13246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),0.0744275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.151657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,22),0.079889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,21),0.153533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,20),-0.154504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,15),-0.154504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,14),-0.155899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.011382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,22),0.131472 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,21),0.0999419 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,19),-0.145192 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,15),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,14),-0.145398 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,-1),-0.177412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,22),(24,21),0.12411 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,20),-0.14479 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,19),-0.144716 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,15),-0.14479 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,-1),-0.20199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,21),(24,20),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,19),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,15),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,14),-0.145601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,-1),-0.172241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,20),(24,19),-0.145202 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,-1),-0.108129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,19),(24,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,14),-0.144717 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,-1),-0.0974865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,15),(24,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,-1),-0.109956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,14),(24,-1),-0.178038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,26),0.00289149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,25),(25,24),0.107951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,-1),-0.113628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,24),(25,-1),-0.145706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,20),0.102104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,26),-0.125272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,20),(19,26),-0.152138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,-1),0.00272137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,21),0.117689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,23),-0.144954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,24),-0.144954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,26),-0.252257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,26),-0.118717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,26),-0.123831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,23),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,23),(20,26),-0.133064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,24),(20,26),-0.133064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,19),-0.0243487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),-0.0403785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,19),(20,-1),-0.0243464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,22),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,23),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,24),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,26),-0.0716443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,24),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,26),-0.170312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,23),(21,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,26),-0.153886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,24),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,26),-0.152948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,20),0.00194413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,19),-0.0260202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,15),0.00157099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),-0.0446863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,19),-0.0246973 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,15),-0.0276446 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),0.02182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,19),(21,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,-1),-0.0292556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,15),(21,-1),0.0211355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.0412827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,26),-0.0456314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.0940202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,21),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,20),-0.14703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.0811334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,19),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,-1),-0.15338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,20),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,20),(23,-1),-0.151632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,19),(23,-1),-0.13844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,25),-0.0194814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,26),-0.0391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,25),(24,26),-0.0194806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,23),0.118631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,22),0.0940202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,21),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,20),-0.14703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,15),-0.14703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,14),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.0781036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,22),0.113404 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,-1),-0.15329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,22),(24,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,19),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,21),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,21),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,21),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,21),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,21),(24,-1),-0.153382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,20),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,20),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,20),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,20),(24,-1),-0.151632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,19),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,19),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,19),(24,-1),-0.13844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,15),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,15),(24,-1),-0.151941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,14),(24,-1),-0.152351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,26),-0.0497322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,25),(25,24),0.109395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.174246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,-1),-0.144847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.134924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,26),0.0674767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,26),-0.122695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,-1),0.186144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,21),0.203161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,22),0.0976996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,23),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,24),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,26),-0.0489213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,21),(20,22),0.111729 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,23),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,24),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,26),-0.0514621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,26),-0.155173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,23),(20,24),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,26),-0.082735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,26),-0.0827332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,19),-0.0409813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,-1),0.153259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,19),(20,-1),-0.0571944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.0913303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,24),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.0324566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,24),-0.144706 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.1876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.145241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),-0.176677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,26),-0.176622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,25),(21,26),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.0434359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0514175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,15),-0.0493061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.061188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.00741529 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,15),-0.00546853 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.0327244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,15),-0.0208125 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0703307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,15),(21,-1),-0.0333281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,24),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.0142491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),-0.121754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,26),-0.121751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.0197854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,20),-0.033377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,19),-0.0226292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),0.0269378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,20),-0.0206978 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,19),-0.0199094 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),0.0162393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,20),(22,19),-0.0194652 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,-1),-0.0300347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,19),(22,-1),-0.0297173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,26),0.124628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,26),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,23),0.155604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,22),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,21),-0.155901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,20),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,15),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,14),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),-0.0222925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,22),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,21),-0.145398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
