# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(21,19),(19,18),(19,9),-0.0193757 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,8),-0.0702324 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,3),-0.0138625 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,2),-0.0638936 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,1),-0.0484784 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0648568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,16),-0.0328265 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,15),-0.0520805 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,14),-0.0438369 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,13),-0.0441358 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,12),0.0199859 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,11),-0.0520751 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,9),-0.0185346 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,8),-0.0520751 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,3),-0.0336747 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,2),0.0199859 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,1),-0.0523412 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,-1),-0.0318238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,16),(19,15),-0.0702332 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,14),-0.0463367 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,13),-0.0460899 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,12),-0.0640579 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,11),-0.0702289 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,9),-0.0296482 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,8),-0.0702289 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,3),-0.0117742 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,2),-0.0640579 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,1),-0.0483591 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,-1),-0.0663153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,15),(19,14),-0.0513676 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,13),-0.0510702 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,12),-0.0696758 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,11),-0.00544226 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,9),-0.0547706 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,8),-0.00544226 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,3),-0.0912748 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,2),-0.0696758 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,1),-0.06231 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,-1),-0.0351109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,13),-0.0441563 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,12),-0.0456133 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,11),-0.046163 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,9),-0.029972 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,8),-0.046163 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,3),-0.0506687 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,2),-0.0456133 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,1),-0.0423227 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,-1),-0.0386883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,13),(19,12),-0.040446 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,11),-0.0447293 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,9),-0.0368542 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,8),-0.0447293 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,3),-0.0499468 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,2),-0.040446 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,1),-0.0401016 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,-1),-0.0437451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,12),(19,11),-0.0662175 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,9),-0.0515043 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,8),-0.0662175 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,3),0.0513747 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,2),-0.0303703 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,1),-0.0930293 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,-1),0.0746122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,11),(19,9),-0.0555716 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,8),-0.00543622 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,3),-0.0889183 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,2),-0.0699631 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,1),-0.0623097 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,11),(19,-1),-0.0348372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,9),(19,8),-0.0228631 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,3),-0.0742298 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,2),0.0343844 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,1),-0.0271629 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,-1),-0.0203819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,8),(19,3),-0.0889183 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,2),-0.0699645 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,1),-0.0661185 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,-1),-0.0332206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,3),(19,2),-0.0637662 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,3),(19,1),-0.0483576 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,3),(19,-1),-0.0413741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,2),(19,1),-0.0930293 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,2),(19,-1),0.0746122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,1),(19,-1),-0.0247314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,30),-0.0898048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,-1),-0.0114614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,24),-0.0224704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),-0.068427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,27),-0.068427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,30),0.0781183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,24),(22,26),-0.0422648 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,27),-0.0422648 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,30),-0.0167206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,26),(22,27),-0.0421546 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,30),-0.068479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,27),(22,30),-0.068479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,-1),-0.182001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),-0.0373074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,28),-0.0449203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,30),-0.00850646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,28),-0.0422914 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,30),-0.0575369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,28),(23,30),-0.0424667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.0902095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.147839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,-1),-0.148671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),-0.0265909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),0.0167327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,27),0.0294562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),-0.0473954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,29),-0.0276702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,30),-0.091825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0478804 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,27),-0.0478804 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,29),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,30),-0.00476705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,27),-0.0907897 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,28),-0.042006 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,29),-0.0361731 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,30),0.0169461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,27),(24,28),-0.042006 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,29),-0.0361731 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,30),0.0278256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,28),(24,29),-0.0437272 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,30),-0.0474431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,29),(24,30),-0.00180917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.16004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),0.0454258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,-1),-0.0927015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,26),-0.0552324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,30),-0.0940245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,26),(25,30),-0.0551464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,-1),-0.292791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,26),(26,27),0.00557173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,29),0.0342244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,30),0.0641269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,29),-0.056458 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,30),-0.024897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,29),(26,30),-0.033443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.109457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,23),0.164694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,22),0.124541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.162225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,23),0.128496 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,22),0.140781 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.215814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,22),0.113382 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,-1),-0.0189213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,22),(26,-1),-0.184527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,28),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,29),0.0379002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,30),0.0507905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,28),(27,29),-0.0522331 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,30),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,29),(27,30),-0.0328745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,26),0.0389175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,25),0.107667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,24),0.177382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,23),0.166825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,22),0.123922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,21),0.181335 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,27),(27,20),-0.125819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,13),-0.132423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,-1),-0.16089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,26),(27,25),0.0398613 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,24),0.122491 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,23),0.133091 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,22),0.0943302 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,21),0.126518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,26),(27,20),-0.124889 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,13),-0.119983 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,-1),-0.110103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,25),(27,24),0.150534 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,23),0.128497 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,22),0.13939 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,21),0.125032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,25),(27,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,13),-0.128614 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,-1),-0.214802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,24),(27,23),0.127419 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,22),0.113034 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,21),0.126013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,24),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,13),-0.12497 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,-1),-0.0198082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,23),(27,22),0.113382 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,21),0.113886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,23),(27,20),-0.124939 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,13),-0.125436 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,-1),-0.0189885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,22),(27,21),0.117928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,22),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,-1),-0.186536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,21),(27,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,13),-0.130502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,-1),-0.0764011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,20),(27,13),-0.128227 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,-1),-0.149641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,13),(27,-1),-0.180529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,30),-0.0432822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,28),(28,27),0.0808899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,24),0.109047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,-1),-0.00944244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,27),(28,24),0.1175 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,-1),-0.159121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,24),(28,-1),-0.1479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,29),(29,30),-0.0724086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,29),(29,29),(29,-1),-0.153614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,25),-0.0428071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,26),-0.0326891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,27),-0.032689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,30),-0.0563752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,25),(24,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,30),-0.0424211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,26),(24,27),-0.0421561 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,28),-0.0420855 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,29),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,30),-0.0287452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,27),(24,28),-0.0420855 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,29),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,30),-0.0287451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,28),(24,29),-0.0422231 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,28),(24,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,29),(24,30),-0.0422235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,23),0.117275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.114557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,-1),-0.126774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,27),-0.044721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,29),-0.0420066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,30),-0.0916527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,27),(26,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,30),-0.0424814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,29),(26,30),-0.042524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,25),0.135534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.116924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,22),0.11914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,-1),-0.149026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,23),0.118642 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,22),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,25),(26,-1),-0.13446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,22),0.118535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,-1),-0.126382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,22),(26,-1),-0.126314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,27),(27,28),-0.0424931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,29),-0.0420066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,30),-0.0916527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,28),(27,29),-0.0424927 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,28),(27,30),-0.0421956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,29),(27,30),-0.042524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,27),(27,26),0.128918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,25),0.135533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,24),0.119041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,23),0.116924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,22),0.11914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,27),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,-1),-0.149026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,26),(27,25),0.123277 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,24),0.119164 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,22),0.119143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,26),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,-1),-0.128005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,25),(27,24),0.119163 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,23),0.118642 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,22),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,25),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,-1),-0.134461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,24),(27,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,22),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,24),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,-1),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,23),(27,22),0.118535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,23),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,-1),-0.126382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,22),(27,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
