# _root_ The ordinance , in Moon Township , prohibits locating a group home for the handicapped within a mile of another such facility .
#goldHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,9,18,16,18,22,22,19,8,
#predictedHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,15,18,16,18,22,22,19,8,
(8,8),(8,10),(8,12),-0.0795921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.0773952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0830892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.102674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.0845457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.0638893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.0686476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),0.00848775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),0.0678843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.000380715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),0.0487004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.00183656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,23),-0.00585032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,24),0.00740281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),0.0713026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.00682601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),0.0521188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.00828186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,23),-0.0122539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,24),0.0172624 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,15),-0.0472568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0311551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0487127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.130553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,24),-0.0757814 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),0.0501867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.00766106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,23),-0.0119776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,24),0.0216218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,18),-0.0670665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,23),-0.123878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),-0.112899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,23),-0.0119777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,24),0.019295 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,23),(8,24),-0.158157 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0574804 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0609938 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0127434 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.060993 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0270205 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.061061 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,23),-0.0452563 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,24),-0.103495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.080708 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),0.012171 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0807072 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),0.00358817 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0807753 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,23),0.00576574 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,24),-0.0632514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),0.012062 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0806385 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),0.00347911 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.0807066 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,23),0.0060244 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,24),-0.0627911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,15),-0.0616079 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.0266779 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0616759 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,23),0.0131915 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,24),-0.0598841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),0.00359909 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.0807043 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,23),0.00602455 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,24),-0.0623235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,18),-0.0596368 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,23),0.0181111 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,24),-0.0335988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,23),0.00602455 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,24),-0.0623235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,23),(8,24),0.0106256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.0903887 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0887098 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.0903793 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.084078 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.0903793 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,23),0.023146 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,24),-0.0301001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0889179 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.0903862 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0842861 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.0903862 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,23),0.0230168 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,24),-0.0300981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,15),-0.071196 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.106573 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,18),-0.071196 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,23),-0.0628248 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,24),0.0135485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.084075 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,18),-0.0903793 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,23),0.0231615 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,24),-0.0300981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,18),-0.0711829 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,23),-0.0614329 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,24),-0.000759921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,23),0.0231615 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,24),-0.0300981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,23),(8,24),-0.0526612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0634995 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,15),-0.147208 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),-0.0745133 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,18),-0.147211 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,23),-0.0679613 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,24),-0.000313889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,15),-0.164636 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,16),-0.0846782 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.164639 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,23),-0.0273187 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,24),-0.0239225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),-0.0744118 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,18),-0.146592 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,23),-0.0679609 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,24),-0.0114853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,18),-0.168122 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,23),-0.0333584 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,24),-0.00823973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,23),-0.0679609 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,24),-0.0114853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,23),(8,24),0.034282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,15),-0.162222 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.090763 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,18),-0.162225 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,23),-0.023425 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,24),-0.0288548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0795627 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,18),-0.14647 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,23),-0.065404 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,24),-0.0140317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,18),-0.165708 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,23),-0.0294646 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,24),-0.0131721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,23),-0.065404 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,24),-0.0140317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,23),(8,24),0.0219382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.080779 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,18),-0.0738363 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,23),-0.0514758 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,24),0.0128092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,18),0.027705 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,23),-0.042645 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,24),-0.0693408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,23),-0.0514758 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,24),0.0128092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,23),(8,24),-0.0229559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,18),-0.169297 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,23),-0.027875 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,24),-0.0293203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,18),(8,23),-0.0640917 # DEPENDENCYPART_TRISIBL
(8,15),(8,18),(8,24),-0.0342697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,23),(8,24),0.00614433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,18),(8,23),-0.0459553 # DEPENDENCYPART_TRISIBL
(8,16),(8,18),(8,24),-0.00830402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,23),(8,24),-0.0264007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,23),(8,24),0.00867635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.277022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.276211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.311546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.208197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.277356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.190732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.361063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0691238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.161263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),0.127583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.0703241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.0717102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.00104731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.161325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),0.127583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.0703627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.071708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),0.00322408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.124499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.0053414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,1),-0.160315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.184306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.277356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.190732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.361063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.071708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.000312292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.0654495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.163646 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),0.107614 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),0.075953 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.163475 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.106671 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.0162494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),0.107614 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),0.075953 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.163489 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.106671 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.0181424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),0.557177 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.122431 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0850353 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.0489338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.236881 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.0756939 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.172628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.106671 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.0162493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.112724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),0.00320739 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0713799 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.273301 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.0111449 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.120578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0432498 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.206868 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.029574 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),0.0278869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.224383 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0774424 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.172941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0111449 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.121551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),0.023706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.0432498 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.206868 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.0302874 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),0.0295361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.224383 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0781558 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.173163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0125716 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.122792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),0.0234162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.0441216 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0534778 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.221116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0844925 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.125085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.141234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.106671 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.0162493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.112724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),0.0227029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0848368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0795922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0776542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.0830892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.102933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.0845457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.150241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.0792697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,23),-0.0638893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.066341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),0.00848769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),0.0673662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.000380772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),0.0481823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.00183662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),0.00131523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),0.00270834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,23),-0.00585032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),0.0123145 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),0.0707846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.00682607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),0.0516007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.00828191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),0.00473361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.00373696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,23),-0.0122539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),0.0221741 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,15),-0.0472568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0314142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.0487127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0983435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.0434473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.130553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.0734748 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),0.0496686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.00766112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),0.00280151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,22),-0.00311616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,23),-0.0119776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),0.0265335 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,18),-0.0670665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),-0.125042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),-0.0618011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,23),-0.123878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),-0.110592 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),0.00503402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,22),-0.00282736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,23),-0.0119777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),0.0242068 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,22),-0.0572572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,23),-0.101861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,24),-0.0422626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,23),-0.00647364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,24),0.0243005 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,24),-0.15585 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0903887 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0887098 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0903793 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.084078 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0903793 # DEPENDENCYPART_TRISIBL
