# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(20,24),(24,25),-0.520924 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.785741 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.872165 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-1.39387 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-1.28439 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.823893 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.782483 # DEPENDENCYPART_GRANDPAR
(20,26),(26,1),-1.24021 # DEPENDENCYPART_GRANDPAR
(20,26),(26,2),-0.900333 # DEPENDENCYPART_GRANDPAR
(20,26),(26,3),-1.04776 # DEPENDENCYPART_GRANDPAR
(20,26),(26,6),-0.854521 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-1.06615 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.540954 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.644813 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-1.20504 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.922275 # DEPENDENCYPART_GRANDPAR
(20,27),(27,3),-1.09368 # DEPENDENCYPART_GRANDPAR
(20,27),(27,5),-1.30614 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-0.841386 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-1.00381 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-1.12374 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-1.25582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,22),0.391299 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-1.19661 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.325798 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-1.27163 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.35078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.130893 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.650264 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-1.11665 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-1.17942 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-1.19633 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-1.18976 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.11536 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.13403 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.29941 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-1.11736 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.13048 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-1.14294 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-1.19617 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.18962 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.12822 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.09865 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.958886 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.36576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0257977 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.167404 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.533194 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.254748 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.858478 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.96401 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.211437 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.339867 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.154301 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0774374 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.174398 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,24),-0.821664 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.679444 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.680874 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.954589 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0883048 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.0651283 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0315093 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.22407 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.26726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.200723 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.735283 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.566292 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.637194 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.20029 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.734917 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.34431 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.889996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,25),-0.138101 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-1.06285 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-0.8199 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-1.50219 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.490394 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.38963 # DEPENDENCYPART_GRANDPAR
(22,24),(24,8),-1.03023 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.667773 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-1.16241 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.626275 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.505138 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.696905 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.46544 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.660635 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.600953 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.700032 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.372245 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.745231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.42046 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0163683 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.154998 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.0380748 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.481521 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.726105 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0397236 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.0801639 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-1.08917 # DEPENDENCYPART_GRANDPAR
(22,26),(26,2),-0.80736 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-1.46082 # DEPENDENCYPART_GRANDPAR
(22,26),(26,6),-1.36744 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.733327 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.177353 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.296879 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-1.03332 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-0.809026 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.48809 # DEPENDENCYPART_GRANDPAR
(22,27),(27,5),-0.503029 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.33345 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-1.12222 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.582922 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.706908 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.743599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.822124 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.0711826 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.396959 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.70619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.508398 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.519104 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.486463 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.392919 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.69331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.519098 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.729006 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.559616 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.779137 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.916861 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.46688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,26),-0.15425 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.220432 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.542153 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.615178 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-0.395301 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-0.880441 # DEPENDENCYPART_GRANDPAR
(24,1),(1,6),-0.380785 # DEPENDENCYPART_GRANDPAR
(24,1),(1,8),-0.611918 # DEPENDENCYPART_GRANDPAR
(24,1),(1,10),-0.497972 # DEPENDENCYPART_GRANDPAR
(24,1),(1,11),-0.40038 # DEPENDENCYPART_GRANDPAR
(24,1),(1,15),-0.470354 # DEPENDENCYPART_GRANDPAR
(24,1),(1,20),0.144671 # DEPENDENCYPART_GRANDPAR
(24,1),(1,28),-0.868008 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.484537 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.644906 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.378924 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.827257 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.369776 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.547639 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.667654 # DEPENDENCYPART_GRANDPAR
(24,2),(2,10),-0.480485 # DEPENDENCYPART_GRANDPAR
(24,2),(2,11),-0.474866 # DEPENDENCYPART_GRANDPAR
(24,2),(2,20),0.0409339 # DEPENDENCYPART_GRANDPAR
(24,2),(2,28),-0.875214 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.536116 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.719769 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.351624 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.854032 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.496172 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.472796 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.679115 # DEPENDENCYPART_GRANDPAR
(24,3),(3,13),-0.876758 # DEPENDENCYPART_GRANDPAR
(24,3),(3,15),-0.542389 # DEPENDENCYPART_GRANDPAR
(24,3),(3,26),-0.370956 # DEPENDENCYPART_GRANDPAR
(24,3),(3,28),-0.874092 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.762993 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.766237 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.728033 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.518554 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.303071 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.548404 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.564341 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.443122 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),-0.352737 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.608662 # DEPENDENCYPART_GRANDPAR
(24,5),(5,13),-0.516983 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.624813 # DEPENDENCYPART_GRANDPAR
(24,5),(5,15),-0.497943 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),-0.46418 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.27293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,6),(6,1),-0.60279 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.683768 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.715975 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.407528 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.706058 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.554068 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.702875 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),-0.599554 # DEPENDENCYPART_GRANDPAR
(24,6),(6,12),-0.852686 # DEPENDENCYPART_GRANDPAR
(24,6),(6,13),-0.767505 # DEPENDENCYPART_GRANDPAR
(24,6),(6,15),-0.502001 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.50074 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),-0.499998 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.56354 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),-0.830137 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.939785 # DEPENDENCYPART_GRANDPAR
(24,8),(8,14),-0.694032 # DEPENDENCYPART_GRANDPAR
(24,8),(8,15),-0.629333 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),-0.516555 # DEPENDENCYPART_GRANDPAR
(24,8),(8,18),-0.886983 # DEPENDENCYPART_GRANDPAR
(24,8),(8,19),-0.178909 # DEPENDENCYPART_GRANDPAR
(24,8),(8,28),-0.924361 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.857246 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.673065 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.408954 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.432631 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.728385 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.617258 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.62077 # DEPENDENCYPART_GRANDPAR
(24,10),(10,15),-0.1792 # DEPENDENCYPART_GRANDPAR
(24,10),(10,17),-0.501329 # DEPENDENCYPART_GRANDPAR
(24,10),(10,18),-0.564456 # DEPENDENCYPART_GRANDPAR
(24,10),(10,20),0.223526 # DEPENDENCYPART_GRANDPAR
(24,10),(10,26),-0.33939 # DEPENDENCYPART_GRANDPAR
(24,10),(10,28),-0.921962 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.430463 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.765432 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.861152 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.771641 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.541584 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),-0.547319 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.383477 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.586344 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.696041 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.443172 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.60658 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),-0.494829 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.464342 # DEPENDENCYPART_GRANDPAR
(24,12),(12,18),-0.39037 # DEPENDENCYPART_GRANDPAR
(24,12),(12,19),-0.0207295 # DEPENDENCYPART_GRANDPAR
(24,12),(12,20),0.122159 # DEPENDENCYPART_GRANDPAR
(24,12),(12,22),-0.503509 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-1.27201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,25),-0.3386 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.782155 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.408918 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.584792 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.597236 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.702393 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.746087 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.0504283 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.0363891 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.468775 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.436142 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.0230804 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),0.204747 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),-0.522755 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.2683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,14),-0.723518 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.299702 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.585278 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.0184684 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.227366 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.640842 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.28 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,25),-0.434952 # DEPENDENCYPART_GRANDPAR
(24,17),(17,26),-0.339383 # DEPENDENCYPART_GRANDPAR
(24,17),(17,28),-0.921962 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.675311 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.690283 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.373051 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.422837 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.575531 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.414352 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.27566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.383798 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.371443 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.0192723 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.617971 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.760187 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.459522 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.34235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.400162 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.402645 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.603921 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.406553 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.27451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,17),-0.602877 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.276931 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.59874 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.578025 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.27201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.3386 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.232227 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.558916 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.861194 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.678711 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-1.0264 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-0.380275 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.471538 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.174555 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.152721 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-0.891582 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-1.08769 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-0.938803 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-0.781904 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.499441 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),-0.0494437 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.0595827 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-0.775726 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.02498 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-0.875291 # DEPENDENCYPART_GRANDPAR
(24,27),(27,5),-1.19175 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-0.683463 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-0.702734 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.69741 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.367899 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.971477 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.233405 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),-0.0177898 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.580223 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.663922 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.719294 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.67651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,1),-1.04518 # DEPENDENCYPART_GRANDPAR
(25,26),(26,2),-0.912274 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-0.730175 # DEPENDENCYPART_GRANDPAR
(25,26),(26,6),-0.77584 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.594888 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.26201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.660699 # DEPENDENCYPART_GRANDPAR
(25,27),(27,1),-0.97545 # DEPENDENCYPART_GRANDPAR
(25,27),(27,2),-0.89981 # DEPENDENCYPART_GRANDPAR
(25,27),(27,3),-0.738455 # DEPENDENCYPART_GRANDPAR
(25,27),(27,5),-0.916621 # DEPENDENCYPART_GRANDPAR
(25,27),(27,6),-0.727653 # DEPENDENCYPART_GRANDPAR
(25,27),(27,11),-0.625422 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.15033 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.501302 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.82329 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.386489 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.21957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,28),-0.548845 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-0.278266 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.756031 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.0254688 # DEPENDENCYPART_GRANDPAR
(26,1),(1,5),-0.492422 # DEPENDENCYPART_GRANDPAR
(26,1),(1,6),0.216371 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),-0.0389071 # DEPENDENCYPART_GRANDPAR
(26,1),(1,10),-0.0484977 # DEPENDENCYPART_GRANDPAR
(26,1),(1,11),-0.0875118 # DEPENDENCYPART_GRANDPAR
(26,1),(1,15),0.102771 # DEPENDENCYPART_GRANDPAR
(26,1),(1,20),0.3659 # DEPENDENCYPART_GRANDPAR
(26,1),(1,28),-0.917576 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.147589 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-0.751699 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),0.0193347 # DEPENDENCYPART_GRANDPAR
(26,2),(2,5),-0.42907 # DEPENDENCYPART_GRANDPAR
(26,2),(2,6),0.247504 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),0.152104 # DEPENDENCYPART_GRANDPAR
(26,2),(2,8),-0.0550603 # DEPENDENCYPART_GRANDPAR
(26,2),(2,10),-0.00250793 # DEPENDENCYPART_GRANDPAR
(26,2),(2,11),-0.119812 # DEPENDENCYPART_GRANDPAR
(26,2),(2,20),0.318501 # DEPENDENCYPART_GRANDPAR
(26,2),(2,28),-0.945535 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.161695 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.492379 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-0.0160768 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),-0.428284 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),0.145243 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),0.203011 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-0.0824895 # DEPENDENCYPART_GRANDPAR
(26,3),(3,13),-0.425749 # DEPENDENCYPART_GRANDPAR
(26,3),(3,15),0.0823144 # DEPENDENCYPART_GRANDPAR
(26,3),(3,26),-1.15057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,3),(3,28),-0.97516 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-0.0898793 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),-0.364337 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-0.796861 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),0.0969587 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.269432 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),0.264943 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.0296146 # DEPENDENCYPART_GRANDPAR
(26,6),(6,10),-0.0200301 # DEPENDENCYPART_GRANDPAR
(26,6),(6,12),-0.356258 # DEPENDENCYPART_GRANDPAR
