# _root_ Ms. Johnson tells them that , if the appliances ca n't be salvaged , their policy covers the replacement cost .
#goldHeads=2,3,0,3,17,17,10,9,10,17,10,10,12,17,16,17,3,20,20,17,3,
#predictedHeads=2,3,0,3,10,10,10,9,10,3,10,10,12,17,16,17,13,20,20,17,3,
(10,10),(10,9),(10,7),0.1983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),0.144311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),0.131243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.00750494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.0786329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),-0.0986967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.0721561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),0.0990706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),0.053686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),0.0503997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.124136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,2),-0.0834844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,1),-0.0956441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.0702105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),0.00208627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.0762616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.127719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,2),-0.0127612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,1),-0.0249207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.114358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),-0.0313627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),-0.228142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,2),-0.0561229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,1),-0.0681328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.289381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,3),-0.124005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,2),-0.0171704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,1),-0.0293299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.066412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,2),0.011779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,1),-0.00428714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,-1),-0.0874332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,2),(10,1),-0.103835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,2),(10,-1),0.0883082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),0.0823657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.0483181 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.107764 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.071906 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.0877312 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,2),-0.159784 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,1),-0.160747 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),0.000642781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.150729 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),-0.0872611 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.0983984 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,2),-0.17053 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,1),-0.171494 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),0.0810731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),0.0733968 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),-0.0253938 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,2),-0.179365 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,1),-0.180324 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.202883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,3),-0.109587 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,2),-0.185329 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,1),-0.186293 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),0.076056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,2),-0.164384 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,1),-0.165348 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,-1),-0.0993411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,2),(10,1),-0.172222 # DEPENDENCYPART_TRISIBL
(10,9),(10,2),(10,-1),-0.106853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),-0.114451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.0750694 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.0632063 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,3),-0.0605658 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,2),-0.108407 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,1),-0.108407 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.050266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.03305 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.0306378 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,2),-0.112695 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,1),-0.112695 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),-0.135433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,3),-0.0611933 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,2),-0.108428 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,1),-0.108428 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.0551651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,2),-0.107173 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,1),-0.107173 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,-1),-0.159086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,2),(10,1),-0.114447 # DEPENDENCYPART_TRISIBL
(10,8),(10,2),(10,-1),-0.126282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,1),(10,-1),-0.126282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,5),-0.0511164 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,3),-0.169091 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,2),-0.0490477 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,1),-0.0490122 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.00961296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,3),-0.104723 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,2),-0.117124 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,1),-0.117088 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),0.0226161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,2),-0.121663 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,1),-0.12159 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,-1),-0.0517686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,2),(10,1),-0.111139 # DEPENDENCYPART_TRISIBL
(10,7),(10,2),(10,-1),0.00310108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,1),(10,-1),0.00310079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,5),(10,3),-0.088243 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,2),-0.0994855 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,1),-0.0994862 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,-1),-0.0131153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,2),-0.116514 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,1),-0.116515 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,-1),0.00963312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,2),(10,1),-0.065779 # DEPENDENCYPART_TRISIBL
(10,6),(10,2),(10,-1),0.0387918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,1),(10,-1),0.0389434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,2),-0.131532 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,1),-0.131459 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,-1),-0.108353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,2),(10,1),-0.119288 # DEPENDENCYPART_TRISIBL
(10,5),(10,2),(10,-1),-0.0513728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,1),(10,-1),-0.0513731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,2),(10,1),-0.0959086 # DEPENDENCYPART_TRISIBL
(10,3),(10,2),(10,-1),-0.120327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,1),(10,-1),-0.124102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,2),(10,1),(10,-1),-0.123986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.12696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.138806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.127372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,22),-0.164833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,16),-0.137383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.133487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,22),-0.178639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.108218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,22),-0.169705 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,22),-0.180236 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,16),-0.0712048 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.106281 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.112192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.09722 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,22),-0.08348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,22),-0.112192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0924397 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,22),-0.10109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,22),-0.127797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,22),-0.110186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,7),-0.0390132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.154707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.0785292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,2),-0.048554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.0904513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,-1),-0.0623771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,2),-0.118326 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.0521137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,-1),-0.128404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,-1),0.00964668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),0.0207131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0647252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0113908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.0621894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),0.0158234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),0.0824942 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,16),-0.266179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.147076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,20),-0.263391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.0723379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.106264 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.0131691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),-0.0649534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.0395191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),0.0478742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,20),-0.0621894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,21),0.0252813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),0.0823935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,20),(12,21),-0.0263069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,22),0.0498948 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),-0.109219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,16),-0.0279499 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0500402 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.0278015 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.105336 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.0947547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.089394 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0851965 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0190297 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0685502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,20),-0.0768742 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.118242 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.0532783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,21),-0.0190293 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,22),-0.0688703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),0.00899428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0419269 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0979803 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0740695 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.00617129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,20),-0.0744886 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),0.0454352 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),0.0305492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,21),-0.0740743 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,22),-0.00594085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.129273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,20),-0.121545 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0397782 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.0949452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,21),-0.0412313 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,22),-0.0714739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.0550022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,21),-0.0190293 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,22),-0.0639699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),0.0187991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,21),(12,22),-0.0264363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.0680329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.00598467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.0986447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.0604126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,6),-0.201382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,5),-0.162095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,3),-0.124851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),-0.0052564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.213342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.0718443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.139325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),0.0497618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,6),-0.0362542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,5),-0.0264473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,3),-0.0891377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.0705269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.16455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.0622321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),0.20148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,6),0.115408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,5),0.0850072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,3),-0.00614123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.060375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.0504645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),0.10298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,6),0.0317727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,5),0.00489219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,3),-0.108729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.0885206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.101487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,6),-0.0654533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,5),-0.116967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,3),-0.0895828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,2),-0.0227236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.205095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,6),(12,5),-0.142362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,3),-0.147019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,2),-0.214777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,6),(12,-1),-0.364886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,5),(12,3),-0.0885847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,2),-0.0282733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,5),(12,-1),-0.137509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,3),(12,2),0.016909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,3),(12,-1),-0.104119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,-1),-0.0206893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),0.0393238 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.0924532 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.0678026 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,6),-0.0366061 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,5),-0.0640792 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,3),-0.0763151 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),0.0393117 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.133109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0981774 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0601994 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,6),0.0456561 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,5),-0.0387996 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,3),-0.115931 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.0726277 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.0914004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.0796593 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,6),-0.0316071 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,5),-0.0777514 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,3),-0.0597398 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.0170274 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.0748132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,6),-0.0243518 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,5),-0.0810827 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,3),-0.0825461 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,2),-0.027876 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.0820736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,6),(12,5),-0.0478864 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,3),-0.0560643 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,2),0.077044 # DEPENDENCYPART_TRISIBL
(12,11),(12,6),(12,-1),-0.219405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,5),(12,3),-0.0829078 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,2),-0.0286116 # DEPENDENCYPART_TRISIBL
(12,11),(12,5),(12,-1),-0.0976267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,3),(12,2),0.00580304 # DEPENDENCYPART_TRISIBL
(12,11),(12,3),(12,-1),-0.127003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,-1),-0.091403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.0673327 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.0683782 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.0541968 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.0654383 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0825393 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.073041 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.0466131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.0694188 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.0563123 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.0663776 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.0811249 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.0698803 # DEPENDENCYPART_TRISIBL
