# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(15,17),(15,18),(15,24),-0.083794 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,26),-0.035728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,21),-0.0707832 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,24),-0.0718282 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,26),-0.131632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,24),-0.0855158 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,26),-0.129923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,24),(15,26),-0.132733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,21),-0.028239 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,24),-0.0844175 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,26),-0.0567538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,21),(15,24),0.0118571 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,26),-0.0715483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,24),(15,26),-0.0974011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,21),(15,24),-0.0950505 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,26),-0.0764435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,24),(15,26),-0.0855508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,24),(15,26),-0.0977996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.120643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0852382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0934555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.121096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,26),-0.116408 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,20),-0.000480929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.231448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.0560174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,26),-0.680907 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.0852859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.116115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,26),-0.110923 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,24),-0.16753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,26),-0.108578 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,26),-0.111877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,20),-0.0800255 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.051206 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0837939 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,26),-0.0310646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0707832 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.0718281 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,26),-0.128808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,24),-0.0855157 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,26),-0.127071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,26),-0.129909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.028239 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.084469 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,26),-0.0559984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,24),0.0118313 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,26),-0.0711607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,26),-0.0966456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,24),-0.0950504 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,26),-0.0735914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,26),-0.0827267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,26),-0.0977846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.125584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.0351973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.155294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,11),-0.0206846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.227921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,-1),-0.0842194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,11),0.135455 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.224932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,-1),-0.0251984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,-1),0.035217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.0568595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.00297028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.231448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.0525703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.0526029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0585068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,25),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.68049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0876998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0954184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.115996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.122387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.123557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,25),-0.117125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.121396 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.0852859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),-0.109799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.116189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.11736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,25),-0.111965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.110139 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.163115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),-0.167381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.168775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,25),-0.172211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),-0.108161 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.12117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.12234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,25),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),-0.11556 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.122399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,25),-0.124293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),-0.13875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,25),-0.117093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,26),-0.111092 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0783536 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0279314 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.0825822 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0826782 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0827559 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,25),-0.240184 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.0989858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.028239 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,22),-0.0842439 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0843399 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0844175 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,25),-0.240297 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.0567399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,22),0.0120307 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,23),0.0119457 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),0.0118571 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,25),-0.108889 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),-0.0715323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0826782 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.0827559 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,25),-0.240184 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,26),-0.0989109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0827559 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,25),-0.240189 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),-0.102319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,25),-0.240184 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,26),-0.0973872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,25),(17,26),-0.278395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0729413 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,22),-0.0700564 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0701712 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.0725067 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,25),-0.0873231 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.134953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,22),-0.0847781 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,23),-0.0849947 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.0861358 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,25),-0.0962973 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.131687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.069955 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.0722905 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,25),-0.0872324 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,26),-0.132968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.072292 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,25),-0.0872439 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,26),-0.135953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,25),-0.0872324 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,26),-0.136054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,25),(17,26),-0.04104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.0936925 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,23),-0.0939092 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.0950503 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,25),-0.10049 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.0744571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0789486 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0812841 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,25),-0.0887417 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,26),-0.0804805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0812857 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,25),-0.0887531 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,26),-0.083466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,25),-0.0887417 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,26),-0.0835666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,25),(17,26),0.0110088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.0685411 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,24),-0.0636979 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,25),-0.0698919 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,26),-0.09667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.0636979 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,25),-0.0698919 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.0986664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,25),-0.0698919 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,26),-0.0977846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,25),(17,26),-0.142333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0716133 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,25),-0.0869756 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,26),-0.130648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,25),-0.0869641 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,26),-0.130749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,25),(17,26),-0.0367845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,25),-0.087174 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,26),-0.145519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,25),(17,26),-0.0595757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,25),(17,26),-0.040138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.181497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.125381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.177953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,12),-0.18948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.0350073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,6),-0.0797665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.169173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.125584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.178101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,12),-0.194971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),-0.0351973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,6),-0.0797678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.148838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.0289098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),-0.0294581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,11),-0.0206846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,6),-0.0755231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.224693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),-0.0866569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,11),-0.132154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,6),-0.2786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.399552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,11),-0.0330731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,6),-0.0918404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,-1),-0.170056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,6),-0.160786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.0809912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,6),(17,-1),-0.110706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0406982 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.161595 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,12),-0.0364069 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),0.0618883 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,6),0.0448196 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0866331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.133934 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.0756602 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,11),0.135735 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,6),0.0577916 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.214447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,12),-0.147029 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,11),0.040192 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,6),0.0214188 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.225685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,11),0.0596231 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,6),0.0445139 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,-1),-0.0898362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,6),0.0250752 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.017843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,6),(17,-1),-0.0729914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.133714 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,12),-0.0727542 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,11),0.135455 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,6),0.0596733 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.228641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,12),-0.144202 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,11),0.0399139 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,6),0.0233006 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.239747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,12),(17,11),0.0590702 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,6),0.0482776 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,-1),-0.121515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,6),0.026957 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.0289073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,6),(17,-1),-0.0867506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,12),-0.019252 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,11),0.02526 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,6),-0.00133415 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.217669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,12),(17,11),0.0312406 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,6),0.0176557 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,-1),-0.140742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,11),(17,6),-0.0321054 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,-1),0.035217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,6),(17,-1),-0.0429113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,11),-0.021198 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,6),0.0523654 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,-1),-0.122746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,6),-0.0149672 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.227543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,6),(17,-1),-0.177369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,11),(17,6),0.0242189 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,-1),-0.0375305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,6),(17,-1),-0.095623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,6),(17,-1),-0.098541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0853008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.118281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.11671 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,24),-0.169688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.112417 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.117664 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,24),-0.0950503 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0753929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.0845038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),-0.0977865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0756689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.0761722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0803853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.132504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.421447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.193084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.196964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.0356336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.206303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.183185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.0356336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.209135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,11),-0.0358236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.1888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,-1),-0.102999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),0.00282315 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),0.00303526 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.021196 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.123963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),0.00302841 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.0211962 # DEPENDENCYPART_TRISIBL
