# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(3,3),(3,8),(3,18),0.0279051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.0234243 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.0227056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.102089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.04758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,13),-0.0311935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.00295257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.0266929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),0.0212739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,18),0.00893495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),0.0130103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.130512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.0442669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,13),-0.110397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,14),-0.102198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.0660806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),0.0184839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,18),-0.083562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.0318645 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0475811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),-0.0311789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.00295294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),-0.0266929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),0.0212728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,18),0.00893496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),0.0149969 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),-0.00926484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,14),-0.0365344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),0.00217611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,17),0.0285588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,18),0.00157254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),0.00216585 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,14),-0.169022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,15),-0.140038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,17),-0.185823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,18),-0.0397352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,19),-0.0668724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),-0.0492333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,17),0.0127958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),0.0843884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),0.0618342 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,17),-0.0179452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,18),0.00154818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,19),-0.00455025 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,18),0.00112635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,19),0.00145543 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,19),-0.102691 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0984508 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0896757 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0816946 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0736692 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0968941 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0736692 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0861176 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0984508 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0933189 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.081673 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0871873 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),0.00675561 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.107145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.08694 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0727254 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0731049 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0936521 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.0731049 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0791746 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0891317 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.100332 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0723512 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0799552 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.0410136 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.0954536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0749619 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.073237 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0895155 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.073237 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0823641 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.0971511 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0908383 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0748284 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0831516 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.0402381 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.0807353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.077576 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0857673 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.077576 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0535499 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0960547 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0876179 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0764513 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.0545555 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.0528732 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.088488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0873523 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.0761072 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0799624 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0905925 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0877773 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0795562 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.0807408 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0510052 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.096023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),-0.0732569 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),-0.0823814 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.0982703 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),-0.09084 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.074831 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),-0.0831689 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0406429 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0960533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.0799624 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,13),-0.0905925 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.0877773 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,15),-0.0795562 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.0807408 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),-0.0510052 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.096023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.0984508 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,14),-0.0933189 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,15),-0.081673 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,17),-0.0871873 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),0.00675561 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.107653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.100332 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,15),-0.0723512 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,17),-0.0799552 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.0410136 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.0954536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.0746159 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,17),-0.083189 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),0.00532213 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.119916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,17),-0.0545522 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,18),-0.0528628 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.0866318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,18),0.00673251 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,19),-0.102654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.1238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0184582 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.00458241 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0939247 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),0.0306914 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0939328 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.208668 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),0.00103759 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0471473 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),0.0261231 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.217912 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.122981 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.097227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.043592 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.112927 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0290093 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.112932 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.130626 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0101246 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0871595 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0180386 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.143906 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0419008 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0962141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.124209 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0231956 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.124214 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.13992 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),0.0423797 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.11016 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0463063 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.149879 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0988509 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0585936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0189623 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),-0.0978933 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.12496 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.0285137 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0810215 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.048162 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,17),-0.1333 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.065697 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0545171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.114353 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.110547 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),0.0354489 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0711947 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.00343724 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,17),-0.123827 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.0568393 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0660873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.12496 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.0285137 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0810215 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.048162 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,17),-0.1333 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.065697 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0545173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.0103981 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,14),-0.0694827 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.0699581 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,17),-0.140428 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.0538354 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.044922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,14),-0.0471473 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,15),0.0261231 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,17),-0.217912 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.122981 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.097227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0296139 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,17),-0.128594 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),-0.0639354 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0720322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,17),-0.150784 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,18),-0.0997459 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.0839545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,17),(3,18),-0.0567318 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,19),-0.0371965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),-0.0267948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.066688 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0793147 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.113393 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0793148 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0682439 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),0.18782 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.00253164 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.0677414 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.0621967 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),0.00326767 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0462751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0969727 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0648494 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.0969727 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0592705 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),0.228135 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),0.0344202 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.0510915 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0567739 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),0.0191681 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0404971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.00397816 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0743413 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0590157 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),0.235772 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0236961 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0655127 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.0556892 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.0617974 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0918076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0793523 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0691138 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),0.195914 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.0121601 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.0679338 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,17),-0.0630667 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),0.00813923 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0499981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0590158 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,13),0.235769 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0236961 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0655127 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.0556892 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.0617976 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.0918121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),0.195387 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,14),-0.0418301 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0793168 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,17),-0.0947182 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.0824551 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0264985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,14),-0.0612686 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,15),-0.0647131 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,17),-0.0645589 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.0559528 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.0817424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.064571 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,17),-0.071493 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,18),0.0272098 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),0.010456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,17),-0.0562482 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,18),0.018721 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.0365165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,18),-0.0838104 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,19),-0.0181463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.151434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0519697 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0606755 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0519687 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0866006 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0448243 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.11846 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.118328 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.0910219 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.00741471 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.133529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0902789 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,11),-0.0583691 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0677396 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0695293 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.098974 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0859264 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,17),-0.0726112 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.0968514 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.102577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0531598 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0344784 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),-0.04191 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.104236 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,15),-0.0856845 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,17),-0.0433754 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.0813967 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0869245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0677401 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,13),-0.0695295 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.0989741 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.0859264 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.0726116 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.0968514 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.102578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.058596 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,14),-0.0623631 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,15),-0.106444 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,17),-0.0902802 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.0863332 # DEPENDENCYPART_TRISIBL
