# _root_ Also , a cockpit warning system failed to alert the pilots the flaps and slats were not set for takeoff , the NTSB said .
#goldHeads=24,24,6,6,6,7,24,9,7,11,9,14,14,16,14,9,16,16,18,19,24,23,24,0,24,
#predictedHeads=24,7,6,6,6,7,24,9,7,11,9,14,14,16,14,24,16,16,18,19,24,23,24,0,24,
(7,13),(7,19),(7,26),-0.0754666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,21),(7,24),-0.0586916 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,25),-0.120507 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,26),-0.0814087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,24),(7,25),-0.064025 # DEPENDENCYPART_TRISIBL
(7,13),(7,24),(7,26),-0.052242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,25),(7,26),-0.000496403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,16),(7,17),-0.0442786 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,18),-0.0289154 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,19),0.0100955 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,21),-0.0786106 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,24),-0.0310906 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,25),-0.0833854 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,26),-0.079764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,17),(7,18),-0.0282124 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,19),0.0173378 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,21),-0.0704795 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,24),-0.030063 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,25),-0.0642821 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,26),-0.0613114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,19),0.0103033 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,21),-0.0786076 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,24),-0.0307324 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,25),-0.0888658 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,26),-0.0790255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,19),(7,21),-0.044801 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,24),-0.0482224 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,25),-0.0707424 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,26),-0.0450915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,21),(7,24),0.011704 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,25),-0.0829845 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,26),-0.146669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,24),(7,25),-0.0893005 # DEPENDENCYPART_TRISIBL
(7,14),(7,24),(7,26),-0.0803566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,25),(7,26),-0.0574799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,17),(7,18),-0.114627 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,19),-0.00957172 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,21),-0.0795503 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,24),-0.12084 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,25),-0.0334961 # DEPENDENCYPART_TRISIBL
(7,16),(7,17),(7,26),-0.122619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,18),(7,19),-0.0323457 # DEPENDENCYPART_TRISIBL
(7,16),(7,18),(7,21),-0.11578 # DEPENDENCYPART_TRISIBL
(7,16),(7,18),(7,24),-0.129989 # DEPENDENCYPART_TRISIBL
(7,16),(7,18),(7,25),-0.122635 # DEPENDENCYPART_TRISIBL
(7,16),(7,18),(7,26),-0.0645893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,19),(7,21),-0.106587 # DEPENDENCYPART_TRISIBL
(7,16),(7,19),(7,24),-0.0850498 # DEPENDENCYPART_TRISIBL
(7,16),(7,19),(7,25),0.0405069 # DEPENDENCYPART_TRISIBL
(7,16),(7,19),(7,26),-0.0734888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,21),(7,24),-0.0667029 # DEPENDENCYPART_TRISIBL
(7,16),(7,21),(7,25),-0.109203 # DEPENDENCYPART_TRISIBL
(7,16),(7,21),(7,26),-0.0823967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,24),(7,25),-0.129691 # DEPENDENCYPART_TRISIBL
(7,16),(7,24),(7,26),-0.0691629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,25),(7,26),0.00259985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,18),(7,19),-0.102401 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,21),-0.0137538 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,24),-0.111987 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,25),-0.0164152 # DEPENDENCYPART_TRISIBL
(7,17),(7,18),(7,26),0.0280955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,19),(7,21),-0.0624211 # DEPENDENCYPART_TRISIBL
(7,17),(7,19),(7,24),0.0202688 # DEPENDENCYPART_TRISIBL
(7,17),(7,19),(7,25),-0.0673725 # DEPENDENCYPART_TRISIBL
(7,17),(7,19),(7,26),-0.0362428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,21),(7,24),-0.0124361 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,25),0.0305819 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,26),-0.147817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,24),(7,25),-0.00728076 # DEPENDENCYPART_TRISIBL
(7,17),(7,24),(7,26),0.0199109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,25),(7,26),-0.0672329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,19),(7,21),-0.106367 # DEPENDENCYPART_TRISIBL
(7,18),(7,19),(7,24),-0.0806554 # DEPENDENCYPART_TRISIBL
(7,18),(7,19),(7,25),0.0487992 # DEPENDENCYPART_TRISIBL
(7,18),(7,19),(7,26),-0.0710877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,21),(7,24),-0.0599561 # DEPENDENCYPART_TRISIBL
(7,18),(7,21),(7,25),-0.101606 # DEPENDENCYPART_TRISIBL
(7,18),(7,21),(7,26),-0.0855646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,24),(7,25),-0.117727 # DEPENDENCYPART_TRISIBL
(7,18),(7,24),(7,26),-0.0642406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,25),(7,26),0.00590252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,21),(7,24),-0.0899788 # DEPENDENCYPART_TRISIBL
(7,19),(7,21),(7,25),-0.0264152 # DEPENDENCYPART_TRISIBL
(7,19),(7,21),(7,26),-0.180697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,24),(7,25),-0.10304 # DEPENDENCYPART_TRISIBL
(7,19),(7,24),(7,26),-0.0595793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,25),(7,26),-0.0466093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,24),(7,25),0.0259335 # DEPENDENCYPART_TRISIBL
(7,21),(7,24),(7,26),0.0170284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,25),(7,26),-0.136285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,24),(7,25),(7,26),0.0195174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0203585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.0752495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.0550056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),0.134355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.0442472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.00136964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),0.00890405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.1125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),0.0793382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.0899529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.0555314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.0541101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),0.127176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.0459205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),0.00631144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),0.0317956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.0933205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.113782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.209929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.316626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.160725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.197877 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.02088 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0475003 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0446573 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.0828429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0362672 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.0319045 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.0789222 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.0995756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.0463451 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0291627 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),0.0280497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),0.027774 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.148202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.0228777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.0551441 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.0212893 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.0447673 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.0641406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.0088544 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.0418646 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.0316152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),0.022649 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.20064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),0.00345486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.0463134 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),-0.0291228 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),0.0221232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),0.0278139 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.153414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.0297629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0263648 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.148292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.098573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.0672451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.0765803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0762548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.117034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,26),-0.00831258 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,13),-0.142159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.137181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,26),0.189213 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.137181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,26),0.194812 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,26),0.0778732 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,13),-0.0732577 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.11167 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,26),-0.0975277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.11167 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,26),-0.0975277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,26),-0.139054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.141364 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,26),-0.0927782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,26),-0.1196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,26),-0.124002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.141164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.110579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.140692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.103852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.140966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.075065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0671877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.0649398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.0352014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,20),-0.140701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),-0.107316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.0529869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,25),-0.0798205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,26),-0.122094 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.130565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.0383124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.0248681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.0386757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0148627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0223558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.00757834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),0.059788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.0383206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,21),-0.00355746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),-0.00151063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,25),-0.0274654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,26),-0.0145614 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.140692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.103852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.140966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.075065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.0671877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.0649398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.0352014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.140701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),-0.107316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),-0.0529869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,25),-0.0798205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,26),-0.122094 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.0248681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0388521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0148627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.0223558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.00757834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),0.0508211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,20),-0.038497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,21),-0.0034447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.00151063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,25),-0.0273463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,26),-0.00618054 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.0295598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),0.0160978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),0.0370666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),0.02382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),0.11711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.0292475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,21),0.00749418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),0.0305943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,25),0.0527852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,26),-0.0181238 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.0148897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.0223559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.00760526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),0.0505413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,20),-0.0383175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,21),-0.0034447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),-0.00153755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,25),-0.0273463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,26),-0.00231941 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.0714305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.0126236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),0.030011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,20),-0.04521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,21),0.0242871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),-0.0132327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,25),-0.00929688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,26),-0.00602626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),0.0085608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),-0.0169326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,20),-0.043862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,21),-0.141212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,24),0.0129503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,25),-0.0210072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,26),-0.0849185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),0.0259032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,20),-0.0454947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,21),0.00964077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),-0.0109726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,25),0.00574811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,26),0.0251543 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,20),-0.0823512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,21),-0.0207515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,24),-0.100741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,25),-0.130501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,26),-0.0861604 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,20),(9,21),-0.0034447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,24),-0.00151063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,25),-0.0273463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,20),(9,26),-0.00261907 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,21),(9,24),-0.142426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,25),-0.0724008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,21),(9,26),-0.152224 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,24),(9,25),0.0399908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,24),(9,26),0.021312 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,25),(9,26),-0.155514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0700857 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0858789 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0892769 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0858789 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0933359 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.081496 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0933198 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.0911621 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),-0.0858789 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,21),-0.0984508 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.0933249 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,25),0.00682011 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,26),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0781003 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0857408 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.0781003 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0849181 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.0743948 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.0849025 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.0807811 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),-0.0781003 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.089496 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),-0.084905 # DEPENDENCYPART_TRISIBL
