# _root_ `` We wo n't have any more of this wayward behavior , '' says Sir Peter Hordern , a backbench Tory member of Parliament .
#goldHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
#predictedHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
(11,13),(11,18),(11,20),-0.0679497 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,22),-0.0535017 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,23),-0.0250648 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,26),-0.144719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,22),-0.0523488 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,23),-0.023884 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,26),-0.0939882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,22),(11,23),0.0363969 # DEPENDENCYPART_TRISIBL
(11,13),(11,22),(11,26),-0.0522986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,23),(11,26),0.00353882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.0662956 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0662886 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0285701 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.0592149 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,22),-0.0673464 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,23),-0.0137445 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,26),-0.0995216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0662886 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.0285701 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,20),-0.0592149 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,22),-0.0673464 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,23),-0.0137445 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,26),-0.0995216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0285701 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0592149 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,22),-0.0673464 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,23),-0.0137445 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,26),-0.0995216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,20),-0.0302821 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,22),-0.100059 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,23),0.137474 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,26),-0.0345022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,22),-0.0539517 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,23),-0.0125945 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,26),-0.0657269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,22),(11,23),-0.0137596 # DEPENDENCYPART_TRISIBL
(11,14),(11,22),(11,26),-0.0995314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,23),(11,26),-0.0359318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0811311 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0434138 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,20),-0.0869373 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,22),-0.0799924 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,23),-0.0754261 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,26),-0.119239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0434138 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0869373 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,22),-0.0799845 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,23),-0.0754261 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,26),-0.119238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,20),-0.0427089 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,22),-0.073508 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,23),-0.0555771 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,26),-0.037727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,20),(11,22),-0.0657971 # DEPENDENCYPART_TRISIBL
(11,15),(11,20),(11,23),-0.0669107 # DEPENDENCYPART_TRISIBL
(11,15),(11,20),(11,26),-0.0953227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,22),(11,23),-0.0754265 # DEPENDENCYPART_TRISIBL
(11,15),(11,22),(11,26),-0.110926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,23),(11,26),-0.0778757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.0434354 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,20),-0.0869373 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,22),-0.0794741 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,23),-0.0754287 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,26),-0.116532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,20),-0.0427089 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,22),-0.0727933 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,23),-0.0555799 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,26),-0.0380606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,20),(11,22),-0.0653887 # DEPENDENCYPART_TRISIBL
(11,16),(11,20),(11,23),-0.0669134 # DEPENDENCYPART_TRISIBL
(11,16),(11,20),(11,26),-0.0945366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,22),(11,23),-0.0754291 # DEPENDENCYPART_TRISIBL
(11,16),(11,22),(11,26),-0.10822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,23),(11,26),-0.0770895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,20),-0.0427089 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,22),-0.0727933 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,23),-0.0555771 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,26),-0.0356597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,22),-0.0653887 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,23),-0.0669106 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,26),-0.0932588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,22),(11,23),-0.0754263 # DEPENDENCYPART_TRISIBL
(11,17),(11,22),(11,26),-0.106802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,23),(11,26),-0.0758117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,20),(11,22),0.0570482 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,23),-0.0774443 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,26),-0.171814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,22),(11,23),-0.0595533 # DEPENDENCYPART_TRISIBL
(11,18),(11,22),(11,26),-0.0859222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,23),(11,26),-0.0895051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,22),(11,23),-0.0476642 # DEPENDENCYPART_TRISIBL
(11,20),(11,22),(11,26),-0.0843328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,23),(11,26),-0.0563045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,22),(11,23),(11,26),-0.0720379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.19671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.199191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.204266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.179323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.2335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.170688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.204973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.163925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.252237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.210325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.119579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.181423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.146696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.216765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.100176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.19054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),-0.236285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.103521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,1),-0.193278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.177193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.396836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.0715607 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.090143 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.0316805 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0880019 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),0.0109232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.100181 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),-0.0296006 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.105717 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.138868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.0230228 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.115451 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.0831244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,1),-0.0840393 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),0.00443494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.150952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.128489 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.201895 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0750975 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.0943035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.297151 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),-0.0347219 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.140078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,1),-0.056951 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.214165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.175425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.12371 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0854897 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.214954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,1),-0.0868401 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.196476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.19648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,1),-0.0836489 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.079154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.212214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.144817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,-1),-0.376174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.0346965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.0335446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),0.0794091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.0418023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.0315071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,25),0.0613463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,26),-0.0203674 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.0317691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),0.0797166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.0418023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.0297316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,25),0.0613463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,26),-0.0171129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),0.0797172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.0418023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.0297042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,25),0.0613463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,26),-0.0167554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,20),-0.115493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.29312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,25),-0.0296109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,26),-0.13289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,22),-0.0538872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,25),0.0414669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,26),-0.00199926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,25),0.0661374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,26),-0.0185403 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,25),(14,26),-0.131311 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.155443 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),0.000168335 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.122731 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.154925 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,25),-0.0953126 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,26),-0.0127812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),0.000168335 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.122731 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.154917 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,25),-0.0953126 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,26),-0.0127811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,20),-0.129405 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),-0.182753 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,25),-0.0789808 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,26),-0.0193563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,22),-0.125162 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,25),-0.0437827 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,26),-0.0317481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,25),-0.0953126 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,26),-0.00870339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,25),(14,26),0.0480787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),0.000127905 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.122731 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.154406 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,25),-0.09534 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,26),-0.00938574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,20),-0.129405 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.182039 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,25),-0.0789945 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,26),-0.0185116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,22),-0.124754 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,25),-0.0437964 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,26),-0.0303401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,25),-0.09534 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,26),-0.00530802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,25),(14,26),0.0494837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,20),-0.129405 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,22),-0.182039 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,25),-0.0789808 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,26),-0.0172923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,22),-0.124754 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,25),-0.0437827 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,26),-0.0296859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,25),-0.0953126 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,26),-0.00458071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,25),(14,26),0.050141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,22),-0.0824737 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,25),-0.0716936 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,26),-0.0753518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,25),0.00276648 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,26),0.0178651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,25),(14,26),-0.107829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,25),-0.0830334 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,26),-0.0252652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,25),(14,26),-0.00717612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,25),(14,26),0.0482164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.0532047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.0550806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.227021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,9),-0.135619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.205365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.200102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,6),-0.135256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,5),-0.0709595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,4),-0.206947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,3),-0.109107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,2),-0.108303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,1),-0.20049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.240492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.300365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.238578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,9),-0.165445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.305896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.210318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,6),-0.164352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,5),-0.190606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,4),-0.236253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,3),0.0559008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,2),-0.149971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,1),-0.174374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.295746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.146956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,9),-0.0539348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.147259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.108073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,6),-0.0198251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,5),0.00816817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,4),-0.073893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,3),-0.0776586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,2),-0.0878764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,1),-0.00279081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),0.0455812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,9),-0.157012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,8),-0.167159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),-0.175923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,6),-0.16836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,5),-0.124827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,4),-0.192269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,3),-0.0887618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,2),-0.137118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,1),-0.149508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.068315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,9),(14,8),-0.158266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,7),-0.140039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,6),-0.168928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,5),-0.163917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,4),-0.183151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,3),-0.0897076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,2),-0.116628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,1),-0.183932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,-1),-0.0131647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.10284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,6),-0.143284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,5),-0.12712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,4),-0.242237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,3),-0.105027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,2),-0.0410143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,1),-0.215812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.0753418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
