# _root_ For holders who decide not to tender their shares , Sea Containers will issue one share of preferred stock with a stated value of $ 25 , plus a cash dividend on the common stock .
#goldHeads=13,1,4,2,7,7,4,9,7,13,12,13,0,13,16,28,16,19,17,19,23,23,20,23,26,24,28,14,31,31,28,31,35,35,32,13,
#predictedHeads=13,1,4,2,4,7,4,9,7,13,12,13,0,13,16,14,16,19,17,14,23,23,28,23,26,24,28,20,31,31,28,31,35,35,32,13,
(28,22),(28,20),(28,13),-0.104448 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,12),-0.103641 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,11),-0.103641 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,10),-0.112559 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,9),-0.104134 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,7),-0.135374 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,6),-0.124562 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,5),-0.0776217 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,4),-0.135374 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,3),-0.088195 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,2),-0.103667 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,1),-0.129182 # DEPENDENCYPART_TRISIBL
(28,22),(28,20),(28,-1),0.00822794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,19),(28,18),-0.0515272 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,17),-0.132149 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,16),-0.116549 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,15),-0.0922405 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,14),-0.133003 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,13),-0.105839 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,12),-0.113799 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,11),-0.113799 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,10),-0.140478 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,9),-0.114784 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,7),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,6),-0.124841 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,5),-0.0730528 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,4),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,3),-0.0875333 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,2),-0.113826 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,1),-0.140455 # DEPENDENCYPART_TRISIBL
(28,22),(28,19),(28,-1),-0.0477534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,18),(28,17),-0.120882 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,16),-0.134966 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,15),-0.0978029 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,14),-0.136456 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,13),-0.108193 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,12),-0.132514 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,11),-0.132514 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,10),-0.0972453 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,9),-0.133008 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,7),-0.136414 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,6),-0.126989 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,5),-0.0914388 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,4),-0.136414 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,3),-0.0901757 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,2),-0.132541 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,1),-0.128997 # DEPENDENCYPART_TRISIBL
(28,22),(28,18),(28,-1),-0.0700494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,17),(28,16),-0.10675 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,15),-0.0981858 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,14),-0.135621 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,13),-0.104448 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,12),-0.104335 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,11),-0.104335 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,10),-0.112823 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,9),-0.104829 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,7),-0.135579 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,6),-0.124562 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,5),-0.0778746 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,4),-0.135579 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,3),-0.088195 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,2),-0.104361 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,1),-0.128888 # DEPENDENCYPART_TRISIBL
(28,22),(28,17),(28,-1),-0.0197549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,16),(28,15),-0.0933537 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,14),-0.133049 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,13),-0.105839 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,12),-0.114902 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,11),-0.114902 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,10),-0.140478 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,9),-0.115887 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,7),-0.133007 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,6),-0.124841 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,5),-0.0730528 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,4),-0.133007 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,3),-0.0875333 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,2),-0.114928 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,1),-0.140455 # DEPENDENCYPART_TRISIBL
(28,22),(28,16),(28,-1),-0.051312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,15),(28,14),-0.129834 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,13),-0.104325 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,12),-0.105613 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,11),-0.105613 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,10),-0.10872 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,9),-0.106106 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,7),-0.129792 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,6),-0.125929 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,5),-0.0825682 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,4),-0.129792 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,3),-0.0876382 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,2),-0.105639 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,1),-0.132069 # DEPENDENCYPART_TRISIBL
(28,22),(28,15),(28,-1),-0.0194412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,14),(28,13),-0.10577 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,12),-0.11818 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,11),-0.11818 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,10),-0.108971 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,9),-0.118673 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,7),-0.151344 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,6),-0.130903 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,5),-0.079687 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,4),-0.151344 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,3),-0.0882809 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,2),-0.118206 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,1),-0.128962 # DEPENDENCYPART_TRISIBL
(28,22),(28,14),(28,-1),-0.0995331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,13),(28,12),-0.115031 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,11),-0.115031 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,10),-0.10921 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,9),-0.115524 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,7),-0.129612 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,6),-0.124545 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,5),-0.0773688 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,4),-0.129612 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,3),-0.0881946 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,2),-0.115057 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,1),-0.12595 # DEPENDENCYPART_TRISIBL
(28,22),(28,13),(28,-1),-0.0839374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,12),(28,11),-0.114817 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,10),-0.140478 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,9),-0.115802 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,7),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,6),-0.124841 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,5),-0.0730528 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,4),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,3),-0.0875333 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,2),-0.114844 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,1),-0.140455 # DEPENDENCYPART_TRISIBL
(28,22),(28,12),(28,-1),-0.0473441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,11),(28,10),-0.140478 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,9),-0.115802 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,7),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,6),-0.124841 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,5),-0.0730528 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,4),-0.13296 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,3),-0.0875333 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,2),-0.114844 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,1),-0.140455 # DEPENDENCYPART_TRISIBL
(28,22),(28,11),(28,-1),-0.0473441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,10),(28,9),-0.177149 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,7),-0.107323 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,6),-0.142293 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,5),-0.0520204 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,4),-0.107323 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,3),-0.0884483 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,2),-0.176682 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,1),-0.154407 # DEPENDENCYPART_TRISIBL
(28,22),(28,10),(28,-1),-0.171561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,9),(28,7),-0.133745 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,6),-0.124841 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,5),-0.073053 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,4),-0.133745 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,3),-0.0875333 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,2),-0.115137 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,1),-0.140534 # DEPENDENCYPART_TRISIBL
(28,22),(28,9),(28,-1),-0.0513169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,7),(28,6),-0.130903 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,5),-0.079687 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,4),-0.151344 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,3),-0.0882809 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,2),-0.118101 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,1),-0.128962 # DEPENDENCYPART_TRISIBL
(28,22),(28,7),(28,-1),-0.0989472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,6),(28,5),-0.0776988 # DEPENDENCYPART_TRISIBL
(28,22),(28,6),(28,4),-0.131803 # DEPENDENCYPART_TRISIBL
(28,22),(28,6),(28,3),-0.0887749 # DEPENDENCYPART_TRISIBL
(28,22),(28,6),(28,2),-0.115539 # DEPENDENCYPART_TRISIBL
(28,22),(28,6),(28,1),-0.126411 # DEPENDENCYPART_TRISIBL
(28,22),(28,6),(28,-1),-0.0738509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,5),(28,4),-0.145252 # DEPENDENCYPART_TRISIBL
(28,22),(28,5),(28,3),-0.0889289 # DEPENDENCYPART_TRISIBL
(28,22),(28,5),(28,2),-0.112453 # DEPENDENCYPART_TRISIBL
(28,22),(28,5),(28,1),-0.122965 # DEPENDENCYPART_TRISIBL
(28,22),(28,5),(28,-1),-0.017037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,4),(28,3),-0.0882809 # DEPENDENCYPART_TRISIBL
(28,22),(28,4),(28,2),-0.118101 # DEPENDENCYPART_TRISIBL
(28,22),(28,4),(28,1),-0.128962 # DEPENDENCYPART_TRISIBL
(28,22),(28,4),(28,-1),-0.0989472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,3),(28,2),-0.114512 # DEPENDENCYPART_TRISIBL
(28,22),(28,3),(28,1),-0.126741 # DEPENDENCYPART_TRISIBL
(28,22),(28,3),(28,-1),-0.038201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,2),(28,1),-0.140455 # DEPENDENCYPART_TRISIBL
(28,22),(28,2),(28,-1),-0.0492818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,22),(28,1),(28,-1),-0.021925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,20),(28,19),-0.149596 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,18),-0.103164 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,17),-0.0894164 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,16),-0.149618 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,15),-0.111075 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,14),-0.101331 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,13),-0.100148 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,12),-0.149595 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,11),-0.149595 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,10),-0.101639 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,9),-0.149596 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,7),-0.101331 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,6),-0.0838677 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,5),-0.0509025 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,4),-0.101331 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,3),-0.0929179 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,2),-0.149595 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,1),-0.0846074 # DEPENDENCYPART_TRISIBL
(28,21),(28,20),(28,-1),-0.0722999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,19),(28,18),-0.130464 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,17),-0.084476 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,16),-0.148141 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,15),-0.114418 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,14),-0.0976159 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,13),-0.100791 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,12),-0.148123 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,11),-0.148123 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,10),-0.088295 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,9),-0.148123 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,7),-0.0976159 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,6),-0.0689983 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,5),-0.0640388 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,4),-0.0976159 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,3),-0.0929413 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,2),-0.148123 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,1),-0.0799302 # DEPENDENCYPART_TRISIBL
(28,21),(28,19),(28,-1),-0.115288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,18),(28,17),-0.0872443 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,16),-0.155617 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,15),-0.108792 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,14),-0.0904606 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,13),-0.10053 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,12),-0.155598 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,11),-0.155598 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,10),-0.0746018 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,9),-0.155599 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,7),-0.0904606 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,6),-0.0838314 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,5),-0.0453816 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,4),-0.0904606 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,3),-0.091463 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,2),-0.155598 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,1),-0.0821573 # DEPENDENCYPART_TRISIBL
(28,21),(28,18),(28,-1),-0.108353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,17),(28,16),-0.149269 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,15),-0.111636 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,14),-0.101936 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,13),-0.100141 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,12),-0.149246 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,11),-0.149246 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,10),-0.101631 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,9),-0.149246 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,7),-0.101935 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,6),-0.0838679 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,5),-0.051778 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,4),-0.101935 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,3),-0.0929179 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,2),-0.149246 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,1),-0.0846848 # DEPENDENCYPART_TRISIBL
(28,21),(28,17),(28,-1),-0.0752293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,16),(28,15),-0.114418 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,14),-0.0976156 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,13),-0.100791 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,12),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,11),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,10),-0.088295 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,9),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,7),-0.0976156 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,6),-0.0689983 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,5),-0.0640388 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,4),-0.0976156 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,3),-0.0929413 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,2),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,1),-0.0799341 # DEPENDENCYPART_TRISIBL
(28,21),(28,16),(28,-1),-0.119001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,15),(28,14),-0.0907311 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,13),-0.0996885 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,12),-0.143815 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,11),-0.143815 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,10),-0.0891726 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,9),-0.143815 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,7),-0.0907311 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,6),-0.0838215 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,5),-0.0562218 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,4),-0.0907311 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,3),-0.092311 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,2),-0.143815 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,1),-0.0817476 # DEPENDENCYPART_TRISIBL
(28,21),(28,15),(28,-1),-0.139756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,14),(28,13),-0.103972 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,12),-0.150132 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,11),-0.150132 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,10),-0.0975482 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,9),-0.150132 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,7),-0.109085 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,6),-0.0845114 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,5),-0.0576194 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,4),-0.109085 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,3),-0.0914808 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,2),-0.150132 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,1),-0.0838023 # DEPENDENCYPART_TRISIBL
(28,21),(28,14),(28,-1),-0.162008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,13),(28,12),-0.144006 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,11),-0.144006 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,10),-0.0906697 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,9),-0.144007 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,7),-0.0889817 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,6),-0.0838197 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,5),-0.0557039 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,4),-0.0889817 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,3),-0.091461 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,2),-0.144006 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,1),-0.0822499 # DEPENDENCYPART_TRISIBL
(28,21),(28,13),(28,-1),-0.119062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,12),(28,11),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,10),-0.088295 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,9),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,7),-0.0976154 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,6),-0.0689983 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,5),-0.0640388 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,4),-0.0976154 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,3),-0.0929413 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,2),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,1),-0.0799302 # DEPENDENCYPART_TRISIBL
(28,21),(28,12),(28,-1),-0.118859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,11),(28,10),-0.088295 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,9),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,7),-0.0976154 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,6),-0.0689983 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,5),-0.0640388 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,4),-0.0976154 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,3),-0.0929413 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,2),-0.147703 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,1),-0.0799302 # DEPENDENCYPART_TRISIBL
(28,21),(28,11),(28,-1),-0.118859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,21),(28,10),(28,9),-0.180947 # DEPENDENCYPART_TRISIBL
(28,21),(28,10),(28,7),-0.0646745 # DEPENDENCYPART_TRISIBL
(28,21),(28,10),(28,6),-0.080565 # DEPENDENCYPART_TRISIBL
(28,21),(28,10),(28,5),-0.0643254 # DEPENDENCYPART_TRISIBL
(28,21),(28,10),(28,4),-0.0646745 # DEPENDENCYPART_TRISIBL
